playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,redCards2ndYellow,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,goals,awayGoals,throwInsToOppositionPlayer,successfulLaunches,homeGoals,rightFootGoals,hitWoodwork,leftFootGoals,secondGoalAssists,headedGoals,expectedGoalsFreekick,freekickTotal,attemptsFromSetPieces,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesConceded,ownGoalScored,foulWonPenalty,clearancesOffTheLine,penaltiesSaved,savesFromPenalty,setPiecesGoals,penaltiesTaken,penaltyGoals
20695,Antonio Valencia,Defender,Man Utd,1,Ecuador,2016-17,100.0,41.0,3.7114,0.0,4.0,4.0,2.6149,67.0,5.0,,109.0,28.0,3.0,6.0,27.0,195.0,101.0,1370.0,7.0,2.0,1.0,3.0,47.0,12.0,,41.0,3.0,2483.0,3.0,1.0,25.0,143.0,4.0,64.0,121.0,1126.0,,53.0,3.0,25.7115,28.0,58.0,20.0,2.0,75.0,63.0,17.0,0.0,243.0,40.0,401.0,180.0,28.0,,25.0,23.0,768.0,16.0,,101.0,37.0,2.0,196.0,22.0,0.0,1350.0,1.0,21.0,406.0,42.0,37.0,7.0,644.0,33.0,42.0,,49.0,262.0,2157.0,225.0,1.0,2.0,61.0,448.0,20.0,3.0,2.0105,5.0,86.0,48.0,1.0,1.0,36.0,22.0,0.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18892,Ashley Young,Defender,Man Utd,1,England,2016-17,36.0,4.0,0.707,0.0,2.0,,,18.0,3.0,1.0,41.0,12.0,1.0,4.0,8.0,72.0,25.0,428.0,1.0,,4.0,8.0,8.0,2.0,,6.0,,756.0,,,5.0,47.0,1.0,20.0,44.0,338.0,2.0,13.0,1.0,6.2766,10.0,25.0,6.0,2.0,31.0,111.0,15.0,0.0,83.0,7.0,138.0,73.0,12.0,,3.0,9.0,214.0,5.0,,32.0,15.0,2.0,75.0,3.0,0.0,413.0,3.0,5.0,142.0,15.0,11.0,2.0,89.0,9.0,16.0,4.0,18.0,90.0,674.0,60.0,3.0,,15.0,148.0,6.0,,0.1882,2.0,31.0,13.0,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180804,Axel Tuanzebe,Defender,Man Utd,1,DR Congo,2016-17,17.0,,0.0548,0.0,1.0,,,9.0,1.0,,7.0,4.0,,12.0,4.0,12.0,,143.0,,1.0,,,7.0,1.0,,,,305.0,,,5.0,16.0,1.0,7.0,14.0,129.0,,1.0,,5.1175,1.0,8.0,4.0,,12.0,32.0,4.0,0.0,33.0,5.0,42.0,13.0,4.0,,4.0,1.0,56.0,3.0,,,2.0,,26.0,2.0,0.0,141.0,1.0,1.0,16.0,5.0,1.0,,45.0,6.0,7.0,,2.0,24.0,188.0,,2.0,1.0,3.0,75.0,4.0,,0.0939,0.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55909,Chris Smalling,Defender,Man Utd,1,England,2016-17,32.0,,0.5157,0.0,1.0,1.0,0.2171,12.0,6.0,,32.0,18.0,1.0,,13.0,54.0,,464.0,1.0,,5.0,,66.0,4.0,,,,1215.0,,,18.0,67.0,2.0,5.0,19.0,389.0,,14.0,1.0,16.7048,2.0,126.0,16.0,1.0,14.0,148.0,8.0,0.0,99.0,2.0,119.0,45.0,18.0,,3.0,2.0,89.0,14.0,,,3.0,1.0,33.0,48.0,0.0,454.0,5.0,,62.0,9.0,1.0,9.0,151.0,8.0,13.0,,21.0,46.0,656.0,2.0,1.0,,17.0,321.0,1.0,,0.4063,0.0,22.0,14.0,1.0,0.0,,3.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
58877,Daley Blind,Defender,Man Utd,1,Netherlands,2016-17,58.0,11.0,1.609,0.0,5.0,2.0,1.0926,45.0,4.0,1.0,81.0,23.0,2.0,,20.0,147.0,35.0,1040.0,,2.0,3.0,45.0,47.0,8.0,1.0,24.0,,1829.0,,,22.0,90.0,4.0,38.0,65.0,827.0,12.0,13.0,,19.6345,25.0,108.0,17.0,3.0,36.0,346.0,14.0,0.0,148.0,24.0,461.0,120.0,23.0,1.0,12.0,2.0,506.0,13.0,,63.0,6.0,3.0,101.0,25.0,0.0,997.0,2.0,6.0,249.0,33.0,7.0,9.0,110.0,14.0,44.0,23.0,66.0,123.0,1566.0,115.0,2.0,2.0,47.0,411.0,8.0,,0.4141,2.0,66.0,40.0,1.0,0.0,19.0,26.0,1.0,,,1.0,1.0,,0.085,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
197365,Eric Bailly,Defender,Man Utd,1,Cote d’Ivoire,2016-17,77.0,,0.2282,0.0,2.0,1.0,0.0273,60.0,4.0,,64.0,25.0,,1.0,24.0,127.0,2.0,876.0,,,1.0,,67.0,12.0,,,1.0,2060.0,1.0,,30.0,136.0,2.0,16.0,99.0,690.0,,14.0,1.0,21.9021,1.0,126.0,15.0,2.0,47.0,209.0,25.0,0.0,213.0,9.0,320.0,172.0,25.0,,17.0,3.0,265.0,13.0,,2.0,10.0,2.0,146.0,37.0,0.0,857.0,3.0,1.0,169.0,43.0,14.0,16.0,292.0,28.0,60.0,,59.0,55.0,1273.0,25.0,3.0,,45.0,484.0,15.0,2.0,0.3112,4.0,63.0,45.0,,,10.0,15.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
106760,Luke Shaw,Defender,Man Utd,1,England,2016-17,28.0,5.0,0.8824,0.0,4.0,1.0,0.62,12.0,2.0,,42.0,11.0,1.0,,9.0,55.0,12.0,383.0,,3.0,2.0,3.0,17.0,3.0,1.0,7.0,,692.0,,,6.0,38.0,1.0,16.0,27.0,319.0,2.0,9.0,1.0,8.2522,9.0,27.0,6.0,1.0,22.0,137.0,6.0,0.0,66.0,9.0,150.0,43.0,11.0,1.0,6.0,5.0,212.0,5.0,,14.0,11.0,1.0,49.0,11.0,0.0,378.0,1.0,3.0,99.0,6.0,9.0,1.0,26.0,7.0,12.0,1.0,9.0,70.0,565.0,39.0,5.0,3.0,9.0,123.0,5.0,,0.2198,1.0,13.0,17.0,,,9.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
58893,Marcos Rojo,Defender,Man Utd,1,Argentina,2016-17,65.0,2.0,0.6075,0.0,3.0,4.0,1.0475,29.0,11.0,,53.0,21.0,,1.0,18.0,133.0,8.0,951.0,,2.0,3.0,,74.0,8.0,1.0,2.0,2.0,1660.0,2.0,,28.0,94.0,1.0,23.0,48.0,751.0,,19.0,3.0,16.2398,5.0,143.0,13.0,1.0,37.0,324.0,10.0,0.0,159.0,11.0,398.0,98.0,21.0,1.0,7.0,2.0,292.0,12.0,,8.0,4.0,1.0,85.0,46.0,0.0,934.0,7.0,4.0,156.0,22.0,10.0,6.0,180.0,24.0,33.0,,67.0,49.0,1260.0,17.0,1.0,2.0,70.0,528.0,12.0,,0.8302,5.0,80.0,31.0,1.0,0.0,2.0,26.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40002,Matteo Darmian,Defender,Man Utd,1,Italy,2016-17,71.0,4.0,0.241,0.0,,,,42.0,2.0,,74.0,18.0,,1.0,15.0,110.0,15.0,595.0,1.0,,3.0,1.0,39.0,8.0,,4.0,,1333.0,,,14.0,86.0,2.0,33.0,61.0,465.0,,6.0,2.0,12.9615,2.0,71.0,8.0,,57.0,179.0,16.0,0.0,157.0,12.0,233.0,71.0,18.0,,15.0,5.0,257.0,6.0,,15.0,13.0,,118.0,25.0,0.0,586.0,2.0,3.0,172.0,27.0,3.0,2.0,83.0,19.0,40.0,,20.0,100.0,993.0,131.0,3.0,,28.0,232.0,12.0,,0.0681,3.0,36.0,26.0,,,26.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76359,Phil Jones,Defender,Man Utd,1,England,2016-17,40.0,,0.117,0.0,2.0,,,34.0,1.0,,40.0,18.0,,1.0,18.0,85.0,1.0,793.0,,,,,67.0,5.0,,,,1585.0,,,21.0,92.0,2.0,17.0,46.0,664.0,,7.0,3.0,16.9785,2.0,136.0,14.0,2.0,19.0,198.0,11.0,0.0,132.0,9.0,235.0,99.0,18.0,,10.0,2.0,192.0,12.0,,1.0,6.0,2.0,65.0,46.0,0.0,785.0,1.0,,95.0,24.0,5.0,17.0,274.0,9.0,28.0,,44.0,86.0,1061.0,3.0,1.0,,31.0,516.0,5.0,,0.1863,2.0,45.0,29.0,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,
