playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,openPlayPasses,substituteOn,totalLossesOfPossession,totalClearances,totalRedCards,winningGoal,leftsidePasses,forwardPasses,appearances,timePlayed,touches,unsuccessfulShortPasses,gamesPlayed,successfulShortPasses,successfulPassesOppositionHalf,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,yellowCards,duelsLost,keyPassesAttemptAssists,successfulCrossesOpenPlay,rightsidePasses,blockedShots,shotsOnTargetIncGoals,duels,totalTackles,totalShots,successfulLayoffs,unsuccessfulCrossesAndCorners,unsuccessfulCrossesOpenPlay,offsides,groundDuels,aerialDuelsWon,cornersWon,tacklesWon,aerialDuels,backwardPasses,successfulCrossesAndCorners,aerialDuelsLost,duelsWon,groundDuelsWon,totalTouchesInOppositionBox,overruns,throughBalls,goalAssists,starts,goals,awayGoals,cornersTakenInclShortCorners,cleanSheets,throwInsToOppositionPlayer,goalsConceded,groundDuelsLost,totalFoulsWon,homeGoals,recoveries,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,goalsConcededInsideBox,timesTackled,shotsOffTargetIncWoodwork,successfulDribbles,blocks,attemptsFromSetPieces,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,unsuccessfulLayoffs,goalsConcededOutsideBox,successfulLaunches,hitWoodwork,headedGoals,handballsConceded,penaltyGoalsConceded,setPiecesGoals,successfulCornersIntoBox,penaltiesTaken,clearancesOffTheLine,penaltyGoals,foulWonPenalty,gkUnsuccessfulDistribution,ownGoalScored,lastPlayerTackle,redCards2ndYellow,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,penaltiesConceded,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox
60865,Apostolos Vellios,Forward,Everton,11,Greece,2010-11,0.0,4.0,3.0,4.0,,0.0,0.0,1.0,,3.0,30.0,13.0,1.0,3.0,3.0,4.0,1.0,4.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80181,Conor McAleny,Forward,Everton,11,England,2010-11,0.0,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19916,James Vaughan,Forward,Everton,11,England,2010-11,0.0,6.0,1.0,6.0,,0.0,0.0,1.0,,1.0,16.0,8.0,4.0,1.0,2.0,1.0,4.0,6.0,0.0,6.0,,,2.0,,,6.0,,,,,,,3.0,,1.0,,3.0,3.0,,3.0,,,1.0,,,,,,,,,,,3.0,,,,,,,,,1.0,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32317,Jermaine Beckford,Forward,Everton,11,Jamaica,2010-11,0.0,,18.0,,1.0,0.0,,,,32.0,1319.0,423.0,76.0,32.0,147.0,127.0,81.0,236.0,3.0,86.0,11.0,1.0,,8.0,23.0,141.0,10.0,48.0,42.0,8.0,8.0,13.0,110.0,10.0,10.0,8.0,31.0,,1.0,21.0,55.0,45.0,,,,2.0,14.0,8.0,,,,1.0,13.0,65.0,26.0,,23.0,3.0,2.0,3.0,12.0,12.0,,25.0,9.0,1.0,,21.0,4.0,,8.0,,13.0,1.0,29.0,5.0,9.0,11.0,1.0,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
55586,Jose Baxter,Forward,Everton,11,England,2010-11,0.0,3.0,1.0,4.0,,0.0,0.0,2.0,1.0,1.0,12.0,8.0,3.0,1.0,,,3.0,3.0,0.0,1.0,,,,,1.0,2.0,1.0,2.0,,,,,2.0,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4396,Louis Saha,Forward,Everton,11,France,2010-11,0.0,375.0,8.0,203.0,15.0,0.0,2.0,108.0,85.0,22.0,1372.0,650.0,88.0,22.0,279.0,237.0,90.0,375.0,0.0,137.0,23.0,1.0,86.0,20.0,27.0,238.0,10.0,46.0,49.0,10.0,10.0,6.0,136.0,40.0,18.0,7.0,102.0,96.0,1.0,62.0,101.0,61.0,74.0,3.0,,,14.0,7.0,1.0,,,,22.0,75.0,35.0,6.0,33.0,3.0,3.0,3.0,14.0,21.0,54.0,19.0,16.0,1.0,1.0,22.0,3.0,,6.0,,10.0,,49.0,2.0,11.0,5.0,1.0,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
57835,Magaye Gueye,Forward,Everton,11,Senegal,2010-11,0.0,55.0,3.0,47.0,1.0,0.0,0.0,14.0,20.0,5.0,192.0,116.0,17.0,5.0,38.0,30.0,19.0,57.0,0.0,24.0,3.0,1.0,14.0,,1.0,40.0,2.0,3.0,1.0,10.0,6.0,,31.0,4.0,4.0,1.0,9.0,9.0,2.0,5.0,16.0,12.0,5.0,2.0,2.0,1.0,2.0,,,5.0,,,2.0,19.0,6.0,,7.0,,1.0,,4.0,2.0,13.0,2.0,4.0,,,5.0,5.0,3.0,,1.0,2.0,2.0,10.0,2.0,3.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
3273,Tim Cahill,Forward,Everton,11,Australia,2010-11,0.0,818.0,5.0,317.0,33.0,0.0,2.0,223.0,219.0,27.0,2016.0,1162.0,195.0,27.0,585.0,440.0,211.0,820.0,4.0,247.0,33.0,2.0,194.0,13.0,16.0,396.0,31.0,44.0,92.0,12.0,12.0,25.0,198.0,79.0,9.0,22.0,198.0,184.0,2.0,119.0,149.0,70.0,106.0,3.0,1.0,3.0,22.0,9.0,4.0,,4.0,,28.0,128.0,29.0,5.0,74.0,2.0,9.0,1.0,10.0,24.0,58.0,28.0,10.0,6.0,,60.0,30.0,,24.0,4.0,3.0,5.0,171.0,16.0,34.0,8.0,4.0,1.0,2.0,6.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
28593,Victor Anichebe,Forward,Everton,11,Nigeria,2010-11,0.0,209.0,8.0,162.0,4.0,1.0,0.0,57.0,58.0,16.0,771.0,366.0,93.0,16.0,110.0,92.0,95.0,210.0,1.0,83.0,9.0,5.0,41.0,6.0,6.0,149.0,9.0,9.0,25.0,13.0,13.0,4.0,95.0,26.0,10.0,7.0,54.0,54.0,5.0,28.0,66.0,40.0,42.0,1.0,3.0,,8.0,,,,,,12.0,55.0,25.0,,10.0,,2.0,,8.0,11.0,31.0,3.0,6.0,2.0,,20.0,6.0,,5.0,,7.0,,28.0,2.0,4.0,6.0,1.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,
13239,Yakubu,Forward,Everton,11,Nigeria,2010-11,0.0,165.0,7.0,110.0,1.0,0.0,2.0,41.0,33.0,14.0,669.0,293.0,43.0,14.0,111.0,101.0,46.0,166.0,0.0,54.0,14.0,6.0,43.0,4.0,8.0,79.0,5.0,15.0,22.0,10.0,10.0,9.0,71.0,3.0,6.0,3.0,8.0,49.0,6.0,5.0,25.0,22.0,43.0,4.0,3.0,1.0,7.0,1.0,0.0,,2.0,1.0,5.0,49.0,14.0,1.0,20.0,,2.0,1.0,12.0,3.0,29.0,7.0,3.0,,,19.0,1.0,,9.0,3.0,5.0,,25.0,3.0,2.0,4.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
