playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,fiftyFifty,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCornersIntoBox,leftFootGoals,secondGoalAssists,cornersTakenInclShortCorners,penaltiesConceded,throwInsToOppositionPlayer,foulWonPenalty,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,expectedGoalsFreekick,penaltiesTaken,penaltyGoals,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,lastPlayerTackle,headedGoals,otherGoals,redCards2ndYellow,goalkeeperSmother,ownGoalScored,clearancesOffTheLine
153133,Alex Iwobi,Forward,Everton,11,Nigeria,2021-22,119.0,10.0,2.9569,61.0,0.0,9.0,6.0,6.0,1.6524,40.0,15.0,6.0,111.0,28.0,2.0,6.0,27.0,22.0,142.0,21.0,696.0,2.0,3.0,1.0,3.0,6.0,30.0,5.0,,11.0,4.0,2037.0,4.0,,21.0,87.0,2.0,61.0,78.0,525.0,66.0,2.0,35.294,34.0,4.0,25.0,38.0,6.0,98.0,119.0,6.0,1.0,206.0,36.0,1.0,224.0,130.0,28.0,,1.0,21.0,25.0,397.0,36.0,21.0,52.0,6.0,176.0,9.0,0.0,690.0,9.0,11.0,285.0,19.0,32.0,3.0,223.0,16.0,20.0,29.0,130.0,1126.0,34.0,7.0,,3.0,11.0,168.0,11.0,1.0,2.3004,1.0,31.0,39.0,1.0,1.0,1.0,1.0,1.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,
232826,Anthony Gordon,Forward,Everton,11,England,2021-22,179.0,10.0,3.0883,86.0,0.0,16.0,18.0,9.0,3.0252,54.0,28.0,2.0,136.0,35.0,2.0,9.0,39.0,25.0,158.0,48.0,613.0,4.0,8.0,0.0,6.0,10.0,55.0,4.0,6.0,23.0,8.0,2283.0,8.0,,38.0,173.0,5.0,74.0,156.0,447.0,85.0,1.0,37.9827,33.0,,8.0,40.0,10.0,141.0,129.0,64.0,1.0,352.0,46.0,4.0,162.0,116.0,35.0,6.0,3.0,22.0,42.0,349.0,35.0,96.0,79.0,10.0,297.0,17.0,0.0,591.0,10.0,21.0,423.0,32.0,38.0,3.0,157.0,25.0,22.0,8.0,165.0,1263.0,4.0,11.0,,6.0,9.0,129.0,12.0,,3.4457,4.0,22.0,38.0,10.0,1.0,1.0,50.0,,2.0,2.0,5.0,5.0,34.0,0.3166,,,,,,,,,,,,,,,,,,,,,
193488,Anwar El Ghazi,Forward,Everton,11,Netherlands,2021-22,41.0,3.0,0.3856,19.0,0.0,1.0,3.0,,1.0911,5.0,7.0,1.0,25.0,11.0,1.0,7.0,11.0,4.0,26.0,11.0,112.0,1.0,2.0,0.0,,7.0,24.0,1.0,2.0,3.0,,394.0,,,14.0,24.0,1.0,14.0,14.0,84.0,17.0,1.0,8.0631,4.0,1.0,2.0,8.0,1.0,27.0,37.0,5.0,0.0,65.0,9.0,1.0,32.0,22.0,11.0,2.0,1.0,,7.0,61.0,7.0,11.0,14.0,1.0,41.0,10.0,0.0,110.0,4.0,5.0,76.0,5.0,4.0,,10.0,8.0,1.0,2.0,33.0,211.0,2.0,2.0,,,,28.0,4.0,,1.0559,2.0,1.0,5.0,,,,2.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
66838,Cenk Tosun,Forward,Everton,11,Turkey,2021-22,1.0,,0.0002,,0.0,,,,,,,,,1.0,,,,,,,1.0,,,,,1.0,1.0,,,,,6.0,,,1.0,,,,,1.0,,,,,,,,,,,,0.0,1.0,,,,1.0,1.0,,,,,1.0,,,,,,,0.0,1.0,,,1.0,,,,1.0,,,,,3.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172632,Demarai Gray,Forward,Everton,11,Jamaica,2021-22,140.0,15.0,3.5381,73.0,0.0,27.0,17.0,3.0,2.9289,30.0,38.0,3.0,93.0,34.0,4.0,11.0,30.0,28.0,117.0,44.0,633.0,5.0,3.0,2.0,15.0,6.0,35.0,,8.0,34.0,4.0,2348.0,4.0,,31.0,121.0,3.0,59.0,117.0,488.0,93.0,1.0,31.1158,38.0,3.0,13.0,39.0,12.0,109.0,203.0,32.0,2.0,261.0,28.0,3.0,127.0,100.0,34.0,8.0,2.0,11.0,51.0,402.0,36.0,95.0,87.0,12.0,226.0,4.0,0.0,603.0,21.0,24.0,374.0,19.0,55.0,2.0,107.0,12.0,15.0,28.0,196.0,1225.0,5.0,19.0,1.0,15.0,13.0,148.0,8.0,1.0,4.0141,3.0,24.0,26.0,14.0,3.0,,56.0,,1.0,,4.0,4.0,39.0,0.1747,,,,,,,,,,,,,,,,,,,,,
177815,Dominic Calvert-Lewin,Forward,Everton,11,England,2021-22,137.0,,1.2075,34.0,0.0,6.0,13.0,,5.8115,11.0,27.0,,110.0,17.0,2.0,21.0,15.0,15.0,110.0,2.0,277.0,5.0,4.0,2.0,3.0,2.0,188.0,,1.0,,7.0,1285.0,7.0,7.0,94.0,123.0,3.0,9.0,29.0,165.0,54.0,1.0,25.1242,8.0,,12.0,31.0,3.0,43.0,59.0,16.0,1.0,260.0,3.0,3.0,82.0,34.0,17.0,1.0,2.0,3.0,9.0,128.0,28.0,2.0,22.0,3.0,72.0,94.0,0.0,274.0,14.0,6.0,185.0,8.0,2.0,2.0,62.0,17.0,3.0,2.0,74.0,478.0,,6.0,2.0,3.0,,39.0,2.0,,6.6792,2.0,,23.0,,,,,,,1.0,,,,,3.0,2.0,,,,,,,,,,,,,,2.0,1.0,,,,
218997,Ellis Simms,Forward,Everton,11,England,2021-22,5.0,,0.0075,2.0,0.0,,,,,,,,5.0,1.0,,,2.0,1.0,5.0,,12.0,,,,,,6.0,,,,,62.0,,1.0,4.0,2.0,,,,7.0,,,2.1116,,,1.0,,,1.0,3.0,,0.0,7.0,,,3.0,1.0,1.0,,,,,4.0,,,1.0,,1.0,2.0,0.0,12.0,,,7.0,,,1.0,2.0,,,,4.0,19.0,,1.0,,,,3.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461421,Lewis Dobbin,Forward,Everton,11,England,2021-22,9.0,,0.0053,2.0,0.0,,,,,2.0,,,2.0,3.0,,,,,3.0,,8.0,,,,,3.0,6.0,,,,,30.0,,,6.0,3.0,,,3.0,4.0,2.0,,0.8184,,,,1.0,,3.0,3.0,1.0,0.0,12.0,,,2.0,4.0,3.0,,,1.0,1.0,4.0,1.0,,2.0,,6.0,,0.0,7.0,,,6.0,1.0,,,2.0,1.0,,1.0,1.0,14.0,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242058,Moise Kean,Forward,Everton,11,Italy,2021-22,1.0,,,,0.0,,,,,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,1.0,,0.0,1.0,,,,1.0,1.0,,,,,,,,1.0,,1.0,,0.0,1.0,,,1.0,,,,,,,,,2.0,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173818,Nathan Broadhead,Forward,Everton,11,Wales,2021-22,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212319,Richarlison,Forward,Everton,11,Brazil,2021-22,299.0,5.0,2.0952,81.0,0.0,26.0,23.0,7.0,8.0399,40.0,46.0,3.0,181.0,30.0,5.0,16.0,40.0,28.0,192.0,33.0,524.0,10.0,21.0,3.0,11.0,2.0,223.0,4.0,4.0,5.0,9.0,2526.0,9.0,3.0,157.0,214.0,4.0,67.0,148.0,324.0,141.0,,40.5275,24.0,,33.0,46.0,15.0,142.0,176.0,68.0,1.0,513.0,38.0,7.0,136.0,114.0,30.0,4.0,6.0,17.0,42.0,252.0,42.0,33.0,96.0,15.0,290.0,66.0,0.0,518.0,23.0,26.0,425.0,23.0,40.0,4.0,102.0,36.0,12.0,8.0,110.0,1153.0,2.0,7.0,2.0,11.0,2.0,85.0,13.0,3.0,9.6014,9.0,11.0,28.0,,2.0,,,,,1.0,2.0,2.0,,0.0783,3.0,3.0,,,,,,,,,,,,,,2.0,,,,,
57134,Salomón Rondón,Forward,Everton,11,Venezuela,2021-22,94.0,1.0,0.6508,25.0,1.0,6.0,6.0,,1.6253,6.0,15.0,,69.0,20.0,1.0,10.0,10.0,8.0,70.0,5.0,186.0,1.0,5.0,1.0,1.0,12.0,94.0,1.0,,1.0,5.0,783.0,5.0,2.0,56.0,52.0,1.0,14.0,14.0,113.0,46.0,1.0,16.2361,7.0,,10.0,16.0,5.0,38.0,48.0,4.0,0.0,146.0,5.0,0.0,53.0,20.0,20.0,,1.0,5.0,6.0,80.0,15.0,5.0,16.0,5.0,52.0,38.0,1.0,184.0,9.0,6.0,117.0,1.0,4.0,,42.0,12.0,,3.0,43.0,304.0,,3.0,,1.0,1.0,37.0,7.0,,1.8577,3.0,1.0,12.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
