season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,goalAssist,goals,minutesPlayed,ownGoals,totalShots
2009-10,1062466,1,30,Bolton_Wanderers,Home,541,3754,Jlloyd Samuel,jlloyd-samuel,M,True,,,,,
2009-10,1062466,1,30,Bolton_Wanderers,Home,546,1999,Gavin McCann,gavin-mccann,,False,0.0,0.0,68.0,0.0,0.0
2009-10,1062466,1,30,Bolton_Wanderers,Home,666,1587,Zat Knight,zat-knight,D,False,0.0,0.0,90.0,0.0,0.0
2009-10,1062466,1,30,Bolton_Wanderers,Home,864,3289,Matthew Taylor,matthew-taylor,D,False,0.0,0.0,90.0,0.0,0.0
2009-10,1062466,1,30,Bolton_Wanderers,Home,933,1589,Sean Davis,sean-davis,M,False,0.0,0.0,90.0,0.0,0.0
2009-10,1062466,1,30,Bolton_Wanderers,Home,1005,2004,Paul Robinson,paul-robinson,D,False,0.0,0.0,90.0,0.0,0.0
2009-10,1062466,1,30,Bolton_Wanderers,Home,1244,3630,Kevin Davies,kevin-davies,F,False,0.0,0.0,90.0,0.0,0.0
2009-10,1062466,1,30,Bolton_Wanderers,Home,1253,1344,Jussi Jääskeläinen,jussi-jaaskelainen,G,False,0.0,0.0,90.0,0.0,0.0
2009-10,1062466,1,30,Bolton_Wanderers,Home,9628,19419,Gary Cahill,gary-cahill,D,False,0.0,0.0,90.0,0.0,0.0
2009-10,1062466,1,30,Bolton_Wanderers,Home,10673,19930,Mark Davies,mark-davies,M,True,,,,,
2009-10,1062466,1,30,Bolton_Wanderers,Home,11095,7712,Sam Ricketts,sam-ricketts,D,False,0.0,0.0,90.0,0.0,0.0
2009-10,1062466,1,30,Bolton_Wanderers,Home,14051,27696,Fabrice Muamba,fabrice-muamba,M,False,0.0,0.0,90.0,0.0,0.0
2009-10,1062466,1,30,Bolton_Wanderers,Home,38639,75773,Chung-yong Lee,chung-yong-lee,M,True,0.0,0.0,22.0,0.0,0.0
2009-10,1062466,1,30,Bolton_Wanderers,Home,78609,75826,Daniel Ward,daniel-ward,F,True,0.0,0.0,7.0,0.0,0.0
2009-10,1062466,1,30,Bolton_Wanderers,Home,761412,28491,Ali Al-Habsi,ali-al-habsi,G,True,,,,,
2009-10,1062466,1,30,Bolton_Wanderers,Home,1422131,1629,Andy O'Brien,andy-obrien,D,True,,,,,
2009-10,1062466,1,30,Bolton_Wanderers,Home,1422568,4739,Johan Elmander,johan-elmander,F,False,0.0,0.0,83.0,0.0,0.0
2009-10,1062466,1,30,Bolton_Wanderers,Home,2272736,18621,Tamir Cohen,tamir-cohen,M,True,,,,,
2009-10,1276637,2,30,Bolton_Wanderers,Away,495,9765,Ivan Klasnić,ivan-klasnic,F,True,0.0,0.0,9.0,0.0,0.0
2009-10,1276637,2,30,Bolton_Wanderers,Away,541,3754,Jlloyd Samuel,jlloyd-samuel,M,True,,,,,
2009-10,1276637,2,30,Bolton_Wanderers,Away,546,1999,Gavin McCann,gavin-mccann,,True,0.0,0.0,34.0,0.0,0.0
2009-10,1276637,2,30,Bolton_Wanderers,Away,666,1587,Zat Knight,zat-knight,D,False,0.0,0.0,90.0,0.0,0.0
2009-10,1276637,2,30,Bolton_Wanderers,Away,864,3289,Matthew Taylor,matthew-taylor,D,False,0.0,1.0,90.0,0.0,0.0
2009-10,1276637,2,30,Bolton_Wanderers,Away,1005,2004,Paul Robinson,paul-robinson,D,False,0.0,0.0,90.0,0.0,0.0
2009-10,1276637,2,30,Bolton_Wanderers,Away,1244,3630,Kevin Davies,kevin-davies,F,False,1.0,0.0,90.0,0.0,0.0
2009-10,1276637,2,30,Bolton_Wanderers,Away,1253,1344,Jussi Jääskeläinen,jussi-jaaskelainen,G,False,0.0,0.0,90.0,0.0,0.0
2009-10,1276637,2,30,Bolton_Wanderers,Away,4503,28183,Gretar Rafn Steinsson,gretar-rafn-steinsson,D,False,0.0,0.0,90.0,0.0,0.0
2009-10,1276637,2,30,Bolton_Wanderers,Away,9628,19419,Gary Cahill,gary-cahill,D,False,0.0,1.0,90.0,0.0,0.0
2009-10,1276637,2,30,Bolton_Wanderers,Away,10673,19930,Mark Davies,mark-davies,M,False,0.0,0.0,56.0,0.0,0.0
2009-10,1276637,2,30,Bolton_Wanderers,Away,11095,7712,Sam Ricketts,sam-ricketts,D,True,0.0,0.0,1.0,0.0,0.0
2009-10,1276637,2,30,Bolton_Wanderers,Away,14051,27696,Fabrice Muamba,fabrice-muamba,M,False,0.0,0.0,90.0,0.0,0.0
2009-10,1276637,2,30,Bolton_Wanderers,Away,38639,75773,Chung-yong Lee,chung-yong-lee,M,False,0.0,0.0,81.0,0.0,0.0
2009-10,1276637,2,30,Bolton_Wanderers,Away,761412,28491,Ali Al-Habsi,ali-al-habsi,G,True,,,,,
2009-10,1276637,2,30,Bolton_Wanderers,Away,1422131,1629,Andy O'Brien,andy-obrien,D,True,,,,,
2009-10,1276637,2,30,Bolton_Wanderers,Away,1422568,4739,Johan Elmander,johan-elmander,F,True,,,,,
2009-10,1276637,2,30,Bolton_Wanderers,Away,2272736,18621,Tamir Cohen,tamir-cohen,M,False,0.0,0.0,90.0,0.0,0.0
2009-10,1062488,3,30,Bolton_Wanderers,Away,541,3754,Jlloyd Samuel,jlloyd-samuel,M,True,0.0,0.0,12.0,0.0,0.0
2009-10,1062488,3,30,Bolton_Wanderers,Away,546,1999,Gavin McCann,gavin-mccann,,True,,,,,
2009-10,1062488,3,30,Bolton_Wanderers,Away,666,1587,Zat Knight,zat-knight,D,False,0.0,0.0,90.0,0.0,0.0
2009-10,1062488,3,30,Bolton_Wanderers,Away,864,3289,Matthew Taylor,matthew-taylor,D,False,0.0,0.0,90.0,0.0,0.0
2009-10,1062488,3,30,Bolton_Wanderers,Away,933,1589,Sean Davis,sean-davis,M,False,0.0,0.0,90.0,0.0,0.0
2009-10,1062488,3,30,Bolton_Wanderers,Away,1005,2004,Paul Robinson,paul-robinson,D,False,0.0,0.0,78.0,0.0,0.0
2009-10,1062488,3,30,Bolton_Wanderers,Away,1244,3630,Kevin Davies,kevin-davies,F,False,0.0,0.0,90.0,0.0,0.0
2009-10,1062488,3,30,Bolton_Wanderers,Away,1253,1344,Jussi Jääskeläinen,jussi-jaaskelainen,G,False,0.0,0.0,90.0,0.0,0.0
2009-10,1062488,3,30,Bolton_Wanderers,Away,4503,28183,Gretar Rafn Steinsson,gretar-rafn-steinsson,D,True,,,,,
2009-10,1062488,3,30,Bolton_Wanderers,Away,9628,19419,Gary Cahill,gary-cahill,D,False,0.0,0.0,90.0,0.0,0.0
2009-10,1062488,3,30,Bolton_Wanderers,Away,10673,19930,Mark Davies,mark-davies,M,False,0.0,0.0,81.0,0.0,0.0
2009-10,1062488,3,30,Bolton_Wanderers,Away,11095,7712,Sam Ricketts,sam-ricketts,D,False,0.0,0.0,90.0,0.0,0.0
2009-10,1062488,3,30,Bolton_Wanderers,Away,14051,27696,Fabrice Muamba,fabrice-muamba,M,False,0.0,0.0,90.0,0.0,0.0
2009-10,1062488,3,30,Bolton_Wanderers,Away,38639,75773,Chung-yong Lee,chung-yong-lee,M,True,0.0,0.0,19.0,0.0,0.0
2009-10,1062488,3,30,Bolton_Wanderers,Away,78609,75826,Daniel Ward,daniel-ward,F,True,0.0,0.0,9.0,0.0,0.0
2009-10,1062488,3,30,Bolton_Wanderers,Away,761412,28491,Ali Al-Habsi,ali-al-habsi,G,True,,,,,
2009-10,1062488,3,30,Bolton_Wanderers,Away,1422568,4739,Johan Elmander,johan-elmander,F,False,0.0,0.0,71.0,0.0,0.0
2009-10,1062488,3,30,Bolton_Wanderers,Away,1422750,5539,Danny Shittu,danny-shittu,D,True,,,,,
2009-10,1062496,4,30,Bolton_Wanderers,Home,541,3754,Jlloyd Samuel,jlloyd-samuel,M,False,0.0,0.0,90.0,0.0,0.0
2009-10,1062496,4,30,Bolton_Wanderers,Home,666,1587,Zat Knight,zat-knight,D,False,0.0,0.0,90.0,0.0,0.0
2009-10,1062496,4,30,Bolton_Wanderers,Home,864,3289,Matthew Taylor,matthew-taylor,D,False,0.0,0.0,90.0,0.0,0.0
2009-10,1062496,4,30,Bolton_Wanderers,Home,933,1589,Sean Davis,sean-davis,M,False,0.0,0.0,54.0,0.0,0.0
2009-10,1062496,4,30,Bolton_Wanderers,Home,1005,2004,Paul Robinson,paul-robinson,D,True,,,,,
2009-10,1062496,4,30,Bolton_Wanderers,Home,1244,3630,Kevin Davies,kevin-davies,F,False,1.0,1.0,90.0,0.0,0.0
2009-10,1062496,4,30,Bolton_Wanderers,Home,1253,1344,Jussi Jääskeläinen,jussi-jaaskelainen,G,False,0.0,0.0,90.0,0.0,0.0
2009-10,1062496,4,30,Bolton_Wanderers,Home,4503,28183,Gretar Rafn Steinsson,gretar-rafn-steinsson,D,True,0.0,0.0,12.0,0.0,0.0
2009-10,1062496,4,30,Bolton_Wanderers,Home,9628,19419,Gary Cahill,gary-cahill,D,False,0.0,0.0,90.0,0.0,0.0
2009-10,1062496,4,30,Bolton_Wanderers,Home,11095,7712,Sam Ricketts,sam-ricketts,D,False,0.0,0.0,90.0,0.0,0.0
2009-10,1062496,4,30,Bolton_Wanderers,Home,14051,27696,Fabrice Muamba,fabrice-muamba,M,False,0.0,0.0,90.0,0.0,0.0
2009-10,1062496,4,30,Bolton_Wanderers,Home,17604,38157,Rahamat Riga Mustapha,rahamat-riga-mustapha,,True,0.0,0.0,1.0,0.0,0.0
2009-10,1062496,4,30,Bolton_Wanderers,Home,33854,40386,Chris Basham,chris-basham,D,True,0.0,0.0,31.0,0.0,0.0
2009-10,1062496,4,30,Bolton_Wanderers,Home,38639,75773,Chung-yong Lee,chung-yong-lee,M,True,,,,,
2009-10,1062496,4,30,Bolton_Wanderers,Home,761412,28491,Ali Al-Habsi,ali-al-habsi,G,True,,,,,
2009-10,1062496,4,30,Bolton_Wanderers,Home,1422131,1629,Andy O'Brien,andy-obrien,D,True,,,,,
2009-10,1062496,4,30,Bolton_Wanderers,Home,1422568,4739,Johan Elmander,johan-elmander,F,False,1.0,0.0,59.0,0.0,0.0
