season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,goalAssist,goals,minutesPlayed,ownGoals,penaltyMiss,totalShots
2011-12,1768173,1,30,Bolton_Wanderers,Away,495,9765.0,Ivan Klasnić,ivan-klasnic,F,False,1.0,1.0,86.0,0.0,,0.0
2011-12,1768173,1,30,Bolton_Wanderers,Away,571,1615.0,Robert Blake,robert-blake,,True,0.0,0.0,4.0,0.0,,0.0
2011-12,1768173,1,30,Bolton_Wanderers,Away,666,1587.0,Zat Knight,zat-knight,D,False,0.0,0.0,90.0,0.0,,0.0
2011-12,1768173,1,30,Bolton_Wanderers,Away,774,18428.0,Chris Eagles,chris-eagles,F,False,1.0,0.0,81.0,0.0,,0.0
2011-12,1768173,1,30,Bolton_Wanderers,Away,828,19958.0,David Wheater,david-wheater,D,True,,,,,,
2011-12,1768173,1,30,Bolton_Wanderers,Away,1005,2004.0,Paul Robinson,paul-robinson,D,False,0.0,0.0,90.0,0.0,,0.0
2011-12,1768173,1,30,Bolton_Wanderers,Away,1242,1307.0,Ricardo Wayne Gardner,ricardo-wayne-gardner,D,True,,,,,,
2011-12,1768173,1,30,Bolton_Wanderers,Away,1244,3630.0,Kevin Davies,kevin-davies,F,False,1.0,0.0,90.0,0.0,,0.0
2011-12,1768173,1,30,Bolton_Wanderers,Away,1253,1344.0,Jussi Jääskeläinen,jussi-jaaskelainen,G,False,0.0,0.0,90.0,0.0,,0.0
2011-12,1768173,1,30,Bolton_Wanderers,Away,2841,10089.0,Martin Petrov,martin-petrov,F,False,0.0,0.0,90.0,0.0,,0.0
2011-12,1768173,1,30,Bolton_Wanderers,Away,4503,28183.0,Gretar Rafn Steinsson,gretar-rafn-steinsson,D,False,0.0,0.0,90.0,0.0,,0.0
2011-12,1768173,1,30,Bolton_Wanderers,Away,9628,19419.0,Gary Cahill,gary-cahill,D,False,0.0,1.0,90.0,0.0,,0.0
2011-12,1768173,1,30,Bolton_Wanderers,Away,9740,14668.0,Nigel Reo-Coker,nigel-reo-coker,M,False,0.0,0.0,83.0,0.0,,0.0
2011-12,1768173,1,30,Bolton_Wanderers,Away,10673,19930.0,Mark Davies,mark-davies,M,True,0.0,0.0,9.0,0.0,,0.0
2011-12,1768173,1,30,Bolton_Wanderers,Away,14051,27696.0,Fabrice Muamba,fabrice-muamba,M,False,0.0,1.0,90.0,0.0,,0.0
