matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attObxdRight,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,ballRecovery,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,redCard,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,wonContest,wonCorners,wonTackle,yellowCard
284101,11,2009-11-01 16:00:00,43,Man City,Away,140.0,12.0,2.0,4.0,2.0,2.0,,161.0,2.0,,8.0,7.0,21.0,41.0,297.0,,3.0,20.0,16.0,13.0,7.0,3.0,,1.0,,1.0,,,1.0,,,,,,,,1.0,5.0,5.0,,,75.0,,3.0,5.0,,8.0,17.0,9.0,,19.0,3.0,56.0,50.0,,19.0,11.0,,1.0,87.0,11.0,9.0,,,,,1.0,,,,,,,6.0,,1.0,3.0,21.0,,15.0,15.0,1.0,8.0,99.0,40.0,4.0,,6.0,4.0,4.0,,1.0,,65.0,73.0,19.0,,1.0,1.0,1.0,,213.0,194.0,5.0,24.0,25.0,57.1,,,,,0.0,1.0,4.0,,,1.0,1.0,7.0,,2.0,79.0,,10.0,160.0,32.0,38.0,18.0,8.0,36.0,28.0,,144.0,6.0,292.0,1.0,,30.0,23.0,79.0,4.0,416.0,1.0,0.0,14.0,18.0,5.0,28.0,2.0,713.0,,10.0,8.0,12.0,0.0
284115,12,2009-11-07 15:00:00,43,Man City,Home,139.0,18.0,2.0,4.0,2.0,6.0,1.0,181.0,5.0,,3.0,8.0,18.0,44.0,316.0,1.0,,25.0,8.0,15.0,9.0,2.0,1.0,1.0,,,,1.0,1.0,,,13.0,,,,,2.0,6.0,2.0,12.0,5.0,65.0,1.0,4.0,4.0,,8.0,16.0,3.0,1.0,8.0,1.0,38.0,60.0,1.0,13.0,9.0,,,90.0,13.0,11.0,1.0,,3.0,1.0,1.0,3.0,,2.0,3.0,,,6.0,2.0,,1.0,19.0,,22.0,22.0,,3.0,90.0,49.0,3.0,1.0,5.0,9.0,7.0,423.0,1.0,,47.0,74.0,42.0,1.0,1.0,1.0,,,183.0,173.0,2.0,29.0,28.0,53.3,,2.0,1.0,,0.0,1.0,,1.0,,,1.0,6.0,,1.0,101.0,301.0,14.0,171.0,30.0,23.0,13.0,6.0,26.0,20.0,1.0,167.0,13.0,297.0,,,38.0,21.0,74.0,7.0,442.0,1.0,0.0,17.0,27.0,8.0,29.0,1.0,660.0,33.0,7.0,8.0,20.0,0.0
284125,13,2009-11-21 12:45:00,43,Man City,Away,142.0,11.0,2.0,2.0,,2.0,,143.0,1.0,2.0,5.0,9.0,22.0,35.0,283.0,,1.0,24.0,8.0,7.0,6.0,,,2.0,,,,,,,,,,,,,,12.0,5.0,,,49.0,5.0,2.0,8.0,,3.0,3.0,4.0,,12.0,,51.0,38.0,5.0,14.0,7.0,,,80.0,13.0,9.0,1.0,,,,,2.0,1.0,2.0,1.0,1.0,,10.0,,,,13.0,,23.0,23.0,4.0,5.0,74.0,30.0,7.0,1.0,3.0,5.0,4.0,,9.0,,42.0,51.0,18.0,,,,,,163.0,142.0,1.0,20.0,17.0,42.6,,,,,0.0,1.0,1.0,,,,2.0,3.0,,2.0,76.0,,8.0,169.0,23.0,35.0,15.0,3.0,10.0,7.0,,130.0,4.0,220.0,,2.0,38.0,23.0,70.0,4.0,379.0,,0.0,9.0,17.0,3.0,27.0,0.0,632.0,,5.0,3.0,12.0,0.0
284135,14,2009-11-28 15:00:00,43,Man City,Home,131.0,19.0,6.0,7.0,1.0,4.0,,198.0,3.0,1.0,5.0,1.0,23.0,22.0,322.0,,2.0,24.0,16.0,14.0,10.0,3.0,,1.0,,1.0,,,3.0,,,,,,,,,4.0,6.0,,,65.0,2.0,5.0,4.0,1.0,8.0,10.0,3.0,,17.0,,60.0,58.0,2.0,16.0,5.0,,,77.0,15.0,12.0,,,,,3.0,1.0,,,1.0,,1.0,9.0,,1.0,,11.0,,19.0,19.0,,6.0,95.0,43.0,2.0,1.0,8.0,6.0,5.0,,2.0,,70.0,57.0,22.0,1.0,1.0,1.0,,,168.0,158.0,5.0,28.0,20.0,55.7,,,,,0.0,,1.0,,,2.0,1.0,9.0,,2.0,101.0,,14.0,155.0,33.0,26.0,21.0,8.0,21.0,13.0,,153.0,7.0,294.0,1.0,1.0,35.0,23.0,61.0,2.0,428.0,1.0,0.0,19.0,19.0,9.0,28.0,1.0,702.0,,13.0,9.0,16.0,0.0
284145,15,2009-12-05 17:30:00,43,Man City,Home,102.0,11.0,2.0,2.0,,2.0,,157.0,4.0,1.0,1.0,4.0,11.0,27.0,257.0,2.0,,18.0,14.0,8.0,11.0,2.0,,1.0,1.0,,,,1.0,1.0,,10.0,,,,,1.0,10.0,3.0,,,43.0,2.0,5.0,9.0,,9.0,10.0,5.0,,9.0,3.0,54.0,56.0,2.0,15.0,6.0,,,66.0,14.0,17.0,2.0,,6.0,3.0,1.0,,,,,,,6.0,,,1.0,13.0,,28.0,28.0,2.0,1.0,88.0,40.0,6.0,,4.0,9.0,7.0,,1.0,1.0,73.0,56.0,20.0,,1.0,1.0,1.0,,152.0,141.0,2.0,11.0,26.0,48.0,,,,,0.0,5.0,1.0,,,1.0,1.0,4.0,,3.0,88.0,,13.0,114.0,21.0,26.0,19.0,8.0,26.0,18.0,1.0,134.0,3.0,254.0,,1.0,28.0,12.0,52.0,4.0,342.0,2.0,0.0,16.0,21.0,2.0,26.0,1.0,561.0,,10.0,9.0,19.0,0.0
284151,16,2009-12-12 15:00:00,43,Man City,Away,124.0,8.0,2.0,6.0,4.0,1.0,,238.0,2.0,1.0,2.0,11.0,11.0,34.0,356.0,,1.0,28.0,24.0,13.0,10.0,,,2.0,,,,,,,,,,,,,,7.0,6.0,,,44.0,2.0,2.0,3.0,,9.0,10.0,3.0,1.0,18.0,1.0,66.0,41.0,2.0,21.0,6.0,,,90.0,11.0,12.0,2.0,,,,,2.0,,1.0,2.0,,,8.0,,,,23.0,,13.0,13.0,1.0,3.0,105.0,49.0,5.0,,6.0,6.0,6.0,,2.0,,92.0,48.0,25.0,,,,,,203.0,176.0,2.0,16.0,13.0,64.4,,,,1.0,0.0,,,,1.0,1.0,2.0,8.0,1.0,3.0,120.0,,12.0,141.0,23.0,48.0,14.0,9.0,22.0,13.0,,191.0,7.0,352.0,,1.0,42.0,12.0,73.0,2.0,471.0,,1.0,16.0,13.0,7.0,35.0,1.0,739.0,,3.0,9.0,11.0,0.0
284167,17,2009-12-16 20:00:00,43,Man City,Away,99.0,11.0,2.0,3.0,1.0,1.0,,226.0,5.0,,5.0,4.0,13.0,21.0,322.0,,,26.0,23.0,13.0,6.0,1.0,,,,,,1.0,1.0,,,,,,,,,13.0,8.0,,,47.0,2.0,3.0,10.0,,6.0,6.0,3.0,,12.0,,60.0,55.0,2.0,17.0,9.0,,,90.0,10.0,9.0,,,,,1.0,,,,,,,16.0,,1.0,1.0,10.0,,17.0,17.0,1.0,5.0,101.0,38.0,5.0,,4.0,3.0,3.0,,4.0,,84.0,41.0,17.0,,,,,,184.0,178.0,3.0,12.0,20.0,51.7,,,,2.0,0.0,,,,,,,5.0,,2.0,103.0,,7.0,122.0,30.0,23.0,13.0,6.0,16.0,10.0,,169.0,5.0,342.0,1.0,,33.0,14.0,53.0,4.0,448.0,,0.0,11.0,26.0,8.0,32.0,3.0,705.0,,7.0,6.0,20.0,0.0
284175,18,2009-12-19 15:00:00,43,Man City,Home,110.0,13.0,1.0,2.0,1.0,11.0,,171.0,2.0,5.0,2.0,9.0,12.0,26.0,279.0,,2.0,31.0,24.0,15.0,7.0,1.0,,1.0,,,,,,,,,1.0,,,,1.0,7.0,3.0,,,47.0,,1.0,4.0,,6.0,4.0,1.0,,18.0,1.0,61.0,42.0,,21.0,8.0,1.0,,79.0,14.0,7.0,4.0,,,,,3.0,,3.0,3.0,,1.0,6.0,,,1.0,12.0,,21.0,21.0,2.0,2.0,101.0,43.0,4.0,,5.0,6.0,6.0,,1.0,,72.0,53.0,20.0,,,,,1.0,203.0,190.0,2.0,9.0,22.0,55.6,,,,,0.0,2.0,,,,2.0,1.0,7.0,,3.0,89.0,,11.0,157.0,28.0,34.0,6.0,4.0,10.0,6.0,,150.0,20.0,279.0,,5.0,40.0,15.0,68.0,5.0,426.0,,0.0,14.0,16.0,7.0,37.0,2.0,666.0,,4.0,6.0,12.0,0.0
284186,19,2009-12-26 15:00:00,43,Man City,Home,202.0,18.0,2.0,6.0,4.0,2.0,,221.0,5.0,1.0,5.0,5.0,20.0,34.0,417.0,,2.0,22.0,19.0,17.0,9.0,,,,,,,,,,1.0,,,,,,,5.0,3.0,,,61.0,4.0,,4.0,,7.0,10.0,6.0,,9.0,1.0,51.0,43.0,4.0,21.0,15.0,,,80.0,13.0,10.0,1.0,,,,,2.0,,1.0,2.0,,,9.0,,1.0,,30.0,,19.0,19.0,,5.0,103.0,54.0,6.0,1.0,6.0,5.0,6.0,,1.0,,83.0,70.0,19.0,,,,,,172.0,148.0,4.0,21.0,30.0,62.4,,,,2.0,0.0,2.0,,,,,,7.0,,3.0,97.0,,11.0,223.0,32.0,45.0,6.0,6.0,22.0,16.0,,147.0,8.0,328.0,1.0,1.0,34.0,24.0,62.0,,529.0,,0.0,13.0,16.0,9.0,23.0,0.0,779.0,,,7.0,13.0,0.0
284199,20,2009-12-28 19:45:00,43,Man City,Away,214.0,6.0,1.0,4.0,3.0,1.0,,142.0,4.0,1.0,1.0,7.0,19.0,39.0,352.0,3.0,1.0,14.0,4.0,10.0,11.0,,,2.0,1.0,,,,1.0,,,,,,,,3.0,5.0,9.0,,,41.0,3.0,3.0,3.0,,3.0,9.0,,1.0,8.0,1.0,30.0,43.0,3.0,28.0,19.0,,,65.0,11.0,16.0,2.0,,,,1.0,2.0,,2.0,2.0,,,11.0,,,1.0,29.0,,19.0,19.0,,1.0,104.0,52.0,8.0,,8.0,5.0,4.0,,4.0,,72.0,55.0,7.0,,,,,,161.0,136.0,,16.0,21.0,47.8,,,,,0.0,2.0,1.0,,,,2.0,9.0,,3.0,64.0,,13.0,239.0,16.0,53.0,6.0,3.0,13.0,10.0,,106.0,3.0,220.0,,1.0,33.0,19.0,65.0,4.0,446.0,3.0,0.0,16.0,16.0,2.0,23.0,2.0,687.0,,1.0,3.0,14.0,0.0
284206,21,2010-01-11 20:00:00,43,Man City,Home,181.0,18.0,,2.0,2.0,1.0,,204.0,6.0,1.0,2.0,5.0,18.0,41.0,383.0,1.0,3.0,19.0,23.0,21.0,7.0,,,2.0,,1.0,,,1.0,,,,,,1.0,,,6.0,5.0,,,57.0,,3.0,3.0,,4.0,9.0,5.0,1.0,13.0,2.0,49.0,66.0,,18.0,12.0,,,81.0,6.0,12.0,3.0,,,,1.0,2.0,,2.0,2.0,,,13.0,,2.0,,25.0,1.0,18.0,18.0,,3.0,109.0,53.0,3.0,,4.0,5.0,6.0,,,,98.0,69.0,13.0,,,,,,178.0,161.0,2.0,25.0,22.0,59.1,1.0,,,1.0,0.0,1.0,1.0,,,2.0,2.0,5.0,,3.0,106.0,,9.0,208.0,34.0,35.0,10.0,3.0,17.0,14.0,,159.0,6.0,305.0,2.0,1.0,31.0,19.0,72.0,4.0,496.0,4.0,0.0,14.0,27.0,5.0,23.0,1.0,755.0,,6.0,4.0,22.0,0.0
284214,22,2010-01-16 17:30:00,43,Man City,Away,176.0,8.0,1.0,4.0,3.0,1.0,,128.0,2.0,1.0,5.0,2.0,8.0,26.0,300.0,,,17.0,19.0,8.0,6.0,1.0,,,,,,,1.0,,,,,,,,2.0,13.0,3.0,,,53.0,3.0,2.0,9.0,,3.0,4.0,4.0,,12.0,1.0,61.0,50.0,3.0,18.0,9.0,,,55.0,15.0,13.0,,,,,1.0,,,,,,,14.0,,,1.0,26.0,,15.0,15.0,4.0,5.0,92.0,37.0,11.0,,3.0,4.0,4.0,,2.0,,59.0,36.0,17.0,1.0,1.0,1.0,,,159.0,137.0,1.0,19.0,25.0,50.4,,,,,0.0,4.0,,,,,,4.0,,3.0,65.0,,7.0,197.0,24.0,40.0,11.0,2.0,13.0,11.0,,104.0,3.0,208.0,,1.0,22.0,11.0,50.0,1.0,392.0,,0.0,10.0,25.0,2.0,21.0,0.0,639.0,,4.0,3.0,19.0,0.0
284223,23,2010-02-16 19:45:00,43,Man City,Away,98.0,24.0,,3.0,3.0,5.0,,209.0,5.0,,6.0,4.0,22.0,28.0,304.0,,,27.0,17.0,23.0,2.0,3.0,,1.0,,,,,1.0,,,,,,1.0,,3.0,6.0,4.0,,,56.0,2.0,4.0,2.0,,3.0,11.0,9.0,,13.0,,58.0,69.0,2.0,19.0,12.0,1.0,,74.0,15.0,21.0,,,,,1.0,,,,,,,9.0,,1.0,1.0,29.0,1.0,9.0,9.0,,6.0,86.0,43.0,3.0,1.0,3.0,2.0,1.0,,2.0,,79.0,69.0,35.0,,,,,,181.0,162.0,2.0,20.0,22.0,63.2,1.0,,,,0.0,1.0,1.0,,,,1.0,5.0,,3.0,86.0,,5.0,115.0,48.0,38.0,17.0,2.0,24.0,22.0,,148.0,17.0,322.0,1.0,,25.0,25.0,60.0,1.0,413.0,1.0,0.0,10.0,20.0,3.0,29.0,3.0,670.0,,5.0,3.0,18.0,0.0
