matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalDistance,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2562000,11,2025-11-09 16:30:00,43,Man City,Home,230.0,18.0,4.0,4.0,1.0,1.0,,151.0,3.0,,2.0,4.0,10.0,14.0,377.0,,1.0,19.0,5.0,8.0,8.0,,1.0,2.0,0.0,,,,1.0,,,,,11.0,0.0,1.0,,,,,4.0,5.0,2.0,8.0,6.0,80.0,38.0,,1.0,,4.0,5.0,5.0,4.0,,1.0,7.0,4.0,1.0,0.0,4.0,2.0,31.0,49.0,4.0,23.0,10.0,,2.0,0.395549,1.5103,0.0557,2.1335,0.0609,35.0,14.0,15.0,2.0,,3.0,,1.0,147.0,3.0,,2.0,2.0,1.0,,3.0,2.0,,,10.0,,9.0,9.0,,0.0,2.0,111.0,39.0,24.0,7.0,1.0,3.0,8.0,6.0,426.0,4.0,2.0,0.0,60.0,64.0,18.0,,,,,1.0,109.0,109.0,,19.0,14.0,48.5,,,,,19.0,0.0,114.0,,1.0,2.0,,2.0,3.0,,0.0,2.0,88.0,354.0,5.0,11.0,257.0,30.0,23.0,13.0,6.0,11.0,5.0,118042.78,2.0,122.0,4.0,206.0,1.0,1.0,16.0,10.0,31.0,1.0,452.0,2.0,0.0,14.0,17.0,2.0,21.0,2.0,623.0,28.0,14.0,0.0,9.0,7.0,12.0,0.0
2562013,12,2025-11-22 17:30:00,43,Man City,Away,171.0,19.0,1.0,6.0,5.0,3.0,,360.0,6.0,2.0,4.0,3.0,9.0,18.0,525.0,1.0,3.0,16.0,16.0,11.0,13.0,,5.0,2.0,0.0,,,,,,,,1.0,12.0,0.0,,,,,,5.0,7.0,2.0,14.0,3.0,95.0,44.0,3.0,3.0,,2.0,6.0,4.0,4.0,,,9.0,12.0,6.0,1.0,5.0,3.0,45.0,45.0,2.0,15.0,9.0,,2.0,1.91013,2.4909,,0.8345,2.5006,73.0,8.0,12.0,,,1.0,,,138.0,,,,,,,6.0,0.0,1.0,,9.0,,10.0,10.0,2.0,0.0,5.0,176.0,38.0,26.0,5.0,0.0,7.0,6.0,4.0,558.0,1.0,,0.0,101.0,64.0,37.0,,,,,,118.0,118.0,3.0,18.0,15.0,67.0,,,,,12.0,0.0,175.0,2.0,1.0,3.0,,2.0,9.0,,0.0,4.0,172.0,500.0,6.0,13.0,191.0,30.0,15.0,21.0,8.0,26.0,18.0,113084.53,2.0,198.0,5.0,419.0,1.0,2.0,10.0,11.0,33.0,2.0,584.0,1.0,0.0,17.0,13.0,5.0,17.0,3.0,770.0,43.0,18.0,0.0,9.0,9.0,9.0,0.0
2562020,13,2025-11-29 15:00:00,43,Man City,Home,192.0,17.0,3.0,9.0,6.0,,,312.0,2.0,,3.0,6.0,3.0,26.0,495.0,2.0,2.0,9.0,18.0,20.0,8.0,2.0,6.0,,0.0,,,,1.0,,,,,11.0,0.0,,,,,,8.0,8.0,1.0,14.0,4.0,96.0,46.0,6.0,4.0,2.0,3.0,7.0,6.0,4.0,1.0,,8.0,9.0,9.0,1.0,13.0,1.0,64.0,44.0,3.0,25.0,18.0,1.0,,2.11527,3.0981,0.0335,3.6775,2.2884,59.0,17.0,11.0,1.0,,2.0,1.0,1.0,149.0,3.0,,1.0,3.0,,,4.0,2.0,,,18.0,,2.0,2.0,,0.0,3.0,153.0,45.0,32.0,1.0,2.0,3.0,10.0,9.0,538.0,3.0,1.0,0.0,73.0,90.0,38.0,,1.0,1.0,1.0,,130.0,130.0,3.0,20.0,17.0,61.7,,,,,13.0,0.0,163.0,2.0,,1.0,,,3.0,,0.0,3.0,170.0,476.0,7.0,13.0,217.0,23.0,25.0,20.0,7.0,26.0,19.0,114705.16,,200.0,1.0,370.0,,,15.0,5.0,42.0,2.0,561.0,2.0,0.0,18.0,6.0,4.0,9.0,4.0,750.0,45.0,18.0,0.0,7.0,8.0,2.0,0.0
2562029,14,2025-12-02 19:30:00,43,Man City,Away,213.0,15.0,1.0,4.0,3.0,,,183.0,5.0,,2.0,7.0,10.0,23.0,392.0,,4.0,14.0,6.0,14.0,5.0,,1.0,1.0,0.0,,,,,,,,3.0,10.0,0.0,,,1.0,1.0,,2.0,9.0,3.0,9.0,2.0,91.0,42.0,3.0,1.0,2.0,1.0,9.0,4.0,8.0,1.0,,2.0,5.0,,0.0,8.0,1.0,39.0,47.0,1.0,27.0,9.0,,,1.77078,2.2246,,2.0065,1.9087,41.0,7.0,9.0,3.0,,,,,125.0,3.0,,2.0,3.0,,1.0,7.0,3.0,,,9.0,2.0,16.0,16.0,2.0,0.0,2.0,131.0,44.0,26.0,7.0,1.0,2.0,6.0,4.0,442.0,4.0,1.0,0.0,54.0,62.0,22.0,,,,,,116.0,116.0,8.0,20.0,11.0,42.8,2.0,,,1.0,18.0,0.0,120.0,2.0,,1.0,1.0,1.0,3.0,1.0,0.0,4.0,77.0,370.0,9.0,8.0,235.0,33.0,27.0,18.0,2.0,7.0,5.0,121551.02,1.0,107.0,2.0,239.0,,,20.0,12.0,51.0,1.0,467.0,,0.0,11.0,16.0,5.0,18.0,1.0,662.0,23.0,15.0,0.0,8.0,2.0,7.0,0.0
2562041,15,2025-12-06 15:00:00,43,Man City,Home,197.0,16.0,2.0,6.0,4.0,2.0,,368.0,4.0,,1.0,3.0,5.0,15.0,559.0,1.0,2.0,23.0,10.0,11.0,12.0,1.0,2.0,4.0,0.0,,,,,,,,1.0,16.0,0.0,,,,1.0,,5.0,5.0,3.0,15.0,3.0,89.0,44.0,3.0,2.0,1.0,2.0,6.0,5.0,3.0,,,6.0,10.0,2.0,2.0,9.0,1.0,42.0,40.0,2.0,21.0,12.0,,1.0,1.8053,2.4204,,2.2269,0.5867,53.0,9.0,10.0,,,1.0,1.0,,159.0,3.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,,,12.0,1.0,4.0,4.0,,0.0,1.0,179.0,43.0,32.0,5.0,1.0,7.0,9.0,6.0,606.0,3.0,2.0,0.0,90.0,102.0,33.0,,,,,,113.0,113.0,6.0,18.0,19.0,63.9,1.0,,,,14.0,0.0,196.0,1.0,,1.0,2.0,4.0,7.0,1.0,0.0,5.0,203.0,542.0,6.0,16.0,211.0,26.0,21.0,22.0,6.0,19.0,13.0,116440.61,5.0,240.0,3.0,431.0,,,14.0,5.0,35.0,,623.0,1.0,0.0,18.0,8.0,4.0,25.0,1.0,808.0,42.0,12.0,0.0,11.0,6.0,8.0,0.0
2562049,16,2025-12-14 14:00:00,43,Man City,Away,284.0,14.0,,3.0,3.0,2.0,1.0,235.0,7.0,,5.0,4.0,4.0,20.0,516.0,,,8.0,13.0,16.0,2.0,1.0,,,0.0,,,1.0,1.0,,,,,4.0,1.0,,,,,1.0,5.0,12.0,4.0,5.0,2.0,101.0,56.0,1.0,,2.0,,10.0,1.0,4.0,,,2.0,4.0,1.0,0.0,14.0,1.0,45.0,53.0,,39.0,18.0,,2.0,0.348855,1.1883,0.0312,1.7553,1.0656,65.0,6.0,9.0,2.0,,5.0,2.0,1.0,159.0,2.0,,2.0,2.0,,,8.0,2.0,,,18.0,,8.0,8.0,,0.0,6.0,161.0,55.0,33.0,2.0,1.0,1.0,4.0,6.0,581.0,6.0,2.0,0.0,56.0,75.0,12.0,,,,,1.0,133.0,133.0,3.0,23.0,22.0,60.9,,,,2.0,21.0,0.0,177.0,3.0,1.0,4.0,,,1.0,,0.0,4.0,86.0,500.0,10.0,5.0,308.0,31.0,39.0,23.0,2.0,9.0,7.0,116149.05,,123.0,5.0,299.0,,,14.0,4.0,44.0,2.0,598.0,,0.0,7.0,14.0,2.0,11.0,0.0,793.0,13.0,14.0,0.0,14.0,2.0,6.0,0.0
2562061,17,2025-12-20 15:00:00,43,Man City,Home,305.0,33.0,2.0,6.0,4.0,,,394.0,5.0,,4.0,1.0,19.0,24.0,693.0,,3.0,10.0,4.0,8.0,8.0,3.0,2.0,1.0,0.0,,,,,,,,1.0,14.0,0.0,,,,,1.0,9.0,5.0,2.0,14.0,3.0,134.0,54.0,6.0,5.0,3.0,,6.0,2.0,7.0,,,6.0,13.0,2.0,0.0,10.0,2.0,50.0,37.0,,9.0,4.0,,1.0,1.88922,2.0996,,2.811,0.8158,54.0,16.0,9.0,2.0,,1.0,,,196.0,1.0,,1.0,1.0,,,6.0,3.0,,1.0,4.0,,9.0,9.0,,0.0,4.0,213.0,49.0,42.0,,1.0,5.0,7.0,8.0,731.0,1.0,2.0,0.0,84.0,132.0,34.0,,,,,,111.0,111.0,9.0,15.0,26.0,66.2,,,,,12.0,0.0,207.0,2.0,1.0,4.0,1.0,1.0,7.0,,0.0,4.0,185.0,675.0,6.0,12.0,321.0,43.0,9.0,23.0,6.0,21.0,15.0,115530.83,1.0,215.0,2.0,450.0,,,3.0,20.0,33.0,1.0,750.0,,0.0,17.0,12.0,5.0,12.0,1.0,926.0,40.0,10.0,0.0,9.0,6.0,7.0,0.0
2562072,18,2025-12-27 12:30:00,43,Man City,Away,205.0,7.0,1.0,3.0,2.0,1.0,,334.0,7.0,,1.0,2.0,6.0,15.0,536.0,,3.0,13.0,12.0,13.0,13.0,,1.0,1.0,0.0,,,,,,,,,14.0,0.0,,,,,,3.0,5.0,2.0,9.0,7.0,99.0,42.0,1.0,,1.0,1.0,4.0,7.0,6.0,,,5.0,8.0,5.0,0.0,5.0,1.0,46.0,42.0,1.0,37.0,19.0,,,1.51625,1.4524,,1.4611,0.583,69.0,13.0,4.0,,,,,,147.0,2.0,,2.0,1.0,1.0,,7.0,1.0,,,19.0,1.0,4.0,4.0,1.0,0.0,1.0,169.0,57.0,44.0,5.0,2.0,4.0,11.0,5.0,580.0,3.0,2.0,0.0,76.0,109.0,30.0,,,,,,106.0,106.0,3.0,11.0,27.0,66.0,,,,2.0,9.0,0.0,180.0,,1.0,1.0,1.0,1.0,4.0,,0.0,2.0,159.0,522.0,4.0,15.0,220.0,17.0,37.0,21.0,5.0,18.0,13.0,109621.0,1.0,189.0,1.0,393.0,,,9.0,6.0,32.0,1.0,595.0,1.0,0.0,16.0,14.0,4.0,16.0,2.0,773.0,33.0,11.0,0.0,11.0,5.0,8.0,0.0
2562083,19,2026-01-01 20:00:00,43,Man City,Away,259.0,16.0,2.0,6.0,4.0,,,295.0,7.0,2.0,1.0,1.0,11.0,21.0,548.0,,1.0,24.0,14.0,9.0,9.0,1.0,2.0,,0.0,,,,,,,,,12.0,0.0,,,,1.0,,3.0,7.0,3.0,12.0,2.0,100.0,59.0,5.0,5.0,,1.0,7.0,5.0,9.0,,,5.0,11.0,5.0,0.0,8.0,2.0,47.0,57.0,1.0,21.0,10.0,,1.0,1.64621,2.2421,,0.7447,0.6132,62.0,6.0,9.0,,,,,,171.0,,,,,,,7.0,0.0,,,10.0,1.0,12.0,12.0,,0.0,1.0,192.0,44.0,28.0,3.0,0.0,2.0,7.0,4.0,622.0,2.0,1.0,0.0,47.0,105.0,34.0,,,,,,138.0,138.0,1.0,35.0,20.0,67.7,1.0,,,,19.0,0.0,177.0,4.0,,4.0,3.0,,5.0,3.0,0.0,4.0,156.0,532.0,7.0,9.0,298.0,35.0,21.0,26.0,5.0,21.0,16.0,116007.46,,192.0,2.0,363.0,,2.0,19.0,11.0,50.0,1.0,640.0,2.0,0.0,14.0,23.0,2.0,24.0,1.0,850.0,52.0,11.0,0.0,16.0,5.0,17.0,0.0
2562091,20,2026-01-04 17:30:00,43,Man City,Home,241.0,31.0,3.0,5.0,2.0,1.0,,268.0,2.0,1.0,3.0,1.0,18.0,22.0,504.0,,1.0,8.0,3.0,10.0,11.0,1.0,3.0,1.0,0.0,,,,,,,,,11.0,0.0,,,1.0,,,3.0,8.0,,12.0,2.0,98.0,58.0,,,,,13.0,5.0,7.0,,,8.0,6.0,1.0,0.0,14.0,2.0,39.0,57.0,,6.0,1.0,,,0.764211,1.0173,,1.2312,1.897,57.0,12.0,14.0,,,2.0,,,150.0,,,,,,,4.0,1.0,,3.0,1.0,1.0,9.0,9.0,,0.0,4.0,165.0,47.0,38.0,2.0,1.0,5.0,7.0,3.0,557.0,1.0,1.0,0.0,81.0,63.0,33.0,,,,,,127.0,127.0,15.0,12.0,26.0,57.3,1.0,2.0,,,23.0,0.0,167.0,2.0,,2.0,3.0,1.0,6.0,,0.0,3.0,126.0,486.0,13.0,12.0,254.0,51.0,6.0,15.0,8.0,15.0,7.0,119542.93,1.0,171.0,3.0,341.0,,1.0,7.0,19.0,36.0,2.0,580.0,2.0,0.0,14.0,24.0,9.0,10.0,3.0,764.0,35.0,15.0,0.0,9.0,8.0,18.0,0.0
2562102,21,2026-01-07 19:30:00,43,Man City,Home,224.0,18.0,5.0,6.0,1.0,1.0,,312.0,5.0,1.0,3.0,3.0,4.0,23.0,530.0,1.0,2.0,18.0,8.0,14.0,12.0,2.0,4.0,,0.0,,,,,,,,,16.0,1.0,,,,1.0,,1.0,5.0,1.0,16.0,5.0,98.0,47.0,5.0,6.0,1.0,1.0,9.0,6.0,2.0,,1.0,6.0,3.0,3.0,0.0,10.0,1.0,38.0,59.0,1.0,7.0,4.0,,,1.66193,2.554,,1.707,1.1013,54.0,6.0,15.0,1.0,,5.0,1.0,,162.0,,,,,,,5.0,0.0,,,4.0,1.0,19.0,19.0,2.0,0.0,3.0,184.0,66.0,48.0,2.0,0.0,6.0,8.0,6.0,584.0,,2.0,0.0,71.0,93.0,24.0,,,,,1.0,128.0,128.0,11.0,14.0,18.0,60.3,1.0,2.0,,,17.0,0.0,164.0,2.0,,2.0,1.0,,9.0,,0.0,4.0,147.0,507.0,9.0,14.0,242.0,31.0,7.0,28.0,6.0,13.0,7.0,117197.86,,186.0,4.0,379.0,,1.0,15.0,4.0,43.0,2.0,608.0,2.0,0.0,21.0,14.0,4.0,19.0,1.0,809.0,53.0,16.0,0.0,16.0,6.0,11.0,0.0
2562110,22,2026-01-17 12:30:00,43,Man City,Away,230.0,16.0,1.0,2.0,1.0,1.0,,353.0,7.0,1.0,10.0,2.0,18.0,15.0,581.0,,,11.0,9.0,7.0,7.0,,1.0,,0.0,,,,,,,,,6.0,0.0,,,,,,4.0,10.0,1.0,5.0,2.0,109.0,46.0,,,,,5.0,3.0,5.0,,,6.0,8.0,4.0,0.0,14.0,4.0,46.0,39.0,,19.0,9.0,,,0.918118,0.4484,,0.3121,1.7467,59.0,8.0,13.0,,,4.0,2.0,,168.0,,,,,,,7.0,0.0,1.0,,9.0,,9.0,9.0,2.0,0.0,10.0,199.0,39.0,26.0,1.0,0.0,3.0,4.0,1.0,621.0,1.0,1.0,0.0,72.0,85.0,34.0,,,,,,130.0,130.0,7.0,13.0,15.0,68.2,,,,,13.0,0.0,170.0,4.0,1.0,5.0,1.0,,3.0,,0.0,5.0,202.0,558.0,5.0,7.0,245.0,24.0,19.0,16.0,6.0,20.0,14.0,109749.04,,242.0,2.0,421.0,1.0,1.0,11.0,21.0,29.0,1.0,646.0,,0.0,7.0,13.0,3.0,13.0,3.0,829.0,35.0,19.0,0.0,6.0,6.0,11.0,0.0
2562122,23,2026-01-24 15:00:00,43,Man City,Home,264.0,19.0,2.0,3.0,1.0,2.0,,320.0,5.0,2.0,3.0,1.0,20.0,27.0,581.0,,1.0,20.0,8.0,10.0,7.0,2.0,2.0,,0.0,,,,,,1.0,,,9.0,0.0,,1.0,,1.0,,9.0,5.0,6.0,8.0,3.0,102.0,42.0,1.0,,1.0,,12.0,,9.0,,1.0,4.0,3.0,2.0,0.0,10.0,,52.0,41.0,,11.0,6.0,,1.0,0.778679,0.861,,0.9634,0.0688,70.0,16.0,13.0,1.0,,3.0,,,143.0,2.0,,2.0,2.0,,,6.0,2.0,,,6.0,2.0,17.0,17.0,1.0,0.0,3.0,199.0,56.0,40.0,6.0,1.0,7.0,4.0,4.0,617.0,5.0,2.0,0.0,107.0,85.0,27.0,,,,,,109.0,109.0,3.0,17.0,19.0,64.2,2.0,,,1.0,21.0,0.0,200.0,1.0,,1.0,1.0,,7.0,,0.0,3.0,128.0,556.0,12.0,11.0,274.0,39.0,11.0,11.0,4.0,9.0,5.0,112593.51,,159.0,3.0,379.0,,2.0,5.0,20.0,45.0,,644.0,,0.0,11.0,16.0,1.0,21.0,1.0,821.0,24.0,18.0,0.0,2.0,4.0,6.0,0.0
2562133,24,2026-02-01 16:30:00,43,Man City,Away,238.0,23.0,3.0,7.0,4.0,1.0,1.0,291.0,3.0,2.0,4.0,3.0,11.0,25.0,522.0,,1.0,13.0,5.0,17.0,7.0,3.0,3.0,1.0,0.0,,,,,1.0,,,1.0,9.0,0.0,,,,,3.0,5.0,7.0,5.0,14.0,1.0,87.0,48.0,2.0,1.0,1.0,,7.0,4.0,10.0,,,4.0,6.0,6.0,0.0,10.0,2.0,51.0,61.0,,25.0,15.0,,,1.18927,2.0843,,1.2586,1.7259,56.0,12.0,14.0,1.0,,1.0,1.0,,148.0,2.0,,1.0,2.0,,1.0,3.0,2.0,1.0,,15.0,,4.0,4.0,,0.0,4.0,176.0,54.0,42.0,3.0,1.0,6.0,6.0,3.0,556.0,5.0,1.0,0.0,79.0,32.0,27.0,,,,,,113.0,113.0,2.0,21.0,19.0,60.0,,2.0,,,15.0,0.0,167.0,2.0,2.0,4.0,,1.0,8.0,2.0,0.0,4.0,93.0,501.0,7.0,12.0,253.0,31.0,25.0,21.0,4.0,17.0,13.0,116021.74,2.0,119.0,3.0,342.0,1.0,2.0,11.0,12.0,42.0,2.0,578.0,,0.0,15.0,23.0,1.0,14.0,3.0,795.0,30.0,19.0,0.0,7.0,4.0,12.0,0.0
2562141,25,2026-02-08 16:30:00,43,Man City,Away,166.0,20.0,1.0,3.0,2.0,4.0,,230.0,7.0,,2.0,4.0,12.0,20.0,393.0,1.0,2.0,12.0,8.0,20.0,13.0,1.0,1.0,2.0,0.0,1.0,,,1.0,,1.0,,,12.0,1.0,,,,,1.0,9.0,9.0,6.0,9.0,8.0,82.0,45.0,2.0,1.0,2.0,1.0,9.0,4.0,8.0,,1.0,4.0,4.0,3.0,0.0,8.0,1.0,49.0,51.0,1.0,31.0,16.0,,2.0,1.26084,2.7483,0.0553,1.9936,0.4984,50.0,16.0,13.0,1.0,,5.0,1.0,1.0,140.0,1.0,,1.0,1.0,,1.0,10.0,1.0,1.0,,16.0,,10.0,10.0,2.0,0.0,2.0,114.0,65.0,37.0,5.0,1.0,5.0,10.0,7.0,433.0,3.0,,0.0,78.0,50.0,24.0,,,,,1.0,130.0,130.0,3.0,14.0,23.0,53.5,,,3.0,4.0,15.0,0.0,129.0,1.0,2.0,3.0,,2.0,6.0,,0.0,3.0,109.0,370.0,9.0,15.0,185.0,37.0,31.0,12.0,3.0,11.0,8.0,116806.63,3.0,137.0,7.0,291.0,1.0,,17.0,14.0,53.0,2.0,465.0,2.0,0.0,17.0,15.0,6.0,16.0,4.0,664.0,25.0,27.0,0.0,3.0,4.0,8.0,0.0
2562150,26,2026-02-11 19:30:00,43,Man City,Home,283.0,21.0,1.0,1.0,1.0,,,295.0,6.0,,2.0,3.0,10.0,27.0,577.0,,1.0,9.0,7.0,8.0,6.0,,3.0,1.0,0.0,,,,,,,,1.0,10.0,0.0,,,,,,6.0,12.0,2.0,5.0,8.0,115.0,49.0,1.0,,2.0,1.0,11.0,5.0,3.0,,,4.0,5.0,1.0,0.0,8.0,3.0,41.0,44.0,1.0,16.0,5.0,,2.0,0.417045,1.3679,,1.6209,0.4596,59.0,8.0,10.0,2.0,,2.0,,,145.0,2.0,,2.0,2.0,,1.0,9.0,3.0,1.0,,5.0,,7.0,7.0,1.0,0.0,3.0,187.0,55.0,43.0,4.0,1.0,2.0,6.0,5.0,611.0,3.0,1.0,0.0,71.0,102.0,13.0,,,,,,107.0,107.0,7.0,15.0,22.0,56.0,,,,1.0,16.0,0.0,187.0,3.0,,3.0,1.0,1.0,3.0,1.0,0.0,5.0,103.0,558.0,11.0,8.0,303.0,29.0,16.0,20.0,3.0,9.0,6.0,120373.06,2.0,126.0,2.0,340.0,1.0,,7.0,10.0,41.0,3.0,634.0,1.0,0.0,13.0,22.0,2.0,11.0,3.0,812.0,18.0,12.0,0.0,5.0,4.0,11.0,0.0
2562160,27,2026-02-21 20:00:00,43,Man City,Home,171.0,25.0,,6.0,6.0,1.0,1.0,228.0,4.0,,5.0,3.0,10.0,19.0,393.0,,2.0,12.0,16.0,13.0,9.0,1.0,,4.0,0.0,1.0,,,1.0,,,,2.0,14.0,0.0,,,,,1.0,4.0,8.0,5.0,10.0,5.0,88.0,47.0,2.0,4.0,1.0,2.0,5.0,2.0,3.0,,,5.0,7.0,2.0,0.0,7.0,3.0,49.0,61.0,2.0,23.0,12.0,,,0.978991,1.3541,,1.8598,1.1039,39.0,12.0,13.0,,1.0,1.0,1.0,1.0,134.0,2.0,,2.0,2.0,,1.0,5.0,2.0,1.0,,12.0,,5.0,5.0,,0.0,5.0,126.0,53.0,28.0,5.0,2.0,5.0,7.0,7.0,438.0,3.0,1.0,0.0,50.0,60.0,20.0,,,,,,116.0,116.0,4.0,23.0,14.0,54.8,,,,1.0,10.0,0.0,119.0,5.0,1.0,6.0,3.0,4.0,6.0,,0.0,3.0,113.0,366.0,5.0,12.0,194.0,53.0,23.0,25.0,1.0,11.0,10.0,113509.6,5.0,140.0,6.0,284.0,1.0,,12.0,11.0,49.0,1.0,467.0,2.0,0.0,15.0,21.0,5.0,14.0,2.0,652.0,31.0,14.0,0.0,14.0,5.0,13.0,0.0
2562170,28,2026-02-28 17:30:00,43,Man City,Away,244.0,16.0,1.0,5.0,5.0,2.0,,348.0,12.0,,3.0,3.0,15.0,23.0,587.0,,1.0,10.0,9.0,16.0,9.0,1.0,4.0,,0.0,,,,,,,,1.0,10.0,0.0,,,,,,6.0,7.0,7.0,11.0,3.0,115.0,37.0,3.0,3.0,1.0,1.0,11.0,4.0,1.0,,,3.0,11.0,5.0,0.0,8.0,1.0,32.0,59.0,1.0,39.0,22.0,,1.0,1.36256,1.9954,,2.6259,0.4695,70.0,8.0,10.0,1.0,,3.0,2.0,,189.0,1.0,,1.0,1.0,,,12.0,1.0,1.0,,22.0,,,,,0.0,3.0,180.0,55.0,34.0,5.0,0.0,3.0,7.0,5.0,631.0,4.0,2.0,0.0,78.0,111.0,26.0,,,,,,123.0,123.0,1.0,10.0,19.0,67.0,,,,1.0,19.0,0.0,171.0,1.0,1.0,2.0,,,5.0,,0.0,3.0,179.0,566.0,11.0,10.0,262.0,27.0,39.0,22.0,3.0,21.0,18.0,115742.44,,210.0,5.0,414.0,1.0,,17.0,15.0,46.0,4.0,655.0,,0.0,14.0,17.0,3.0,13.0,3.0,863.0,25.0,16.0,0.0,16.0,3.0,8.0,0.0
2562181,29,2026-03-04 19:30:00,43,Man City,Home,215.0,22.0,3.0,4.0,1.0,2.0,,503.0,2.0,,2.0,2.0,13.0,24.0,714.0,,2.0,14.0,7.0,16.0,12.0,2.0,4.0,,0.0,,1.0,,1.0,,,,,16.0,0.0,,1.0,,,,7.0,6.0,3.0,16.0,5.0,127.0,49.0,4.0,3.0,2.0,2.0,5.0,6.0,6.0,,,6.0,16.0,3.0,0.0,7.0,2.0,42.0,46.0,2.0,6.0,4.0,,,1.93632,2.1228,0.0596,1.522,1.1605,83.0,10.0,6.0,1.0,,3.0,,1.0,197.0,2.0,1.0,2.0,1.0,1.0,,2.0,1.0,,1.0,4.0,1.0,6.0,6.0,1.0,0.0,2.0,228.0,46.0,34.0,1.0,1.0,6.0,10.0,7.0,760.0,3.0,1.0,0.0,86.0,130.0,43.0,,,,,,114.0,114.0,3.0,16.0,28.0,69.9,1.0,2.0,,,14.0,0.0,222.0,2.0,,2.0,,,8.0,1.0,0.0,3.0,240.0,700.0,5.0,17.0,226.0,32.0,6.0,27.0,5.0,24.0,19.0,120896.1,,272.0,3.0,572.0,,,6.0,13.0,36.0,1.0,774.0,2.0,0.0,21.0,10.0,6.0,17.0,0.0,937.0,46.0,9.0,0.0,14.0,6.0,6.0,0.0
