matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgRight,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenPost,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsOnTargetConceded,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2292915,11,2022-10-16 16:30:00,43,Man City,Away,360.0,28.0,2.0,9.0,7.0,,,265.0,9.0,,4.0,4.0,3.0,32.0,616.0,,,17.0,10.0,15.0,11.0,1.0,3.0,,,,,,,,,,,,13.0,,,,,,,,8.0,5.0,10.0,6.0,104.0,66.0,1.0,1.0,,,24.0,6.0,6.0,,1.0,6.0,10.0,9.0,,15.0,,45.0,51.0,,15.0,10.0,1.0,,1.24825,0.8132,0.7361,25.0,79.0,7.0,8.0,,2.0,3.0,,245.0,,,,,,,10.0,,,1.0,10.0,,7.0,7.0,,4.0,174.0,89.0,66.0,5.0,,3.0,9.0,6.0,678.0,2.0,1.0,,127.0,58.0,39.0,,,,,144.0,144.0,6.0,23.0,33.0,63.2,,,,,24.0,0.0,179.0,1.0,,1.0,1.0,,4.0,,,1.0,15.0,120.0,593.0,14.0,12.0,375.0,47.0,15.0,16.0,4.0,26.0,22.0,,167.0,1.0,353.0,,,13.0,4.0,53.0,,702.0,3.0,0.0,16.0,20.0,,19.0,1.0,907.0,37.0,15.0,8.0,6.0,14.0,0.0
2292921,12,2023-02-15 19:30:00,43,Man City,Away,120.0,16.0,,2.0,2.0,1.0,1.0,101.0,4.0,1.0,3.0,2.0,3.0,15.0,219.0,1.0,1.0,12.0,11.0,14.0,3.0,1.0,,,,,,,,,,,,1.0,4.0,,,1.0,,,4.0,8.0,7.0,3.0,8.0,1.0,47.0,59.0,4.0,4.0,2.0,1.0,7.0,2.0,6.0,,1.0,2.0,3.0,1.0,,6.0,,43.0,50.0,1.0,13.0,8.0,,,,,,23.0,41.0,15.0,10.0,1.0,2.0,4.0,,116.0,2.0,,2.0,2.0,,,10.0,3.0,,1.0,8.0,1.0,11.0,11.0,,3.0,70.0,59.0,25.0,1.0,2.0,1.0,5.0,6.0,282.0,5.0,1.0,,36.0,48.0,21.0,1.0,1.0,1.0,,127.0,127.0,6.0,18.0,27.0,36.5,1.0,,,,12.0,0.0,70.0,,,,1.0,,1.0,1.0,,3.0,11.0,46.0,208.0,7.0,6.0,140.0,36.0,13.0,16.0,1.0,9.0,8.0,,79.0,6.0,172.0,,1.0,13.0,3.0,52.0,3.0,303.0,2.0,0.0,9.0,17.0,1.0,18.0,4.0,463.0,19.0,13.0,9.0,3.0,12.0,0.0
2292934,13,2022-10-22 15:00:00,43,Man City,Home,203.0,20.0,2.0,2.0,,1.0,,167.0,5.0,1.0,5.0,1.0,4.0,16.0,368.0,,1.0,9.0,8.0,1.0,3.0,3.0,2.0,,,,,,,,,,,,6.0,1.0,,,,,1.0,6.0,5.0,3.0,9.0,1.0,81.0,57.0,2.0,1.0,2.0,,9.0,3.0,7.0,,1.0,6.0,6.0,1.0,,11.0,,42.0,35.0,,12.0,8.0,,1.0,,,,22.0,42.0,11.0,12.0,2.0,4.0,,,151.0,2.0,,,2.0,,,9.0,2.0,1.0,,8.0,,8.0,8.0,,5.0,114.0,53.0,27.0,3.0,1.0,3.0,5.0,4.0,418.0,3.0,1.0,,56.0,37.0,29.0,,,,1.0,112.0,112.0,11.0,21.0,19.0,48.4,,,,,14.0,0.0,100.0,1.0,,1.0,,,3.0,1.0,,3.0,12.0,93.0,347.0,9.0,8.0,230.0,47.0,12.0,13.0,4.0,11.0,7.0,,125.0,1.0,227.0,2.0,1.0,10.0,4.0,45.0,,446.0,,0.0,10.0,14.0,3.0,9.0,1.0,593.0,29.0,8.0,8.0,7.0,9.0,0.0
2292946,14,2022-10-29 12:30:00,43,Man City,Away,166.0,30.0,3.0,7.0,4.0,,,463.0,6.0,,7.0,2.0,10.0,32.0,622.0,,,13.0,11.0,13.0,11.0,2.0,4.0,,1.0,,,,1.0,,,,,,10.0,,,,,,,4.0,8.0,2.0,7.0,8.0,96.0,54.0,,,,,24.0,4.0,3.0,,,10.0,11.0,11.0,,6.0,2.0,36.0,28.0,,6.0,5.0,,1.0,,,,14.0,82.0,10.0,5.0,,1.0,,1.0,124.0,,,,,,,6.0,,,,5.0,,6.0,6.0,,7.0,218.0,36.0,24.0,3.0,1.0,5.0,8.0,5.0,675.0,1.0,1.0,,113.0,102.0,47.0,,,,,117.0,117.0,10.0,15.0,20.0,64.3,,,,,24.0,0.0,253.0,4.0,1.0,5.0,,,6.0,,,2.0,8.0,249.0,608.0,5.0,13.0,185.0,47.0,6.0,9.0,7.0,29.0,22.0,,286.0,1.0,535.0,,,5.0,10.0,49.0,2.0,691.0,,0.0,15.0,7.0,1.0,13.0,0.0,833.0,24.0,11.0,3.0,10.0,4.0,0.0
2292954,15,2022-11-05 15:00:00,43,Man City,Home,328.0,25.0,1.0,7.0,6.0,1.0,1.0,332.0,1.0,,2.0,2.0,5.0,31.0,653.0,,3.0,20.0,10.0,12.0,10.0,1.0,2.0,,,1.0,,,1.0,,,,,,10.0,1.0,,,,,2.0,1.0,3.0,1.0,12.0,4.0,135.0,54.0,3.0,2.0,2.0,,5.0,6.0,,,1.0,9.0,9.0,6.0,,3.0,1.0,31.0,44.0,,4.0,2.0,,,,,,17.0,65.0,6.0,11.0,1.0,5.0,2.0,1.0,183.0,1.0,,1.0,1.0,,,2.0,1.0,,,2.0,,5.0,5.0,1.0,2.0,204.0,61.0,49.0,,,4.0,8.0,5.0,705.0,1.0,,,133.0,63.0,37.0,1.0,1.0,1.0,1.0,117.0,117.0,4.0,14.0,33.0,70.6,,,,,14.0,0.0,195.0,,1.0,1.0,1.0,,5.0,1.0,,3.0,12.0,123.0,644.0,5.0,12.0,340.0,44.0,4.0,17.0,8.0,25.0,17.0,,162.0,2.0,402.0,,,4.0,6.0,44.0,3.0,717.0,,1.0,16.0,16.0,3.0,20.0,2.0,881.0,36.0,17.0,5.0,9.0,2.0,0.0
2292964,16,2022-11-12 12:30:00,43,Man City,Home,153.0,22.0,4.0,9.0,5.0,2.0,1.0,386.0,4.0,,8.0,,2.0,17.0,530.0,,1.0,16.0,20.0,22.0,19.0,1.0,6.0,2.0,,,,,,,1.0,,,,23.0,,,,,,,4.0,8.0,2.0,17.0,12.0,85.0,56.0,1.0,1.0,,,4.0,14.0,5.0,1.0,2.0,10.0,11.0,16.0,,5.0,2.0,44.0,45.0,,12.0,11.0,,,,,,24.0,56.0,9.0,6.0,1.0,1.0,1.0,,156.0,1.0,,,1.0,,,4.0,,2.0,,11.0,,3.0,3.0,1.0,8.0,191.0,42.0,29.0,2.0,,4.0,17.0,6.0,606.0,2.0,,,100.0,56.0,74.0,,,,,143.0,143.0,5.0,22.0,20.0,74.6,,,,,13.0,0.0,190.0,5.0,1.0,5.0,1.0,2.0,9.0,,,1.0,7.0,242.0,515.0,4.0,21.0,175.0,44.0,12.0,14.0,10.0,38.0,28.0,2.0,300.0,3.0,485.0,3.0,,5.0,3.0,34.0,2.0,622.0,,0.0,29.0,9.0,3.0,16.0,2.0,812.0,62.0,9.0,8.0,10.0,7.0,0.0
2292976,17,2022-12-28 20:00:00,43,Man City,Away,347.0,19.0,2.0,4.0,2.0,,,268.0,6.0,,5.0,,5.0,27.0,611.0,,3.0,24.0,5.0,7.0,17.0,3.0,4.0,3.0,,,,,,,,1.0,,1.0,19.0,,,,,,3.0,8.0,5.0,4.0,21.0,5.0,102.0,53.0,6.0,5.0,2.0,,11.0,5.0,6.0,,,5.0,5.0,3.0,,10.0,,38.0,39.0,,10.0,4.0,,,,,,21.0,51.0,14.0,11.0,2.0,3.0,,,196.0,2.0,,2.0,2.0,,1.0,6.0,3.0,1.0,,4.0,,5.0,5.0,1.0,5.0,206.0,71.0,52.0,3.0,1.0,10.0,12.0,9.0,678.0,4.0,,,93.0,60.0,27.0,,,,,122.0,122.0,1.0,27.0,20.0,69.0,,,,,23.0,0.0,194.0,,,,,3.0,12.0,,,3.0,9.0,100.0,592.0,11.0,22.0,376.0,37.0,10.0,11.0,4.0,12.0,8.0,3.0,135.0,1.0,334.0,1.0,,12.0,6.0,51.0,1.0,698.0,,0.0,26.0,13.0,4.0,24.0,3.0,865.0,36.0,13.0,8.0,5.0,7.0,0.0
2292984,18,2022-12-31 15:00:00,43,Man City,Home,198.0,25.0,3.0,7.0,4.0,,1.0,406.0,,1.0,4.0,,7.0,26.0,597.0,1.0,1.0,27.0,7.0,9.0,13.0,2.0,2.0,,,,,,,,,,,,13.0,,,,,1.0,1.0,7.0,1.0,1.0,11.0,5.0,83.0,47.0,4.0,3.0,1.0,1.0,4.0,7.0,3.0,,,7.0,17.0,6.0,,7.0,,35.0,40.0,1.0,7.0,3.0,,,,,,14.0,62.0,13.0,14.0,1.0,3.0,3.0,,161.0,1.0,,1.0,1.0,,,,1.0,,,3.0,1.0,3.0,3.0,,4.0,210.0,67.0,57.0,1.0,,6.0,10.0,3.0,646.0,1.0,1.0,,124.0,91.0,46.0,,,,,118.0,118.0,6.0,13.0,24.0,73.7,1.0,2.0,,,19.0,0.0,208.0,,,,,,6.0,1.0,,3.0,11.0,187.0,581.0,4.0,16.0,208.0,40.0,7.0,10.0,6.0,32.0,26.0,,229.0,,486.0,,1.0,4.0,8.0,36.0,3.0,662.0,1.0,0.0,16.0,13.0,3.0,27.0,3.0,825.0,44.0,11.0,4.0,7.0,7.0,0.0
2292993,19,2023-01-05 20:00:00,43,Man City,Away,232.0,20.0,,2.0,2.0,,,318.0,4.0,,5.0,1.0,6.0,30.0,548.0,,,13.0,8.0,12.0,8.0,,2.0,,,,,,,,,,,,10.0,,,,,1.0,,5.0,6.0,2.0,7.0,5.0,112.0,66.0,3.0,2.0,1.0,1.0,10.0,3.0,10.0,,,2.0,8.0,5.0,,20.0,1.0,55.0,47.0,1.0,14.0,10.0,,,,,,25.0,77.0,9.0,9.0,,1.0,1.0,,171.0,1.0,,1.0,1.0,,,6.0,1.0,,,10.0,1.0,10.0,10.0,,6.0,153.0,66.0,51.0,3.0,,5.0,4.0,3.0,593.0,3.0,,,72.0,119.0,27.0,,,,,125.0,125.0,10.0,22.0,28.0,52.3,1.0,,,,11.0,0.0,176.0,2.0,,2.0,1.0,,6.0,1.0,1.0,5.0,14.0,168.0,532.0,10.0,9.0,248.0,28.0,14.0,15.0,,14.0,14.0,,202.0,1.0,378.0,,,14.0,6.0,50.0,1.0,612.0,,0.0,12.0,19.0,1.0,17.0,0.0,805.0,24.0,15.0,7.0,2.0,13.0,0.0
2293005,20,2023-01-14 12:30:00,43,Man City,Away,380.0,25.0,,4.0,4.0,,,282.0,4.0,,6.0,2.0,2.0,22.0,658.0,,,10.0,9.0,10.0,3.0,,,,,,,,,,,,,,5.0,,,,,,,3.0,6.0,2.0,3.0,2.0,125.0,49.0,1.0,,1.0,,7.0,2.0,9.0,1.0,,2.0,12.0,7.0,,9.0,,38.0,37.0,,5.0,3.0,,,,,,14.0,51.0,5.0,15.0,,,,,166.0,1.0,,1.0,1.0,,,4.0,1.0,2.0,,3.0,,4.0,4.0,,6.0,240.0,57.0,42.0,1.0,,2.0,2.0,1.0,708.0,4.0,1.0,,88.0,79.0,36.0,,,,,124.0,124.0,5.0,11.0,27.0,70.6,,3.0,,,15.0,0.0,206.0,2.0,,1.0,2.0,,2.0,,1.0,1.0,6.0,121.0,629.0,7.0,4.0,394.0,40.0,5.0,12.0,1.0,20.0,19.0,,168.0,5.0,363.0,2.0,1.0,7.0,2.0,36.0,2.0,737.0,,0.0,5.0,6.0,,13.0,0.0,878.0,28.0,8.0,6.0,2.0,1.0,0.0
2293017,21,2023-01-22 14:00:00,43,Man City,Home,234.0,32.0,,5.0,5.0,,,297.0,1.0,,6.0,2.0,3.0,38.0,526.0,,1.0,10.0,9.0,14.0,10.0,,,1.0,,,,,,,,,,,12.0,1.0,,,,,,6.0,6.0,4.0,10.0,3.0,107.0,58.0,4.0,2.0,3.0,2.0,9.0,1.0,5.0,,1.0,5.0,15.0,4.0,,8.0,,39.0,38.0,2.0,16.0,11.0,,,,,,15.0,53.0,10.0,10.0,3.0,2.0,1.0,,164.0,2.0,,2.0,2.0,,,3.0,2.0,1.0,,11.0,,6.0,6.0,,6.0,140.0,52.0,42.0,7.0,,5.0,7.0,7.0,573.0,4.0,1.0,,87.0,92.0,26.0,,,,1.0,108.0,108.0,8.0,16.0,27.0,55.3,,,,,22.0,0.0,176.0,,1.0,1.0,,1.0,5.0,,,5.0,5.0,157.0,515.0,9.0,12.0,253.0,39.0,16.0,13.0,4.0,24.0,20.0,1.0,186.0,2.0,358.0,1.0,,8.0,3.0,50.0,1.0,587.0,,0.0,13.0,8.0,3.0,12.0,1.0,746.0,45.0,9.0,6.0,5.0,5.0,0.0
2293028,22,2023-02-05 16:30:00,43,Man City,Away,210.0,16.0,2.0,8.0,6.0,4.0,2.0,285.0,6.0,,2.0,1.0,5.0,14.0,487.0,,,9.0,9.0,16.0,7.0,2.0,6.0,,,,,,1.0,,,,,,7.0,,,1.0,,,1.0,5.0,9.0,3.0,10.0,5.0,85.0,56.0,,,,1.0,7.0,5.0,6.0,,,6.0,11.0,8.0,,9.0,1.0,43.0,59.0,1.0,13.0,4.0,1.0,,,,,20.0,57.0,14.0,18.0,,7.0,4.0,1.0,153.0,,,,,,,6.0,,,,4.0,1.0,7.0,7.0,1.0,2.0,148.0,54.0,39.0,4.0,,4.0,5.0,5.0,531.0,4.0,1.0,,65.0,70.0,32.0,,,,,123.0,123.0,7.0,24.0,23.0,64.8,1.0,,,2.0,11.0,0.0,170.0,1.0,1.0,2.0,,,5.0,1.0,,2.0,10.0,130.0,464.0,7.0,9.0,221.0,38.0,13.0,11.0,4.0,27.0,23.0,,176.0,5.0,362.0,,,6.0,5.0,30.0,1.0,556.0,,0.0,15.0,19.0,,11.0,3.0,741.0,33.0,17.0,6.0,6.0,9.0,0.0
2293037,23,2023-02-12 16:30:00,43,Man City,Home,266.0,24.0,4.0,6.0,3.0,3.0,1.0,298.0,2.0,1.0,6.0,2.0,4.0,33.0,558.0,,3.0,12.0,4.0,8.0,8.0,3.0,4.0,,,,,,1.0,,,,,1.0,9.0,1.0,,,,,2.0,6.0,3.0,3.0,13.0,4.0,100.0,51.0,4.0,4.0,2.0,,5.0,5.0,9.0,,1.0,8.0,6.0,3.0,,2.0,,32.0,34.0,,4.0,2.0,,,,,,16.0,71.0,13.0,14.0,1.0,7.0,3.0,1.0,139.0,2.0,1.0,2.0,1.0,1.0,,2.0,1.0,,1.0,2.0,,3.0,3.0,2.0,6.0,184.0,65.0,52.0,4.0,2.0,2.0,11.0,9.0,601.0,2.0,,,70.0,65.0,27.0,,,,1.0,89.0,89.0,5.0,15.0,25.0,67.2,,,,1.0,13.0,0.0,197.0,,1.0,1.0,,,3.0,,,4.0,8.0,132.0,540.0,5.0,13.0,282.0,45.0,4.0,11.0,7.0,18.0,12.0,,171.0,5.0,356.0,,1.0,5.0,4.0,52.0,1.0,620.0,,0.0,17.0,7.0,5.0,13.0,1.0,750.0,35.0,6.0,6.0,8.0,3.0,0.0
2293047,24,2023-02-18 15:00:00,43,Man City,Away,215.0,20.0,5.0,11.0,6.0,,,391.0,4.0,,2.0,3.0,6.0,31.0,595.0,,1.0,23.0,13.0,10.0,13.0,3.0,6.0,,,,,1.0,2.0,,,,,,14.0,,,1.0,,,1.0,3.0,3.0,1.0,10.0,13.0,110.0,59.0,2.0,5.0,,,19.0,6.0,4.0,,,10.0,14.0,8.0,,4.0,,36.0,42.0,,5.0,2.0,,,,,,21.0,83.0,6.0,8.0,,5.0,2.0,2.0,186.0,1.0,,1.0,,1.0,,4.0,,,,2.0,2.0,2.0,2.0,,2.0,185.0,66.0,46.0,,1.0,8.0,9.0,6.0,664.0,1.0,2.0,,88.0,143.0,50.0,,,,,134.0,134.0,3.0,21.0,32.0,73.0,1.0,2.0,,,19.0,0.0,195.0,,,,,,11.0,1.0,,2.0,15.0,210.0,584.0,6.0,17.0,228.0,36.0,5.0,23.0,10.0,34.0,24.0,,263.0,1.0,482.0,,,20.0,7.0,57.0,,676.0,2.0,0.0,23.0,10.0,3.0,27.0,0.0,847.0,45.0,11.0,14.0,10.0,7.0,0.0
2293050,25,2023-02-25 17:30:00,43,Man City,Away,331.0,26.0,2.0,4.0,2.0,1.0,,349.0,6.0,,7.0,2.0,13.0,15.0,676.0,,2.0,11.0,10.0,9.0,8.0,2.0,5.0,,,1.0,,,1.0,,,,,,14.0,,,,,,,4.0,11.0,2.0,14.0,6.0,123.0,62.0,1.0,,3.0,,9.0,7.0,12.0,,,6.0,9.0,2.0,,9.0,,46.0,52.0,,16.0,4.0,,,,,,30.0,63.0,9.0,9.0,2.0,2.0,,1.0,201.0,1.0,,1.0,1.0,,,7.0,3.0,2.0,,4.0,1.0,6.0,6.0,,7.0,216.0,82.0,66.0,4.0,1.0,5.0,6.0,5.0,730.0,5.0,,,65.0,84.0,29.0,,,,,111.0,111.0,6.0,24.0,24.0,66.0,,,,,25.0,0.0,210.0,,1.0,1.0,1.0,,8.0,,,5.0,12.0,136.0,658.0,9.0,11.0,359.0,39.0,16.0,14.0,5.0,16.0,11.0,,164.0,2.0,407.0,2.0,,4.0,13.0,26.0,2.0,750.0,1.0,0.0,20.0,26.0,4.0,11.0,2.0,933.0,41.0,8.0,8.0,6.0,17.0,0.0
2293066,26,2023-03-04 12:30:00,43,Man City,Home,253.0,23.0,,2.0,2.0,,,215.0,3.0,1.0,,3.0,5.0,27.0,466.0,,,14.0,7.0,9.0,7.0,,,,,2.0,,,2.0,,,,,,9.0,,,,,,,4.0,4.0,1.0,7.0,4.0,110.0,64.0,2.0,1.0,1.0,2.0,3.0,2.0,12.0,,,8.0,12.0,2.0,,3.0,1.0,35.0,46.0,2.0,24.0,8.0,,,,,,19.0,51.0,8.0,12.0,,3.0,1.0,2.0,173.0,2.0,,1.0,2.0,,,4.0,2.0,,3.0,8.0,,4.0,4.0,1.0,1.0,127.0,55.0,33.0,4.0,1.0,4.0,5.0,3.0,517.0,2.0,2.0,,89.0,45.0,32.0,,,,,115.0,115.0,5.0,27.0,28.0,56.3,,,,2.0,16.0,0.0,129.0,1.0,1.0,2.0,,,6.0,,1.0,1.0,9.0,100.0,446.0,3.0,9.0,278.0,36.0,24.0,20.0,3.0,18.0,15.0,,127.0,2.0,279.0,1.0,1.0,11.0,5.0,51.0,,539.0,,0.0,11.0,13.0,1.0,17.0,2.0,694.0,28.0,9.0,12.0,8.0,6.0,0.0
2293071,27,2023-03-11 17:30:00,43,Man City,Away,197.0,17.0,3.0,6.0,3.0,,,347.0,1.0,,,1.0,3.0,29.0,538.0,,,20.0,9.0,12.0,10.0,,4.0,,,,,1.0,1.0,,,,,,8.0,1.0,,,,,,10.0,3.0,1.0,8.0,6.0,104.0,53.0,2.0,2.0,1.0,1.0,6.0,5.0,7.0,,,6.0,11.0,6.0,,4.0,,44.0,51.0,1.0,11.0,7.0,,,,,,15.0,71.0,17.0,11.0,1.0,6.0,,1.0,169.0,,,,,,,1.0,,,,7.0,,9.0,9.0,,,176.0,57.0,41.0,2.0,,5.0,5.0,4.0,602.0,4.0,,,110.0,59.0,35.0,,,,1.0,121.0,121.0,5.0,27.0,21.0,67.8,,,,,19.0,0.0,167.0,,,,,,5.0,,,3.0,6.0,164.0,525.0,6.0,10.0,222.0,27.0,11.0,21.0,5.0,22.0,17.0,,202.0,1.0,416.0,,,11.0,4.0,45.0,2.0,616.0,1.0,0.0,14.0,14.0,2.0,21.0,2.0,784.0,35.0,13.0,14.0,6.0,7.0,0.0
2293086,28,2023-05-03 20:00:00,43,Man City,Home,285.0,18.0,3.0,4.0,1.0,,,375.0,2.0,,4.0,,4.0,17.0,656.0,1.0,2.0,15.0,14.0,10.0,9.0,1.0,3.0,1.0,,,,,,,,,,1.0,11.0,,,,1.0,1.0,2.0,4.0,3.0,3.0,10.0,6.0,94.0,59.0,6.0,4.0,2.0,2.0,6.0,2.0,6.0,,,6.0,15.0,2.0,1.0,8.0,,40.0,43.0,2.0,11.0,8.0,,,,,,15.0,61.0,8.0,8.0,1.0,3.0,2.0,,189.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,8.0,2.0,5.0,5.0,,4.0,234.0,54.0,42.0,3.0,,6.0,6.0,7.0,714.0,1.0,1.0,,108.0,53.0,43.0,,,,,114.0,114.0,5.0,18.0,32.0,68.9,2.0,,,1.0,15.0,0.0,206.0,2.0,,2.0,,1.0,7.0,,1.0,3.0,8.0,172.0,647.0,6.0,12.0,300.0,33.0,11.0,13.0,6.0,25.0,19.0,2.0,205.0,1.0,448.0,1.0,,9.0,4.0,37.0,1.0,723.0,2.0,0.0,16.0,16.0,4.0,16.0,0.0,881.0,36.0,11.0,9.0,6.0,9.0,0.0
2293096,29,2023-04-01 12:30:00,43,Man City,Home,372.0,37.0,1.0,2.0,1.0,1.0,,323.0,2.0,,3.0,1.0,9.0,31.0,693.0,2.0,3.0,14.0,7.0,1.0,11.0,1.0,1.0,,,1.0,,,1.0,,,,,,15.0,,,,,,,4.0,4.0,,14.0,3.0,128.0,44.0,3.0,,4.0,1.0,6.0,6.0,10.0,,,7.0,6.0,3.0,,8.0,,38.0,32.0,1.0,10.0,6.0,,,,,,12.0,57.0,9.0,12.0,2.0,3.0,1.0,1.0,189.0,3.0,,3.0,3.0,,,2.0,4.0,,,6.0,,4.0,4.0,,4.0,229.0,64.0,54.0,1.0,2.0,2.0,13.0,8.0,733.0,3.0,,,78.0,84.0,31.0,,,,,100.0,100.0,5.0,12.0,23.0,68.1,,,3.0,,12.0,0.0,208.0,,,,1.0,,3.0,2.0,,2.0,6.0,173.0,674.0,6.0,15.0,390.0,56.0,10.0,16.0,5.0,15.0,10.0,,206.0,2.0,379.0,,,4.0,10.0,44.0,3.0,754.0,2.0,0.0,17.0,7.0,4.0,15.0,1.0,896.0,44.0,9.0,12.0,7.0,,0.0
2293107,30,2023-04-08 17:30:00,43,Man City,Away,359.0,32.0,2.0,3.0,1.0,2.0,,297.0,5.0,1.0,4.0,2.0,1.0,29.0,653.0,1.0,2.0,15.0,7.0,13.0,6.0,1.0,2.0,,,,,,,,,,,,10.0,1.0,,,,,,8.0,3.0,1.0,12.0,1.0,130.0,50.0,3.0,1.0,4.0,,7.0,3.0,13.0,,,10.0,11.0,3.0,,7.0,,41.0,36.0,,4.0,3.0,,,,,,19.0,52.0,10.0,6.0,3.0,1.0,,,197.0,2.0,,2.0,2.0,,,5.0,3.0,,,3.0,,6.0,6.0,,4.0,202.0,83.0,66.0,,,,9.0,8.0,717.0,1.0,,,111.0,81.0,32.0,,,,1.0,121.0,121.0,3.0,16.0,26.0,72.8,,,,,23.0,0.0,203.0,,,,,,2.0,1.0,1.0,5.0,12.0,102.0,639.0,7.0,9.0,379.0,51.0,4.0,12.0,8.0,21.0,14.0,,140.0,4.0,374.0,,1.0,7.0,1.0,45.0,2.0,732.0,1.0,0.0,13.0,9.0,4.0,18.0,2.0,860.0,31.0,8.0,8.0,10.0,7.0,0.0
2293114,31,2023-04-15 17:30:00,43,Man City,Home,303.0,35.0,2.0,2.0,2.0,,,394.0,5.0,,4.0,1.0,5.0,47.0,695.0,,,18.0,15.0,7.0,4.0,2.0,8.0,1.0,,,,,,,,,,,3.0,1.0,,,,,,4.0,8.0,3.0,7.0,5.0,140.0,40.0,1.0,,2.0,,6.0,3.0,10.0,,1.0,6.0,15.0,4.0,1.0,5.0,1.0,43.0,38.0,,9.0,2.0,,1.0,,,,20.0,74.0,8.0,7.0,2.0,4.0,1.0,,174.0,2.0,,1.0,1.0,1.0,1.0,5.0,1.0,,,2.0,,1.0,1.0,,4.0,217.0,56.0,43.0,2.0,,3.0,5.0,4.0,735.0,3.0,1.0,,130.0,109.0,33.0,,,,1.0,102.0,102.0,4.0,13.0,18.0,70.6,,,,,12.0,0.0,223.0,3.0,,3.0,1.0,1.0,5.0,2.0,,5.0,8.0,185.0,677.0,6.0,8.0,315.0,51.0,9.0,18.0,5.0,23.0,20.0,2.0,221.0,,462.0,,,5.0,5.0,62.0,,754.0,,0.0,12.0,11.0,,18.0,1.0,894.0,24.0,11.0,13.0,6.0,6.0,0.0
