matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attLgLeft,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2210378,11.0,2021-11-06 12:30:00,43,Man City,Away,286.0,32.0,2.0,3.0,2.0,1.0,,479.0,4.0,,,,4.0,39.0,762.0,,1.0,10.0,9.0,10.0,10.0,2.0,5.0,1.0,,,,,,,,11.0,,,,1.0,1.0,,11.0,3.0,2.0,12.0,4.0,,176.0,50.0,1.0,1.0,,2.0,19.0,4.0,4.0,,,9.0,8.0,4.0,,10.0,1.0,43.0,42.0,2.0,5.0,4.0,,,23.0,92.0,12.0,9.0,1.0,,3.0,2.0,,203.0,1.0,,1.0,1.0,,,5.0,,,1.0,,,,,,4.0,2.0,6.0,6.0,,,211.0,76.0,65.0,1.0,,5.0,8.0,5.0,812.0,,,1.0,1.0,151.0,109.0,24.0,,,,,119.0,119.0,9.0,15.0,26.0,67.4,2.0,,,,19.0,0.0,,,,242.0,1.0,,1.0,,1.0,7.0,1.0,,14.0,230.0,744.0,11.0,13.0,304.0,54.0,5.0,19.0,6.0,19.0,14.0,1.0,266.0,2.0,547.0,,,5.0,4.0,49.0,1.0,832.0,1.0,0.0,16.0,12.0,1.0,10.0,2.0,977.0,32.0,13.0,11.0,9.0,6.0,0.0
2210385,12.0,2021-11-21 14:00:00,43,Man City,Home,277.0,23.0,,3.0,3.0,,,533.0,,1.0,7.0,1.0,9.0,26.0,807.0,,4.0,13.0,5.0,15.0,10.0,,,,,,1.0,1.0,,,2.0,16.0,,,1.0,,,,5.0,3.0,1.0,12.0,5.0,,134.0,53.0,4.0,3.0,2.0,1.0,18.0,4.0,10.0,,1.0,7.0,15.0,4.0,,11.0,,38.0,45.0,1.0,7.0,2.0,,,19.0,93.0,5.0,7.0,1.0,,2.0,1.0,1.0,193.0,1.0,,1.0,1.0,,,,,,3.0,2.0,,,,,2.0,1.0,8.0,8.0,,7.0,258.0,76.0,68.0,1.0,2.0,5.0,6.0,7.0,851.0,,,3.0,2.0,126.0,140.0,48.0,,,,,118.0,118.0,5.0,15.0,26.0,77.3,1.0,,,,18.0,0.0,,,,276.0,,1.0,1.0,,,6.0,,3.0,9.0,226.0,797.0,8.0,12.0,287.0,38.0,7.0,15.0,5.0,25.0,20.0,,261.0,1.0,599.0,2.0,1.0,3.0,9.0,37.0,,861.0,1.0,0.0,17.0,15.0,5.0,13.0,1.0,1035.0,35.0,22.0,8.0,7.0,7.0,0.0
2210399,13.0,2021-11-28 14:00:00,43,Man City,Home,282.0,27.0,2.0,3.0,1.0,,,379.0,2.0,,7.0,4.0,7.0,32.0,658.0,,1.0,12.0,13.0,11.0,12.0,2.0,3.0,1.0,,,,,,,1.0,16.0,,,,,2.0,,7.0,1.0,4.0,13.0,6.0,,135.0,65.0,2.0,3.0,1.0,2.0,11.0,4.0,11.0,,,8.0,8.0,5.0,,7.0,2.0,47.0,38.0,2.0,11.0,6.0,,,18.0,76.0,7.0,6.0,,,,,,192.0,1.0,,,1.0,,,2.0,,,2.0,2.0,,,,,6.0,2.0,5.0,5.0,,7.0,190.0,59.0,44.0,4.0,1.0,4.0,11.0,9.0,712.0,,,1.0,1.0,108.0,116.0,35.0,,,,,121.0,121.0,8.0,26.0,24.0,68.5,2.0,,,1.0,11.0,0.0,,,,211.0,,2.0,2.0,,1.0,6.0,,1.0,8.0,174.0,644.0,6.0,15.0,302.0,41.0,11.0,15.0,6.0,19.0,13.0,1.0,205.0,,445.0,2.0,,7.0,7.0,46.0,4.0,728.0,1.0,0.0,19.0,15.0,1.0,12.0,2.0,895.0,28.0,14.0,6.0,8.0,8.0,0.0
2210401,14.0,2021-12-01 20:15:00,43,Man City,Away,227.0,30.0,3.0,3.0,1.0,,,323.0,4.0,1.0,,1.0,4.0,37.0,547.0,,,16.0,14.0,11.0,7.0,3.0,5.0,1.0,,,1.0,1.0,,,,11.0,,,,,,,6.0,8.0,1.0,10.0,7.0,,115.0,55.0,1.0,,1.0,1.0,15.0,5.0,5.0,,,10.0,10.0,2.0,1.0,14.0,,55.0,41.0,1.0,13.0,4.0,,,29.0,53.0,12.0,8.0,,,1.0,,1.0,167.0,2.0,,2.0,2.0,,1.0,4.0,,,2.0,,,,,1.0,4.0,,9.0,9.0,1.0,,166.0,60.0,48.0,4.0,1.0,4.0,8.0,7.0,592.0,,,3.0,2.0,119.0,104.0,31.0,,,,,114.0,114.0,9.0,25.0,20.0,64.0,,,,,15.0,0.0,,,,163.0,2.0,,2.0,,1.0,5.0,,1.0,14.0,176.0,528.0,4.0,12.0,250.0,39.0,13.0,22.0,7.0,18.0,12.0,2.0,204.0,2.0,379.0,,1.0,9.0,4.0,50.0,,611.0,1.0,0.0,17.0,11.0,1.0,16.0,0.0,769.0,42.0,8.0,11.0,11.0,9.0,0.0
2210418,15.0,2021-12-04 17:30:00,43,Man City,Away,332.0,23.0,4.0,5.0,1.0,,,435.0,6.0,,6.0,3.0,5.0,39.0,762.0,,,11.0,11.0,12.0,17.0,3.0,6.0,2.0,,,,,,,,20.0,,,,,,,5.0,6.0,5.0,22.0,4.0,,149.0,64.0,5.0,4.0,1.0,1.0,8.0,5.0,4.0,,,11.0,8.0,2.0,,3.0,3.0,37.0,46.0,1.0,7.0,5.0,,,20.0,102.0,7.0,11.0,1.0,,1.0,1.0,,239.0,2.0,,1.0,2.0,,,6.0,,,3.0,1.0,,,,,5.0,2.0,13.0,13.0,1.0,6.0,216.0,93.0,76.0,5.0,2.0,8.0,14.0,13.0,811.0,,,1.0,,118.0,136.0,36.0,,,,,121.0,121.0,7.0,27.0,24.0,77.1,,,,1.0,8.0,0.0,,,,226.0,1.0,2.0,3.0,,2.0,8.0,,3.0,8.0,199.0,743.0,5.0,22.0,348.0,39.0,7.0,20.0,10.0,21.0,11.0,2.0,239.0,3.0,503.0,1.0,,11.0,6.0,59.0,1.0,830.0,1.0,0.0,26.0,15.0,,11.0,0.0,1013.0,71.0,21.0,8.0,11.0,8.0,0.0
2210429,16.0,2021-12-11 12:30:00,43,Man City,Home,192.0,26.0,2.0,8.0,6.0,,,495.0,1.0,,5.0,,2.0,33.0,679.0,1.0,1.0,19.0,10.0,10.0,17.0,2.0,3.0,,,,,,,,,20.0,1.0,,,,,,7.0,2.0,,16.0,8.0,,132.0,67.0,2.0,2.0,1.0,,25.0,6.0,11.0,,1.0,14.0,17.0,7.0,,5.0,,45.0,34.0,,1.0,1.0,,,17.0,95.0,12.0,4.0,1.0,,2.0,1.0,,212.0,,,,,,,1.0,,,,,,,,2.0,1.0,,12.0,12.0,1.0,5.0,198.0,57.0,55.0,1.0,,7.0,12.0,10.0,735.0,,,,3.0,120.0,162.0,60.0,,,,1.0,122.0,122.0,10.0,16.0,36.0,71.0,,,,,25.0,0.0,,,,204.0,1.0,,1.0,,,8.0,,2.0,7.0,265.0,668.0,9.0,19.0,202.0,37.0,1.0,18.0,8.0,33.0,25.0,,315.0,,577.0,,,3.0,2.0,38.0,1.0,746.0,4.0,0.0,24.0,11.0,1.0,19.0,3.0,917.0,50.0,12.0,9.0,14.0,8.0,0.0
2210440,17.0,2021-12-14 20:00:00,43,Man City,Home,264.0,15.0,2.0,6.0,4.0,,1.0,299.0,4.0,1.0,6.0,2.0,5.0,16.0,557.0,,2.0,8.0,4.0,8.0,19.0,,2.0,1.0,,,2.0,2.0,,,,23.0,,,,,,4.0,1.0,2.0,4.0,17.0,14.0,,108.0,55.0,3.0,3.0,1.0,,21.0,7.0,8.0,,1.0,6.0,6.0,4.0,1.0,1.0,,31.0,46.0,,12.0,4.0,,,18.0,53.0,5.0,9.0,1.0,,4.0,2.0,2.0,155.0,5.0,1.0,3.0,3.0,2.0,,4.0,,,4.0,,,,,,4.0,,9.0,9.0,1.0,6.0,177.0,52.0,47.0,2.0,4.0,8.0,16.0,15.0,597.0,,,1.0,3.0,71.0,39.0,32.0,,,,,90.0,90.0,10.0,18.0,21.0,64.2,,,,,21.0,0.0,,,,168.0,1.0,2.0,3.0,,1.0,9.0,,3.0,8.0,154.0,547.0,12.0,24.0,276.0,23.0,12.0,31.0,5.0,17.0,12.0,1.0,189.0,1.0,349.0,,1.0,5.0,5.0,24.0,1.0,608.0,1.0,0.0,31.0,12.0,8.0,8.0,1.0,792.0,43.0,9.0,17.0,6.0,5.0,0.0
2210445,18.0,2021-12-19 14:00:00,43,Man City,Away,332.0,27.0,2.0,5.0,3.0,,,319.0,7.0,1.0,4.0,,3.0,26.0,646.0,1.0,1.0,15.0,12.0,8.0,10.0,3.0,6.0,1.0,,,,,,,,11.0,,,,,,1.0,4.0,2.0,3.0,16.0,2.0,,120.0,47.0,5.0,2.0,3.0,1.0,10.0,3.0,9.0,,1.0,6.0,3.0,4.0,2.0,6.0,1.0,40.0,48.0,1.0,9.0,6.0,,,18.0,62.0,6.0,8.0,,,1.0,,,174.0,4.0,,3.0,3.0,1.0,,7.0,,,3.0,,,,,,6.0,,5.0,5.0,,4.0,215.0,63.0,44.0,3.0,2.0,7.0,10.0,7.0,686.0,,,,,95.0,64.0,21.0,,,,,97.0,97.0,1.0,20.0,21.0,71.9,,,,1.0,10.0,0.0,,,,200.0,1.0,,1.0,,1.0,8.0,,3.0,12.0,130.0,625.0,3.0,17.0,354.0,43.0,9.0,18.0,5.0,12.0,7.0,1.0,152.0,,367.0,2.0,1.0,9.0,3.0,49.0,2.0,709.0,1.0,0.0,18.0,21.0,3.0,15.0,2.0,861.0,35.0,12.0,11.0,6.0,10.0,0.0
2210455,19.0,2021-12-26 15:00:00,43,Man City,Home,282.0,25.0,3.0,6.0,3.0,1.0,,417.0,3.0,,5.0,,7.0,17.0,693.0,,1.0,18.0,3.0,2.0,3.0,3.0,6.0,,,,,1.0,,,,6.0,2.0,,,,,2.0,6.0,10.0,4.0,12.0,5.0,,116.0,28.0,2.0,1.0,4.0,2.0,9.0,5.0,12.0,,1.0,14.0,5.0,7.0,1.0,8.0,3.0,41.0,34.0,2.0,9.0,3.0,,,20.0,49.0,11.0,9.0,3.0,,6.0,,1.0,163.0,3.0,1.0,2.0,1.0,2.0,,3.0,,,2.0,,,,,,3.0,1.0,3.0,3.0,,5.0,227.0,64.0,60.0,4.0,2.0,1.0,8.0,9.0,720.0,,,1.0,2.0,89.0,135.0,42.0,,,,2.0,93.0,93.0,6.0,8.0,9.0,71.8,,,,1.0,9.0,0.0,,,,230.0,3.0,2.0,5.0,,,3.0,1.0,1.0,12.0,148.0,677.0,4.0,9.0,289.0,33.0,9.0,23.0,12.0,24.0,12.0,,174.0,1.0,471.0,,,4.0,7.0,26.0,2.0,736.0,1.0,0.0,17.0,7.0,1.0,18.0,1.0,894.0,44.0,13.0,16.0,14.0,3.0,0.0
2210462,20.0,2021-12-29 20:15:00,43,Man City,Away,181.0,23.0,,3.0,3.0,2.0,,456.0,2.0,,3.0,2.0,,26.0,634.0,,,24.0,15.0,18.0,6.0,1.0,1.0,,,,,,,,,11.0,,,,1.0,,,6.0,3.0,3.0,7.0,5.0,,136.0,48.0,1.0,,1.0,1.0,11.0,4.0,2.0,,2.0,5.0,8.0,6.0,,12.0,3.0,44.0,48.0,1.0,10.0,6.0,,,19.0,73.0,10.0,12.0,1.0,,4.0,2.0,,198.0,1.0,,1.0,1.0,,,5.0,,,1.0,1.0,,,,,6.0,1.0,8.0,8.0,1.0,3.0,192.0,62.0,40.0,3.0,,3.0,5.0,3.0,701.0,,,2.0,1.0,177.0,111.0,33.0,,,,,130.0,130.0,6.0,10.0,29.0,76.3,1.0,,,,11.0,0.0,,,,190.0,2.0,,3.0,,,5.0,,,7.0,234.0,623.0,5.0,8.0,204.0,37.0,10.0,12.0,5.0,21.0,16.0,,269.0,4.0,533.0,1.0,,10.0,,45.0,3.0,716.0,,0.0,12.0,11.0,,26.0,0.0,872.0,24.0,7.0,7.0,5.0,4.0,0.0
2210471,21.0,2022-01-01 12:30:00,43,Man City,Away,255.0,32.0,,3.0,3.0,1.0,,320.0,6.0,,6.0,1.0,8.0,32.0,572.0,,,10.0,5.0,16.0,10.0,1.0,3.0,,,,,,,,,10.0,1.0,,,,,1.0,1.0,5.0,2.0,8.0,7.0,,110.0,52.0,1.0,1.0,2.0,,7.0,7.0,9.0,,1.0,5.0,5.0,2.0,,8.0,1.0,34.0,52.0,,23.0,11.0,,1.0,19.0,64.0,5.0,12.0,,,3.0,1.0,,164.0,,,,,,,6.0,,,1.0,1.0,,,,1.0,11.0,,2.0,2.0,1.0,6.0,166.0,52.0,35.0,5.0,2.0,6.0,5.0,2.0,620.0,,,1.0,1.0,75.0,85.0,21.0,,,,1.0,117.0,117.0,1.0,26.0,17.0,71.2,,,3.0,,7.0,0.0,,,,204.0,1.0,,1.0,,,6.0,1.0,1.0,9.0,157.0,549.0,1.0,11.0,284.0,48.0,23.0,18.0,1.0,9.0,8.0,,188.0,3.0,369.0,1.0,,11.0,8.0,51.0,2.0,644.0,1.0,0.0,15.0,14.0,2.0,12.0,2.0,809.0,36.0,18.0,10.0,5.0,7.0,0.0
2210485,22.0,2022-01-15 12:30:00,43,Man City,Home,253.0,13.0,,3.0,3.0,,,248.0,2.0,1.0,6.0,2.0,4.0,34.0,498.0,,,20.0,6.0,16.0,8.0,,1.0,,,,1.0,1.0,,1.0,,9.0,,,,,,,7.0,2.0,2.0,8.0,3.0,,84.0,60.0,1.0,1.0,,2.0,17.0,2.0,7.0,,,9.0,6.0,2.0,,13.0,1.0,46.0,46.0,2.0,8.0,4.0,,,24.0,43.0,11.0,6.0,,,4.0,2.0,1.0,136.0,1.0,,,1.0,,,2.0,,,1.0,,,,,,4.0,,3.0,3.0,,6.0,176.0,56.0,44.0,1.0,1.0,3.0,6.0,6.0,567.0,,,1.0,,87.0,79.0,32.0,,,,,136.0,136.0,9.0,17.0,28.0,55.7,,,,,17.0,0.0,,,,183.0,,1.0,1.0,,,3.0,,2.0,7.0,115.0,488.0,8.0,9.0,277.0,28.0,8.0,25.0,7.0,17.0,10.0,,152.0,,319.0,,1.0,9.0,4.0,51.0,3.0,579.0,1.0,0.0,11.0,8.0,1.0,20.0,0.0,741.0,29.0,16.0,16.0,9.0,5.0,0.0
2210499,23.0,2022-01-22 17:30:00,43,Man City,Away,251.0,34.0,1.0,8.0,7.0,,1.0,457.0,2.0,,2.0,,2.0,31.0,700.0,,1.0,15.0,11.0,13.0,13.0,1.0,6.0,,,,,,,,,13.0,,,1.0,,2.0,1.0,1.0,6.0,1.0,11.0,9.0,,157.0,63.0,3.0,2.0,1.0,1.0,25.0,7.0,8.0,,,11.0,26.0,13.0,1.0,8.0,,43.0,62.0,1.0,4.0,2.0,,,27.0,97.0,5.0,13.0,,,5.0,3.0,,215.0,1.0,1.0,1.0,,1.0,,2.0,,,,,,,,1.0,2.0,3.0,8.0,8.0,,2.0,207.0,72.0,58.0,2.0,,6.0,9.0,5.0,753.0,,,1.0,,150.0,123.0,61.0,,,,,150.0,150.0,6.0,16.0,39.0,74.2,3.0,,1.0,,25.0,0.0,,,,198.0,1.0,1.0,2.0,,,8.0,,1.0,17.0,265.0,676.0,10.0,15.0,263.0,45.0,4.0,27.0,3.0,45.0,42.0,,318.0,2.0,559.0,,,7.0,2.0,44.0,,777.0,3.0,0.0,20.0,21.0,2.0,15.0,0.0,979.0,47.0,16.0,15.0,11.0,10.0,0.0
2210508,24.0,2022-02-09 19:45:00,43,Man City,Home,175.0,26.0,2.0,4.0,4.0,,,456.0,,,2.0,,2.0,29.0,627.0,,1.0,21.0,8.0,19.0,9.0,1.0,3.0,,,,,,,,,10.0,1.0,,,,,1.0,2.0,4.0,2.0,11.0,4.0,,112.0,45.0,1.0,2.0,1.0,,17.0,2.0,3.0,,,9.0,10.0,7.0,,3.0,1.0,30.0,47.0,,7.0,5.0,,,22.0,91.0,7.0,12.0,1.0,,6.0,2.0,,170.0,,,,,,,2.0,,,1.0,,,,,1.0,5.0,,8.0,8.0,,3.0,212.0,49.0,28.0,3.0,1.0,5.0,5.0,7.0,681.0,,,2.0,1.0,118.0,113.0,43.0,,,,1.0,133.0,133.0,5.0,19.0,17.0,75.6,,,,,17.0,0.0,,,,215.0,2.0,,2.0,,,6.0,,2.0,10.0,207.0,605.0,8.0,10.0,196.0,45.0,7.0,19.0,7.0,24.0,19.0,,248.0,,537.0,,,16.0,3.0,58.0,2.0,709.0,,0.0,15.0,7.0,1.0,23.0,0.0,877.0,31.0,12.0,9.0,9.0,5.0,0.0
2210518,25.0,2022-02-12 17:30:00,43,Man City,Away,270.0,29.0,2.0,4.0,3.0,,1.0,374.0,4.0,2.0,6.0,2.0,2.0,41.0,640.0,,,11.0,13.0,12.0,15.0,1.0,7.0,,,,,,,,,12.0,,1.0,1.0,1.0,,2.0,3.0,7.0,1.0,18.0,4.0,,122.0,61.0,4.0,4.0,2.0,,17.0,5.0,6.0,,,12.0,12.0,6.0,,8.0,1.0,37.0,39.0,,9.0,5.0,,,14.0,84.0,8.0,6.0,4.0,,4.0,3.0,,182.0,2.0,,1.0,1.0,1.0,,4.0,,,2.0,,,,,1.0,5.0,2.0,11.0,11.0,,6.0,202.0,57.0,43.0,4.0,,7.0,11.0,9.0,690.0,,,1.0,,113.0,110.0,48.0,,,,1.0,117.0,117.0,8.0,25.0,22.0,71.5,2.0,,,,17.0,0.0,,,,201.0,3.0,,3.0,,,8.0,1.0,3.0,8.0,219.0,623.0,6.0,18.0,286.0,44.0,9.0,19.0,6.0,26.0,21.0,,256.0,1.0,447.0,,2.0,11.0,3.0,57.0,2.0,707.0,2.0,0.0,22.0,5.0,,11.0,2.0,865.0,54.0,15.0,16.0,12.0,3.0,0.0
2210527,26.0,2022-02-19 17:30:00,43,Man City,Home,136.0,19.0,2.0,9.0,7.0,1.0,,561.0,3.0,,2.0,,3.0,19.0,688.0,,,22.0,9.0,13.0,12.0,,5.0,,,,,,,,,15.0,1.0,,,,1.0,,3.0,4.0,2.0,16.0,5.0,,95.0,56.0,,,2.0,,16.0,6.0,2.0,,1.0,10.0,19.0,17.0,,5.0,1.0,29.0,44.0,,2.0,1.0,,,17.0,105.0,5.0,6.0,,1.0,3.0,1.0,,157.0,,,,,,,3.0,,,1.0,,,,,,1.0,1.0,9.0,9.0,,2.0,239.0,49.0,41.0,,1.0,7.0,5.0,4.0,735.0,,,,1.0,139.0,143.0,64.0,,,,1.0,133.0,133.0,7.0,14.0,33.0,71.2,1.0,,,,16.0,0.0,,,,264.0,1.0,1.0,2.0,,,11.0,,1.0,9.0,325.0,668.0,4.0,12.0,143.0,34.0,2.0,20.0,5.0,42.0,37.0,,375.0,3.0,654.0,,,4.0,3.0,34.0,1.0,755.0,,0.0,21.0,13.0,,23.0,0.0,936.0,62.0,16.0,12.0,10.0,10.0,0.0
2210536,27.0,2022-02-26 17:30:00,43,Man City,Away,249.0,15.0,1.0,3.0,2.0,1.0,1.0,351.0,5.0,,5.0,1.0,3.0,21.0,597.0,,,14.0,7.0,17.0,7.0,1.0,1.0,,,,,,,,,12.0,,,,,,,5.0,4.0,2.0,8.0,5.0,,96.0,64.0,1.0,2.0,1.0,5.0,12.0,2.0,9.0,,,4.0,13.0,4.0,,18.0,,52.0,58.0,5.0,14.0,6.0,,,16.0,61.0,14.0,7.0,1.0,,3.0,4.0,,170.0,,,,,,,5.0,,,1.0,1.0,,,,,6.0,,12.0,12.0,1.0,5.0,193.0,51.0,35.0,3.0,,2.0,6.0,8.0,660.0,,,1.0,2.0,102.0,90.0,36.0,,,,,136.0,136.0,7.0,29.0,21.0,67.4,,,,,12.0,0.0,,,,217.0,2.0,,2.0,1.0,,3.0,,2.0,10.0,182.0,584.0,1.0,8.0,266.0,24.0,14.0,21.0,2.0,23.0,21.0,,230.0,1.0,433.0,1.0,,21.0,3.0,48.0,2.0,676.0,,0.0,13.0,17.0,,15.0,2.0,862.0,31.0,10.0,17.0,4.0,8.0,0.0
2210545,28.0,2022-03-06 16:30:00,43,Man City,Home,390.0,32.0,2.0,4.0,3.0,,1.0,315.0,3.0,,2.0,1.0,6.0,33.0,701.0,,3.0,14.0,8.0,4.0,12.0,1.0,3.0,1.0,,,1.0,1.0,,,,18.0,,,1.0,,,2.0,5.0,4.0,1.0,20.0,4.0,,151.0,49.0,3.0,2.0,2.0,2.0,14.0,8.0,9.0,,1.0,9.0,8.0,2.0,,4.0,1.0,42.0,47.0,2.0,8.0,3.0,,,16.0,56.0,10.0,14.0,2.0,,4.0,3.0,1.0,203.0,3.0,1.0,3.0,2.0,1.0,,3.0,,,3.0,,,,,1.0,3.0,1.0,11.0,11.0,1.0,2.0,198.0,49.0,40.0,3.0,2.0,5.0,11.0,10.0,734.0,,,2.0,2.0,107.0,51.0,36.0,,,,,94.0,94.0,10.0,16.0,20.0,69.4,1.0,,,1.0,14.0,0.0,,,,202.0,1.0,,2.0,1.0,1.0,6.0,1.0,1.0,7.0,145.0,681.0,6.0,16.0,405.0,44.0,8.0,28.0,6.0,18.0,13.0,1.0,175.0,1.0,367.0,,,2.0,6.0,42.0,,754.0,,0.0,24.0,13.0,4.0,14.0,0.0,928.0,46.0,9.0,16.0,9.0,8.0,0.0
2210555,29.0,2022-03-14 20:00:00,43,Man City,Away,260.0,31.0,3.0,6.0,3.0,1.0,1.0,409.0,7.0,1.0,1.0,,3.0,37.0,663.0,1.0,1.0,27.0,8.0,22.0,13.0,1.0,4.0,,,,,,,,1.0,14.0,,,,1.0,1.0,1.0,5.0,6.0,1.0,13.0,6.0,,107.0,60.0,2.0,4.0,,,20.0,6.0,14.0,,,6.0,9.0,4.0,,7.0,,49.0,56.0,,8.0,5.0,,2.0,20.0,89.0,11.0,6.0,,,,1.0,,219.0,,,,,,,7.0,,,,,,,,,5.0,2.0,9.0,9.0,1.0,1.0,228.0,65.0,46.0,2.0,,6.0,8.0,4.0,748.0,,,1.0,2.0,124.0,99.0,44.0,,,,,154.0,154.0,10.0,17.0,31.0,73.8,2.0,,,,20.0,0.0,,,,211.0,1.0,,1.0,1.0,,9.0,,,10.0,207.0,647.0,8.0,14.0,279.0,56.0,8.0,24.0,5.0,19.0,14.0,,267.0,2.0,505.0,,1.0,8.0,3.0,64.0,3.0,765.0,4.0,0.0,19.0,13.0,3.0,27.0,1.0,946.0,49.0,18.0,15.0,6.0,9.0,0.0
2210565,30.0,2022-04-20 20:00:00,43,Man City,Home,272.0,25.0,2.0,1.0,1.0,1.0,,315.0,3.0,,7.0,1.0,1.0,39.0,586.0,,,16.0,11.0,14.0,10.0,1.0,4.0,1.0,,,,,,,,13.0,,,,,,,9.0,1.0,1.0,9.0,8.0,,115.0,65.0,,,1.0,2.0,18.0,8.0,7.0,,,7.0,10.0,2.0,,10.0,,50.0,41.0,2.0,14.0,9.0,,,19.0,80.0,12.0,7.0,3.0,,,,,187.0,2.0,1.0,1.0,1.0,1.0,,3.0,,,2.0,,,,,,9.0,,11.0,11.0,1.0,7.0,184.0,57.0,40.0,4.0,,3.0,10.0,5.0,650.0,,,,1.0,96.0,78.0,36.0,,,,,132.0,132.0,6.0,29.0,23.0,65.1,,,,,18.0,0.0,,,,181.0,1.0,,1.0,,1.0,4.0,,3.0,9.0,181.0,569.0,6.0,13.0,299.0,45.0,14.0,14.0,5.0,15.0,12.0,1.0,223.0,3.0,383.0,,,8.0,1.0,59.0,1.0,667.0,1.0,0.0,17.0,16.0,,16.0,0.0,840.0,33.0,15.0,4.0,7.0,11.0,0.0
2210572,31.0,2022-04-02 15:00:00,43,Man City,Away,389.0,33.0,2.0,3.0,2.0,,1.0,307.0,2.0,,3.0,1.0,4.0,47.0,693.0,1.0,,19.0,20.0,13.0,11.0,2.0,2.0,,,,,,,,,15.0,,,,,,1.0,1.0,2.0,1.0,13.0,5.0,,136.0,51.0,,1.0,,2.0,25.0,3.0,3.0,,,8.0,10.0,5.0,,7.0,1.0,37.0,34.0,2.0,5.0,2.0,,,20.0,83.0,6.0,11.0,,,1.0,1.0,,201.0,2.0,,2.0,2.0,,,2.0,,,2.0,2.0,,,,1.0,2.0,1.0,4.0,4.0,1.0,3.0,212.0,73.0,54.0,1.0,2.0,7.0,8.0,6.0,755.0,,,,,96.0,86.0,31.0,,,,,118.0,118.0,2.0,19.0,26.0,76.7,,,,,25.0,0.0,,,,229.0,,1.0,1.0,,,9.0,,2.0,7.0,163.0,671.0,8.0,15.0,418.0,56.0,5.0,7.0,5.0,20.0,16.0,,202.0,1.0,380.0,2.0,,12.0,4.0,75.0,,778.0,3.0,0.0,18.0,7.0,1.0,20.0,0.0,902.0,35.0,4.0,3.0,8.0,4.0,0.0
