matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attIboxOwnGoal,attOpenplay,attPenGoal,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,saves,shieldBallOop,shotFastbreak,shotOffTarget,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2645202,1,2026-08-23 14:00:00,43,Man City,Home,270.0,17.0,4.0,9.0,5.0,1.0,,323.0,5.0,,3.0,4.0,13.0,18.0,584.0,2.0,2.0,13.0,11.0,15.0,6.0,2.0,4.0,,0.0,,9.0,0.0,,,4.0,4.0,1.0,11.0,2.0,83.0,49.0,4.0,3.0,1.0,,4.0,3.0,2.0,1.0,8.0,11.0,5.0,1.0,11.0,3.0,39.0,47.0,,12.0,8.0,1.0,2.21398,2.2518,2.6772,1.6972,63.0,11.0,11.0,,1.0,1.0,154.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,1.0,8.0,,8.0,8.0,,0.0,3.0,216.0,71.0,49.0,3.0,1.0,3.0,7.0,6.0,639.0,,5.0,0.0,77.0,77.0,35.0,125.0,125.0,6.0,18.0,22.0,66.0,,3.0,1.0,12.0,0.0,205.0,3.0,3.0,,,4.0,0.0,4.0,148.0,566.0,4.0,10.0,287.0,39.0,12.0,11.0,7.0,24.0,17.0,,180.0,3.0,395.0,2.0,,11.0,15.0,38.0,2.0,658.0,2.0,0.0,13.0,15.0,9.0,13.0,1.0,831.0,37.0,13.0,0.0,6.0,8.0,8.0,0.0
2645209,2,2026-08-28 20:00:00,43,Man City,Away,354.0,18.0,2.0,5.0,3.0,1.0,,382.0,4.0,1.0,4.0,,16.0,25.0,731.0,,2.0,18.0,6.0,12.0,11.0,,5.0,1.0,0.0,1.0,13.0,0.0,,,4.0,7.0,3.0,13.0,5.0,158.0,40.0,5.0,2.0,3.0,1.0,5.0,2.0,8.0,,6.0,5.0,4.0,0.0,14.0,1.0,58.0,51.0,1.0,14.0,8.0,,2.60319,2.2121,3.083,0.046,73.0,11.0,8.0,2.0,2.0,1.0,198.0,4.0,,3.0,4.0,,6.0,4.0,1.0,1.0,8.0,,9.0,9.0,1.0,0.0,4.0,216.0,61.0,45.0,2.0,2.0,5.0,10.0,9.0,768.0,1.0,,1.0,110.0,95.0,21.0,112.0,112.0,8.0,12.0,14.0,72.0,,,,11.0,0.0,216.0,1.0,1.0,1.0,1.0,7.0,0.0,5.0,147.0,715.0,5.0,15.0,365.0,29.0,14.0,37.0,5.0,15.0,10.0,1.0,177.0,4.0,438.0,1.0,1.0,6.0,16.0,40.0,,788.0,,0.0,18.0,14.0,2.0,19.0,2.0,977.0,35.0,10.0,0.0,17.0,6.0,10.0,0.0
2645222,3,2026-09-05 15:00:00,43,Man City,Home,330.0,10.0,,5.0,5.0,3.0,1.0,426.0,5.0,,1.0,2.0,20.0,14.0,751.0,1.0,2.0,15.0,16.0,21.0,9.0,1.0,1.0,,0.0,,11.0,0.0,1.0,3.0,4.0,8.0,4.0,14.0,1.0,129.0,42.0,3.0,2.0,1.0,1.0,8.0,6.0,5.0,,4.0,13.0,3.0,0.0,7.0,2.0,44.0,63.0,1.0,26.0,22.0,2.0,1.55855,2.1217,1.4113,1.7595,71.0,7.0,17.0,1.0,1.0,1.0,212.0,1.0,,1.0,1.0,,5.0,1.0,1.0,,22.0,1.0,5.0,5.0,,0.0,1.0,228.0,72.0,57.0,5.0,0.0,5.0,6.0,4.0,793.0,3.0,2.0,0.0,98.0,80.0,28.0,120.0,120.0,2.0,22.0,17.0,77.6,1.0,,1.0,12.0,0.0,250.0,3.0,3.0,,,5.0,0.0,3.0,141.0,726.0,8.0,11.0,350.0,25.0,26.0,21.0,2.0,19.0,17.0,,174.0,4.0,488.0,1.0,,12.0,20.0,32.0,5.0,819.0,1.0,0.0,15.0,13.0,4.0,16.0,1.0,1015.0,36.0,14.0,0.0,12.0,4.0,6.0,0.0
