matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,punches,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
442002,1,2012-08-19 16:00:00,43,Man City,Home,262.0,20.0,1.0,3.0,2.0,1.0,,371.0,5.0,,2.0,2.0,11.0,36.0,630.0,,5.0,23.0,7.0,8.0,12.0,,,2.0,,,1.0,2.0,,,,,,17.0,,1.0,1.0,,,,5.0,5.0,,,96.0,43.0,6.0,5.0,3.0,1.0,9.0,1.0,,,7.0,12.0,4.0,,16.0,,37.0,38.0,1.0,6.0,6.0,1.0,,79.0,4.0,7.0,2.0,,3.0,,2.0,193.0,2.0,,1.0,1.0,1.0,,7.0,2.0,,1.0,12.0,1.0,17.0,14.0,1.0,2.0,203.0,65.0,53.0,3.0,1.0,6.0,8.0,8.0,,5.0,1.0,,86.0,100.0,26.0,,,,,1.0,126.0,116.0,3.0,17.0,20.0,64.1,1.0,,,0.0,197.0,,,,,2.0,6.0,,3.0,178.0,,14.0,274.0,31.0,16.0,14.0,6.0,22.0,16.0,2.0,215.0,3.0,437.0,,,9.0,12.0,45.0,2.0,689.0,,0.0,23.0,19.0,8.0,23.0,1.0,884.0,,7.0,4.0,7.0,10.0,0.0
442011,2,2012-08-26 16:00:00,43,Man City,Away,204.0,3.0,,2.0,2.0,1.0,,205.0,6.0,,7.0,2.0,9.0,21.0,407.0,,,17.0,18.0,17.0,6.0,,,,,,1.0,1.0,,,,,1.0,9.0,,,,,,,6.0,11.0,,,68.0,56.0,,,2.0,,3.0,5.0,,,4.0,14.0,1.0,,15.0,,48.0,63.0,,22.0,9.0,,3.0,68.0,8.0,10.0,1.0,,4.0,3.0,1.0,163.0,,,,,,,11.0,2.0,1.0,1.0,21.0,,10.0,8.0,,7.0,114.0,80.0,44.0,4.0,1.0,3.0,3.0,3.0,,5.0,,,57.0,69.0,13.0,,,,,,155.0,136.0,3.0,24.0,22.0,51.3,,,,0.0,139.0,,1.0,,,,5.0,,3.0,87.0,,6.0,222.0,14.0,41.0,13.0,4.0,22.0,18.0,,124.0,8.0,284.0,1.0,,15.0,10.0,42.0,1.0,484.0,,0.0,11.0,26.0,2.0,24.0,0.0,694.0,,8.0,10.0,4.0,20.0,0.0
442021,3,2012-09-01 17:30:00,43,Man City,Home,254.0,8.0,4.0,9.0,5.0,1.0,,320.0,3.0,,3.0,2.0,12.0,31.0,565.0,,2.0,16.0,11.0,19.0,8.0,4.0,,1.0,,,,,,,,,,11.0,,,1.0,,,,6.0,5.0,,,85.0,55.0,2.0,1.0,1.0,4.0,6.0,5.0,,,8.0,14.0,4.0,,17.0,1.0,49.0,48.0,4.0,13.0,7.0,1.0,1.0,75.0,12.0,3.0,2.0,2.0,2.0,1.0,,193.0,2.0,,1.0,2.0,,,5.0,2.0,,1.0,12.0,1.0,10.0,9.0,2.0,4.0,175.0,86.0,62.0,3.0,1.0,5.0,9.0,7.0,,3.0,,,99.0,107.0,25.0,,,,,,148.0,130.0,4.0,19.0,28.0,59.9,1.0,,2.0,0.0,181.0,1.0,2.0,,1.0,1.0,5.0,2.0,3.0,168.0,,14.0,262.0,14.0,31.0,12.0,7.0,26.0,19.0,2.0,210.0,5.0,398.0,,,15.0,15.0,45.0,3.0,634.0,,0.0,18.0,19.0,5.0,18.0,2.0,832.0,,12.0,7.0,8.0,16.0,0.0
442037,4,2012-09-15 15:00:00,43,Man City,Away,223.0,11.0,2.0,5.0,3.0,,1.0,275.0,5.0,,8.0,4.0,13.0,25.0,493.0,,1.0,20.0,17.0,14.0,8.0,2.0,,2.0,,1.0,,1.0,,,,,,10.0,,,,,,1.0,3.0,1.0,,,73.0,57.0,1.0,2.0,,5.0,4.0,5.0,,1.0,5.0,8.0,4.0,,16.0,,56.0,56.0,5.0,10.0,6.0,,,74.0,12.0,12.0,,1.0,2.0,1.0,1.0,200.0,1.0,1.0,1.0,,1.0,,5.0,,2.0,,15.0,1.0,7.0,5.0,1.0,8.0,144.0,76.0,54.0,6.0,1.0,2.0,9.0,8.0,572.0,1.0,2.0,,105.0,62.0,23.0,,,,,,156.0,142.0,3.0,24.0,20.0,66.2,,,,0.0,168.0,1.0,,1.0,1.0,2.0,3.0,,3.0,118.0,483.0,11.0,243.0,28.0,24.0,16.0,5.0,18.0,13.0,2.0,169.0,,360.0,2.0,,16.0,13.0,42.0,1.0,585.0,1.0,0.0,15.0,20.0,4.0,22.0,1.0,781.0,,9.0,10.0,5.0,18.0,0.0
442041,5,2012-09-23 16:00:00,43,Man City,Home,191.0,9.0,5.0,6.0,1.0,,,160.0,3.0,1.0,10.0,4.0,12.0,33.0,345.0,,,17.0,17.0,17.0,8.0,1.0,5.0,3.0,,,,,,,,,,9.0,,,,,,1.0,5.0,6.0,9.0,6.0,55.0,57.0,2.0,2.0,1.0,,4.0,12.0,,,9.0,9.0,2.0,1.0,16.0,3.0,63.0,69.0,,11.0,6.0,1.0,1.0,50.0,12.0,8.0,,1.0,1.0,1.0,,153.0,1.0,1.0,1.0,,1.0,,6.0,,1.0,1.0,13.0,,16.0,13.0,1.0,10.0,117.0,75.0,45.0,4.0,,1.0,9.0,6.0,426.0,2.0,1.0,,66.0,43.0,34.0,,,,,,147.0,147.0,5.0,25.0,17.0,41.2,,2.0,,0.0,114.0,,3.0,3.0,,3.0,5.0,,3.0,70.0,336.0,10.0,215.0,19.0,22.0,13.0,9.0,21.0,12.0,6.0,112.0,6.0,245.0,1.0,1.0,17.0,14.0,49.0,1.0,439.0,,0.0,15.0,38.0,5.0,20.0,1.0,646.0,26.0,9.0,6.0,9.0,29.0,0.0
442052,6,2012-09-29 15:00:00,43,Man City,Away,246.0,12.0,,3.0,3.0,,,403.0,7.0,1.0,3.0,1.0,13.0,47.0,646.0,,1.0,19.0,14.0,9.0,17.0,,,,,,,1.0,,,,,,21.0,,,,,,,4.0,3.0,,,91.0,47.0,,1.0,1.0,3.0,7.0,2.0,,2.0,4.0,12.0,6.0,,12.0,2.0,43.0,37.0,3.0,11.0,5.0,,,94.0,12.0,8.0,2.0,,4.0,1.0,1.0,217.0,,,,,,,8.0,2.0,1.0,,8.0,,12.0,10.0,,3.0,221.0,89.0,68.0,2.0,,8.0,9.0,7.0,,1.0,3.0,,145.0,104.0,30.0,1.0,1.0,1.0,,,134.0,129.0,4.0,21.0,19.0,71.1,,,,0.0,197.0,1.0,1.0,,,,9.0,,3.0,221.0,,17.0,258.0,23.0,16.0,10.0,3.0,22.0,19.0,,271.0,2.0,490.0,1.0,1.0,9.0,13.0,57.0,2.0,726.0,,0.0,23.0,13.0,3.0,23.0,1.0,888.0,,5.0,7.0,4.0,11.0,0.0
442061,7,2012-10-06 12:45:00,43,Man City,Home,197.0,10.0,5.0,8.0,3.0,2.0,,271.0,2.0,,8.0,11.0,12.0,29.0,460.0,,4.0,18.0,14.0,22.0,11.0,4.0,,,2.0,,,3.0,,,1.0,,,13.0,,,1.0,,,,4.0,4.0,,,85.0,50.0,1.0,3.0,,1.0,7.0,2.0,,,15.0,11.0,6.0,1.0,12.0,,44.0,57.0,1.0,22.0,13.0,,1.0,65.0,12.0,11.0,1.0,,3.0,,3.0,205.0,1.0,,1.0,1.0,,,4.0,1.0,,1.0,18.0,1.0,8.0,7.0,,8.0,123.0,69.0,45.0,4.0,1.0,9.0,7.0,9.0,,2.0,2.0,,69.0,89.0,23.0,,,,,,137.0,130.0,2.0,11.0,28.0,60.5,1.0,,,0.0,116.0,2.0,2.0,,1.0,,12.0,1.0,3.0,146.0,,16.0,209.0,19.0,29.0,14.0,10.0,27.0,17.0,3.0,183.0,5.0,347.0,,,21.0,12.0,42.0,2.0,529.0,3.0,0.0,28.0,15.0,10.0,20.0,0.0,739.0,,17.0,9.0,15.0,11.0,0.0
442077,8,2012-10-20 15:00:00,43,Man City,Away,224.0,5.0,3.0,7.0,4.0,2.0,2.0,185.0,3.0,,2.0,6.0,18.0,26.0,402.0,1.0,,21.0,16.0,8.0,15.0,2.0,,1.0,,2.0,,4.0,,,,,,14.0,,,,,,3.0,6.0,11.0,,,89.0,47.0,3.0,2.0,1.0,1.0,7.0,7.0,,,9.0,6.0,6.0,,10.0,2.0,56.0,40.0,1.0,11.0,3.0,,,55.0,16.0,11.0,2.0,,7.0,2.0,4.0,150.0,2.0,1.0,2.0,1.0,1.0,1.0,11.0,1.0,1.0,,12.0,,12.0,11.0,1.0,2.0,108.0,73.0,44.0,6.0,,7.0,12.0,8.0,,4.0,2.0,,69.0,50.0,14.0,,,,,,119.0,98.0,2.0,18.0,23.0,56.1,,,1.0,0.0,104.0,3.0,,,1.0,1.0,9.0,1.0,3.0,96.0,,19.0,231.0,13.0,32.0,18.0,9.0,23.0,14.0,2.0,124.0,5.0,243.0,1.0,,19.0,19.0,41.0,1.0,451.0,1.0,1.0,24.0,10.0,1.0,21.0,3.0,636.0,,5.0,11.0,9.0,9.0,0.0
442083,9,2012-10-27 17:30:00,43,Man City,Home,248.0,7.0,1.0,4.0,3.0,1.0,,267.0,5.0,,5.0,3.0,11.0,38.0,511.0,,,15.0,11.0,13.0,7.0,1.0,,1.0,,1.0,,1.0,,1.0,,,1.0,9.0,,,,,,,4.0,5.0,,,87.0,62.0,1.0,1.0,,1.0,1.0,5.0,,,3.0,7.0,3.0,,10.0,2.0,41.0,50.0,1.0,8.0,4.0,,2.0,81.0,8.0,9.0,1.0,,,,1.0,203.0,1.0,,,1.0,,,7.0,1.0,,,9.0,,18.0,12.0,,5.0,143.0,80.0,52.0,,,4.0,5.0,4.0,,4.0,4.0,,91.0,90.0,23.0,,,,,,145.0,133.0,3.0,21.0,31.0,53.7,,,,0.0,166.0,2.0,,,1.0,1.0,6.0,,3.0,117.0,,9.0,257.0,16.0,20.0,14.0,2.0,12.0,10.0,1.0,173.0,4.0,354.0,,,16.0,12.0,60.0,2.0,599.0,,0.0,11.0,21.0,4.0,16.0,1.0,775.0,,11.0,7.0,3.0,16.0,0.0
442098,10,2012-11-03 17:30:00,43,Man City,Away,190.0,12.0,2.0,6.0,4.0,1.0,1.0,312.0,4.0,,6.0,8.0,12.0,19.0,496.0,1.0,1.0,13.0,29.0,28.0,12.0,3.0,,1.0,,1.0,,2.0,,,,,,15.0,,,,,,2.0,4.0,2.0,,,59.0,58.0,2.0,3.0,,2.0,5.0,3.0,,,7.0,9.0,6.0,,15.0,,67.0,59.0,2.0,15.0,6.0,,,66.0,12.0,11.0,,,6.0,3.0,2.0,201.0,,,,,,,9.0,,2.0,,16.0,,6.0,6.0,,7.0,149.0,81.0,54.0,3.0,,9.0,6.0,5.0,,1.0,,,83.0,73.0,25.0,,,,,,160.0,145.0,7.0,25.0,19.0,65.0,,,1.0,0.0,161.0,,,,,1.0,12.0,,3.0,166.0,,15.0,203.0,23.0,30.0,19.0,7.0,25.0,18.0,1.0,202.0,5.0,392.0,2.0,,16.0,12.0,30.0,3.0,570.0,1.0,0.0,22.0,9.0,4.0,18.0,0.0,770.0,,15.0,11.0,7.0,8.0,0.0
