matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,punches,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
442103,11,2012-11-11 13:30:00,43,Man City,Home,187.0,14.0,3.0,5.0,2.0,1.0,,212.0,5.0,,4.0,3.0,5.0,34.0,394.0,,2.0,27.0,17.0,21.0,7.0,2.0,,1.0,,1.0,,1.0,,,,,,9.0,,,,,,,4.0,3.0,,,62.0,50.0,5.0,3.0,2.0,,1.0,1.0,,,8.0,10.0,7.0,,12.0,,53.0,50.0,,12.0,5.0,1.0,,85.0,16.0,6.0,2.0,,1.0,,1.0,187.0,2.0,,1.0,2.0,,,6.0,2.0,1.0,,11.0,,13.0,9.0,1.0,4.0,102.0,77.0,49.0,2.0,,6.0,5.0,5.0,,1.0,2.0,,66.0,97.0,31.0,,,,,,163.0,153.0,,20.0,26.0,61.9,,,,0.0,131.0,1.0,,,,1.0,8.0,,3.0,119.0,,11.0,204.0,32.0,22.0,13.0,7.0,24.0,17.0,1.0,166.0,2.0,302.0,1.0,,7.0,5.0,52.0,8.0,482.0,,0.0,14.0,17.0,11.0,29.0,1.0,678.0,,14.0,6.0,8.0,12.0,0.0
442112,12,2012-11-17 15:00:00,43,Man City,Home,172.0,16.0,4.0,7.0,3.0,1.0,,395.0,3.0,,9.0,,8.0,45.0,560.0,,1.0,19.0,12.0,9.0,15.0,4.0,,2.0,,,,,,,,,,17.0,2.0,,,,,,5.0,6.0,,,81.0,56.0,2.0,1.0,4.0,1.0,5.0,1.0,,,9.0,19.0,3.0,,14.0,1.0,48.0,34.0,1.0,8.0,2.0,,,81.0,9.0,4.0,4.0,,3.0,,,202.0,2.0,,1.0,2.0,,1.0,3.0,2.0,2.0,,6.0,,12.0,11.0,,9.0,169.0,68.0,57.0,4.0,1.0,11.0,10.0,10.0,,6.0,,,109.0,92.0,26.0,,,,,2.0,127.0,118.0,5.0,18.0,24.0,66.6,,,1.0,0.0,169.0,2.0,,,,2.0,11.0,2.0,3.0,248.0,,21.0,184.0,29.0,17.0,18.0,8.0,30.0,22.0,3.0,286.0,1.0,467.0,2.0,,7.0,8.0,56.0,1.0,621.0,1.0,0.0,26.0,15.0,2.0,19.0,0.0,810.0,,7.0,6.0,9.0,14.0,0.0
442120,13,2012-11-25 16:00:00,43,Man City,Away,193.0,6.0,4.0,11.0,7.0,2.0,,243.0,3.0,,4.0,2.0,9.0,28.0,425.0,,,20.0,13.0,16.0,6.0,2.0,,,,,,,,,,,,7.0,,,,,,,3.0,3.0,,,70.0,58.0,1.0,1.0,,2.0,1.0,6.0,,,11.0,18.0,6.0,,17.0,,59.0,61.0,2.0,25.0,14.0,,,68.0,17.0,8.0,,,,,,187.0,,,,,,,7.0,,,,20.0,,14.0,11.0,2.0,4.0,137.0,88.0,54.0,6.0,,3.0,5.0,5.0,,1.0,,,120.0,75.0,19.0,,,,,,163.0,154.0,3.0,19.0,29.0,57.7,,,1.0,0.0,125.0,,1.0,,,,3.0,,2.0,118.0,,8.0,208.0,12.0,34.0,13.0,10.0,34.0,24.0,1.0,174.0,6.0,345.0,,,21.0,9.0,49.0,1.0,519.0,,0.0,9.0,31.0,1.0,22.0,3.0,731.0,,6.0,6.0,11.0,24.0,0.0
442136,14,2012-11-28 20:00:00,43,Man City,Away,185.0,11.0,,4.0,4.0,,1.0,263.0,4.0,,6.0,3.0,11.0,28.0,444.0,,1.0,17.0,6.0,9.0,11.0,,,2.0,,,,1.0,,1.0,,1.0,,16.0,,,,,,,7.0,2.0,,,66.0,56.0,1.0,2.0,1.0,4.0,1.0,12.0,,,6.0,11.0,5.0,,17.0,,50.0,49.0,4.0,13.0,2.0,,2.0,52.0,13.0,13.0,1.0,,3.0,1.0,1.0,151.0,1.0,,,1.0,,,6.0,2.0,1.0,1.0,8.0,,12.0,11.0,1.0,6.0,140.0,62.0,45.0,6.0,1.0,9.0,3.0,6.0,,3.0,,,74.0,74.0,16.0,,,,,,120.0,108.0,5.0,19.0,25.0,54.4,,,2.0,0.0,145.0,1.0,,,,2.0,10.0,,3.0,114.0,,12.0,193.0,16.0,25.0,9.0,6.0,23.0,17.0,3.0,143.0,1.0,332.0,1.0,,8.0,11.0,34.0,1.0,502.0,,0.0,17.0,21.0,2.0,18.0,1.0,682.0,,7.0,6.0,6.0,18.0,0.0
442142,15,2012-12-01 15:00:00,43,Man City,Home,175.0,17.0,1.0,8.0,7.0,2.0,,292.0,4.0,,8.0,5.0,11.0,30.0,459.0,,,16.0,21.0,16.0,8.0,,,,,,,,,,,,,8.0,1.0,,,,,1.0,3.0,6.0,,,66.0,56.0,,,1.0,2.0,3.0,2.0,,,5.0,14.0,12.0,,9.0,3.0,51.0,46.0,2.0,15.0,9.0,,,79.0,18.0,12.0,1.0,,2.0,1.0,,206.0,,,,,,,9.0,,1.0,2.0,16.0,,19.0,15.0,,9.0,134.0,81.0,52.0,2.0,,3.0,5.0,4.0,,2.0,1.0,,106.0,79.0,35.0,,,,,1.0,158.0,142.0,3.0,20.0,22.0,59.2,,,,0.0,140.0,2.0,1.0,,1.0,,3.0,,3.0,167.0,,8.0,189.0,36.0,31.0,6.0,5.0,32.0,27.0,,225.0,7.0,389.0,1.0,,17.0,11.0,46.0,1.0,546.0,,0.0,10.0,15.0,5.0,18.0,2.0,740.0,,9.0,3.0,5.0,13.0,0.0
442153,16,2012-12-09 13:30:00,43,Man City,Home,180.0,14.0,1.0,1.0,,3.0,,215.0,6.0,2.0,3.0,6.0,13.0,34.0,394.0,1.0,2.0,25.0,18.0,14.0,11.0,1.0,,,,,1.0,1.0,,,,,,15.0,,,,,,,4.0,6.0,,,54.0,54.0,1.0,2.0,,2.0,3.0,7.0,,,8.0,9.0,2.0,1.0,21.0,,65.0,56.0,2.0,10.0,7.0,1.0,,74.0,12.0,9.0,,,3.0,,1.0,196.0,1.0,,1.0,1.0,,,8.0,1.0,,,11.0,1.0,17.0,12.0,,3.0,110.0,84.0,53.0,2.0,1.0,5.0,8.0,9.0,,2.0,4.0,,60.0,70.0,25.0,,,,,,167.0,157.0,1.0,29.0,20.0,56.2,,,,0.0,121.0,,,,,,6.0,1.0,3.0,109.0,,13.0,199.0,27.0,20.0,24.0,8.0,19.0,11.0,3.0,149.0,8.0,301.0,,2.0,18.0,13.0,45.0,4.0,481.0,2.0,0.0,18.0,16.0,8.0,30.0,4.0,698.0,,9.0,17.0,8.0,9.0,0.0
442162,17,2012-12-15 12:45:00,43,Man City,Away,117.0,6.0,3.0,6.0,3.0,1.0,1.0,172.0,1.0,,8.0,2.0,2.0,11.0,283.0,1.0,2.0,15.0,27.0,19.0,9.0,3.0,,1.0,,,,,,,,,,13.0,,,,,1.0,1.0,8.0,9.0,,,55.0,50.0,4.0,4.0,1.0,7.0,3.0,7.0,,,7.0,3.0,2.0,,14.0,2.0,70.0,64.0,7.0,26.0,13.0,,,42.0,17.0,9.0,1.0,,1.0,1.0,,142.0,3.0,1.0,3.0,2.0,1.0,,14.0,2.0,,1.0,27.0,1.0,10.0,9.0,3.0,10.0,74.0,87.0,32.0,12.0,2.0,6.0,9.0,8.0,,3.0,,,61.0,50.0,14.0,,,,,,156.0,128.0,2.0,18.0,16.0,46.3,1.0,,3.0,0.0,86.0,3.0,1.0,,,1.0,6.0,,3.0,98.0,,15.0,128.0,14.0,54.0,15.0,5.0,11.0,6.0,3.0,122.0,5.0,240.0,,,22.0,3.0,26.0,5.0,357.0,1.0,0.0,17.0,27.0,2.0,18.0,2.0,596.0,,6.0,9.0,7.0,19.0,0.0
442171,18,2012-12-22 15:00:00,43,Man City,Home,180.0,8.0,4.0,14.0,10.0,3.0,,436.0,6.0,,8.0,4.0,14.0,31.0,602.0,,,22.0,19.0,25.0,15.0,2.0,,,,,,,,,,,,15.0,,,,,,,4.0,1.0,,,70.0,44.0,5.0,4.0,1.0,2.0,8.0,1.0,,,12.0,17.0,7.0,,11.0,,46.0,56.0,2.0,15.0,10.0,,,81.0,12.0,16.0,,,4.0,3.0,,193.0,1.0,,1.0,1.0,,,6.0,1.0,,1.0,16.0,,11.0,10.0,,8.0,195.0,57.0,49.0,3.0,1.0,9.0,9.0,3.0,,,3.0,,102.0,96.0,37.0,,,,,,136.0,127.0,2.0,17.0,16.0,73.3,,,,0.0,219.0,1.0,,,,,10.0,2.0,3.0,243.0,,18.0,203.0,16.0,24.0,11.0,10.0,37.0,27.0,1.0,287.0,7.0,511.0,,,9.0,14.0,35.0,,677.0,1.0,0.0,21.0,8.0,2.0,23.0,2.0,867.0,,10.0,7.0,12.0,8.0,0.0
442188,19,2012-12-26 15:00:00,43,Man City,Away,168.0,15.0,4.0,5.0,1.0,3.0,,356.0,5.0,,3.0,3.0,19.0,28.0,519.0,1.0,1.0,11.0,13.0,25.0,18.0,2.0,,2.0,,2.0,,2.0,,,,,,16.0,,,1.0,,,,6.0,6.0,,,87.0,59.0,2.0,2.0,,3.0,8.0,6.0,,1.0,7.0,11.0,9.0,,14.0,1.0,56.0,61.0,3.0,21.0,11.0,1.0,,85.0,16.0,13.0,,,5.0,3.0,2.0,182.0,,,,,,,6.0,,1.0,,16.0,1.0,10.0,8.0,,3.0,156.0,87.0,64.0,3.0,,6.0,14.0,7.0,,2.0,3.0,,66.0,102.0,28.0,,,,,,130.0,120.0,2.0,27.0,26.0,67.0,1.0,,1.0,0.0,154.0,2.0,1.0,,,2.0,8.0,1.0,3.0,202.0,,20.0,174.0,21.0,31.0,17.0,6.0,29.0,23.0,4.0,238.0,7.0,434.0,1.0,,13.0,20.0,40.0,1.0,579.0,1.0,0.0,23.0,13.0,4.0,13.0,3.0,770.0,,8.0,10.0,7.0,12.0,0.0
442194,20,2012-12-29 15:00:00,43,Man City,Away,145.0,11.0,5.0,7.0,2.0,1.0,,253.0,4.0,,1.0,3.0,22.0,23.0,391.0,1.0,,18.0,13.0,15.0,10.0,2.0,,3.0,,,,,,,,,1.0,13.0,,,,,,,6.0,5.0,,,79.0,43.0,6.0,3.0,3.0,3.0,5.0,,,1.0,9.0,6.0,4.0,,10.0,1.0,44.0,57.0,3.0,17.0,13.0,,,67.0,11.0,9.0,3.0,,3.0,,,163.0,3.0,,3.0,3.0,,1.0,8.0,3.0,2.0,,25.0,1.0,11.0,10.0,,1.0,102.0,65.0,35.0,4.0,,3.0,12.0,7.0,,4.0,3.0,,70.0,88.0,28.0,,,,,,145.0,131.0,4.0,19.0,16.0,53.6,,,1.0,0.0,122.0,,1.0,,,3.0,3.0,1.0,3.0,143.0,,15.0,164.0,22.0,31.0,24.0,9.0,19.0,10.0,6.0,183.0,4.0,321.0,2.0,,16.0,22.0,40.0,,466.0,1.0,1.0,15.0,19.0,2.0,25.0,1.0,672.0,,10.0,14.0,9.0,12.0,0.0
