matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalDistance,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2444478,1,2024-08-18 16:30:00,43,Man City,Away,267.0,10.0,,1.0,1.0,1.0,,211.0,5.0,1.0,5.0,3.0,6.0,17.0,477.0,,1.0,18.0,3.0,5.0,7.0,,1.0,,,,,,,,,,10.0,,,,,,,6.0,6.0,4.0,6.0,5.0,109.0,48.0,1.0,,1.0,1.0,2.0,3.0,4.0,,,3.0,9.0,,,12.0,1.0,36.0,48.0,1.0,17.0,7.0,,,,,,,,37.0,9.0,12.0,1.0,,1.0,,,135.0,1.0,,1.0,1.0,,,5.0,2.0,,,7.0,,10.0,10.0,2.0,,5.0,156.0,44.0,32.0,4.0,1.0,2.0,6.0,5.0,514.0,4.0,,,70.0,89.0,21.0,,,,,97.0,97.0,6.0,16.0,19.0,51.8,,,,,9.0,0.0,135.0,1.0,2.0,3.0,,1.0,,3.0,,,1.0,110.0,456.0,2.0,8.0,286.0,18.0,17.0,23.0,2.0,11.0,9.0,,,141.0,2.0,260.0,1.0,1.0,15.0,6.0,35.0,1.0,535.0,2.0,0.0,11.0,16.0,2.0,18.0,1.0,707.0,27.0,8.0,,15.0,3.0,9.0,0.0
2444486,2,2024-08-24 15:00:00,43,Man City,Home,200.0,13.0,1.0,5.0,4.0,2.0,,505.0,1.0,1.0,1.0,,14.0,22.0,700.0,2.0,2.0,20.0,7.0,5.0,8.0,1.0,2.0,1.0,,,,,1.0,,,,9.0,1.0,,2.0,,,,1.0,,1.0,9.0,5.0,144.0,34.0,4.0,2.0,3.0,1.0,8.0,3.0,2.0,,1.0,10.0,7.0,5.0,,10.0,,29.0,45.0,1.0,8.0,4.0,,,,,,,,72.0,4.0,15.0,3.0,,5.0,1.0,1.0,139.0,2.0,,1.0,2.0,,,1.0,3.0,,,4.0,2.0,6.0,6.0,1.0,,1.0,246.0,44.0,41.0,1.0,1.0,6.0,5.0,5.0,734.0,,2.0,,108.0,166.0,43.0,,,,1.0,105.0,105.0,8.0,10.0,14.0,75.2,2.0,,3.0,,21.0,0.0,226.0,,,,,1.0,1.0,6.0,,,5.0,297.0,679.0,8.0,11.0,207.0,22.0,8.0,18.0,4.0,17.0,13.0,,1.0,340.0,2.0,565.0,,1.0,2.0,15.0,27.0,3.0,755.0,2.0,0.0,14.0,14.0,2.0,20.0,2.0,926.0,49.0,16.0,,11.0,10.0,6.0,0.0
2444499,3,2024-08-31 17:30:00,43,Man City,Away,255.0,23.0,4.0,8.0,4.0,,,423.0,6.0,1.0,2.0,3.0,9.0,34.0,670.0,2.0,3.0,11.0,9.0,7.0,13.0,4.0,7.0,2.0,,1.0,,,1.0,1.0,1.0,1.0,15.0,,,,,1.0,,2.0,8.0,3.0,19.0,4.0,149.0,46.0,5.0,3.0,2.0,2.0,11.0,5.0,10.0,,,11.0,15.0,,,8.0,1.0,32.0,44.0,2.0,18.0,10.0,,1.0,,,,,,73.0,3.0,10.0,3.0,,1.0,1.0,1.0,159.0,3.0,,3.0,3.0,,,6.0,3.0,,1.0,10.0,1.0,7.0,7.0,3.0,,2.0,199.0,45.0,36.0,3.0,,8.0,12.0,8.0,705.0,3.0,,1.0,95.0,113.0,40.0,,,,,89.0,89.0,6.0,15.0,22.0,67.6,1.0,,,1.0,20.0,0.0,219.0,1.0,1.0,2.0,,,2.0,10.0,,,4.0,225.0,650.0,11.0,20.0,271.0,36.0,18.0,15.0,6.0,22.0,16.0,108978.23,2.0,258.0,2.0,477.0,,1.0,11.0,11.0,47.0,1.0,726.0,3.0,0.0,23.0,15.0,4.0,11.0,2.0,896.0,58.0,7.0,,12.0,11.0,12.0,0.0
2444506,4,2024-09-14 15:00:00,43,Man City,Home,145.0,20.0,2.0,1.0,,,,341.0,2.0,2.0,2.0,2.0,12.0,25.0,485.0,,1.0,19.0,11.0,6.0,13.0,2.0,6.0,,,,,,,,,2.0,12.0,,,,1.0,,,3.0,6.0,2.0,10.0,8.0,113.0,41.0,2.0,1.0,1.0,2.0,7.0,5.0,3.0,,,12.0,9.0,2.0,,12.0,1.0,42.0,24.0,2.0,12.0,2.0,2.0,1.0,,,,,,52.0,9.0,3.0,2.0,,2.0,,,134.0,1.0,,1.0,1.0,,,3.0,2.0,,,2.0,1.0,5.0,5.0,,,2.0,146.0,36.0,25.0,3.0,,6.0,10.0,7.0,526.0,1.0,,,71.0,70.0,35.0,,,,,110.0,110.0,8.0,16.0,14.0,53.8,1.0,,3.0,1.0,19.0,0.0,151.0,4.0,,5.0,,,,6.0,1.0,,5.0,243.0,470.0,7.0,16.0,156.0,26.0,12.0,11.0,5.0,15.0,11.0,109416.29,,282.0,1.0,403.0,,2.0,9.0,12.0,36.0,1.0,544.0,1.0,0.0,18.0,12.0,1.0,19.0,3.0,694.0,51.0,16.0,,3.0,12.0,5.0,0.0
2444516,5,2024-09-22 16:30:00,43,Man City,Home,138.0,15.0,,6.0,6.0,1.0,,512.0,3.0,,,2.0,13.0,21.0,644.0,,1.0,19.0,12.0,16.0,26.0,,7.0,,,,1.0,,1.0,,,1.0,25.0,,,,,1.0,,2.0,4.0,1.0,15.0,18.0,97.0,40.0,3.0,3.0,2.0,,2.0,13.0,4.0,,,8.0,11.0,9.0,,7.0,,37.0,46.0,,9.0,7.0,,1.0,,,,,,54.0,7.0,10.0,1.0,,3.0,1.0,1.0,150.0,1.0,,1.0,1.0,,,3.0,1.0,,1.0,7.0,1.0,3.0,3.0,1.0,,,216.0,36.0,25.0,2.0,,6.0,21.0,11.0,684.0,,3.0,,58.0,99.0,44.0,,,,,109.0,109.0,,20.0,19.0,77.2,1.0,2.0,1.0,,14.0,0.0,242.0,1.0,,1.0,,1.0,,9.0,1.0,1.0,4.0,399.0,624.0,2.0,27.0,156.0,26.0,9.0,19.0,3.0,24.0,21.0,110838.27,,433.0,3.0,573.0,,,13.0,14.0,42.0,,705.0,1.0,0.0,33.0,10.0,3.0,20.0,3.0,872.0,55.0,10.0,,10.0,8.0,5.0,0.0
2444527,6,2024-09-28 12:30:00,43,Man City,Away,192.0,14.0,,2.0,2.0,,1.0,300.0,4.0,,7.0,4.0,15.0,18.0,490.0,,3.0,12.0,13.0,6.0,12.0,,,,,,,,,,,,15.0,,,,,,1.0,7.0,10.0,1.0,12.0,4.0,89.0,52.0,1.0,,1.0,1.0,5.0,6.0,8.0,,,6.0,10.0,2.0,1.0,8.0,1.0,46.0,48.0,1.0,20.0,12.0,,,,,,,,53.0,10.0,14.0,,1.0,2.0,2.0,,145.0,1.0,,1.0,1.0,,,5.0,1.0,,,12.0,,7.0,7.0,,,7.0,169.0,44.0,30.0,5.0,,3.0,10.0,6.0,537.0,3.0,2.0,,76.0,52.0,36.0,1.0,1.0,1.0,,120.0,120.0,7.0,22.0,16.0,62.3,,2.0,,,13.0,0.0,155.0,3.0,,3.0,,,,4.0,,,3.0,173.0,473.0,5.0,13.0,215.0,28.0,20.0,20.0,5.0,19.0,14.0,105676.46,,207.0,1.0,362.0,,,15.0,15.0,37.0,,558.0,,0.0,16.0,15.0,5.0,14.0,4.0,743.0,40.0,15.0,,13.0,6.0,11.0,0.0
2444538,7,2024-10-05 15:00:00,43,Man City,Home,186.0,10.0,2.0,6.0,4.0,,1.0,395.0,1.0,,3.0,2.0,12.0,11.0,575.0,,1.0,8.0,6.0,7.0,10.0,2.0,3.0,1.0,,,,,1.0,,,,15.0,,,,,,1.0,1.0,9.0,2.0,10.0,10.0,101.0,42.0,1.0,1.0,,1.0,7.0,8.0,5.0,,,8.0,6.0,2.0,,10.0,1.0,37.0,38.0,1.0,19.0,6.0,,1.0,,,,,,56.0,4.0,10.0,,,6.0,2.0,1.0,153.0,2.0,,1.0,2.0,,,1.0,2.0,,,6.0,,4.0,4.0,,,3.0,189.0,38.0,32.0,3.0,2.0,5.0,9.0,7.0,618.0,4.0,,,92.0,79.0,28.0,,,,,105.0,105.0,4.0,17.0,18.0,58.1,,,3.0,,20.0,0.0,191.0,1.0,1.0,2.0,,,1.0,5.0,,1.0,4.0,194.0,561.0,7.0,14.0,193.0,18.0,19.0,24.0,6.0,16.0,10.0,106397.27,1.0,239.0,3.0,457.0,,,7.0,12.0,16.0,,634.0,,0.0,20.0,10.0,3.0,10.0,2.0,803.0,39.0,11.0,,11.0,8.0,7.0,0.0
2444549,8,2024-10-20 14:00:00,43,Man City,Away,117.0,9.0,5.0,7.0,3.0,,,547.0,3.0,1.0,3.0,2.0,13.0,12.0,657.0,1.0,1.0,19.0,14.0,13.0,13.0,4.0,6.0,1.0,,,,,2.0,,,,13.0,,,,,,1.0,1.0,2.0,1.0,12.0,10.0,93.0,46.0,,,,,6.0,8.0,4.0,,1.0,18.0,17.0,9.0,2.0,14.0,,48.0,45.0,,5.0,4.0,,,,,,,,65.0,5.0,8.0,,,5.0,1.0,2.0,188.0,2.0,1.0,1.0,1.0,1.0,,3.0,1.0,,1.0,4.0,,3.0,3.0,,,3.0,229.0,30.0,22.0,1.0,,7.0,12.0,7.0,713.0,,1.0,,142.0,70.0,58.0,,,,,146.0,146.0,6.0,12.0,25.0,77.6,,,3.0,,29.0,0.0,221.0,1.0,,1.0,,,1.0,7.0,,,3.0,411.0,639.0,6.0,19.0,129.0,14.0,5.0,22.0,14.0,40.0,27.0,,1.0,463.0,1.0,642.0,,1.0,7.0,14.0,17.0,1.0,731.0,1.0,0.0,22.0,14.0,1.0,20.0,1.0,919.0,85.0,10.0,,10.0,18.0,10.0,0.0
2444558,9,2024-10-26 15:00:00,43,Man City,Home,123.0,12.0,3.0,10.0,7.0,1.0,1.0,458.0,3.0,,2.0,,5.0,12.0,571.0,,1.0,12.0,8.0,6.0,15.0,3.0,4.0,2.0,,,,,,,,1.0,16.0,,,,,,2.0,6.0,5.0,,13.0,9.0,101.0,34.0,4.0,3.0,1.0,,5.0,7.0,6.0,,,12.0,13.0,3.0,,12.0,,37.0,36.0,,14.0,9.0,,,,,,,,57.0,9.0,9.0,1.0,,4.0,2.0,,148.0,1.0,,1.0,1.0,,,3.0,1.0,,,9.0,,10.0,10.0,2.0,,2.0,169.0,28.0,17.0,1.0,,6.0,13.0,8.0,602.0,1.0,1.0,,120.0,81.0,47.0,,,,,83.0,83.0,4.0,8.0,20.0,56.9,,,,,13.0,0.0,198.0,2.0,,2.0,,1.0,2.0,7.0,,,2.0,326.0,558.0,5.0,19.0,127.0,24.0,14.0,11.0,11.0,29.0,18.0,,2.0,360.0,1.0,518.0,,,5.0,5.0,22.0,1.0,616.0,2.0,0.0,22.0,12.0,2.0,12.0,1.0,773.0,54.0,3.0,,9.0,12.0,7.0,0.0
2444560,10,2024-11-02 15:00:00,43,Man City,Away,238.0,23.0,,6.0,6.0,,,309.0,7.0,1.0,8.0,1.0,6.0,23.0,541.0,1.0,,15.0,13.0,15.0,12.0,,6.0,,,,,,,,,,11.0,,,,1.0,,1.0,3.0,9.0,3.0,13.0,5.0,98.0,38.0,1.0,3.0,,1.0,7.0,4.0,11.0,,,10.0,14.0,3.0,1.0,10.0,1.0,45.0,46.0,1.0,8.0,4.0,,1.0,,,,,,51.0,6.0,11.0,,,2.0,2.0,,139.0,1.0,,1.0,,1.0,,7.0,,1.0,1.0,4.0,1.0,5.0,5.0,1.0,,8.0,185.0,46.0,31.0,3.0,,6.0,7.0,4.0,577.0,2.0,,,106.0,41.0,39.0,,,,,114.0,114.0,3.0,17.0,10.0,64.5,1.0,,,,14.0,0.0,178.0,3.0,1.0,4.0,,,,10.0,,,2.0,196.0,518.0,7.0,13.0,248.0,35.0,8.0,12.0,8.0,27.0,19.0,,,235.0,2.0,379.0,1.0,1.0,7.0,6.0,37.0,,600.0,2.0,0.0,18.0,14.0,1.0,17.0,1.0,781.0,47.0,16.0,,6.0,10.0,7.0,0.0
