matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenMiss,attPenPost,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
803268,11,2015-10-31 15:00:00,43,Man City,Home,183.0,8.0,6.0,8.0,2.0,4.0,1.0,473.0,3.0,,5.0,4.0,31.0,30.0,648.0,,2.0,21.0,10.0,21.0,12.0,3.0,,,1.0,1.0,,,,,,12.0,1.0,1.0,,,,,,3.0,4.0,1.0,109.0,61.0,1.0,2.0,1.0,4.0,16.0,6.0,8.0,,,12.0,12.0,6.0,1.0,14.0,2.0,37.0,57.0,4.0,23.0,13.0,1.0,,109.0,4.0,12.0,,,3.0,1.0,1.0,203.0,1.0,1.0,1.0,,1.0,,3.0,,3.0,,14.0,,5.0,5.0,2.0,5.0,197.0,61.0,49.0,4.0,1.0,9.0,7.0,5.0,708.0,1.0,3.0,,71.0,120.0,42.0,,,,2.0,135.0,131.0,2.0,24.0,30.0,70.8,,,16.0,0.0,213.0,1.0,1.0,2.0,,,10.0,1.0,3.0,199.0,636.0,7.0,16.0,202.0,19.0,27.0,9.0,12.0,31.0,19.0,,245.0,6.0,551.0,4.0,,11.0,31.0,49.0,4.0,722.0,1.0,0.0,21.0,16.0,6.0,21.0,2.0,929.0,,12.0,8.0,12.0,10.0,0.0
803275,12,2015-11-08 13:30:00,43,Man City,Away,206.0,15.0,3.0,9.0,6.0,3.0,,295.0,4.0,1.0,2.0,1.0,14.0,36.0,492.0,,,25.0,12.0,19.0,6.0,2.0,,,1.0,1.0,,,,1.0,,6.0,,,,1.0,,,,5.0,1.0,2.0,79.0,45.0,3.0,3.0,,1.0,12.0,5.0,16.0,,1.0,8.0,25.0,2.0,,5.0,,42.0,47.0,1.0,15.0,13.0,,,65.0,7.0,7.0,,,3.0,1.0,1.0,184.0,,,,,,,5.0,,2.0,,13.0,2.0,10.0,10.0,,2.0,158.0,74.0,55.0,3.0,,3.0,5.0,3.0,564.0,,1.0,,68.0,130.0,38.0,,,,,139.0,137.0,4.0,18.0,20.0,59.3,1.0,,12.0,0.0,157.0,,,,,,5.0,1.0,3.0,143.0,480.0,6.0,9.0,226.0,22.0,17.0,7.0,7.0,35.0,28.0,,187.0,7.0,387.0,2.0,1.0,9.0,14.0,51.0,1.0,578.0,,0.0,13.0,16.0,2.0,26.0,1.0,752.0,,15.0,5.0,8.0,9.0,0.0
803286,13,2015-11-21 17:30:00,43,Man City,Home,163.0,17.0,2.0,3.0,1.0,5.0,1.0,246.0,3.0,3.0,7.0,11.0,11.0,41.0,406.0,,1.0,35.0,19.0,24.0,6.0,2.0,,,,,1.0,,,,,8.0,,,,,,,1.0,4.0,11.0,4.0,64.0,67.0,1.0,1.0,,,26.0,3.0,11.0,,,11.0,17.0,4.0,,19.0,3.0,67.0,67.0,,21.0,9.0,1.0,2.0,86.0,5.0,13.0,1.0,,1.0,1.0,,218.0,1.0,,,1.0,,,7.0,1.0,,,10.0,,14.0,14.0,2.0,7.0,115.0,81.0,47.0,5.0,,4.0,5.0,3.0,500.0,3.0,,1.0,83.0,103.0,42.0,,,,,201.0,196.0,8.0,20.0,29.0,58.4,,,26.0,0.0,133.0,5.0,1.0,6.0,,,5.0,,3.0,121.0,382.0,13.0,9.0,184.0,32.0,26.0,27.0,10.0,32.0,22.0,,192.0,13.0,378.0,,3.0,32.0,12.0,80.0,1.0,530.0,1.0,0.0,11.0,16.0,3.0,39.0,0.0,777.0,,6.0,14.0,11.0,13.0,0.0
803297,14,2015-11-28 15:00:00,43,Man City,Home,105.0,11.0,3.0,6.0,4.0,3.0,1.0,213.0,2.0,,,5.0,5.0,27.0,312.0,,2.0,17.0,10.0,13.0,7.0,2.0,,,1.0,3.0,,,,,1.0,10.0,,,,,,,,10.0,7.0,5.0,50.0,54.0,2.0,1.0,1.0,2.0,8.0,6.0,13.0,,1.0,6.0,8.0,2.0,1.0,15.0,4.0,54.0,58.0,2.0,24.0,15.0,,,44.0,14.0,10.0,,,6.0,1.0,3.0,140.0,3.0,1.0,3.0,2.0,1.0,,5.0,2.0,,1.0,15.0,,26.0,26.0,,,109.0,58.0,29.0,4.0,2.0,1.0,11.0,9.0,367.0,2.0,3.0,,72.0,79.0,21.0,,,,,136.0,130.0,3.0,19.0,27.0,45.9,,2.0,8.0,0.0,91.0,5.0,2.0,7.0,,,1.0,,3.0,101.0,297.0,5.0,12.0,125.0,19.0,30.0,10.0,6.0,16.0,11.0,,128.0,4.0,281.0,,,20.0,8.0,56.0,2.0,390.0,,0.0,16.0,28.0,2.0,23.0,2.0,603.0,,13.0,7.0,6.0,21.0,0.0
803307,15,2015-12-05 12:45:00,43,Man City,Away,126.0,9.0,4.0,6.0,2.0,,,214.0,2.0,1.0,3.0,5.0,9.0,18.0,334.0,,1.0,30.0,10.0,5.0,9.0,,,,,,,,,,,9.0,,,,,,,,4.0,6.0,1.0,47.0,70.0,,,,3.0,17.0,1.0,26.0,,,6.0,10.0,5.0,,12.0,1.0,62.0,52.0,3.0,6.0,3.0,,,60.0,10.0,9.0,,,,,,198.0,,,,,,,6.0,,,1.0,3.0,1.0,20.0,20.0,2.0,4.0,105.0,85.0,38.0,1.0,,5.0,4.0,4.0,441.0,,,,52.0,90.0,26.0,,,,,191.0,190.0,9.0,23.0,33.0,53.5,,,17.0,0.0,112.0,1.0,1.0,2.0,,,6.0,,3.0,96.0,323.0,5.0,9.0,157.0,23.0,7.0,16.0,6.0,21.0,15.0,,154.0,1.0,326.0,,1.0,17.0,9.0,48.0,,462.0,,0.0,11.0,27.0,1.0,41.0,1.0,664.0,,18.0,11.0,6.0,19.0,0.0
803319,16,2015-12-12 15:00:00,43,Man City,Home,197.0,22.0,3.0,4.0,1.0,,,303.0,2.0,1.0,2.0,4.0,21.0,26.0,496.0,,,10.0,13.0,5.0,6.0,2.0,,,1.0,2.0,,,,,,8.0,,,,,,,,8.0,10.0,3.0,88.0,46.0,1.0,,1.0,1.0,18.0,4.0,7.0,,,5.0,7.0,2.0,,10.0,4.0,49.0,41.0,1.0,19.0,8.0,,,57.0,13.0,13.0,1.0,,4.0,,2.0,160.0,2.0,1.0,1.0,1.0,1.0,,3.0,1.0,1.0,,9.0,,19.0,19.0,,2.0,151.0,65.0,50.0,5.0,,4.0,6.0,5.0,532.0,3.0,2.0,,114.0,95.0,18.0,,,,,110.0,105.0,3.0,22.0,17.0,53.0,,1.0,18.0,0.0,158.0,4.0,2.0,6.0,1.0,,4.0,1.0,3.0,140.0,477.0,6.0,10.0,214.0,29.0,24.0,14.0,5.0,14.0,9.0,,171.0,1.0,357.0,1.0,1.0,15.0,21.0,43.0,3.0,557.0,,0.0,13.0,15.0,1.0,15.0,3.0,732.0,,8.0,8.0,5.0,11.0,0.0
803327,17,2015-12-21 20:00:00,43,Man City,Away,213.0,11.0,3.0,4.0,2.0,4.0,1.0,362.0,9.0,,5.0,3.0,18.0,27.0,571.0,,1.0,14.0,14.0,10.0,12.0,4.0,,,,,,,,,,13.0,,,,,,,1.0,9.0,6.0,2.0,89.0,70.0,3.0,3.0,,2.0,23.0,6.0,12.0,,,8.0,18.0,4.0,,12.0,3.0,61.0,43.0,2.0,22.0,11.0,,,64.0,16.0,5.0,,,2.0,1.0,,210.0,1.0,,,1.0,,,9.0,1.0,,1.0,13.0,,18.0,18.0,2.0,5.0,183.0,84.0,61.0,4.0,1.0,8.0,9.0,6.0,627.0,,4.0,,103.0,119.0,38.0,,,,,146.0,141.0,7.0,26.0,31.0,62.7,,1.0,23.0,0.0,166.0,2.0,1.0,3.0,,,8.0,,3.0,161.0,553.0,7.0,18.0,233.0,21.0,27.0,17.0,7.0,29.0,23.0,,196.0,5.0,444.0,,,13.0,18.0,48.0,1.0,648.0,3.0,0.0,20.0,19.0,2.0,18.0,2.0,854.0,,10.0,9.0,8.0,10.0,0.0
803338,18,2015-12-26 15:00:00,43,Man City,Home,231.0,13.0,1.0,5.0,4.0,3.0,2.0,316.0,2.0,1.0,5.0,7.0,17.0,29.0,542.0,,1.0,15.0,15.0,12.0,9.0,2.0,,,,,,,,,1.0,12.0,,1.0,,,,,3.0,6.0,9.0,2.0,81.0,63.0,,2.0,1.0,2.0,15.0,4.0,7.0,,,5.0,9.0,2.0,,14.0,2.0,49.0,54.0,2.0,18.0,8.0,,,57.0,10.0,11.0,1.0,,2.0,2.0,,197.0,3.0,1.0,2.0,2.0,1.0,,5.0,3.0,3.0,,8.0,,11.0,11.0,2.0,5.0,172.0,60.0,44.0,1.0,3.0,3.0,11.0,9.0,595.0,,3.0,,59.0,83.0,40.0,,,,1.0,129.0,127.0,6.0,23.0,26.0,66.4,,1.0,15.0,0.0,165.0,2.0,,2.0,,,6.0,,3.0,152.0,527.0,3.0,14.0,246.0,24.0,20.0,22.0,4.0,17.0,13.0,,195.0,5.0,386.0,3.0,1.0,12.0,19.0,47.0,3.0,615.0,1.0,0.0,19.0,15.0,4.0,22.0,1.0,805.0,,9.0,16.0,6.0,10.0,0.0
803346,19,2015-12-29 19:45:00,43,Man City,Away,143.0,11.0,3.0,5.0,2.0,4.0,,242.0,3.0,,3.0,4.0,7.0,29.0,380.0,,1.0,18.0,11.0,24.0,12.0,3.0,,,,1.0,,,,,,12.0,,,,,,,,4.0,5.0,6.0,59.0,66.0,1.0,1.0,,2.0,34.0,7.0,9.0,,1.0,13.0,21.0,3.0,,11.0,1.0,42.0,61.0,2.0,33.0,26.0,,1.0,61.0,8.0,11.0,,,4.0,2.0,1.0,205.0,,,,,,,7.0,,,,26.0,,22.0,21.0,,3.0,119.0,88.0,46.0,1.0,,8.0,7.0,5.0,476.0,,,,63.0,95.0,52.0,,,,,191.0,189.0,5.0,20.0,34.0,60.7,,1.0,34.0,0.0,115.0,2.0,2.0,4.0,,,9.0,,3.0,119.0,368.0,20.0,15.0,178.0,25.0,35.0,11.0,13.0,39.0,26.0,,162.0,11.0,359.0,,,17.0,10.0,61.0,1.0,498.0,2.0,0.0,21.0,18.0,2.0,27.0,3.0,743.0,,13.0,8.0,13.0,12.0,0.0
803356,20,2016-01-02 17:30:00,43,Man City,Away,130.0,12.0,4.0,5.0,1.0,2.0,,203.0,,2.0,1.0,3.0,10.0,25.0,328.0,1.0,,26.0,18.0,13.0,11.0,2.0,,,,,,,,,,13.0,,,,,,,,2.0,6.0,6.0,52.0,71.0,,,,4.0,18.0,4.0,17.0,,,5.0,12.0,1.0,,14.0,2.0,61.0,56.0,4.0,34.0,21.0,,2.0,59.0,10.0,5.0,1.0,,1.0,,,178.0,2.0,1.0,2.0,1.0,1.0,,7.0,1.0,,1.0,22.0,,18.0,18.0,,2.0,103.0,78.0,38.0,4.0,1.0,6.0,9.0,5.0,414.0,1.0,4.0,,54.0,83.0,29.0,,,,,173.0,167.0,7.0,27.0,28.0,51.5,,2.0,18.0,0.0,103.0,3.0,,3.0,,,7.0,,3.0,116.0,318.0,8.0,15.0,166.0,24.0,40.0,14.0,5.0,18.0,13.0,,156.0,5.0,288.0,,2.0,20.0,10.0,66.0,1.0,436.0,2.0,0.0,16.0,28.0,3.0,30.0,0.0,676.0,,18.0,10.0,5.0,21.0,0.0
