matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenMiss,attPenPost,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
803165,1,2015-08-10 20:00:00,43,Man City,Away,210.0,17.0,1.0,4.0,3.0,1.0,,487.0,6.0,,4.0,6.0,17.0,38.0,693.0,1.0,2.0,12.0,6.0,12.0,12.0,,,1.0,1.0,2.0,,,,,1.0,17.0,,,,,,,,5.0,4.0,5.0,124.0,51.0,1.0,2.0,,1.0,12.0,11.0,7.0,,1.0,6.0,12.0,1.0,1.0,14.0,,39.0,40.0,1.0,14.0,4.0,,,69.0,9.0,12.0,,,4.0,1.0,2.0,206.0,3.0,1.0,2.0,2.0,1.0,,10.0,2.0,2.0,,7.0,,14.0,14.0,1.0,5.0,231.0,71.0,53.0,6.0,2.0,1.0,14.0,7.0,738.0,1.0,1.0,,150.0,115.0,24.0,,,,,118.0,111.0,4.0,16.0,24.0,69.1,,3.0,12.0,0.0,203.0,1.0,1.0,2.0,,,2.0,,3.0,215.0,675.0,2.0,15.0,228.0,25.0,21.0,10.0,4.0,18.0,14.0,,252.0,3.0,554.0,2.0,,13.0,17.0,59.0,,764.0,2.0,0.0,20.0,10.0,2.0,12.0,1.0,921.0,,7.0,7.0,6.0,9.0,0.0
803174,2,2015-08-16 16:00:00,43,Man City,Home,141.0,4.0,1.0,9.0,8.0,1.0,2.0,213.0,4.0,,1.0,5.0,7.0,22.0,345.0,,2.0,16.0,18.0,15.0,13.0,1.0,,,,,,,,,1.0,16.0,,,,,,,1.0,10.0,5.0,5.0,63.0,53.0,3.0,3.0,,3.0,24.0,4.0,12.0,,,5.0,14.0,3.0,1.0,16.0,1.0,68.0,59.0,3.0,18.0,13.0,,,51.0,19.0,13.0,1.0,,4.0,3.0,,157.0,3.0,1.0,1.0,2.0,1.0,,9.0,2.0,4.0,,13.0,,5.0,5.0,,1.0,111.0,58.0,33.0,1.0,1.0,5.0,12.0,8.0,396.0,3.0,4.0,,80.0,61.0,30.0,,,,,130.0,125.0,4.0,26.0,17.0,49.2,,1.0,24.0,0.0,92.0,3.0,,3.0,,,6.0,,3.0,126.0,328.0,11.0,17.0,160.0,13.0,23.0,18.0,5.0,25.0,20.0,,157.0,5.0,288.0,4.0,,11.0,7.0,44.0,1.0,423.0,1.0,0.0,18.0,17.0,3.0,19.0,4.0,615.0,,3.0,14.0,5.0,13.0,0.0
803186,3,2015-08-23 16:00:00,43,Man City,Away,132.0,6.0,1.0,3.0,2.0,5.0,,285.0,1.0,1.0,4.0,,9.0,14.0,414.0,,2.0,22.0,11.0,16.0,9.0,1.0,,,,,,,,,2.0,14.0,,,,,1.0,,,5.0,5.0,5.0,72.0,59.0,2.0,2.0,1.0,1.0,16.0,4.0,16.0,,,7.0,17.0,1.0,1.0,10.0,,54.0,47.0,1.0,17.0,10.0,,,66.0,7.0,5.0,,,1.0,1.0,,175.0,2.0,,2.0,2.0,,,6.0,2.0,,,11.0,1.0,17.0,17.0,,4.0,125.0,70.0,38.0,8.0,,3.0,9.0,9.0,470.0,4.0,1.0,,98.0,97.0,33.0,,,,,136.0,132.0,5.0,28.0,22.0,54.3,1.0,2.0,16.0,0.0,115.0,,1.0,1.0,,,3.0,,3.0,155.0,406.0,5.0,13.0,146.0,16.0,21.0,21.0,4.0,23.0,19.0,,196.0,6.0,364.0,,1.0,17.0,9.0,47.0,2.0,487.0,,0.0,16.0,17.0,2.0,26.0,3.0,682.0,,11.0,10.0,7.0,14.0,0.0
803199,4,2015-08-29 15:00:00,43,Man City,Home,245.0,14.0,3.0,6.0,3.0,2.0,1.0,355.0,1.0,,5.0,,20.0,23.0,594.0,,,12.0,3.0,9.0,13.0,,,2.0,,3.0,,1.0,,,,13.0,,,,,,,1.0,5.0,3.0,4.0,93.0,60.0,1.0,,1.0,1.0,15.0,5.0,8.0,,,9.0,14.0,2.0,,20.0,,50.0,48.0,1.0,14.0,10.0,,,68.0,9.0,12.0,,,6.0,3.0,3.0,196.0,2.0,,2.0,1.0,1.0,,1.0,1.0,2.0,,12.0,,11.0,11.0,1.0,5.0,185.0,55.0,43.0,3.0,2.0,6.0,9.0,5.0,633.0,5.0,3.0,,136.0,78.0,30.0,,,,,119.0,116.0,8.0,24.0,22.0,58.7,,,15.0,0.0,171.0,,,,,,8.0,,3.0,192.0,583.0,7.0,15.0,249.0,19.0,17.0,23.0,7.0,26.0,19.0,,230.0,3.0,422.0,2.0,,7.0,21.0,35.0,1.0,645.0,,0.0,18.0,15.0,2.0,13.0,1.0,841.0,,10.0,13.0,9.0,13.0,0.0
803206,5,2015-09-12 15:00:00,43,Man City,Away,127.0,15.0,2.0,5.0,3.0,3.0,1.0,280.0,2.0,,3.0,6.0,9.0,25.0,402.0,1.0,3.0,26.0,19.0,10.0,14.0,3.0,,,,,,,,,,17.0,,,,,,,1.0,9.0,5.0,5.0,74.0,63.0,2.0,3.0,1.0,2.0,16.0,5.0,11.0,,,4.0,14.0,2.0,,14.0,2.0,57.0,42.0,2.0,16.0,7.0,,1.0,75.0,13.0,13.0,,,1.0,2.0,,187.0,,,,,,,12.0,1.0,1.0,,10.0,,18.0,18.0,2.0,3.0,111.0,89.0,48.0,4.0,,8.0,9.0,7.0,466.0,2.0,1.0,,84.0,102.0,21.0,,,,,150.0,145.0,2.0,23.0,32.0,57.8,,1.0,16.0,0.0,126.0,2.0,,2.0,,,9.0,3.0,3.0,163.0,385.0,9.0,17.0,147.0,24.0,21.0,7.0,3.0,21.0,18.0,,212.0,7.0,372.0,1.0,,27.0,9.0,64.0,,498.0,2.0,0.0,21.0,15.0,4.0,30.0,3.0,693.0,,11.0,4.0,4.0,13.0,0.0
803221,6,2015-09-19 17:30:00,43,Man City,Home,195.0,16.0,4.0,12.0,8.0,4.0,1.0,413.0,4.0,1.0,2.0,1.0,15.0,25.0,596.0,1.0,1.0,20.0,15.0,24.0,17.0,4.0,,,,,,,,,1.0,21.0,,,,,,,1.0,5.0,4.0,2.0,80.0,67.0,3.0,5.0,,1.0,16.0,10.0,13.0,,,16.0,33.0,4.0,,9.0,1.0,58.0,67.0,1.0,17.0,12.0,,,98.0,10.0,7.0,,1.0,2.0,1.0,,212.0,1.0,,,1.0,,,4.0,1.0,1.0,,12.0,,13.0,13.0,,2.0,191.0,61.0,44.0,3.0,1.0,7.0,15.0,8.0,650.0,,,,74.0,130.0,57.0,,,,,156.0,156.0,13.0,22.0,29.0,71.5,,,16.0,0.0,186.0,,1.0,1.0,,,9.0,2.0,3.0,227.0,579.0,7.0,22.0,207.0,34.0,17.0,28.0,12.0,50.0,38.0,,275.0,10.0,512.0,1.0,1.0,7.0,15.0,46.0,2.0,669.0,1.0,0.0,27.0,19.0,1.0,21.0,1.0,905.0,,21.0,17.0,16.0,14.0,0.0
803228,7,2015-09-26 12:45:00,43,Man City,Away,129.0,10.0,2.0,2.0,,2.0,,236.0,1.0,,1.0,6.0,5.0,33.0,363.0,,1.0,20.0,15.0,23.0,11.0,2.0,1.0,,1.0,2.0,,,,,,15.0,,,,,,,1.0,3.0,12.0,3.0,61.0,58.0,1.0,,1.0,4.0,28.0,8.0,13.0,,2.0,9.0,12.0,2.0,,21.0,3.0,61.0,65.0,4.0,25.0,17.0,2.0,1.0,72.0,6.0,17.0,,,4.0,2.0,2.0,214.0,1.0,,1.0,1.0,,1.0,4.0,1.0,1.0,1.0,17.0,,15.0,15.0,,1.0,105.0,75.0,42.0,5.0,1.0,3.0,11.0,8.0,446.0,3.0,2.0,,71.0,99.0,39.0,,,,,186.0,183.0,4.0,30.0,18.0,54.0,,,28.0,0.0,98.0,4.0,,4.0,,1.0,6.0,,3.0,139.0,340.0,12.0,14.0,152.0,21.0,28.0,14.0,9.0,25.0,16.0,2.0,201.0,10.0,351.0,1.0,,18.0,7.0,64.0,3.0,478.0,1.0,0.0,22.0,18.0,1.0,26.0,1.0,709.0,,6.0,7.0,9.0,9.0,0.0
803235,8,2015-10-03 15:00:00,43,Man City,Home,133.0,15.0,2.0,10.0,8.0,1.0,1.0,375.0,2.0,,4.0,2.0,8.0,40.0,498.0,1.0,2.0,19.0,8.0,6.0,8.0,1.0,,,1.0,1.0,,,,,1.0,17.0,,,,,1.0,,3.0,4.0,4.0,2.0,74.0,68.0,4.0,1.0,3.0,1.0,19.0,4.0,10.0,,1.0,6.0,20.0,1.0,,12.0,1.0,55.0,43.0,1.0,10.0,7.0,1.0,,80.0,13.0,8.0,5.0,,4.0,2.0,1.0,180.0,6.0,,4.0,5.0,1.0,,2.0,5.0,2.0,,7.0,1.0,10.0,10.0,1.0,4.0,176.0,58.0,42.0,3.0,1.0,5.0,10.0,11.0,574.0,1.0,1.0,,136.0,105.0,38.0,,,,,144.0,141.0,8.0,20.0,35.0,64.3,1.0,,19.0,0.0,160.0,2.0,1.0,3.0,,,8.0,,3.0,199.0,485.0,3.0,15.0,164.0,23.0,13.0,21.0,3.0,26.0,23.0,,247.0,4.0,452.0,2.0,,11.0,8.0,56.0,1.0,590.0,2.0,0.0,23.0,20.0,5.0,20.0,3.0,770.0,,6.0,9.0,7.0,11.0,0.0
803244,9,2015-10-17 15:00:00,43,Man City,Home,213.0,16.0,,,,3.0,,257.0,6.0,,2.0,5.0,13.0,37.0,470.0,1.0,3.0,25.0,14.0,19.0,9.0,,1.0,,,,,,,,,16.0,,,,,,,,9.0,1.0,4.0,92.0,54.0,5.0,3.0,4.0,3.0,25.0,,10.0,,1.0,1.0,6.0,1.0,,7.0,,50.0,54.0,3.0,22.0,14.0,,,78.0,11.0,5.0,2.0,,,,,183.0,3.0,,3.0,3.0,,1.0,7.0,5.0,2.0,,16.0,1.0,20.0,20.0,5.0,2.0,141.0,75.0,43.0,7.0,3.0,3.0,9.0,11.0,548.0,1.0,1.0,,84.0,91.0,20.0,,,,,139.0,132.0,6.0,21.0,23.0,54.4,,1.0,25.0,0.0,150.0,,,,,1.0,5.0,,3.0,113.0,455.0,14.0,12.0,241.0,33.0,29.0,25.0,,7.0,7.0,2.0,156.0,10.0,332.0,2.0,,25.0,13.0,74.0,2.0,566.0,2.0,0.0,16.0,14.0,4.0,28.0,2.0,759.0,,8.0,17.0,1.0,11.0,0.0
803255,10,2015-10-25 14:05:00,43,Man City,Away,152.0,14.0,2.0,2.0,,2.0,,129.0,6.0,1.0,1.0,6.0,4.0,28.0,279.0,,,23.0,23.0,15.0,3.0,1.0,,,,2.0,,,,,,3.0,,,,,,,,7.0,4.0,2.0,53.0,51.0,,,,1.0,18.0,3.0,13.0,,,4.0,6.0,1.0,,12.0,1.0,67.0,66.0,1.0,25.0,16.0,,,56.0,13.0,17.0,,,4.0,1.0,2.0,159.0,,,,,,,10.0,,,,17.0,,15.0,15.0,1.0,1.0,102.0,80.0,45.0,6.0,,2.0,2.0,1.0,359.0,3.0,1.0,,63.0,54.0,17.0,,,,,154.0,149.0,4.0,28.0,14.0,41.3,,,18.0,0.0,72.0,1.0,,1.0,,,2.0,,3.0,63.0,260.0,11.0,4.0,171.0,27.0,30.0,15.0,4.0,12.0,8.0,,112.0,9.0,227.0,,1.0,28.0,5.0,65.0,,386.0,,0.0,6.0,28.0,,25.0,2.0,583.0,,10.0,8.0,4.0,17.0,0.0
