matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
755308,1,2014-08-17 16:00:00,43,Man City,Away,213.0,14.0,,1.0,1.0,1.0,,299.0,8.0,1.0,3.0,4.0,17.0,28.0,511.0,,3.0,13.0,14.0,16.0,10.0,,,,1.0,,1.0,,1.0,12.0,,,,,,,7.0,9.0,3.0,,,77.0,65.0,2.0,1.0,2.0,2.0,13.0,3.0,14.0,,,3.0,6.0,1.0,,16.0,,62.0,58.0,2.0,32.0,16.0,,,68.0,11.0,7.0,1.0,,1.0,,1.0,208.0,1.0,,1.0,1.0,,,13.0,2.0,1.0,,16.0,,15.0,15.0,1.0,4.0,160.0,85.0,62.0,3.0,1.0,4.0,7.0,5.0,571.0,3.0,1.0,,76.0,69.0,13.0,,,,,,123.0,123.0,2.0,27.0,31.0,55.8,,,1.0,13.0,0.0,148.0,,,,,1.0,,5.0,,3.0,109.0,496.0,7.0,11.0,226.0,26.0,32.0,13.0,3.0,10.0,7.0,,154.0,6.0,377.0,1.0,1.0,9.0,17.0,48.0,,593.0,1.0,0.0,13.0,29.0,3.0,14.0,5.0,772.0,,6.0,6.0,3.0,24.0,0.0
755318,2,2014-08-25 20:00:00,43,Man City,Home,195.0,12.0,1.0,2.0,1.0,4.0,,313.0,5.0,,5.0,4.0,19.0,23.0,506.0,,2.0,11.0,8.0,7.0,4.0,1.0,,,,,,1.0,,7.0,,,,,,,7.0,8.0,4.0,,,84.0,54.0,2.0,,3.0,2.0,24.0,1.0,9.0,,,6.0,7.0,1.0,,13.0,1.0,46.0,34.0,2.0,25.0,9.0,,1.0,54.0,13.0,7.0,3.0,,,,,198.0,2.0,,2.0,2.0,,,8.0,3.0,2.0,,9.0,,10.0,10.0,2.0,5.0,141.0,62.0,42.0,7.0,,4.0,3.0,4.0,566.0,4.0,1.0,1.0,89.0,79.0,14.0,,,,,,118.0,118.0,1.0,32.0,16.0,52.9,,,3.0,24.0,0.0,163.0,3.0,,3.0,,,,4.0,,3.0,131.0,490.0,12.0,7.0,217.0,24.0,25.0,8.0,4.0,12.0,8.0,,173.0,4.0,381.0,2.0,,18.0,19.0,47.0,1.0,586.0,,0.0,9.0,16.0,5.0,12.0,1.0,746.0,,8.0,4.0,6.0,12.0,0.0
755327,3,2014-08-30 15:00:00,43,Man City,Home,180.0,4.0,1.0,6.0,5.0,2.0,,413.0,3.0,,7.0,2.0,20.0,16.0,587.0,,,18.0,17.0,13.0,14.0,,,,,,1.0,,,13.0,,,1.0,,,,7.0,2.0,5.0,,,84.0,54.0,,,,5.0,10.0,9.0,13.0,,1.0,11.0,17.0,5.0,,17.0,,67.0,42.0,5.0,14.0,8.0,1.0,,62.0,14.0,4.0,,,3.0,,1.0,215.0,,,,,,,5.0,,1.0,,8.0,1.0,15.0,15.0,1.0,7.0,176.0,64.0,47.0,4.0,,5.0,9.0,2.0,650.0,1.0,1.0,,85.0,92.0,30.0,,,,,,134.0,134.0,4.0,25.0,17.0,72.2,1.0,,1.0,10.0,0.0,193.0,,1.0,1.0,,,,5.0,,3.0,209.0,573.0,7.0,14.0,193.0,16.0,14.0,18.0,7.0,29.0,22.0,,264.0,4.0,504.0,1.0,,8.0,23.0,34.0,1.0,668.0,1.0,0.0,16.0,14.0,1.0,18.0,2.0,850.0,,4.0,11.0,11.0,10.0,0.0
755333,4,2014-09-13 12:45:00,43,Man City,Away,162.0,4.0,1.0,3.0,2.0,2.0,1.0,289.0,1.0,2.0,6.0,,14.0,12.0,448.0,1.0,1.0,21.0,14.0,14.0,10.0,1.0,1.0,,,,,,3.0,13.0,,,,1.0,,1.0,9.0,8.0,7.0,,,74.0,76.0,4.0,3.0,1.0,,21.0,2.0,23.0,,1.0,3.0,11.0,2.0,1.0,24.0,,83.0,73.0,,29.0,17.0,,1.0,66.0,15.0,9.0,1.0,,3.0,1.0,,197.0,2.0,1.0,2.0,1.0,1.0,1.0,10.0,1.0,2.0,,17.0,2.0,16.0,16.0,2.0,7.0,131.0,67.0,32.0,,,4.0,9.0,8.0,532.0,,1.0,,101.0,86.0,17.0,,,,,,175.0,175.0,7.0,28.0,32.0,54.6,1.0,,1.0,21.0,0.0,158.0,2.0,2.0,4.0,,1.0,1.0,5.0,,3.0,158.0,432.0,9.0,13.0,196.0,17.0,29.0,20.0,2.0,16.0,14.0,2.0,201.0,4.0,380.0,2.0,2.0,18.0,15.0,47.0,2.0,560.0,1.0,0.0,15.0,37.0,3.0,26.0,4.0,801.0,,10.0,13.0,3.0,22.0,0.0
755347,5,2014-09-21 16:00:00,43,Man City,Home,175.0,19.0,1.0,6.0,5.0,,1.0,334.0,,,4.0,,7.0,31.0,503.0,,1.0,9.0,11.0,19.0,8.0,1.0,,,,,,,,13.0,,,,,,,13.0,4.0,2.0,8.0,8.0,80.0,65.0,1.0,,1.0,2.0,13.0,4.0,16.0,,,14.0,14.0,7.0,,10.0,,64.0,75.0,2.0,15.0,8.0,,,61.0,16.0,12.0,,,3.0,2.0,,167.0,1.0,,1.0,1.0,,,1.0,1.0,,,8.0,,13.0,13.0,1.0,4.0,144.0,66.0,53.0,2.0,,5.0,5.0,4.0,545.0,2.0,4.0,,104.0,92.0,53.0,,,,,,124.0,124.0,4.0,29.0,28.0,58.5,,1.0,,13.0,0.0,171.0,1.0,,1.0,1.0,,,8.0,,3.0,152.0,489.0,5.0,10.0,190.0,29.0,15.0,23.0,11.0,34.0,23.0,,185.0,4.0,406.0,,,5.0,8.0,45.0,1.0,562.0,1.0,1.0,16.0,32.0,2.0,10.0,3.0,761.0,32.0,10.0,12.0,14.0,25.0,0.0
755356,6,2014-09-27 15:00:00,43,Man City,Away,293.0,15.0,3.0,6.0,3.0,1.0,,303.0,5.0,,10.0,1.0,17.0,24.0,590.0,2.0,2.0,19.0,16.0,10.0,13.0,2.0,,,,,,1.0,,18.0,,,,1.0,,,3.0,7.0,4.0,,,109.0,61.0,2.0,,2.0,3.0,12.0,5.0,10.0,,,8.0,8.0,4.0,,13.0,1.0,52.0,45.0,3.0,22.0,13.0,,,65.0,6.0,10.0,3.0,,4.0,,,202.0,4.0,,3.0,4.0,,,5.0,4.0,3.0,,13.0,1.0,22.0,22.0,4.0,10.0,170.0,84.0,64.0,3.0,1.0,8.0,11.0,6.0,643.0,1.0,1.0,1.0,43.0,96.0,14.0,1.0,1.0,1.0,,,122.0,122.0,4.0,21.0,24.0,59.7,1.0,,1.0,12.0,0.0,183.0,2.0,2.0,4.0,,,,9.0,,3.0,127.0,572.0,5.0,19.0,308.0,26.0,22.0,22.0,7.0,19.0,12.0,,168.0,7.0,375.0,3.0,,9.0,18.0,45.0,,664.0,2.0,0.0,20.0,11.0,2.0,20.0,2.0,870.0,,13.0,15.0,8.0,10.0,0.0
755363,7,2014-10-04 17:30:00,43,Man City,Away,336.0,9.0,3.0,7.0,5.0,2.0,,362.0,3.0,,4.0,3.0,19.0,22.0,691.0,1.0,1.0,24.0,9.0,15.0,15.0,3.0,,,2.0,,2.0,,1.0,20.0,,,,,1.0,,5.0,2.0,4.0,,,111.0,72.0,1.0,2.0,,1.0,18.0,12.0,15.0,,,7.0,17.0,5.0,,20.0,1.0,54.0,42.0,1.0,6.0,3.0,,1.0,62.0,6.0,4.0,1.0,,3.0,1.0,2.0,248.0,2.0,,,2.0,,,4.0,2.0,1.0,,3.0,2.0,17.0,17.0,2.0,4.0,212.0,95.0,64.0,,1.0,6.0,14.0,7.0,766.0,1.0,1.0,,67.0,87.0,25.0,,,,,,143.0,143.0,5.0,27.0,35.0,67.8,1.0,,,18.0,0.0,206.0,1.0,,1.0,,,,8.0,2.0,3.0,180.0,682.0,8.0,20.0,353.0,28.0,6.0,11.0,5.0,27.0,23.0,,223.0,3.0,451.0,1.0,,8.0,19.0,41.0,3.0,777.0,1.0,0.0,27.0,16.0,6.0,24.0,1.0,965.0,,9.0,7.0,7.0,13.0,0.0
755377,8,2014-10-18 12:45:00,43,Man City,Home,224.0,23.0,1.0,2.0,1.0,1.0,,307.0,3.0,1.0,3.0,5.0,15.0,34.0,529.0,,2.0,16.0,6.0,6.0,11.0,1.0,2.0,,,,,,,13.0,2.0,1.0,,,1.0,2.0,6.0,7.0,12.0,,,93.0,72.0,1.0,3.0,2.0,2.0,19.0,4.0,20.0,,,3.0,12.0,1.0,,17.0,3.0,56.0,49.0,2.0,17.0,6.0,1.0,,63.0,11.0,9.0,4.0,,4.0,,,214.0,2.0,1.0,,1.0,1.0,,8.0,1.0,,,6.0,1.0,13.0,13.0,2.0,3.0,160.0,87.0,66.0,4.0,,2.0,12.0,12.0,599.0,8.0,3.0,,87.0,117.0,19.0,,1.0,1.0,1.0,3.0,133.0,133.0,6.0,28.0,35.0,61.7,1.0,,1.0,19.0,0.0,151.0,3.0,3.0,6.0,,,2.0,4.0,,3.0,160.0,515.0,11.0,14.0,244.0,33.0,17.0,17.0,2.0,15.0,13.0,3.0,209.0,3.0,389.0,,1.0,12.0,15.0,54.0,3.0,618.0,,0.0,20.0,20.0,6.0,17.0,1.0,812.0,,5.0,15.0,3.0,13.0,0.0
755392,9,2014-10-25 12:45:00,43,Man City,Away,216.0,14.0,5.0,10.0,5.0,6.0,2.0,250.0,5.0,,4.0,4.0,12.0,26.0,456.0,,,18.0,16.0,27.0,11.0,2.0,,,1.0,,2.0,,,15.0,,,2.0,,,2.0,7.0,9.0,3.0,,,74.0,60.0,3.0,4.0,,6.0,15.0,5.0,8.0,,1.0,8.0,12.0,2.0,,12.0,,52.0,68.0,6.0,36.0,24.0,,1.0,52.0,14.0,10.0,,,4.0,2.0,2.0,208.0,1.0,,,1.0,,,9.0,1.0,1.0,1.0,24.0,2.0,5.0,5.0,1.0,5.0,132.0,92.0,50.0,4.0,1.0,9.0,5.0,5.0,535.0,1.0,1.0,,67.0,69.0,18.0,,,,,,149.0,149.0,1.0,26.0,27.0,69.5,2.0,,2.0,15.0,0.0,146.0,2.0,,2.0,,,,11.0,1.0,3.0,111.0,438.0,5.0,15.0,246.0,26.0,36.0,18.0,7.0,23.0,16.0,,152.0,10.0,337.0,1.0,,26.0,13.0,64.0,2.0,560.0,,0.0,21.0,17.0,,18.0,1.0,763.0,,12.0,14.0,8.0,12.0,0.0
755400,10,2014-11-02 13:30:00,43,Man City,Home,175.0,15.0,3.0,6.0,3.0,4.0,,230.0,5.0,1.0,5.0,1.0,10.0,21.0,399.0,2.0,3.0,16.0,11.0,15.0,13.0,1.0,1.0,,1.0,,1.0,,,13.0,,,,,1.0,,9.0,7.0,2.0,,,63.0,57.0,4.0,3.0,1.0,2.0,19.0,5.0,15.0,,2.0,7.0,14.0,1.0,,18.0,2.0,63.0,54.0,2.0,17.0,11.0,,,52.0,15.0,9.0,1.0,,3.0,1.0,1.0,180.0,1.0,,1.0,1.0,,,7.0,1.0,2.0,2.0,11.0,1.0,11.0,11.0,,5.0,126.0,67.0,36.0,4.0,,4.0,11.0,6.0,463.0,2.0,3.0,,78.0,57.0,20.0,,,,,,137.0,137.0,6.0,16.0,28.0,52.0,1.0,,,19.0,0.0,113.0,2.0,,2.0,,,1.0,6.0,,3.0,119.0,385.0,12.0,15.0,194.0,30.0,17.0,17.0,6.0,22.0,16.0,1.0,160.0,6.0,310.0,2.0,1.0,10.0,11.0,46.0,3.0,482.0,2.0,0.0,17.0,19.0,5.0,18.0,3.0,680.0,,6.0,11.0,7.0,16.0,0.0
