matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
755406,11,2014-11-08 17:30:00,43,Man City,Away,184.0,13.0,3.0,7.0,4.0,2.0,,223.0,2.0,,8.0,6.0,15.0,28.0,400.0,4.0,3.0,22.0,29.0,27.0,14.0,3.0,,,1.0,,1.0,1.0,,17.0,,,,,,1.0,6.0,12.0,6.0,,,70.0,59.0,1.0,,1.0,,11.0,8.0,12.0,,,7.0,13.0,2.0,,11.0,1.0,71.0,60.0,,36.0,20.0,,1.0,74.0,10.0,8.0,2.0,1.0,2.0,,1.0,193.0,2.0,,2.0,2.0,,,8.0,2.0,3.0,,20.0,,5.0,5.0,1.0,8.0,130.0,96.0,52.0,7.0,,6.0,13.0,7.0,480.0,6.0,3.0,1.0,50.0,111.0,18.0,,,,,,159.0,159.0,2.0,18.0,26.0,58.6,,,,11.0,0.0,114.0,3.0,,3.0,,2.0,,9.0,,3.0,127.0,385.0,4.0,19.0,203.0,32.0,36.0,22.0,7.0,22.0,15.0,1.0,186.0,7.0,326.0,3.0,,20.0,15.0,70.0,,507.0,4.0,0.0,24.0,14.0,4.0,26.0,2.0,722.0,,8.0,12.0,7.0,12.0,0.0
755420,12,2014-11-22 15:00:00,43,Man City,Home,197.0,15.0,,3.0,3.0,5.0,,384.0,2.0,3.0,4.0,1.0,14.0,17.0,578.0,,3.0,21.0,11.0,7.0,16.0,,1.0,,,,,,,23.0,,,,,,,5.0,4.0,4.0,,,103.0,59.0,2.0,,2.0,,24.0,7.0,12.0,,,7.0,13.0,,,14.0,1.0,60.0,45.0,,14.0,7.0,,,62.0,13.0,6.0,1.0,,,,,198.0,2.0,,2.0,2.0,,,5.0,2.0,,1.0,7.0,1.0,18.0,18.0,,5.0,168.0,74.0,53.0,3.0,1.0,6.0,12.0,10.0,646.0,2.0,3.0,,125.0,112.0,24.0,,,,,,142.0,142.0,4.0,17.0,32.0,59.4,,,2.0,24.0,0.0,196.0,1.0,1.0,2.0,,1.0,1.0,6.0,,3.0,191.0,564.0,6.0,18.0,209.0,29.0,14.0,27.0,6.0,19.0,13.0,1.0,235.0,7.0,475.0,,4.0,12.0,16.0,38.0,,665.0,3.0,0.0,23.0,16.0,3.0,23.0,2.0,862.0,,8.0,16.0,7.0,10.0,0.0
755427,13,2014-11-30 13:30:00,43,Man City,Away,126.0,13.0,5.0,5.0,,1.0,,230.0,1.0,1.0,6.0,3.0,8.0,27.0,351.0,,1.0,16.0,10.0,14.0,9.0,1.0,4.0,,,,,,1.0,12.0,,,,,,,4.0,4.0,9.0,,,64.0,55.0,3.0,2.0,1.0,5.0,20.0,1.0,8.0,,1.0,6.0,7.0,,1.0,10.0,1.0,44.0,52.0,5.0,31.0,19.0,,,59.0,13.0,10.0,,,2.0,1.0,,151.0,3.0,,2.0,3.0,,2.0,7.0,3.0,1.0,,19.0,,15.0,15.0,1.0,6.0,110.0,85.0,42.0,8.0,1.0,7.0,6.0,6.0,414.0,4.0,2.0,,79.0,68.0,8.0,,,,,,128.0,128.0,1.0,19.0,24.0,47.9,,,2.0,20.0,0.0,116.0,2.0,2.0,4.0,1.0,,4.0,8.0,,3.0,89.0,338.0,11.0,13.0,139.0,32.0,31.0,15.0,6.0,14.0,8.0,6.0,133.0,6.0,316.0,2.0,1.0,22.0,8.0,68.0,,441.0,,1.0,15.0,19.0,2.0,18.0,2.0,636.0,,10.0,10.0,6.0,17.0,0.0
755442,14,2014-12-03 19:45:00,43,Man City,Away,203.0,6.0,,2.0,2.0,2.0,,485.0,,1.0,3.0,1.0,20.0,15.0,686.0,1.0,1.0,13.0,13.0,9.0,11.0,,,,,,,,1.0,15.0,,,,,,,7.0,5.0,3.0,,,132.0,76.0,1.0,,1.0,1.0,16.0,1.0,12.0,,,,9.0,1.0,1.0,16.0,,50.0,52.0,1.0,21.0,12.0,,,76.0,8.0,9.0,2.0,,1.0,,,232.0,4.0,,3.0,4.0,,,,4.0,1.0,,12.0,,22.0,22.0,1.0,3.0,200.0,82.0,57.0,2.0,1.0,10.0,5.0,4.0,747.0,5.0,1.0,,121.0,124.0,12.0,,,,,,112.0,112.0,5.0,28.0,37.0,64.5,,,,16.0,0.0,198.0,,1.0,1.0,,,,10.0,,3.0,228.0,676.0,12.0,15.0,218.0,18.0,21.0,14.0,,10.0,10.0,,258.0,3.0,554.0,1.0,1.0,7.0,21.0,35.0,1.0,762.0,2.0,0.0,15.0,21.0,2.0,14.0,1.0,941.0,,8.0,13.0,,18.0,0.0
755446,15,2014-12-06 17:30:00,43,Man City,Home,113.0,10.0,3.0,3.0,,2.0,,306.0,,,6.0,4.0,9.0,16.0,416.0,1.0,,12.0,14.0,14.0,13.0,2.0,1.0,,,,,,,14.0,1.0,,,,,,4.0,4.0,5.0,,,63.0,64.0,2.0,2.0,1.0,2.0,19.0,12.0,15.0,,,11.0,19.0,3.0,,16.0,1.0,51.0,54.0,2.0,27.0,15.0,,,62.0,8.0,10.0,,,4.0,,,168.0,,,,,,,4.0,,3.0,1.0,15.0,,18.0,18.0,,7.0,132.0,62.0,40.0,7.0,1.0,3.0,12.0,3.0,462.0,5.0,2.0,,136.0,67.0,18.0,,,,,1.0,128.0,128.0,4.0,19.0,32.0,51.3,,,,19.0,0.0,122.0,2.0,,2.0,,,1.0,4.0,,3.0,167.0,404.0,14.0,15.0,128.0,20.0,27.0,8.0,9.0,31.0,22.0,1.0,202.0,4.0,388.0,3.0,,10.0,9.0,37.0,2.0,485.0,1.0,0.0,19.0,22.0,1.0,15.0,3.0,709.0,,7.0,8.0,11.0,19.0,0.0
755458,16,2014-12-13 15:00:00,43,Man City,Away,218.0,22.0,,1.0,1.0,3.0,,196.0,4.0,2.0,3.0,5.0,11.0,23.0,413.0,,,20.0,17.0,26.0,7.0,,1.0,,,,,,,7.0,,,,,,2.0,8.0,2.0,5.0,,,73.0,60.0,1.0,,1.0,2.0,25.0,1.0,12.0,,,2.0,3.0,,,12.0,,56.0,66.0,2.0,46.0,30.0,,,50.0,13.0,15.0,,,3.0,1.0,,180.0,1.0,,1.0,1.0,,,7.0,1.0,2.0,1.0,30.0,,22.0,22.0,2.0,3.0,124.0,77.0,43.0,8.0,1.0,4.0,4.0,4.0,487.0,3.0,,,67.0,61.0,12.0,,,,,,147.0,147.0,2.0,25.0,25.0,57.3,,,1.0,25.0,0.0,138.0,,1.0,1.0,,2.0,1.0,4.0,,3.0,65.0,395.0,11.0,8.0,252.0,43.0,46.0,13.0,2.0,6.0,4.0,1.0,103.0,9.0,269.0,2.0,2.0,20.0,12.0,58.0,9.0,515.0,,0.0,9.0,15.0,2.0,22.0,2.0,723.0,,14.0,10.0,2.0,11.0,0.0
755466,17,2014-12-20 12:45:00,43,Man City,Home,181.0,5.0,2.0,5.0,3.0,3.0,,482.0,1.0,,3.0,2.0,23.0,11.0,658.0,2.0,2.0,11.0,17.0,19.0,10.0,,1.0,,,,,,1.0,12.0,,,,,,1.0,12.0,4.0,2.0,,,86.0,66.0,1.0,1.0,,2.0,15.0,4.0,14.0,,,8.0,19.0,1.0,,15.0,1.0,68.0,50.0,2.0,30.0,16.0,,,62.0,17.0,5.0,,,1.0,,,237.0,3.0,,3.0,2.0,1.0,1.0,9.0,2.0,1.0,1.0,16.0,,9.0,9.0,2.0,3.0,207.0,73.0,48.0,6.0,3.0,6.0,7.0,3.0,721.0,1.0,,,84.0,105.0,19.0,,,,,,135.0,135.0,3.0,29.0,30.0,72.5,,,2.0,15.0,0.0,210.0,1.0,,1.0,,1.0,1.0,8.0,2.0,3.0,239.0,648.0,6.0,13.0,199.0,12.0,30.0,14.0,6.0,26.0,20.0,2.0,277.0,4.0,567.0,2.0,1.0,10.0,25.0,33.0,3.0,740.0,3.0,0.0,15.0,18.0,4.0,11.0,2.0,921.0,,8.0,8.0,8.0,15.0,0.0
755482,18,2014-12-26 15:00:00,43,Man City,Away,208.0,11.0,2.0,3.0,1.0,1.0,,208.0,5.0,2.0,6.0,2.0,9.0,21.0,413.0,,2.0,13.0,13.0,7.0,5.0,,,,,,,,,8.0,1.0,,,,,,8.0,11.0,7.0,,,87.0,73.0,1.0,1.0,1.0,5.0,30.0,2.0,10.0,,,6.0,4.0,,,15.0,2.0,48.0,46.0,5.0,25.0,10.0,1.0,1.0,51.0,9.0,5.0,,,1.0,,,193.0,1.0,,1.0,1.0,,,5.0,2.0,2.0,,10.0,,19.0,19.0,2.0,6.0,115.0,75.0,44.0,10.0,3.0,2.0,4.0,5.0,492.0,6.0,2.0,,51.0,84.0,20.0,,,,,1.0,146.0,146.0,6.0,29.0,24.0,52.1,,,3.0,30.0,0.0,118.0,2.0,3.0,5.0,,,,2.0,,3.0,96.0,399.0,15.0,6.0,240.0,18.0,25.0,14.0,6.0,10.0,4.0,1.0,138.0,5.0,283.0,2.0,2.0,20.0,10.0,55.0,4.0,513.0,1.0,0.0,9.0,21.0,3.0,20.0,1.0,712.0,,10.0,13.0,6.0,15.0,0.0
755486,19,2014-12-28 15:00:00,43,Man City,Home,167.0,15.0,4.0,7.0,4.0,4.0,,303.0,3.0,,2.0,3.0,9.0,36.0,463.0,1.0,,23.0,31.0,22.0,11.0,2.0,,,,,,,,13.0,,,,,,,11.0,7.0,5.0,,,86.0,56.0,1.0,1.0,,,23.0,6.0,10.0,,1.0,10.0,17.0,2.0,,12.0,,68.0,58.0,,28.0,12.0,,,73.0,18.0,9.0,,,1.0,,,215.0,2.0,,1.0,2.0,,,8.0,2.0,2.0,2.0,12.0,,6.0,6.0,,3.0,129.0,74.0,42.0,3.0,2.0,5.0,10.0,6.0,540.0,3.0,3.0,,92.0,128.0,15.0,,,,,,156.0,156.0,5.0,20.0,26.0,62.3,,,,23.0,0.0,137.0,,1.0,1.0,,,,5.0,1.0,3.0,174.0,449.0,9.0,15.0,194.0,27.0,28.0,8.0,9.0,27.0,19.0,,226.0,9.0,400.0,2.0,,22.0,10.0,71.0,3.0,567.0,2.0,0.0,17.0,21.0,,27.0,4.0,760.0,,9.0,8.0,10.0,16.0,0.0
755496,20,2015-01-01 15:00:00,43,Man City,Home,141.0,5.0,2.0,5.0,3.0,,,455.0,1.0,,3.0,2.0,12.0,16.0,591.0,1.0,3.0,13.0,13.0,14.0,21.0,2.0,1.0,,,,,,,27.0,,,,,1.0,2.0,9.0,3.0,1.0,,,98.0,59.0,5.0,4.0,1.0,,21.0,9.0,7.0,,,10.0,16.0,,,14.0,2.0,52.0,43.0,,23.0,15.0,,,50.0,14.0,7.0,1.0,,2.0,1.0,,208.0,3.0,,3.0,3.0,,,2.0,3.0,,2.0,15.0,1.0,20.0,20.0,2.0,3.0,180.0,53.0,44.0,4.0,1.0,7.0,19.0,12.0,638.0,,2.0,,104.0,83.0,26.0,1.0,1.0,1.0,,,116.0,116.0,5.0,18.0,32.0,63.8,1.0,,,21.0,0.0,169.0,1.0,1.0,2.0,,,1.0,11.0,,3.0,301.0,579.0,8.0,26.0,153.0,10.0,23.0,14.0,8.0,25.0,17.0,1.0,340.0,1.0,527.0,,,11.0,12.0,26.0,1.0,655.0,4.0,0.0,32.0,15.0,3.0,13.0,2.0,853.0,,9.0,8.0,10.0,10.0,0.0
