matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgRight,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsGainedLosingPos,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
360678,21.0,2012-01-16 20:00:00,43,Man City,Away,145.0,14.0,2.0,9.0,7.0,1.0,1.0,269.0,4.0,,4.0,7.0,13.0,24.0,405.0,1.0,3.0,18.0,11.0,15.0,11.0,,,1.0,,,,,,,,,,12.0,,,,,,1.0,2.0,5.0,,,,69.0,52.0,3.0,3.0,,3.0,3.0,11.0,,5.0,12.0,4.0,,14.0,2.0,60.0,65.0,3.0,14.0,9.0,,,58.0,15.0,16.0,1.0,,5.0,3.0,,181.0,1.0,1.0,1.0,,1.0,,5.0,,,,2.0,,,,,18.0,,21.0,15.0,,4.0,121.0,76.0,37.0,4.0,,5.0,7.0,6.0,,,,2.0,2.0,,79.0,98.0,17.0,,,,,,176.0,160.0,3.0,23.0,18.0,54.0,,,1.0,0.0,,,,133.0,1.0,1.0,,,,1.0,5.0,,3.0,132.0,,12.0,166.0,21.0,30.0,18.0,3.0,22.0,19.0,1.0,175.0,5.0,360.0,2.0,,34.0,15.0,45.0,5.0,504.0,1.0,0.0,14.0,25.0,5.0,22.0,3.0,727.0,,13.0,9.0,5.0,16.0,0.0
360683,22.0,2012-01-22 13:30:00,43,Man City,Home,164.0,9.0,3.0,5.0,2.0,1.0,1.0,271.0,3.0,1.0,3.0,8.0,22.0,22.0,430.0,,1.0,16.0,11.0,10.0,10.0,2.0,,,,,,,,,,,,11.0,1.0,,,,,1.0,3.0,11.0,,,,73.0,61.0,2.0,1.0,3.0,3.0,7.0,7.0,,9.0,10.0,2.0,1.0,15.0,1.0,49.0,56.0,3.0,9.0,5.0,1.0,1.0,66.0,9.0,10.0,1.0,,3.0,2.0,,172.0,1.0,,1.0,1.0,,,8.0,,,1.0,,,,,1.0,10.0,,15.0,14.0,1.0,4.0,139.0,82.0,48.0,4.0,1.0,4.0,9.0,4.0,,,,5.0,2.0,,98.0,54.0,20.0,,,,,1.0,151.0,141.0,3.0,20.0,30.0,53.3,,,,0.0,,,,128.0,1.0,,,,,,5.0,1.0,1.0,108.0,,13.0,179.0,18.0,19.0,21.0,9.0,23.0,14.0,,150.0,6.0,356.0,,2.0,25.0,23.0,42.0,1.0,512.0,,0.0,16.0,23.0,7.0,16.0,2.0,716.0,,9.0,13.0,9.0,18.0,0.0
360697,23.0,2012-01-31 20:00:00,43,Man City,Away,241.0,21.0,4.0,9.0,5.0,1.0,,283.0,5.0,,4.0,8.0,18.0,39.0,515.0,,1.0,31.0,4.0,16.0,16.0,1.0,,1.0,,,,,,,,,,17.0,,,1.0,,,1.0,7.0,4.0,,,,66.0,70.0,,,,3.0,10.0,4.0,1.0,9.0,14.0,7.0,,15.0,,43.0,61.0,3.0,4.0,2.0,,,81.0,9.0,12.0,,,3.0,2.0,,214.0,,,,,,,8.0,,,,1.0,,,,,10.0,2.0,17.0,14.0,,4.0,154.0,103.0,61.0,3.0,,7.0,10.0,3.0,,,,4.0,5.0,,71.0,96.0,24.0,,,,,,183.0,170.0,3.0,23.0,39.0,67.6,1.0,,,0.0,,,,174.0,2.0,,,,,1.0,8.0,,3.0,134.0,,17.0,261.0,36.0,17.0,15.0,9.0,32.0,23.0,1.0,191.0,12.0,379.0,1.0,,24.0,18.0,55.0,5.0,608.0,,0.0,21.0,29.0,7.0,34.0,2.0,849.0,,12.0,4.0,9.0,19.0,0.0
360702,24.0,2012-02-04 17:30:00,43,Man City,Home,224.0,11.0,,5.0,5.0,,,223.0,4.0,1.0,6.0,3.0,21.0,16.0,442.0,,,10.0,4.0,8.0,9.0,,,2.0,,1.0,,1.0,,,,,,13.0,1.0,,,,,,4.0,9.0,,,,81.0,65.0,1.0,,2.0,3.0,7.0,7.0,,4.0,11.0,4.0,,10.0,2.0,39.0,40.0,3.0,10.0,5.0,,,50.0,10.0,7.0,2.0,,2.0,,1.0,161.0,1.0,,1.0,1.0,,,5.0,,,1.0,,,,,2.0,9.0,,23.0,19.0,,6.0,128.0,68.0,41.0,6.0,,3.0,7.0,4.0,,,,3.0,5.0,,77.0,43.0,17.0,,,,,1.0,124.0,116.0,3.0,20.0,32.0,46.9,,,,0.0,,,,137.0,2.0,3.0,,,,2.0,5.0,2.0,3.0,120.0,,10.0,232.0,21.0,18.0,17.0,3.0,18.0,15.0,2.0,147.0,3.0,293.0,,1.0,13.0,21.0,30.0,1.0,507.0,3.0,0.0,16.0,18.0,8.0,11.0,1.0,696.0,,10.0,7.0,4.0,10.0,0.0
360709,25.0,2012-02-12 16:00:00,43,Man City,Away,225.0,17.0,3.0,6.0,3.0,1.0,1.0,255.0,1.0,1.0,5.0,4.0,30.0,32.0,474.0,1.0,1.0,26.0,21.0,18.0,12.0,2.0,,,,1.0,,1.0,,,,,,12.0,,,,,1.0,1.0,5.0,4.0,,,,71.0,65.0,2.0,1.0,1.0,3.0,3.0,4.0,,8.0,15.0,2.0,1.0,13.0,1.0,51.0,63.0,3.0,11.0,3.0,,,78.0,6.0,15.0,,,4.0,1.0,1.0,211.0,1.0,,1.0,,1.0,,5.0,,,,1.0,,,,,14.0,1.0,9.0,8.0,1.0,5.0,136.0,95.0,55.0,5.0,,6.0,9.0,7.0,,,,3.0,3.0,,89.0,79.0,15.0,,,,,,183.0,168.0,5.0,15.0,36.0,63.9,1.0,,1.0,0.0,,,,163.0,3.0,,,,,,8.0,,3.0,115.0,,15.0,257.0,34.0,26.0,19.0,6.0,24.0,18.0,,162.0,4.0,348.0,1.0,1.0,30.0,33.0,53.0,2.0,581.0,2.0,0.0,18.0,18.0,6.0,29.0,0.0,796.0,,11.0,12.0,8.0,12.0,0.0
360722,26.0,2012-02-25 17:30:00,43,Man City,Home,269.0,38.0,4.0,11.0,7.0,1.0,,434.0,3.0,2.0,11.0,2.0,37.0,65.0,692.0,1.0,1.0,20.0,6.0,12.0,20.0,3.0,,2.0,,,1.0,1.0,,,,,,22.0,,,,,,,1.0,4.0,,,,128.0,48.0,3.0,2.0,3.0,1.0,7.0,1.0,,10.0,19.0,6.0,,6.0,1.0,25.0,42.0,1.0,9.0,7.0,,,81.0,8.0,10.0,3.0,,5.0,3.0,1.0,197.0,2.0,,2.0,2.0,,,4.0,,,2.0,,,,,2.0,16.0,,17.0,12.0,,11.0,221.0,88.0,71.0,3.0,,11.0,14.0,9.0,,,,4.0,2.0,,147.0,143.0,25.0,,,,,,115.0,105.0,4.0,17.0,16.0,77.7,,,,0.0,,,,202.0,,1.0,,,5.0,2.0,12.0,,3.0,208.0,,25.0,277.0,48.0,19.0,13.0,7.0,35.0,28.0,2.0,243.0,2.0,506.0,,2.0,11.0,37.0,75.0,2.0,748.0,2.0,0.0,28.0,13.0,5.0,20.0,0.0,944.0,,8.0,7.0,10.0,10.0,0.0
360732,27.0,2012-03-03 15:00:00,43,Man City,Home,255.0,17.0,,,,3.0,,274.0,3.0,1.0,10.0,3.0,33.0,29.0,529.0,2.0,3.0,12.0,6.0,4.0,18.0,,,1.0,,1.0,,1.0,,,,,,21.0,,,,,,,6.0,2.0,,,,90.0,63.0,6.0,6.0,1.0,1.0,4.0,9.0,,7.0,5.0,2.0,,11.0,1.0,48.0,38.0,1.0,13.0,11.0,,,63.0,14.0,7.0,1.0,,1.0,,1.0,206.0,1.0,,1.0,1.0,,,5.0,,,1.0,1.0,,,,,17.0,1.0,21.0,20.0,1.0,10.0,147.0,89.0,59.0,4.0,,8.0,11.0,8.0,,,,,2.0,,42.0,86.0,26.0,,,,,,126.0,118.0,3.0,26.0,22.0,64.4,,,,0.0,,,,153.0,3.0,2.0,,,1.0,1.0,12.0,,3.0,124.0,,19.0,264.0,38.0,21.0,18.0,6.0,13.0,7.0,1.0,159.0,4.0,345.0,1.0,1.0,11.0,35.0,45.0,2.0,596.0,3.0,0.0,24.0,17.0,14.0,13.0,0.0,788.0,,12.0,10.0,7.0,11.0,0.0
360747,28.0,2012-03-11 14:00:00,43,Man City,Away,121.0,11.0,4.0,6.0,2.0,2.0,,244.0,2.0,,3.0,4.0,15.0,13.0,359.0,,2.0,13.0,10.0,5.0,14.0,4.0,,,,,,,,1.0,,,,12.0,,,,,,,7.0,5.0,,,,60.0,49.0,,,,5.0,9.0,3.0,,9.0,14.0,2.0,,10.0,2.0,41.0,39.0,5.0,14.0,4.0,,,57.0,15.0,9.0,,,2.0,1.0,,139.0,,,,,,,8.0,,,,,,,,1.0,8.0,,28.0,20.0,1.0,3.0,114.0,72.0,41.0,7.0,,6.0,12.0,6.0,,,,1.0,2.0,,59.0,42.0,21.0,,1.0,1.0,1.0,,135.0,127.0,4.0,14.0,27.0,44.6,,,,0.0,,,,117.0,2.0,2.0,,,,,7.0,3.0,3.0,109.0,,18.0,133.0,23.0,22.0,10.0,6.0,23.0,17.0,,144.0,6.0,320.0,,,18.0,16.0,28.0,1.0,430.0,,0.0,22.0,19.0,12.0,19.0,2.0,646.0,,10.0,6.0,9.0,15.0,0.0
360753,29.0,2012-03-21 19:45:00,43,Man City,Home,183.0,19.0,2.0,4.0,2.0,4.0,,311.0,4.0,,2.0,4.0,24.0,38.0,490.0,1.0,1.0,20.0,13.0,6.0,12.0,,,,,1.0,,1.0,,,,,,16.0,1.0,,1.0,,,,4.0,3.0,,,,98.0,58.0,1.0,1.0,2.0,2.0,7.0,7.0,,11.0,18.0,9.0,,12.0,1.0,47.0,47.0,2.0,15.0,11.0,,,72.0,10.0,7.0,1.0,1.0,2.0,,1.0,182.0,1.0,,1.0,1.0,,,7.0,,,1.0,1.0,,,,2.0,13.0,2.0,20.0,15.0,,2.0,146.0,70.0,54.0,4.0,1.0,7.0,6.0,5.0,,,,3.0,1.0,,110.0,69.0,24.0,,,,,1.0,155.0,150.0,3.0,22.0,28.0,60.4,1.0,,,0.0,,,,134.0,1.0,,,,,,9.0,1.0,3.0,159.0,,13.0,194.0,35.0,20.0,23.0,11.0,38.0,27.0,,202.0,5.0,404.0,1.0,,17.0,27.0,53.0,,560.0,3.0,0.0,21.0,18.0,9.0,25.0,1.0,791.0,,17.0,16.0,11.0,12.0,0.0
360765,30.0,2012-03-24 17:30:00,43,Man City,Away,200.0,10.0,2.0,9.0,7.0,5.0,1.0,231.0,9.0,1.0,4.0,7.0,20.0,14.0,422.0,1.0,2.0,17.0,15.0,16.0,12.0,,,,,,,1.0,,,,,,15.0,,,,,,,5.0,6.0,,,,80.0,43.0,2.0,2.0,,4.0,5.0,7.0,1.0,7.0,9.0,8.0,,12.0,,51.0,59.0,4.0,19.0,13.0,,,59.0,14.0,15.0,,,4.0,3.0,1.0,167.0,1.0,,,1.0,,,16.0,,,1.0,1.0,,,,1.0,20.0,,10.0,6.0,1.0,4.0,125.0,80.0,45.0,5.0,1.0,5.0,8.0,6.0,,,,1.0,1.0,,68.0,55.0,30.0,,,,,,148.0,136.0,,17.0,17.0,67.5,,,,0.0,,,,132.0,2.0,,1.0,,2.0,,5.0,,3.0,102.0,,13.0,219.0,18.0,31.0,7.0,5.0,25.0,20.0,,138.0,9.0,310.0,2.0,1.0,24.0,23.0,35.0,,504.0,1.0,0.0,16.0,25.0,8.0,18.0,2.0,710.0,,13.0,3.0,7.0,18.0,0.0
360773,31.0,2012-03-31 15:00:00,43,Man City,Home,140.0,20.0,4.0,7.0,4.0,,,321.0,2.0,,2.0,1.0,22.0,32.0,454.0,1.0,2.0,30.0,6.0,4.0,11.0,3.0,,1.0,,2.0,2.0,4.0,,,,,,15.0,1.0,,,,,2.0,5.0,4.0,,,,63.0,56.0,1.0,1.0,1.0,2.0,11.0,1.0,,17.0,21.0,14.0,1.0,11.0,,41.0,33.0,2.0,14.0,9.0,,1.0,79.0,12.0,14.0,2.0,,6.0,,4.0,173.0,2.0,,,2.0,,,4.0,,,2.0,1.0,,,,,13.0,,21.0,13.0,,2.0,149.0,56.0,43.0,5.0,,6.0,10.0,7.0,,,,2.0,2.0,,78.0,78.0,32.0,,,,,1.0,157.0,150.0,2.0,20.0,32.0,64.1,,,,0.0,,,,142.0,,,,,,1.0,8.0,1.0,3.0,167.0,,16.0,158.0,33.0,21.0,14.0,12.0,46.0,35.0,1.0,212.0,6.0,415.0,1.0,,6.0,27.0,43.0,2.0,527.0,3.0,0.0,26.0,12.0,10.0,30.0,1.0,751.0,,10.0,3.0,17.0,10.0,0.0
360779,32.0,2012-04-08 16:00:00,43,Man City,Away,125.0,16.0,3.0,5.0,2.0,3.0,,103.0,1.0,,5.0,2.0,7.0,14.0,223.0,,,18.0,12.0,13.0,2.0,2.0,,,,,,1.0,,1.0,,,,2.0,,,,,,,10.0,3.0,,,,46.0,57.0,1.0,1.0,,5.0,3.0,11.0,1.0,6.0,5.0,3.0,,20.0,2.0,64.0,54.0,5.0,21.0,11.0,1.0,,47.0,16.0,12.0,,,3.0,2.0,1.0,133.0,,,,,,,9.0,,,,1.0,,,,2.0,22.0,,23.0,15.0,,5.0,54.0,68.0,27.0,7.0,,2.0,2.0,,,,,3.0,3.0,,36.0,33.0,11.0,,,,,,165.0,143.0,1.0,25.0,24.0,35.5,,,2.0,0.0,,,,64.0,3.0,1.0,,1.0,,,3.0,1.0,3.0,53.0,,4.0,146.0,30.0,43.0,19.0,6.0,16.0,10.0,,84.0,6.0,167.0,1.0,,22.0,9.0,40.0,5.0,297.0,,1.0,6.0,17.0,6.0,25.0,3.0,528.0,,8.0,12.0,6.0,11.0,0.0
360793,33.0,2012-04-11 19:45:00,43,Man City,Home,254.0,17.0,1.0,5.0,4.0,1.0,,393.0,3.0,,4.0,2.0,33.0,37.0,642.0,1.0,4.0,19.0,3.0,6.0,14.0,1.0,,,,,,,,,,,,18.0,,,,,,,3.0,2.0,,,,90.0,66.0,4.0,1.0,3.0,,7.0,4.0,,6.0,10.0,1.0,,14.0,,35.0,37.0,,7.0,2.0,,,79.0,8.0,10.0,3.0,,,,,218.0,4.0,,3.0,4.0,,,7.0,,,4.0,,,,,,6.0,,20.0,15.0,1.0,4.0,199.0,79.0,58.0,2.0,1.0,5.0,14.0,7.0,,,,1.0,2.0,,99.0,71.0,29.0,,,,,,139.0,135.0,5.0,27.0,28.0,64.9,,,,0.0,,,,214.0,,1.0,,,1.0,,5.0,,3.0,180.0,,19.0,272.0,33.0,11.0,12.0,6.0,17.0,11.0,,223.0,6.0,466.0,,,12.0,34.0,52.0,1.0,721.0,1.0,0.0,19.0,15.0,11.0,22.0,0.0,893.0,,14.0,6.0,6.0,12.0,0.0
360804,34.0,2012-04-14 12:45:00,43,Man City,Away,195.0,20.0,2.0,4.0,2.0,3.0,,281.0,1.0,,6.0,6.0,24.0,20.0,472.0,,5.0,11.0,2.0,5.0,14.0,1.0,,,,,,,,,,,,19.0,,,1.0,,1.0,1.0,8.0,8.0,,,,80.0,72.0,2.0,1.0,3.0,6.0,7.0,6.0,1.0,5.0,7.0,2.0,,14.0,1.0,30.0,55.0,6.0,16.0,7.0,1.0,,66.0,5.0,10.0,5.0,,1.0,,,176.0,4.0,,2.0,4.0,,,9.0,,,6.0,1.0,,,,,24.0,2.0,20.0,15.0,1.0,6.0,149.0,84.0,47.0,3.0,1.0,4.0,15.0,11.0,,,,6.0,2.0,,82.0,49.0,26.0,,,,,,162.0,139.0,3.0,26.0,33.0,52.6,2.0,,2.0,0.0,,,,152.0,3.0,2.0,,,,,5.0,1.0,3.0,138.0,,19.0,214.0,38.0,39.0,22.0,4.0,13.0,9.0,,182.0,7.0,356.0,1.0,,19.0,26.0,42.0,4.0,557.0,1.0,0.0,23.0,22.0,23.0,14.0,2.0,789.0,,10.0,18.0,5.0,19.0,0.0
360818,35.0,2012-04-22 16:00:00,43,Man City,Away,166.0,23.0,1.0,2.0,1.0,,,221.0,2.0,,3.0,,12.0,22.0,385.0,3.0,7.0,19.0,4.0,8.0,11.0,1.0,,,,,,,,,,,,15.0,,,,,,1.0,2.0,4.0,,,,67.0,66.0,4.0,3.0,2.0,4.0,4.0,4.0,,4.0,10.0,1.0,,11.0,2.0,34.0,49.0,4.0,22.0,11.0,,,63.0,12.0,6.0,1.0,,1.0,1.0,,168.0,2.0,,2.0,1.0,1.0,,6.0,,,1.0,1.0,,,,2.0,19.0,,12.0,10.0,,3.0,112.0,85.0,44.0,7.0,1.0,6.0,8.0,5.0,,,,1.0,2.0,,65.0,64.0,23.0,,,,,,140.0,127.0,6.0,29.0,23.0,48.2,,,,0.0,,,,116.0,1.0,2.0,,,,,8.0,,3.0,104.0,,14.0,183.0,30.0,35.0,15.0,4.0,16.0,12.0,,143.0,1.0,296.0,1.0,,22.0,12.0,46.0,4.0,463.0,4.0,0.0,17.0,25.0,12.0,23.0,1.0,662.0,,5.0,10.0,4.0,18.0,0.0
360821,36.0,2012-04-30 20:00:00,43,Man City,Home,131.0,19.0,1.0,1.0,,3.0,,248.0,4.0,2.0,3.0,5.0,18.0,25.0,378.0,1.0,2.0,24.0,8.0,12.0,13.0,1.0,,1.0,,,,,,,,,,11.0,,,,,,,4.0,1.0,,,,76.0,52.0,1.0,1.0,,6.0,5.0,1.0,,8.0,16.0,1.0,1.0,27.0,,57.0,58.0,6.0,16.0,3.0,,,49.0,11.0,14.0,,,2.0,2.0,,164.0,1.0,1.0,1.0,,1.0,,8.0,,,,1.0,,,,,7.0,,18.0,16.0,,3.0,107.0,85.0,54.0,8.0,,7.0,8.0,3.0,,,,3.0,,,84.0,85.0,16.0,,,,,,170.0,157.0,,21.0,25.0,52.5,,,2.0,0.0,,,,102.0,,,,,1.0,1.0,7.0,,3.0,128.0,,15.0,143.0,29.0,29.0,24.0,7.0,26.0,19.0,1.0,162.0,8.0,332.0,2.0,2.0,20.0,19.0,46.0,1.0,449.0,4.0,0.0,15.0,18.0,5.0,26.0,3.0,690.0,,17.0,14.0,8.0,13.0,0.0
360836,37.0,2012-05-06 13:30:00,43,Man City,Away,161.0,24.0,1.0,3.0,2.0,2.0,1.0,256.0,3.0,1.0,2.0,3.0,20.0,23.0,414.0,1.0,3.0,12.0,7.0,4.0,12.0,2.0,,1.0,,1.0,1.0,2.0,,1.0,,,,16.0,,,,,,1.0,8.0,7.0,,,,58.0,77.0,4.0,4.0,1.0,3.0,5.0,4.0,,6.0,11.0,3.0,,21.0,2.0,45.0,46.0,3.0,15.0,7.0,,,61.0,8.0,12.0,,,4.0,2.0,2.0,170.0,2.0,,2.0,2.0,,1.0,7.0,,,2.0,,,,,1.0,16.0,,18.0,13.0,,2.0,135.0,75.0,42.0,2.0,2.0,7.0,9.0,8.0,,,,7.0,1.0,,69.0,54.0,25.0,,,,,,163.0,151.0,4.0,36.0,32.0,56.3,,,1.0,0.0,,,,138.0,2.0,1.0,,,2.0,1.0,8.0,1.0,3.0,121.0,,16.0,183.0,37.0,27.0,16.0,4.0,20.0,16.0,2.0,165.0,5.0,338.0,,1.0,22.0,23.0,41.0,3.0,501.0,2.0,0.0,21.0,20.0,9.0,15.0,3.0,715.0,,9.0,10.0,6.0,12.0,0.0
360841,38.0,2012-05-13 15:00:00,43,Man City,Home,126.0,13.0,7.0,12.0,6.0,1.0,,537.0,,4.0,3.0,,19.0,40.0,651.0,1.0,,29.0,2.0,6.0,24.0,5.0,10.0,,,1.0,,4.0,,,,1.0,,27.0,,,,,,2.0,2.0,1.0,27.0,17.0,,80.0,56.0,5.0,3.0,2.0,,19.0,1.0,,19.0,33.0,18.0,1.0,15.0,1.0,29.0,34.0,,3.0,2.0,1.0,,69.0,4.0,6.0,1.0,,5.0,1.0,4.0,194.0,3.0,1.0,2.0,2.0,1.0,,,,,2.0,,,,,,3.0,,11.0,9.0,,3.0,204.0,54.0,45.0,,,8.0,24.0,15.0,704.0,,,,3.0,,125.0,155.0,93.0,,,,,,145.0,143.0,7.0,20.0,26.0,81.3,,3.0,,0.0,,,,232.0,,1.0,1.0,,,,10.0,1.0,3.0,326.0,645.0,32.0,132.0,17.0,5.0,14.0,16.0,67.0,52.0,,369.0,3.0,645.0,,4.0,4.0,20.0,45.0,1.0,710.0,1.0,0.0,44.0,15.0,3.0,30.0,1.0,938.0,76.0,2.0,7.0,19.0,13.0,0.0
