matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgRight,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenMiss,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2128391,11.0,2020-12-05 15:00:00,43,Man City,Home,316.0,19.0,1.0,2.0,1.0,,1.0,398.0,5.0,,4.0,1.0,11.0,16.0,712.0,,1.0,20.0,9.0,8.0,7.0,2.0,2.0,1.0,0.0,,,,,,,,,1.0,11.0,1.0,,,1.0,,,1.0,2.0,4.0,2.0,13.0,2.0,,110.0,60.0,5.0,4.0,2.0,,11.0,2.0,19.0,,9.0,4.0,3.0,0.0,10.0,,52.0,42.0,,7.0,3.0,,,32.0,61.0,7.0,5.0,,,2.0,1.0,,176.0,1.0,,1.0,1.0,,,7.0,,,1.0,,,,,,3.0,1.0,13.0,13.0,3.0,0.0,4.0,265.0,83.0,66.0,3.0,2.0,5.0,5.0,5.0,773.0,,,1.0,2.0,0.0,79.0,94.0,30.0,,,,,1.0,121.0,121.0,6.0,24.0,25.0,68.9,1.0,,,,11.0,0.0,,,,242.0,1.0,,1.0,,1.0,8.0,,0.0,,14.0,139.0,694.0,4.0,10.0,334.0,31.0,7.0,19.0,3.0,11.0,8.0,1.0,187.0,1.0,470.0,,,7.0,12.0,33.0,1.0,793.0,2.0,0.0,15.0,17.0,1.0,22.0,0.0,954.0,37.0,9.0,0.0,12.0,9.0,11.0,0.0
2128402,12.0,2020-12-12 17:30:00,43,Man City,Away,278.0,26.0,,1.0,1.0,,,226.0,3.0,,5.0,5.0,1.0,36.0,503.0,,1.0,17.0,10.0,8.0,6.0,1.0,,,0.0,,,,1.0,,,,,,8.0,0.0,,,,,,,5.0,7.0,4.0,6.0,3.0,,86.0,57.0,3.0,3.0,,,10.0,4.0,10.0,,3.0,4.0,3.0,0.0,12.0,,49.0,40.0,,1.0,1.0,,,29.0,68.0,6.0,12.0,,,2.0,2.0,1.0,163.0,,,,,,,6.0,,,0.0,,,,,,1.0,,13.0,13.0,,0.0,5.0,172.0,63.0,43.0,4.0,0.0,2.0,5.0,2.0,560.0,,,3.0,1.0,0.0,60.0,77.0,28.0,,,,,,128.0,128.0,5.0,14.0,33.0,53.9,,,,,10.0,0.0,,,,159.0,1.0,1.0,2.0,,,3.0,,0.0,1.0,13.0,106.0,486.0,2.0,7.0,304.0,42.0,1.0,25.0,2.0,11.0,9.0,,145.0,4.0,287.0,,,16.0,1.0,61.0,2.0,580.0,,0.0,9.0,6.0,1.0,21.0,1.0,726.0,22.0,11.0,0.0,14.0,3.0,4.0,0.0
2128415,13.0,2020-12-15 20:00:00,43,Man City,Home,178.0,18.0,5.0,9.0,4.0,,,509.0,5.0,1.0,3.0,2.0,4.0,25.0,678.0,1.0,,20.0,15.0,19.0,15.0,4.0,6.0,1.0,,1.0,,1.0,2.0,1.0,,,,,18.0,,,,,,,,2.0,4.0,2.0,17.0,9.0,,103.0,52.0,3.0,3.0,1.0,1.0,17.0,8.0,6.0,,13.0,9.0,10.0,,7.0,1.0,38.0,47.0,1.0,10.0,5.0,,,36.0,96.0,5.0,8.0,,,4.0,1.0,2.0,172.0,1.0,,1.0,1.0,,,5.0,,,1.0,,,,,,5.0,,8.0,8.0,1.0,,3.0,228.0,57.0,48.0,2.0,1.0,9.0,11.0,7.0,737.0,,,,2.0,1.0,109.0,109.0,53.0,,,,,,132.0,132.0,4.0,18.0,27.0,77.2,,2.0,,,17.0,0.0,,,,249.0,1.0,,1.0,,1.0,11.0,2.0,,2.0,19.0,257.0,664.0,6.0,20.0,197.0,34.0,10.0,15.0,12.0,32.0,20.0,1.0,306.0,1.0,587.0,,1.0,4.0,4.0,33.0,3.0,752.0,1.0,0.0,26.0,11.0,,20.0,2.0,932.0,47.0,17.0,,9.0,13.0,4.0,0.0
2128423,14.0,2020-12-19 15:00:00,43,Man City,Away,261.0,20.0,1.0,1.0,1.0,1.0,,206.0,4.0,,6.0,3.0,9.0,20.0,466.0,,,20.0,9.0,14.0,8.0,,2.0,2.0,,,,,,,,,,,9.0,,,,,,,,4.0,7.0,2.0,5.0,6.0,,108.0,62.0,1.0,1.0,,2.0,21.0,2.0,9.0,,6.0,5.0,2.0,,11.0,2.0,54.0,52.0,2.0,18.0,10.0,,,32.0,66.0,11.0,8.0,,,2.0,,,193.0,1.0,,1.0,1.0,,,6.0,,,1.0,1.0,,,,1.0,10.0,,11.0,11.0,2.0,,6.0,122.0,67.0,39.0,6.0,1.0,3.0,6.0,5.0,524.0,,,3.0,1.0,,64.0,51.0,16.0,,,,,,132.0,132.0,2.0,23.0,30.0,51.7,,,,1.0,21.0,0.0,,,,124.0,2.0,1.0,3.0,,2.0,4.0,,,1.0,19.0,93.0,449.0,7.0,9.0,281.0,36.0,18.0,31.0,3.0,9.0,7.0,2.0,129.0,4.0,275.0,1.0,,15.0,9.0,46.0,2.0,547.0,1.0,0.0,11.0,14.0,1.0,22.0,2.0,744.0,19.0,12.0,,16.0,6.0,7.0,0.0
2128432,15.0,2020-12-26 20:00:00,43,Man City,Home,344.0,19.0,2.0,1.0,,,,438.0,2.0,,3.0,2.0,3.0,27.0,781.0,,,16.0,15.0,10.0,7.0,1.0,,2.0,,,,,,,,,,1.0,10.0,,,,,,1.0,1.0,4.0,4.0,3.0,8.0,3.0,,144.0,50.0,6.0,5.0,2.0,,21.0,3.0,4.0,1.0,7.0,4.0,2.0,,6.0,2.0,35.0,42.0,,15.0,10.0,,,27.0,78.0,5.0,12.0,1.0,,3.0,,,205.0,1.0,,1.0,1.0,,,2.0,,,2.0,,,,,,10.0,1.0,8.0,8.0,1.0,,3.0,256.0,79.0,63.0,3.0,1.0,2.0,7.0,6.0,842.0,,,2.0,1.0,,129.0,97.0,37.0,,,,,,119.0,119.0,8.0,19.0,19.0,75.1,1.0,,,,21.0,0.0,,,,257.0,1.0,1.0,2.0,,2.0,2.0,,,3.0,11.0,169.0,761.0,6.0,10.0,370.0,38.0,15.0,17.0,6.0,11.0,6.0,2.0,209.0,1.0,503.0,,,8.0,4.0,48.0,1.0,862.0,,0.0,11.0,8.0,,17.0,2.0,1012.0,40.0,14.0,,12.0,7.0,5.0,0.0
2128440,16.0,2021-02-17 20:15:00,43,Man City,Away,288.0,28.0,2.0,3.0,1.0,3.0,,396.0,2.0,,6.0,1.0,8.0,30.0,681.0,,1.0,17.0,16.0,14.0,9.0,1.0,3.0,,,,,,,,,,,,13.0,,,,,,,,3.0,3.0,,10.0,6.0,,134.0,64.0,1.0,1.0,,,16.0,5.0,5.0,,10.0,8.0,7.0,,9.0,,46.0,48.0,,6.0,5.0,,,22.0,59.0,8.0,8.0,1.0,,1.0,,,195.0,2.0,,1.0,2.0,,,2.0,,,2.0,,,,,,5.0,,4.0,4.0,,,6.0,213.0,76.0,62.0,,2.0,4.0,8.0,7.0,741.0,,,,1.0,,95.0,93.0,35.0,,,,,,130.0,130.0,3.0,29.0,26.0,70.4,,,,,16.0,0.0,,,,213.0,1.0,,1.0,,,4.0,,,2.0,13.0,182.0,667.0,6.0,12.0,309.0,43.0,6.0,24.0,8.0,23.0,15.0,,223.0,3.0,469.0,,,9.0,9.0,46.0,,755.0,1.0,0.0,16.0,11.0,4.0,20.0,1.0,923.0,43.0,14.0,,15.0,10.0,6.0,0.0
2128448,17.0,2021-01-03 16:30:00,43,Man City,Away,256.0,21.0,1.0,2.0,1.0,,1.0,234.0,7.0,,4.0,2.0,5.0,19.0,488.0,,1.0,15.0,7.0,14.0,10.0,2.0,1.0,2.0,,,,,1.0,,,,,,15.0,,,,,,1.0,1.0,6.0,5.0,4.0,14.0,4.0,,98.0,47.0,5.0,4.0,2.0,2.0,13.0,4.0,16.0,,3.0,5.0,,,4.0,,43.0,52.0,2.0,17.0,10.0,,,28.0,42.0,10.0,11.0,2.0,1.0,2.0,1.0,1.0,163.0,2.0,,2.0,2.0,,1.0,8.0,,,3.0,,,,,,10.0,1.0,15.0,15.0,3.0,,4.0,141.0,60.0,48.0,5.0,1.0,7.0,7.0,6.0,531.0,,,5.0,1.0,,57.0,82.0,16.0,,,,,,94.0,94.0,4.0,22.0,16.0,45.4,1.0,,,,13.0,0.0,,,,152.0,1.0,,1.0,1.0,2.0,8.0,,,3.0,13.0,90.0,467.0,7.0,14.0,283.0,35.0,17.0,16.0,1.0,7.0,6.0,2.0,115.0,2.0,278.0,,,10.0,5.0,36.0,,554.0,,0.0,18.0,18.0,1.0,18.0,1.0,720.0,28.0,7.0,,9.0,3.0,10.0,0.0
2128465,18.0,2021-01-13 18:00:00,43,Man City,Home,255.0,34.0,3.0,4.0,2.0,2.0,,401.0,3.0,,5.0,3.0,8.0,33.0,652.0,,,15.0,10.0,16.0,9.0,2.0,3.0,1.0,,,,,,,,,,,11.0,,1.0,,,1.0,,1.0,2.0,2.0,3.0,13.0,3.0,,137.0,63.0,3.0,4.0,,1.0,20.0,6.0,11.0,,8.0,10.0,5.0,,8.0,,46.0,61.0,1.0,13.0,7.0,,,24.0,69.0,4.0,11.0,1.0,,2.0,,,202.0,1.0,,,1.0,,,4.0,,,1.0,1.0,,,,,7.0,1.0,13.0,13.0,,,5.0,190.0,66.0,53.0,4.0,,2.0,10.0,6.0,705.0,,,1.0,2.0,,144.0,99.0,31.0,,,,,1.0,125.0,125.0,7.0,22.0,29.0,65.1,1.0,,,,20.0,0.0,,,,197.0,,1.0,1.0,,1.0,4.0,,,2.0,15.0,197.0,635.0,12.0,12.0,276.0,52.0,13.0,31.0,6.0,20.0,15.0,1.0,235.0,2.0,470.0,1.0,,15.0,8.0,54.0,2.0,726.0,1.0,0.0,16.0,16.0,1.0,15.0,0.0,923.0,45.0,10.0,,18.0,8.0,10.0,0.0
2128472,19.0,2021-01-17 19:15:00,43,Man City,Home,250.0,35.0,4.0,7.0,3.0,1.0,,432.0,2.0,,4.0,4.0,10.0,29.0,675.0,,,19.0,12.0,14.0,4.0,2.0,7.0,,1.0,1.0,,,2.0,,,,,,4.0,,,,,,,,4.0,1.0,1.0,7.0,6.0,,118.0,51.0,1.0,,1.0,,21.0,4.0,4.0,,11.0,8.0,11.0,2.0,9.0,,39.0,45.0,,4.0,1.0,,,24.0,78.0,9.0,6.0,1.0,1.0,3.0,,2.0,152.0,1.0,,1.0,,1.0,,2.0,,,,1.0,,,,1.0,1.0,,8.0,8.0,1.0,,4.0,233.0,48.0,41.0,1.0,1.0,1.0,6.0,6.0,737.0,,,1.0,1.0,,94.0,104.0,34.0,,,,,,131.0,131.0,6.0,15.0,26.0,72.2,,,,,21.0,0.0,,,,244.0,,,,,,3.0,,,3.0,10.0,174.0,666.0,12.0,7.0,271.0,52.0,4.0,13.0,10.0,29.0,19.0,,209.0,3.0,505.0,1.0,,12.0,11.0,48.0,,747.0,1.0,0.0,13.0,18.0,,19.0,0.0,919.0,27.0,20.0,,7.0,11.0,10.0,0.0
2128480,20.0,2021-01-26 20:15:00,43,Man City,Away,339.0,28.0,1.0,3.0,2.0,,,474.0,2.0,2.0,1.0,2.0,9.0,27.0,810.0,,,16.0,10.0,27.0,9.0,1.0,3.0,1.0,,,,,,,,,,,15.0,,,,1.0,,,,5.0,4.0,,12.0,6.0,,157.0,56.0,1.0,,2.0,,8.0,7.0,3.0,1.0,8.0,4.0,4.0,1.0,8.0,,32.0,59.0,,15.0,6.0,,,23.0,61.0,8.0,8.0,2.0,,,,,211.0,4.0,,4.0,4.0,,,2.0,,,5.0,,,,,1.0,6.0,2.0,4.0,4.0,,,1.0,246.0,91.0,75.0,3.0,2.0,4.0,10.0,7.0,877.0,,,1.0,3.0,,114.0,107.0,38.0,,,,,,123.0,123.0,5.0,18.0,32.0,77.7,1.0,,,,8.0,0.0,,,,274.0,1.0,,1.0,,1.0,4.0,1.0,,3.0,12.0,227.0,800.0,4.0,14.0,364.0,42.0,15.0,21.0,8.0,16.0,8.0,1.0,266.0,1.0,540.0,,2.0,11.0,9.0,46.0,1.0,888.0,1.0,0.0,18.0,8.0,4.0,17.0,0.0,1045.0,38.0,14.0,,16.0,8.0,5.0,0.0
2128492,21.0,2021-01-30 15:00:00,43,Man City,Home,283.0,16.0,3.0,5.0,2.0,,,451.0,2.0,,4.0,3.0,7.0,51.0,729.0,,,18.0,14.0,14.0,5.0,3.0,2.0,1.0,,,,,,,,,,,8.0,,,,,,,,3.0,,4.0,6.0,4.0,,150.0,47.0,2.0,1.0,1.0,,14.0,4.0,4.0,,10.0,7.0,4.0,,7.0,,40.0,44.0,,6.0,3.0,,,27.0,82.0,7.0,10.0,1.0,2.0,3.0,3.0,,187.0,1.0,,1.0,1.0,,,3.0,,,1.0,,,,,,3.0,,4.0,4.0,,,4.0,220.0,90.0,75.0,,,1.0,8.0,5.0,790.0,,,1.0,2.0,,137.0,159.0,33.0,,,,,,119.0,119.0,3.0,14.0,25.0,75.0,,,,,14.0,0.0,,,,248.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,12.0,203.0,717.0,4.0,9.0,299.0,30.0,6.0,16.0,7.0,21.0,14.0,1.0,252.0,1.0,527.0,,,16.0,8.0,73.0,,805.0,1.0,0.0,10.0,12.0,,18.0,0.0,942.0,31.0,8.0,,8.0,10.0,7.0,0.0
2128497,22.0,2021-02-03 18:00:00,43,Man City,Away,309.0,33.0,,1.0,1.0,,,430.0,2.0,1.0,7.0,,8.0,25.0,738.0,,,11.0,14.0,17.0,9.0,,,,,,,,,,,,,,13.0,,,,,,,,1.0,1.0,1.0,8.0,5.0,,129.0,46.0,2.0,1.0,2.0,,15.0,6.0,5.0,1.0,3.0,4.0,5.0,,8.0,,41.0,40.0,,13.0,7.0,,,25.0,54.0,5.0,8.0,2.0,,2.0,,,159.0,1.0,,1.0,1.0,,,3.0,,,2.0,2.0,,,,,7.0,,6.0,6.0,1.0,,7.0,252.0,59.0,43.0,1.0,,,10.0,6.0,787.0,,,,4.0,,122.0,111.0,30.0,,,,,,108.0,108.0,4.0,14.0,21.0,74.3,,,,,15.0,0.0,,,,264.0,,,,,,1.0,,,1.0,14.0,219.0,724.0,6.0,10.0,324.0,52.0,13.0,17.0,1.0,10.0,9.0,,247.0,1.0,490.0,2.0,1.0,7.0,8.0,42.0,2.0,804.0,1.0,0.0,13.0,8.0,,11.0,1.0,943.0,28.0,10.0,,8.0,3.0,7.0,0.0
2128510,23.0,2021-02-07 16:30:00,43,Man City,Away,261.0,27.0,,,,1.0,,183.0,4.0,,4.0,2.0,8.0,22.0,444.0,,,11.0,10.0,7.0,2.0,,,,,,,,,,,,,,7.0,,1.0,,,,,,3.0,5.0,3.0,6.0,2.0,,94.0,62.0,3.0,2.0,3.0,5.0,12.0,,9.0,1.0,1.0,3.0,3.0,,9.0,,45.0,57.0,5.0,24.0,13.0,,,26.0,45.0,8.0,13.0,2.0,,4.0,,,159.0,3.0,,2.0,3.0,,,4.0,,,4.0,1.0,,,,,13.0,,15.0,15.0,2.0,,4.0,132.0,54.0,37.0,6.0,2.0,1.0,4.0,5.0,498.0,,,3.0,2.0,,89.0,44.0,14.0,1.0,1.0,1.0,,1.0,121.0,121.0,3.0,31.0,22.0,44.1,,,,1.0,12.0,0.0,,,,134.0,2.0,,2.0,1.0,,3.0,,,1.0,16.0,85.0,427.0,4.0,5.0,290.0,50.0,24.0,26.0,,6.0,6.0,,113.0,2.0,235.0,1.0,,13.0,8.0,43.0,2.0,519.0,,0.0,8.0,20.0,,11.0,1.0,703.0,19.0,18.0,,17.0,1.0,14.0,0.0
2128522,24.0,2021-02-13 17:30:00,43,Man City,Home,248.0,24.0,1.0,2.0,1.0,,,389.0,2.0,1.0,5.0,1.0,9.0,21.0,635.0,2.0,,9.0,9.0,9.0,9.0,1.0,3.0,,,,,,,,,,,,11.0,1.0,,,1.0,,,,8.0,3.0,4.0,11.0,4.0,,116.0,60.0,2.0,1.0,2.0,,11.0,5.0,20.0,,4.0,2.0,2.0,,12.0,1.0,64.0,60.0,,7.0,4.0,,1.0,30.0,56.0,12.0,13.0,,,5.0,2.0,,155.0,2.0,,2.0,2.0,,,3.0,,,2.0,,,,,,4.0,1.0,8.0,8.0,1.0,,5.0,199.0,67.0,58.0,2.0,3.0,4.0,8.0,6.0,685.0,,,2.0,1.0,,102.0,88.0,31.0,,,,,1.0,110.0,110.0,8.0,22.0,25.0,60.4,1.0,,,,11.0,0.0,,,,228.0,2.0,1.0,3.0,,,4.0,1.0,,2.0,15.0,162.0,623.0,6.0,12.0,258.0,40.0,7.0,28.0,4.0,10.0,6.0,,202.0,,450.0,,1.0,5.0,9.0,32.0,1.0,698.0,2.0,0.0,15.0,21.0,,9.0,1.0,876.0,48.0,14.0,,17.0,4.0,10.0,0.0
2128526,25.0,2021-02-21 16:30:00,43,Man City,Away,195.0,26.0,,1.0,1.0,,,337.0,4.0,1.0,3.0,2.0,7.0,28.0,531.0,,1.0,14.0,13.0,9.0,10.0,,2.0,1.0,,,,,,,,,,,13.0,,,,,,,,6.0,5.0,2.0,12.0,3.0,,119.0,47.0,2.0,2.0,1.0,1.0,9.0,6.0,10.0,,3.0,4.0,3.0,,4.0,,38.0,44.0,1.0,17.0,8.0,,1.0,24.0,71.0,9.0,11.0,1.0,,3.0,,,149.0,1.0,,1.0,1.0,,,9.0,,,1.0,,,,,1.0,8.0,,7.0,7.0,2.0,,3.0,179.0,61.0,40.0,1.0,,5.0,6.0,3.0,574.0,,,3.0,1.0,,105.0,82.0,21.0,,,,,,94.0,94.0,2.0,14.0,28.0,55.0,,,,,9.0,0.0,,,,152.0,,1.0,1.0,4.0,1.0,6.0,1.0,,1.0,15.0,146.0,514.0,3.0,11.0,211.0,47.0,17.0,23.0,,7.0,7.0,1.0,184.0,1.0,395.0,,1.0,9.0,8.0,56.0,3.0,599.0,2.0,0.0,15.0,5.0,3.0,14.0,2.0,738.0,38.0,8.0,,19.0,3.0,3.0,0.0
2128541,26.0,2021-02-27 12:30:00,43,Man City,Home,246.0,19.0,2.0,3.0,1.0,,,361.0,4.0,,5.0,,10.0,29.0,604.0,1.0,,17.0,10.0,13.0,5.0,1.0,3.0,,,,,,,,,,,,7.0,,,,,,,,5.0,6.0,3.0,5.0,5.0,,134.0,57.0,1.0,,1.0,2.0,9.0,5.0,3.0,,4.0,3.0,8.0,2.0,5.0,,32.0,41.0,2.0,10.0,6.0,,,17.0,75.0,8.0,10.0,,,4.0,2.0,,169.0,2.0,,2.0,,2.0,,4.0,,,,2.0,,,,2.0,6.0,,14.0,14.0,2.0,,6.0,186.0,61.0,43.0,2.0,,2.0,6.0,3.0,659.0,,,2.0,4.0,,88.0,88.0,25.0,,,,,,118.0,118.0,4.0,25.0,22.0,63.2,,,,,9.0,0.0,,,,186.0,1.0,1.0,2.0,,,2.0,,,3.0,5.0,171.0,590.0,3.0,8.0,263.0,26.0,10.0,16.0,4.0,17.0,13.0,,205.0,2.0,429.0,2.0,,7.0,10.0,42.0,2.0,675.0,2.0,0.0,10.0,11.0,2.0,19.0,1.0,834.0,21.0,11.0,,8.0,4.0,7.0,0.0
2128551,27.0,2021-03-07 16:30:00,43,Man City,Home,233.0,20.0,2.0,4.0,3.0,,,414.0,3.0,,5.0,,8.0,17.0,643.0,,,19.0,3.0,10.0,19.0,2.0,3.0,,,,,1.0,1.0,,,,,,19.0,,,,1.0,,,,6.0,7.0,1.0,13.0,10.0,,107.0,61.0,2.0,2.0,,,22.0,7.0,11.0,,6.0,10.0,6.0,,9.0,3.0,36.0,49.0,,7.0,3.0,,1.0,25.0,67.0,9.0,10.0,,,3.0,2.0,1.0,174.0,,,,,,,3.0,,,,1.0,,,,,3.0,1.0,14.0,14.0,3.0,,5.0,220.0,45.0,34.0,2.0,,10.0,11.0,6.0,696.0,,,2.0,1.0,,130.0,78.0,39.0,1.0,1.0,1.0,,,123.0,123.0,14.0,14.0,28.0,65.9,1.0,,,,22.0,0.0,,,,214.0,3.0,1.0,4.0,,,10.0,,,2.0,12.0,216.0,624.0,16.0,22.0,247.0,28.0,7.0,16.0,4.0,21.0,18.0,,257.0,2.0,489.0,1.0,,4.0,8.0,25.0,,715.0,,0.0,23.0,17.0,1.0,20.0,0.0,915.0,41.0,19.0,,12.0,6.0,8.0,0.0
2128559,28.0,2021-03-13 20:00:00,43,Man City,Away,260.0,21.0,,2.0,2.0,,1.0,191.0,2.0,,6.0,4.0,8.0,34.0,449.0,,1.0,18.0,10.0,8.0,3.0,,1.0,,,,,,,,,,,,5.0,1.0,,,,,,1.0,11.0,3.0,,7.0,1.0,,111.0,63.0,2.0,1.0,3.0,1.0,16.0,,12.0,,2.0,6.0,1.0,1.0,16.0,,56.0,56.0,1.0,15.0,6.0,,,32.0,38.0,13.0,13.0,2.0,,2.0,1.0,,147.0,1.0,1.0,1.0,,1.0,,3.0,,,1.0,2.0,,,,1.0,6.0,,6.0,6.0,1.0,,6.0,131.0,62.0,44.0,4.0,,,4.0,7.0,512.0,,,3.0,1.0,,57.0,66.0,16.0,,,,,1.0,130.0,130.0,7.0,25.0,25.0,53.9,,,,1.0,16.0,0.0,,,,140.0,,,,,,1.0,,,2.0,15.0,69.0,433.0,10.0,4.0,283.0,30.0,15.0,21.0,2.0,10.0,8.0,,100.0,1.0,256.0,2.0,,20.0,8.0,59.0,3.0,529.0,,0.0,8.0,20.0,1.0,19.0,0.0,724.0,24.0,15.0,,15.0,2.0,10.0,0.0
2128571,29.0,2021-03-02 20:00:00,43,Man City,Home,312.0,36.0,,2.0,2.0,,,426.0,3.0,,6.0,,6.0,38.0,736.0,,2.0,10.0,8.0,13.0,13.0,,1.0,,,,,,,,,,,,21.0,,,,,,1.0,,4.0,5.0,1.0,18.0,4.0,,149.0,60.0,2.0,3.0,2.0,1.0,9.0,8.0,12.0,2.0,10.0,10.0,9.0,,9.0,,45.0,48.0,1.0,2.0,1.0,,,20.0,78.0,9.0,5.0,3.0,,1.0,,,184.0,,,,,,,4.0,,,3.0,,,,,1.0,1.0,1.0,7.0,7.0,,,6.0,210.0,75.0,66.0,2.0,,3.0,10.0,10.0,781.0,,,3.0,1.0,,111.0,120.0,50.0,,,,,,110.0,110.0,16.0,15.0,23.0,72.1,1.0,,,,9.0,0.0,,,,255.0,,,,,,4.0,,,1.0,9.0,229.0,721.0,2.0,13.0,318.0,52.0,2.0,24.0,5.0,24.0,19.0,,276.0,,504.0,,,,7.0,47.0,3.0,798.0,1.0,0.0,22.0,14.0,3.0,11.0,0.0,954.0,58.0,4.0,,16.0,10.0,9.0,0.0
2128581,30.0,2021-04-03 17:30:00,43,Man City,Away,199.0,21.0,,4.0,4.0,1.0,1.0,307.0,3.0,,6.0,4.0,4.0,30.0,502.0,,1.0,16.0,13.0,11.0,8.0,,,,,,1.0,,1.0,,,,,,9.0,,,,1.0,,,,8.0,3.0,2.0,9.0,2.0,,97.0,60.0,3.0,2.0,1.0,1.0,18.0,1.0,19.0,,1.0,9.0,7.0,1.0,12.0,,63.0,49.0,1.0,6.0,3.0,,,24.0,63.0,12.0,13.0,,,5.0,1.0,1.0,118.0,1.0,,1.0,1.0,,,3.0,,,2.0,1.0,,,,,3.0,1.0,13.0,13.0,1.0,,6.0,165.0,62.0,48.0,1.0,1.0,5.0,4.0,4.0,553.0,,,1.0,2.0,,87.0,70.0,37.0,,,,,,121.0,121.0,12.0,12.0,30.0,56.2,1.0,,,,18.0,0.0,,,,191.0,1.0,1.0,2.0,,,6.0,,,3.0,17.0,118.0,486.0,7.0,9.0,213.0,35.0,6.0,18.0,1.0,18.0,17.0,,155.0,2.0,376.0,1.0,,9.0,4.0,44.0,1.0,571.0,,0.0,11.0,14.0,1.0,18.0,3.0,739.0,28.0,14.0,,11.0,1.0,7.0,0.0
2128591,31.0,2021-04-10 12:30:00,43,Man City,Home,168.0,14.0,1.0,8.0,7.0,,3.0,396.0,,1.0,5.0,,16.0,12.0,556.0,1.0,,21.0,11.0,12.0,18.0,4.0,4.0,1.0,,,,,1.0,,,,,,20.0,,,,,,,4.0,9.0,,2.0,14.0,15.0,,115.0,62.0,2.0,1.0,1.0,1.0,13.0,11.0,8.0,,9.0,16.0,13.0,,12.0,,47.0,52.0,1.0,6.0,2.0,,,25.0,67.0,12.0,15.0,1.0,,4.0,3.0,1.0,179.0,1.0,,1.0,1.0,,,,,,1.0,1.0,,,,,2.0,,6.0,6.0,,,5.0,163.0,38.0,25.0,3.0,,10.0,13.0,7.0,599.0,,,,2.0,,87.0,75.0,53.0,,,,,,129.0,129.0,6.0,16.0,35.0,71.1,,,,,13.0,0.0,,,,164.0,,,,1.0,1.0,11.0,1.0,,2.0,16.0,260.0,534.0,5.0,23.0,180.0,25.0,6.0,21.0,4.0,36.0,32.0,1.0,297.0,1.0,477.0,1.0,1.0,2.0,16.0,23.0,2.0,621.0,2.0,0.0,29.0,8.0,1.0,23.0,3.0,828.0,49.0,14.0,,17.0,9.0,6.0,0.0
