playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,goalAssists,goals,awayGoals,cleanSheets,successfulLaunches,homeGoals,rightFootGoals,leftFootGoals,clearancesOffTheLine,unsuccessfulLaunches,lastPlayerTackle,handballsConceded,successfulCornersIntoBox,hitWoodwork,secondGoalAssists,redCards2ndYellow,headedGoals,foulWonPenalty,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,setPiecesGoals,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,penaltiesTaken,penaltyGoals,penaltiesConceded,ownGoalScored,drops
154976,Adnan Januzaj,Midfielder,Man Utd,1,Belgium,2014-15,80.0,7.0,0.7782,0.0,7.0,5.0,12.0,1.2003,11.0,18.0,1.0,50.0,18.0,7.0,7.0,58.0,33.0,320.0,1.0,3.0,11.0,5.0,23.0,1.0,7.0,4.0,850.0,4.0,1.0,14.0,64.0,2.0,20.0,55.0,251.0,43.0,1.0,1.0,12.301,15.0,8.0,10.0,4.0,66.0,68.0,23.0,0.0,144.0,7.0,73.0,43.0,18.0,1.0,2.0,32.0,205.0,8.0,34.0,50.0,4.0,121.0,9.0,0.0,312.0,13.0,15.0,181.0,9.0,21.0,1.0,92.0,13.0,8.0,1.0,11.0,87.0,567.0,6.0,3.0,3.0,64.0,5.0,1.3408,0.0,8.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59846,Ander Herrera,Midfielder,Man Utd,1,Spain,2014-15,101.0,9.0,2.5722,0.0,13.0,7.0,3.0,2.0107,73.0,24.0,14.0,131.0,26.0,67.0,19.0,168.0,8.0,1554.0,2.0,9.0,7.0,,24.0,,9.0,1.0,1868.0,1.0,,12.0,150.0,4.0,47.0,138.0,1308.0,40.0,,2.0,20.0037,22.0,22.0,23.0,4.0,89.0,542.0,39.0,0.0,251.0,25.0,336.0,132.0,26.0,,28.0,8.0,876.0,19.0,8.0,33.0,4.0,227.0,12.0,0.0,1537.0,17.0,10.0,233.0,45.0,26.0,8.0,407.0,30.0,51.0,,78.0,269.0,1929.0,5.0,5.0,9.0,519.0,22.0,2.0433,6.0,37.0,34.0,4.0,6.0,2.0,5.0,3.0,4.0,4.0,2.0,1.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156689,Andreas Pereira,Midfielder,Man Utd,1,Brazil,2014-15,4.0,,,0.0,,,,,1.0,,,2.0,1.0,,,3.0,,6.0,,,1.0,,,,,,13.0,,,,2.0,,,2.0,3.0,,,,0.2529,,,,,4.0,,,0.0,6.0,,1.0,2.0,1.0,,,1.0,,,,2.0,,6.0,,0.0,6.0,,,5.0,1.0,1.0,,5.0,1.0,1.0,,,,13.0,,,,3.0,1.0,,0.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109322,Jesse Lingard,Midfielder,Man Utd,1,England,2014-15,1.0,,0.0052,0.0,,,,,1.0,,,4.0,1.0,1.0,1.0,4.0,3.0,13.0,,,,,,,,,24.0,,,,2.0,,3.0,2.0,9.0,,,,0.3196,,,,,1.0,,1.0,0.0,3.0,1.0,3.0,1.0,1.0,,,,8.0,,3.0,,,3.0,,0.0,13.0,,,8.0,1.0,,,5.0,1.0,1.0,,,5.0,29.0,7.0,1.0,,1.0,1.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43670,Juan Mata,Midfielder,Man Utd,1,Spain,2014-15,131.0,10.0,4.5033,0.0,8.0,12.0,4.0,6.6349,29.0,25.0,12.0,125.0,33.0,115.0,27.0,153.0,36.0,1451.0,6.0,4.0,6.0,49.0,9.0,2.0,24.0,1.0,2307.0,1.0,1.0,7.0,87.0,4.0,35.0,85.0,1191.0,69.0,,2.0,26.694,47.0,5.0,25.0,4.0,124.0,326.0,36.0,4.0,218.0,13.0,256.0,136.0,33.0,2.0,5.0,16.0,886.0,21.0,83.0,56.0,4.0,209.0,2.0,0.0,1425.0,13.0,6.0,327.0,24.0,21.0,1.0,522.0,27.0,23.0,30.0,107.0,347.0,1832.0,9.0,12.0,4.0,436.0,18.0,6.591,2.0,28.0,20.0,4.0,9.0,4.0,3.0,1.0,5.0,1.0,7.0,,5.0,,2.0,12.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,6.0,6.0,0.4193,1.0,1.0,,,
41184,Marouane Fellaini,Midfielder,Man Utd,1,Belgium,2014-15,204.0,5.0,1.971,1.0,6.0,17.0,2.0,4.5933,57.0,30.0,,156.0,27.0,54.0,19.0,170.0,9.0,1114.0,14.0,3.0,8.0,,187.0,1.0,5.0,10.0,1830.0,10.0,3.0,76.0,209.0,3.0,32.0,98.0,915.0,88.0,2.0,,21.1321,21.0,55.0,17.0,3.0,128.0,301.0,30.0,3.0,413.0,9.0,230.0,121.0,27.0,1.0,9.0,14.0,574.0,14.0,9.0,52.0,3.0,226.0,111.0,1.0,1103.0,13.0,9.0,262.0,48.0,13.0,10.0,337.0,61.0,25.0,,29.0,246.0,1473.0,7.0,5.0,3.0,375.0,24.0,4.262,5.0,14.0,30.0,,6.0,3.0,3.0,,3.0,2.0,1.0,,5.0,,8.0,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
2404,Michael Carrick,Midfielder,Man Utd,1,England,2014-15,30.0,,1.2695,0.0,4.0,4.0,,0.7963,25.0,4.0,2.0,86.0,18.0,8.0,16.0,113.0,,1089.0,,2.0,2.0,,24.0,2.0,,1.0,1454.0,1.0,,10.0,50.0,2.0,14.0,36.0,869.0,13.0,,,14.0518,6.0,36.0,10.0,2.0,20.0,310.0,10.0,0.0,80.0,4.0,325.0,94.0,18.0,2.0,6.0,1.0,497.0,8.0,,2.0,2.0,56.0,14.0,0.0,1062.0,,5.0,130.0,19.0,2.0,10.0,365.0,8.0,31.0,,107.0,89.0,1238.0,3.0,2.0,2.0,479.0,4.0,0.3714,1.0,27.0,35.0,2.0,1.0,0.0,5.0,,1.0,,,,10.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
38530,Nani,Midfielder,Man Utd,1,Portugal,2014-15,4.0,1.0,0.1075,0.0,,,,,,,,1.0,1.0,,,1.0,3.0,16.0,,,1.0,,1.0,,1.0,,45.0,,,1.0,3.0,,,3.0,15.0,,,,0.1888,,,1.0,,3.0,5.0,1.0,0.0,7.0,,3.0,2.0,1.0,,,1.0,12.0,1.0,3.0,3.0,,6.0,,0.0,16.0,,,7.0,,2.0,,3.0,,,,,5.0,27.0,1.0,,,4.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82205,Nick Powell,Midfielder,Man Utd,1,England,2014-15,6.0,,0.0124,0.0,,,,,,2.0,,2.0,3.0,,,3.0,,16.0,,,3.0,1.0,6.0,,,,40.0,,,4.0,4.0,,1.0,2.0,12.0,1.0,,,1.1027,,1.0,1.0,,2.0,3.0,1.0,0.0,10.0,,5.0,,3.0,,,1.0,10.0,1.0,1.0,1.0,,4.0,2.0,0.0,14.0,2.0,,7.0,,1.0,,5.0,,,1.0,1.0,3.0,25.0,,,,3.0,,0.0655,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43250,Tom Cleverley,Midfielder,Man Utd,1,England,2014-15,133.0,10.0,1.1475,0.0,7.0,9.0,1.0,1.6641,76.0,17.0,1.0,135.0,32.0,78.0,32.0,202.0,42.0,1496.0,,3.0,,9.0,42.0,4.0,14.0,2.0,2610.0,2.0,3.0,29.0,131.0,7.0,45.0,118.0,1221.0,30.0,1.0,2.0,37.3794,27.0,23.0,45.0,4.0,104.0,409.0,32.0,2.0,264.0,27.0,363.0,154.0,32.0,4.0,16.0,9.0,815.0,38.0,55.0,37.0,4.0,222.0,13.0,0.0,1470.0,8.0,10.0,324.0,60.0,11.0,3.0,398.0,32.0,28.0,6.0,73.0,326.0,1896.0,16.0,13.0,3.0,493.0,24.0,1.8083,7.0,67.0,42.0,,3.0,1.0,4.0,4.0,2.0,3.0,,,21.0,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
46497,Ángel Di María,Midfielder,Man Utd,1,Argentina,2014-15,117.0,23.0,4.1372,0.0,22.0,18.0,10.0,2.4104,14.0,39.0,20.0,136.0,27.0,35.0,20.0,187.0,106.0,844.0,5.0,16.0,7.0,65.0,3.0,10.0,41.0,5.0,1642.0,5.0,,3.0,81.0,2.0,50.0,81.0,590.0,72.0,1.0,1.0,21.7581,41.0,2.0,20.0,6.0,114.0,243.0,22.0,1.0,198.0,21.0,251.0,97.0,27.0,10.0,3.0,64.0,500.0,18.0,159.0,96.0,6.0,195.0,,0.0,817.0,21.0,39.0,493.0,11.0,45.0,1.0,180.0,5.0,17.0,38.0,67.0,170.0,1402.0,15.0,13.0,16.0,198.0,4.0,2.984,1.0,51.0,31.0,10.0,3.0,1.0,,1.0,2.0,1.0,2.0,,1.0,,1.0,15.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,7.0,7.0,0.3477,,,,,
