playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,catches,goalKicks,punches,successfulLaunches,savesMade,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,unsuccessfulCornersIntoBox,foulWonPenalty,unsuccessfulLayoffs,headedGoals,blocks,penaltiesSaved,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,savesFromPenalty,goalkeeperSmother,drops,lastPlayerTackle,setPiecesGoals,redCards2ndYellow,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,penaltiesTaken,penaltyGoals,penaltiesConceded,clearancesOffTheLine,secondGoalAssists,ownGoalScored
141746,Bruno Fernandes,Midfielder,Man Utd,1,Portugal,2024-25,185.0,11.0,7.9769,2.0,31.0,29.0,2.0,7.1375,84.0,65.0,31.0,269.0,36.0,10.0,71.0,35.0,373.0,74.0,2020.0,8.0,2.0,3.0,24.0,1.0,91.0,52.0,9.0,12.0,42.0,9.0,3024.0,9.0,29.0,174.0,4.0,84.0,151.0,1486.0,21.0,82.0,1.0,3.0,45.9542,81.0,30.0,43.0,7.0,156.0,528.0,40.0,1.0,359.0,29.0,5.0,706.0,213.0,36.0,12.0,8.0,34.0,,33.0,1083.0,39.0,144.0,76.0,7.0,307.0,23.0,1.0,1903.0,36.0,28.0,656.0,50.0,28.0,385.0,32.0,26.0,161.0,401.0,2781.0,18.0,5.0,3.0,24.0,23.0,606.0,22.0,2.0,10.1571,3.0,104.0,85.0,,,,8.0,,,,,,51.0,,6.0,,6.0,,,,,,,,,2.0,1.0,12.0,12.0,0.8491,3.0,3.0,,,,
61256,Casemiro,Midfielder,Man Utd,1,Brazil,2024-25,81.0,8.0,2.0018,0.0,7.0,10.0,,1.7449,83.0,25.0,9.0,148.0,24.0,,15.0,18.0,190.0,12.0,960.0,1.0,4.0,1.0,5.0,6.0,,58.0,3.0,4.0,8.0,5.0,1497.0,5.0,19.0,141.0,1.0,51.0,102.0,721.0,,43.0,,1.0,22.2897,22.0,48.0,20.0,2.0,62.0,263.0,19.0,0.0,222.0,29.0,0.0,314.0,103.0,24.0,4.0,,33.0,,3.0,392.0,19.0,12.0,13.0,2.0,164.0,39.0,0.0,943.0,15.0,3.0,235.0,50.0,3.0,275.0,20.0,14.0,49.0,108.0,1298.0,2.0,11.0,1.0,5.0,12.0,386.0,14.0,,1.88,5.0,42.0,62.0,,,,2.0,,,,,,,,2.0,1.0,10.0,,,,,,,,,,,,,,,,,,,
80607,Christian Eriksen,Midfielder,Man Utd,1,Denmark,2024-25,39.0,8.0,2.6071,0.0,7.0,2.0,1.0,0.8887,19.0,8.0,8.0,70.0,23.0,2.0,13.0,11.0,95.0,18.0,657.0,1.0,,0.0,4.0,12.0,62.0,8.0,1.0,1.0,23.0,,1059.0,,6.0,24.0,2.0,16.0,22.0,525.0,15.0,17.0,,,18.3155,29.0,8.0,16.0,3.0,33.0,166.0,3.0,0.0,63.0,10.0,1.0,202.0,62.0,23.0,1.0,1.0,10.0,,4.0,360.0,14.0,62.0,9.0,3.0,55.0,2.0,0.0,619.0,6.0,9.0,182.0,9.0,,143.0,8.0,7.0,37.0,146.0,865.0,5.0,6.0,1.0,4.0,6.0,225.0,3.0,,1.3649,4.0,25.0,23.0,,,,7.0,,,,,,36.0,,,,5.0,,,,,,,,,,,3.0,3.0,0.1706,1.0,1.0,,,,
547037,Jack Fletcher,Midfielder,Man Utd,1,England,2024-25,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559684,Jack Moorhouse,Midfielder,Man Utd,1,Ireland,2024-25,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556639,Jayce Fitzgerald,Midfielder,Man Utd,1,England,2024-25,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516895,Kobbie Mainoo,Midfielder,Man Utd,1,England,2024-25,133.0,2.0,1.7933,0.0,8.0,2.0,5.0,0.0323,46.0,7.0,2.0,91.0,25.0,,34.0,19.0,103.0,5.0,818.0,,3.0,,5.0,6.0,,50.0,2.0,1.0,2.0,1.0,1656.0,1.0,31.0,109.0,2.0,31.0,90.0,693.0,,44.0,,2.0,25.8758,14.0,12.0,27.0,3.0,102.0,210.0,21.0,0.0,242.0,14.0,,201.0,88.0,25.0,1.0,,17.0,,25.0,377.0,25.0,5.0,61.0,3.0,192.0,19.0,0.0,801.0,5.0,10.0,215.0,29.0,23.0,213.0,27.0,19.0,22.0,194.0,1150.0,6.0,11.0,1.0,5.0,2.0,340.0,14.0,2.0,0.7135,5.0,12.0,38.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
232112,Manuel Ugarte,Midfielder,Man Utd,1,Uruguay,2024-25,131.0,3.0,0.6926,0.0,7.0,4.0,3.0,0.378,77.0,12.0,2.0,82.0,29.0,2.0,19.0,22.0,102.0,4.0,897.0,1.0,,1.0,4.0,7.0,,36.0,1.0,1.0,3.0,2.0,1789.0,2.0,18.0,146.0,3.0,41.0,128.0,756.0,,16.0,,1.0,30.588,8.0,15.0,33.0,3.0,113.0,197.0,33.0,0.0,277.0,29.0,0.0,188.0,122.0,29.0,1.0,,28.0,1.0,10.0,362.0,30.0,4.0,35.0,3.0,241.0,18.0,0.0,876.0,8.0,3.0,180.0,49.0,18.0,334.0,41.0,27.0,39.0,178.0,1252.0,2.0,14.0,,4.0,3.0,436.0,25.0,1.0,1.026,11.0,20.0,35.0,,,,3.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,1.0
184341,Mason Mount,Midfielder,Man Utd,1,England,2024-25,44.0,2.0,0.5829,0.0,5.0,9.0,,1.3698,15.0,15.0,2.0,33.0,17.0,,10.0,8.0,38.0,6.0,237.0,1.0,1.0,1.0,1.0,9.0,4.0,13.0,,1.0,5.0,7.0,621.0,7.0,9.0,29.0,1.0,18.0,25.0,190.0,3.0,32.0,,,10.1635,8.0,4.0,11.0,4.0,35.0,58.0,9.0,0.0,73.0,10.0,0.0,60.0,18.0,17.0,1.0,1.0,10.0,,8.0,138.0,10.0,8.0,17.0,4.0,60.0,4.0,0.0,230.0,6.0,5.0,79.0,5.0,1.0,62.0,16.0,4.0,9.0,57.0,360.0,3.0,9.0,,1.0,1.0,66.0,14.0,,3.3134,3.0,5.0,7.0,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
618873,Sékou Koné,Midfielder,Man Utd,1,Mali,2024-25,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
