playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,expectedGoalsFreekick,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,unsuccessfulCrossesAndCorners,freekickTotal,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,cleanSheets,penaltiesConceded,penaltyGoalsConceded,rightFootGoals,blocks,throwInsToOwnPlayer,foulWonPenalty,penaltiesTaken,leftFootGoals,penaltyGoals,redCards2ndYellow,clearancesOffTheLine,hitWoodwork,secondGoalAssists,ownGoalScored,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,savesMade,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,setPiecesGoals,otherGoals
59846,Ander Herrera,Midfielder,Man Utd,1,Spain,2018-19,89.0,1.0,1.4473,0.0,,4.0,8.0,1.4108,54.0,17.0,3.0,94.0,22.0,3.0,9.0,16.0,120.0,3.0,980.0,2.0,,1.0,6.0,2.0,19.0,1.0,1.0,5.0,1404.0,5.0,,14.0,91.0,1.0,51.0,86.0,827.0,,20.0,,20.6133,12.0,7.0,21.0,18.0,3.0,75.0,221.0,20.0,180.0,32.0,313.0,114.0,22.0,1.0,26.0,5.0,457.0,17.0,,5.0,,3.0,161.0,5.0,0.0,967.0,9.0,1.0,156.0,28.0,12.0,,261.0,21.0,37.0,1.0,33.0,185.0,1258.0,7.0,1.0,14.0,404.0,17.0,,1.2984,4.0,26.0,37.0,3.0,1.0,2.0,2.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
156689,Andreas Pereira,Midfielder,Man Utd,1,Brazil,2018-19,55.0,2.0,0.5205,0.0,0.0545,5.0,2.0,0.433,8.0,3.0,1.0,49.0,15.0,1.0,4.0,6.0,62.0,5.0,353.0,1.0,1.0,4.0,9.0,6.0,16.0,1.0,3.0,,594.0,,,13.0,23.0,2.0,14.0,20.0,279.0,1.0,2.0,,11.3977,8.0,1.0,7.0,13.0,1.0,42.0,82.0,5.0,78.0,7.0,102.0,46.0,15.0,1.0,2.0,7.0,163.0,11.0,,9.0,1.0,1.0,62.0,3.0,0.0,344.0,1.0,5.0,100.0,6.0,7.0,1.0,125.0,12.0,11.0,4.0,12.0,44.0,463.0,5.0,4.0,6.0,131.0,11.0,1.0,0.2667,5.0,13.0,15.0,,,2.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
209041,Angel Gomes,Midfielder,Man Utd,1,England,2018-19,1.0,,0.0223,0.0,,,1.0,0.0466,1.0,2.0,,1.0,2.0,,,,1.0,1.0,21.0,,,,2.0,,,,,1.0,25.0,1.0,,,1.0,,,1.0,19.0,,1.0,,0.6046,,,,1.0,,1.0,7.0,,2.0,,4.0,2.0,2.0,,1.0,,13.0,1.0,,1.0,,,2.0,,0.0,21.0,1.0,,3.0,,,,5.0,,,,1.0,5.0,27.0,,,,7.0,,,0.0837,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101582,Fred,Midfielder,Man Utd,1,Brazil,2018-19,78.0,2.0,0.6779,0.0,0.0568,3.0,2.0,0.7013,29.0,14.0,3.0,83.0,17.0,1.0,11.0,13.0,105.0,5.0,769.0,1.0,1.0,3.0,4.0,4.0,16.0,1.0,5.0,,1042.0,,,13.0,60.0,3.0,42.0,57.0,604.0,1.0,12.0,,16.2694,11.0,2.0,8.0,19.0,,65.0,200.0,18.0,138.0,24.0,212.0,105.0,17.0,1.0,12.0,6.0,358.0,16.0,,8.0,1.0,,122.0,3.0,0.0,747.0,12.0,5.0,165.0,17.0,10.0,1.0,259.0,25.0,16.0,2.0,60.0,98.0,988.0,8.0,3.0,4.0,311.0,19.0,2.0,0.8459,2.0,22.0,26.0,,1.0,3.0,1.0,2.0,4.0,,,,,,,2.0,,,,,,,,,,,,,,,,
232928,James Garner,Midfielder,Man Utd,1,England,2018-19,,,,0.0,,,,,,,,1.0,1.0,,,,1.0,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,0.0,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109322,Jesse Lingard,Midfielder,Man Utd,1,England,2018-19,111.0,2.0,2.4817,0.0,,8.0,14.0,4.2488,29.0,24.0,3.0,101.0,27.0,2.0,33.0,19.0,109.0,14.0,761.0,4.0,7.0,4.0,8.0,2.0,32.0,5.0,2.0,5.0,1669.0,5.0,2.0,27.0,72.0,2.0,26.0,67.0,643.0,,52.0,1.0,23.4717,15.0,,5.0,26.0,4.0,84.0,187.0,25.0,183.0,16.0,147.0,66.0,27.0,5.0,11.0,16.0,480.0,24.0,,16.0,,4.0,151.0,5.0,0.0,736.0,10.0,7.0,212.0,18.0,13.0,,251.0,27.0,10.0,2.0,9.0,176.0,1040.0,13.0,4.0,5.0,174.0,17.0,,4.6945,3.0,8.0,23.0,,,3.0,4.0,2.0,10.0,2.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,
43670,Juan Mata,Midfielder,Man Utd,1,Spain,2018-19,56.0,4.0,2.7825,0.0,0.2488,7.0,6.0,1.4522,9.0,12.0,6.0,79.0,22.0,2.0,24.0,16.0,98.0,23.0,700.0,3.0,8.0,4.0,6.0,35.0,8.0,1.0,13.0,2.0,1293.0,2.0,2.0,6.0,30.0,,17.0,28.0,554.0,7.0,50.0,1.0,18.7922,28.0,1.0,5.0,15.0,3.0,50.0,137.0,9.0,86.0,7.0,151.0,71.0,22.0,1.0,5.0,7.0,433.0,15.0,,54.0,3.0,3.0,78.0,2.0,0.0,677.0,6.0,7.0,195.0,4.0,10.0,3.0,252.0,10.0,6.0,27.0,48.0,160.0,906.0,11.0,4.0,5.0,182.0,5.0,1.0,1.5503,3.0,19.0,17.0,1.0,,3.0,1.0,1.0,5.0,2.0,,2.0,,,,,1.0,,,,,,,,,,,,,,1.0,
62398,Nemanja Matic,Midfielder,Man Utd,1,Serbia,2018-19,128.0,2.0,0.9072,1.0,,5.0,3.0,1.2107,50.0,7.0,3.0,185.0,28.0,,8.0,28.0,240.0,7.0,1836.0,1.0,1.0,2.0,,,88.0,1.0,2.0,1.0,2440.0,1.0,,33.0,142.0,5.0,43.0,87.0,1487.0,,30.0,1.0,36.3624,13.0,5.0,52.0,37.0,3.0,95.0,488.0,20.0,270.0,21.0,530.0,207.0,28.0,1.0,20.0,1.0,768.0,32.0,,7.0,,3.0,182.0,55.0,0.0,1780.0,4.0,3.0,322.0,30.0,18.0,,651.0,27.0,31.0,,109.0,167.0,2202.0,4.0,2.0,20.0,830.0,12.0,,1.2876,6.0,55.0,85.0,6.0,,4.0,1.0,18.0,4.0,,,,,1.0,,,,,,,,,,,,,,,,,,
74208,Paul Pogba,Midfielder,Man Utd,1,France,2018-19,259.0,3.0,5.0191,0.0,0.4965,29.0,50.0,16.5075,47.0,76.0,15.0,271.0,35.0,9.0,65.0,34.0,355.0,24.0,2068.0,13.0,5.0,20.0,1.0,,120.0,19.0,3.0,18.0,3009.0,18.0,5.0,61.0,234.0,7.0,44.0,175.0,1548.0,,114.0,,42.2003,46.0,1.0,36.0,43.0,9.0,198.0,622.0,69.0,493.0,21.0,622.0,218.0,35.0,19.0,17.0,32.0,1136.0,36.0,1.0,25.0,6.0,9.0,373.0,59.0,0.0,2041.0,26.0,30.0,602.0,30.0,60.0,6.0,520.0,54.0,18.0,,165.0,304.0,2747.0,6.0,20.0,18.0,580.0,28.0,1.0,15.1818,6.0,84.0,67.0,3.0,,5.0,11.0,9.0,12.0,1.0,10.0,1.0,7.0,,,3.0,,,,,,,,,,,,,,,,
195851,Scott McTominay,Midfielder,Man Utd,1,Scotland,2018-19,53.0,,0.0976,0.0,,4.0,6.0,1.3058,10.0,11.0,1.0,55.0,16.0,,3.0,9.0,75.0,2.0,449.0,2.0,1.0,3.0,7.0,,60.0,1.0,,3.0,862.0,3.0,,26.0,61.0,4.0,9.0,27.0,357.0,,18.0,,13.6307,1.0,3.0,16.0,18.0,1.0,27.0,111.0,16.0,114.0,5.0,141.0,52.0,16.0,1.0,1.0,3.0,187.0,14.0,,2.0,,1.0,54.0,34.0,0.0,443.0,5.0,6.0,105.0,9.0,1.0,,152.0,11.0,15.0,,17.0,45.0,582.0,1.0,3.0,8.0,187.0,2.0,,1.4889,1.0,20.0,19.0,1.0,,1.0,1.0,4.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,
