playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,oboxBlocked,substituteOn,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,lastPlayerTackle,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,throughBalls,goals,offsides,awayGoals,iboxTarget,shotsOnTargetInBox,rightFootGoals,leftFootGoals,shotsOffTargetIncWoodwork,unsuccessfulCornersIntoBox,handballsConceded,foulWonPenalty,cornersTakenInclShortCorners,unsuccessfulLayoffs,homeGoals,headedGoals,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,hitWoodwork,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,secondGoalAssists,expectedGoalsFreekick,penaltiesTaken,penaltyGoals,clearancesOffTheLine,redCards2ndYellow,ownGoalScored,otherGoals
141746,Bruno Fernandes,Midfielder,Man Utd,1,Portugal,2023-24,180.0,12.0,10.2251,0.0,27.0,41.0,2.0,11.6225,68.0,68.0,281.0,35.0,8.0,45.0,35.0,394.0,83.0,1911.0,13.0,,48.0,7.0,23.0,52.0,3119.0,27.0,136.0,4.0,,105.0,115.0,1365.0,108.0,1.0,7.0,56.8243,106.0,7.0,47.0,52.0,14.0,153.0,459.0,28.0,5.0,316.0,43.0,645.0,200.0,35.0,23.0,30.0,,21.0,1088.0,48.0,171.0,56.0,14.0,268.0,21.0,0.0,1777.0,43.0,695.0,38.0,19.0,6.0,407.0,41.0,27.0,152.0,400.0,2687.0,21.0,2.0,13.0,32.0,481.0,30.0,10.0022,9.0,113.0,68.0,30.0,10.0,13.0,5.0,8.0,8.0,7.0,2.0,27.0,74.0,,,151.0,2.0,5.0,1.0,,,,,,,,,,,,,,,3.0,39.0,11.0,11.0,2.0,0.7081,5.0,4.0,,,,
61256,Casemiro,Midfielder,Man Utd,1,Brazil,2023-24,132.0,3.0,1.2229,0.0,11.0,9.0,,0.6693,83.0,28.0,167.0,25.0,2.0,9.0,24.0,244.0,10.0,1406.0,6.0,1.0,65.0,5.0,3.0,3.0,1985.0,23.0,144.0,3.0,1.0,59.0,102.0,1083.0,46.0,,4.0,33.2888,14.0,6.0,66.0,34.0,5.0,109.0,320.0,10.0,0.0,276.0,41.0,526.0,133.0,25.0,3.0,27.0,2.0,8.0,502.0,31.0,10.0,25.0,5.0,211.0,42.0,0.0,1372.0,6.0,300.0,56.0,9.0,33.0,417.0,30.0,18.0,79.0,143.0,1822.0,,6.0,6.0,27.0,663.0,25.0,3.4919,7.0,77.0,73.0,4.0,1.0,6.0,0.0,5.0,5.0,1.0,,19.0,,,,,,1.0,,,,6.0,,,,,,,,6.0,,,,,,1.0,1.0,,0.0148,,,2.0,,,
80607,Christian Eriksen,Midfielder,Man Utd,1,Denmark,2023-24,52.0,4.0,2.3417,0.0,5.0,4.0,,0.2918,18.0,8.0,91.0,22.0,2.0,13.0,12.0,120.0,15.0,754.0,4.0,10.0,9.0,,3.0,11.0,1139.0,7.0,25.0,3.0,,24.0,23.0,601.0,12.0,,1.0,20.6401,25.0,1.0,12.0,27.0,1.0,45.0,254.0,3.0,0.0,77.0,11.0,204.0,86.0,22.0,3.0,5.0,,3.0,381.0,24.0,32.0,17.0,1.0,68.0,2.0,0.0,726.0,8.0,182.0,13.0,3.0,6.0,154.0,7.0,4.0,33.0,142.0,920.0,3.0,7.0,4.0,8.0,264.0,7.0,0.9805,1.0,29.0,28.0,5.0,1.0,1.0,0.0,,,1.0,,4.0,16.0,,,26.0,,1.0,,,,,,,,,,,,,,,,,8.0,2.0,2.0,,0.1375,,,,,,
504598,Daniel Gore,Midfielder,Man Utd,1,England,2023-24,,,,0.0,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,1.0,,2.0,,,,2.0,,,,,,,,,,,,,1.0,0.0,2.0,,,,1.0,,,,,,,,,,2.0,,0.0,,,,1.0,,,,,1.0,,,3.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180184,Donny van de Beek,Midfielder,Man Utd,1,Netherlands,2023-24,,,0.0411,0.0,,,,,,1.0,,1.0,,,,,,1.0,,1.0,,,,,2.0,,,,,1.0,,1.0,2.0,,,,1.0,,,,,,,,0.0,,1.0,,,1.0,,,,,1.0,,,,,,,0.0,1.0,,1.0,,,,,,,,1.0,4.0,,,,,,,0.0365,0.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488404,Facundo Pellistri,Midfielder,Man Utd,1,Uruguay,2023-24,18.0,,0.3904,0.0,1.0,2.0,,0.3224,5.0,3.0,14.0,9.0,1.0,1.0,1.0,14.0,4.0,74.0,,8.0,10.0,,,,165.0,4.0,22.0,,,11.0,16.0,60.0,13.0,,,2.8492,,,5.0,2.0,1.0,14.0,5.0,6.0,0.0,40.0,6.0,17.0,11.0,9.0,,2.0,,4.0,42.0,2.0,4.0,8.0,1.0,30.0,6.0,0.0,74.0,1.0,31.0,3.0,5.0,1.0,28.0,4.0,1.0,,24.0,133.0,,1.0,,,18.0,4.0,0.7194,0.0,,3.0,,,,,2.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465527,Hannibal Mejbri,Midfielder,Man Utd,1,Tunisia,2023-24,16.0,,0.482,0.0,,1.0,,0.1867,3.0,1.0,5.0,5.0,,3.0,1.0,6.0,1.0,37.0,,4.0,6.0,1.0,,,130.0,4.0,13.0,,,2.0,11.0,29.0,3.0,,,2.9543,2.0,,,1.0,,12.0,9.0,6.0,0.0,29.0,,9.0,10.0,5.0,,,,1.0,23.0,1.0,1.0,5.0,,23.0,2.0,0.0,36.0,,19.0,3.0,2.0,1.0,11.0,5.0,,2.0,8.0,69.0,,,,,8.0,5.0,0.0261,1.0,1.0,2.0,2.0,1.0,1.0,0.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
516895,Kobbie Mainoo,Midfielder,Man Utd,1,England,2023-24,109.0,1.0,1.6291,0.0,3.0,5.0,,2.0012,47.0,8.0,96.0,24.0,1.0,24.0,24.0,115.0,5.0,862.0,2.0,,45.0,,2.0,1.0,1938.0,26.0,120.0,3.0,,24.0,101.0,726.0,32.0,,4.0,37.2125,14.0,2.0,27.0,31.0,1.0,83.0,224.0,23.0,1.0,229.0,8.0,221.0,96.0,24.0,2.0,20.0,,22.0,371.0,28.0,5.0,46.0,1.0,184.0,19.0,0.0,857.0,6.0,195.0,27.0,31.0,12.0,257.0,15.0,22.0,21.0,160.0,1176.0,,17.0,2.0,3.0,377.0,13.0,0.8901,3.0,19.0,47.0,8.0,3.0,,1.0,,,3.0,,3.0,,2.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
184341,Mason Mount,Midfielder,Man Utd,1,England,2023-24,41.0,2.0,0.373,0.0,3.0,1.0,2.0,0.873,22.0,2.0,28.0,14.0,,8.0,5.0,30.0,5.0,203.0,,9.0,15.0,,,4.0,513.0,9.0,41.0,,,9.0,35.0,167.0,19.0,,1.0,7.7475,6.0,,3.0,13.0,3.0,32.0,56.0,9.0,0.0,82.0,5.0,56.0,37.0,14.0,,8.0,,6.0,124.0,13.0,10.0,12.0,3.0,67.0,6.0,0.0,200.0,4.0,65.0,14.0,4.0,1.0,43.0,10.0,6.0,6.0,48.0,311.0,2.0,5.0,,,53.0,9.0,0.3892,2.0,2.0,8.0,1.0,1.0,,1.0,,,,1.0,1.0,5.0,,,8.0,,0.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
195851,Scott McTominay,Midfielder,Man Utd,1,Scotland,2023-24,115.0,,0.51,0.0,11.0,19.0,1.0,5.6314,49.0,33.0,107.0,32.0,1.0,19.0,18.0,119.0,4.0,643.0,5.0,14.0,82.0,7.0,1.0,,1891.0,44.0,114.0,3.0,1.0,41.0,76.0,506.0,57.0,1.0,4.0,36.8997,10.0,3.0,54.0,30.0,6.0,71.0,157.0,21.0,3.0,229.0,22.0,171.0,91.0,32.0,1.0,24.0,,10.0,287.0,27.0,4.0,33.0,6.0,147.0,38.0,0.0,635.0,9.0,190.0,25.0,8.0,12.0,163.0,29.0,14.0,18.0,152.0,991.0,4.0,3.0,5.0,6.0,237.0,21.0,5.7418,2.0,12.0,41.0,2.0,7.0,6.0,3.0,11.0,11.0,2.0,1.0,14.0,,1.0,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
