playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,fiftyFifty,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,oboxBlocked,substituteOn,aerialDuels,cleanSheets,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,lastPlayerTackle,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,goalAssists,goals,offsides,awayGoals,shotsOnTargetOutsideBox,homeGoals,oboxTarget,rightFootGoals,leftFootGoals,hitWoodwork,unsuccessfulLayoffs,foulWonPenalty,penaltiesTaken,headedGoals,penaltyGoals,handballsConceded,cornersTakenInclShortCorners,secondGoalAssists,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,expectedGoalsFreekick,gkSuccessfulDistribution,goalKicks,penaltiesConceded,penaltiesSaved,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,clearancesOffTheLine,ownGoalScored
141746,Bruno Fernandes,Midfielder,Man Utd,1,Portugal,2022-23,197.0,18.0,10.7342,103.0,0.0,22.0,35.0,3.0,7.1808,68.0,70.0,35.0,328.0,37.0,20.0,54.0,37.0,413.0,66.0,1855.0,10.0,,62.0,16.0,32.0,13.0,3318.0,13.0,43.0,157.0,6.0,97.0,138.0,1326.0,156.0,,2.0,39.3543,111.0,3.0,36.0,39.0,12.0,154.0,440.0,39.0,3.0,354.0,32.0,633.0,223.0,37.0,26.0,,28.0,986.0,33.0,109.0,70.0,12.0,292.0,19.0,0.0,1754.0,35.0,39.0,647.0,42.0,32.0,5.0,415.0,42.0,25.0,116.0,367.0,2530.0,24.0,4.0,10.0,13.0,488.0,31.0,9.3472,6.0,85.0,85.0,8.0,8.0,15.0,2.0,14.0,6.0,14.0,8.0,,5.0,2.0,1.0,2.0,,2.0,,83.0,2.0,16.0,6.0,6.0,34.0,0.42,,,,,,,,,,,,,,,,,,,
61256,Casemiro,Midfielder,Man Utd,1,Brazil,2022-23,149.0,4.0,3.9153,57.0,2.0,6.0,11.0,,3.251,88.0,28.0,12.0,228.0,28.0,16.0,35.0,24.0,303.0,15.0,1412.0,4.0,4.0,86.0,9.0,4.0,2.0,2125.0,2.0,30.0,177.0,5.0,67.0,121.0,1014.0,26.0,,2.0,20.9684,25.0,2.0,60.0,21.0,2.0,119.0,290.0,24.0,2.0,326.0,38.0,507.0,205.0,28.0,42.0,,8.0,577.0,16.0,15.0,22.0,2.0,240.0,56.0,2.0,1389.0,17.0,11.0,365.0,46.0,9.0,11.0,436.0,48.0,34.0,95.0,179.0,1826.0,1.0,4.0,4.0,16.0,536.0,29.0,3.3954,7.0,75.0,101.0,3.0,4.0,1.0,2.0,5.0,2.0,5.0,2.0,,1.0,,,,2.0,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
80607,Christian Eriksen,Midfielder,Man Utd,1,Denmark,2022-23,79.0,5.0,3.4232,32.0,0.0,12.0,12.0,,4.7393,22.0,27.0,9.0,161.0,28.0,8.0,15.0,25.0,214.0,21.0,1390.0,7.0,3.0,22.0,1.0,20.0,7.0,2061.0,7.0,13.0,50.0,5.0,43.0,41.0,1112.0,36.0,1.0,,22.9554,28.0,2.0,20.0,25.0,5.0,66.0,397.0,10.0,0.0,129.0,15.0,449.0,151.0,28.0,4.0,,9.0,727.0,20.0,61.0,28.0,5.0,107.0,9.0,0.0,1346.0,15.0,12.0,334.0,18.0,9.0,9.0,272.0,13.0,11.0,64.0,272.0,1699.0,6.0,18.0,7.0,9.0,469.0,5.0,4.9452,3.0,53.0,53.0,8.0,1.0,3.0,1.0,4.0,0.0,4.0,1.0,,,,,,,,,62.0,,12.0,4.0,4.0,34.0,0.2262,,,,,,,,,,,,,,,,,,,
180184,Donny van de Beek,Midfielder,Man Utd,1,Netherlands,2022-23,11.0,,0.1422,2.0,0.0,2.0,,,,,,,13.0,7.0,2.0,2.0,2.0,13.0,,59.0,,5.0,6.0,,,,164.0,,3.0,7.0,1.0,5.0,4.0,46.0,10.0,,,1.8324,3.0,,1.0,3.0,2.0,8.0,21.0,2.0,0.0,18.0,1.0,8.0,3.0,7.0,,,1.0,37.0,2.0,,3.0,2.0,12.0,3.0,0.0,56.0,,2.0,20.0,,2.0,1.0,13.0,4.0,1.0,,17.0,78.0,,2.0,,,9.0,3.0,0.096,0.0,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
488404,Facundo Pellistri,Midfielder,Man Utd,1,Uruguay,2022-23,3.0,,0.0172,1.0,0.0,,,,,1.0,,,1.0,4.0,,,,1.0,,15.0,,4.0,,,,,60.0,,,5.0,,,5.0,14.0,1.0,,,1.1281,,,1.0,1.0,,3.0,1.0,2.0,0.0,8.0,,3.0,1.0,4.0,,,1.0,8.0,1.0,,2.0,,8.0,,0.0,15.0,,,5.0,1.0,2.0,,4.0,1.0,,,7.0,29.0,1.0,,,,6.0,1.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101582,Fred,Midfielder,Man Utd,1,Brazil,2022-23,99.0,2.0,1.7592,57.0,0.0,10.0,5.0,,1.2739,47.0,16.0,7.0,114.0,35.0,6.0,19.0,12.0,147.0,11.0,762.0,6.0,23.0,22.0,3.0,2.0,1.0,1234.0,1.0,11.0,95.0,4.0,62.0,84.0,585.0,41.0,,1.0,19.6293,28.0,,13.0,22.0,4.0,88.0,235.0,22.0,1.0,194.0,36.0,229.0,127.0,35.0,17.0,,14.0,355.0,18.0,12.0,31.0,4.0,172.0,11.0,0.0,748.0,11.0,5.0,220.0,30.0,15.0,2.0,174.0,33.0,19.0,30.0,124.0,1060.0,1.0,6.0,6.0,12.0,262.0,27.0,1.9939,6.0,33.0,59.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,,2.0,1.0,,,,,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
516895,Kobbie Mainoo,Midfielder,Man Utd,1,England,2022-23,1.0,,0.0659,,0.0,,,,,,,,1.0,1.0,,,,1.0,,8.0,,1.0,,,,,10.0,,,,,,,7.0,3.0,,,0.1375,,,,,,1.0,5.0,,0.0,1.0,,1.0,,1.0,,,1.0,5.0,,,1.0,,1.0,,0.0,8.0,,,2.0,,,1.0,2.0,,,,,11.0,,,,,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101338,Marcel Sabitzer,Midfielder,Man Utd,1,Austria,2022-23,34.0,1.0,1.2643,21.0,0.0,4.0,3.0,1.0,0.8863,12.0,7.0,2.0,54.0,11.0,6.0,14.0,7.0,62.0,3.0,296.0,2.0,4.0,24.0,1.0,1.0,1.0,628.0,1.0,11.0,36.0,1.0,11.0,23.0,225.0,20.0,,1.0,7.7786,9.0,,11.0,7.0,2.0,23.0,55.0,10.0,0.0,70.0,4.0,105.0,52.0,11.0,4.0,,1.0,129.0,6.0,3.0,6.0,2.0,46.0,13.0,0.0,289.0,4.0,3.0,86.0,8.0,1.0,2.0,72.0,8.0,8.0,9.0,64.0,398.0,2.0,5.0,2.0,4.0,106.0,7.0,0.7374,1.0,8.0,17.0,1.0,,1.0,,2.0,,2.0,,,,1.0,,,,,,1.0,,,1.0,1.0,,0.0376,,,,,,,,,,,,,,,,,,,
195851,Scott McTominay,Midfielder,Man Utd,1,Scotland,2022-23,89.0,1.0,0.9952,28.0,0.0,2.0,6.0,1.0,1.0953,32.0,11.0,3.0,65.0,24.0,3.0,15.0,10.0,73.0,3.0,426.0,,14.0,57.0,4.0,1.0,2.0,1151.0,2.0,23.0,96.0,3.0,15.0,62.0,335.0,28.0,,1.0,19.7099,8.0,2.0,45.0,20.0,2.0,66.0,96.0,16.0,1.0,185.0,9.0,122.0,78.0,24.0,13.0,,9.0,195.0,17.0,3.0,28.0,2.0,128.0,34.0,0.0,422.0,5.0,7.0,130.0,19.0,14.0,6.0,145.0,28.0,14.0,18.0,63.0,673.0,1.0,3.0,,3.0,159.0,15.0,2.0259,8.0,8.0,30.0,,1.0,,0.0,3.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,
461548,Zidane Iqbal,Midfielder,Man Utd,1,Iraq,2022-23,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
