playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,awayGoals,substituteOn,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,homeGoals,forwardPasses,recoveries,appearances,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,openPlayPasses,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,hitWoodwork,unsuccessfulLaunches,successfulPassesOwnHalf,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,punches,successfulLaunches,catches,savesMade,drops,savesMadeFromOutsideBox,crossesNotClaimed,goalKicks,gkSuccessfulDistribution,savesMadeCaught,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,throughBalls,offsides,unsuccessfulLayoffs,shotsOffTargetIncWoodwork,substituteOff,foulWonPenalty,rightFootGoals,secondGoalAssists,cornersTakenInclShortCorners,successfulCornersIntoBox,attemptsFromSetPieces,unsuccessfulCornersIntoBox,penaltiesTaken,headedGoals,lastPlayerTackle,clearancesOffTheLine,ownGoalScored,setPiecesGoals,penaltyGoals
154976,Adnan Januzaj,Midfielder,Man Utd,1,Belgium,2012-13,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27258,Anderson,Midfielder,Man Utd,1,Brazil,2012-13,0.0,0.0,1.0,39.0,1.0,,5.0,1.0,18.0,10.0,71.0,17.0,1.0,43.0,9.0,87.0,4.0,642.0,1.0,1.0,8.0,14.0,,1.0,824.0,5.0,46.0,1.0,37.0,489.0,12.0,,12.0,8.0,12.0,34.0,182.0,7.0,0.0,85.0,0.0,145.0,55.0,17.0,5.0,1.0,6.0,354.0,11.0,4.0,20.0,71.0,9.0,632.0,1.0,126.0,13.0,12.0,3.0,214.0,8.0,6.0,66.0,101.0,758.0,1.0,,,202.0,,16.0,16.0,,1.0,,,,,,,,,,,,7.0,1.0,2.0,5.0,8.0,,,,,,,,,,,,,,
14295,Darren Fletcher,Midfielder,Man Utd,1,Scotland,2012-13,0.0,0.0,0.0,12.0,,,1.0,,1.0,2.0,21.0,3.0,,5.0,2.0,22.0,1.0,180.0,1.0,0.0,1.0,7.0,,,181.0,1.0,12.0,,6.0,141.0,2.0,,2.0,5.0,4.0,11.0,55.0,3.0,2.0,24.0,1.0,39.0,6.0,3.0,,,2.0,81.0,4.0,1.0,6.0,17.0,6.0,180.0,,34.0,1.0,2.0,1.0,71.0,2.0,1.0,17.0,15.0,211.0,1.0,,1.0,77.0,,1.0,4.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,
2404,Michael Carrick,Midfielder,Man Utd,1,England,2012-13,0.0,0.0,3.0,118.0,7.0,6.0,5.0,2.0,83.0,12.0,262.0,36.0,4.0,50.0,34.0,331.0,11.0,2774.0,1.0,1.0,2.0,31.0,10.0,7.0,3045.0,14.0,140.0,4.0,123.0,2235.0,22.0,,33.0,55.0,40.0,104.0,698.0,32.0,2.0,258.0,0.0,1024.0,265.0,36.0,25.0,,6.0,1350.0,36.0,11.0,33.0,227.0,17.0,2729.0,4.0,397.0,58.0,8.0,19.0,831.0,30.0,76.0,208.0,221.0,3181.0,4.0,2.0,20.0,1100.0,,69.0,59.0,,9.0,,,,,,,,,,,,12.0,,,7.0,2.0,,1.0,1.0,,,,,,,,,,,
38530,Nani,Midfielder,Man Utd,1,Portugal,2012-13,0.0,0.0,1.0,47.0,6.0,6.0,4.0,2.0,10.0,13.0,52.0,11.0,2.0,30.0,7.0,55.0,34.0,267.0,1.0,0.0,4.0,17.0,2.0,8.0,629.0,13.0,34.0,,30.0,209.0,30.0,1.0,9.0,4.0,6.0,34.0,66.0,10.0,0.0,81.0,1.0,79.0,33.0,11.0,1.0,1.0,7.0,160.0,6.0,42.0,26.0,64.0,4.0,263.0,14.0,137.0,9.0,10.0,,70.0,7.0,10.0,3.0,52.0,440.0,5.0,,1.0,60.0,1.0,3.0,7.0,,,,,,,,,,,,,,1.0,2.0,3.0,9.0,4.0,,,,12.0,2.0,1.0,7.0,,,,,,,
82205,Nick Powell,Midfielder,Man Utd,1,England,2012-13,0.0,0.0,0.0,,,,1.0,,2.0,1.0,4.0,2.0,,,,5.0,,22.0,1.0,0.0,2.0,1.0,,,29.0,,4.0,,3.0,16.0,,,,,,,7.0,,0.0,4.0,1.0,8.0,2.0,2.0,,,,8.0,,,,3.0,1.0,22.0,,5.0,2.0,1.0,,2.0,,,1.0,5.0,26.0,,,,9.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
363,Paul Scholes,Midfielder,Man Utd,1,England,2012-13,0.0,0.0,7.0,40.0,,6.0,4.0,,27.0,6.0,44.0,16.0,1.0,22.0,8.0,65.0,,856.0,1.0,0.0,8.0,4.0,,,769.0,1.0,43.0,,40.0,664.0,16.0,,7.0,4.0,18.0,39.0,331.0,11.0,2.0,83.0,1.0,173.0,59.0,16.0,6.0,,1.0,456.0,18.0,,11.0,79.0,3.0,840.0,5.0,82.0,21.0,2.0,1.0,283.0,20.0,7.0,127.0,69.0,948.0,1.0,,,335.0,,21.0,14.0,,,,,,,,,,,,,,2.0,,,2.0,6.0,,1.0,,,,,,,,,,,,
3,Ryan Giggs,Midfielder,Man Utd,1,Wales,2012-13,0.0,0.0,0.0,67.0,9.0,4.0,3.0,3.0,44.0,10.0,102.0,22.0,3.0,37.0,12.0,119.0,29.0,635.0,2.0,1.0,10.0,7.0,5.0,14.0,1159.0,2.0,64.0,1.0,59.0,485.0,50.0,,22.0,6.0,13.0,65.0,199.0,4.0,2.0,131.0,1.0,224.0,64.0,22.0,5.0,1.0,11.0,354.0,12.0,53.0,39.0,124.0,5.0,614.0,13.0,239.0,39.0,11.0,3.0,126.0,13.0,12.0,31.0,86.0,883.0,5.0,1.0,6.0,176.0,1.0,17.0,19.0,,,,,,,,,,,,,,8.0,3.0,1.0,7.0,2.0,,1.0,,23.0,3.0,,16.0,,,,,,,
94217,Ryan Tunnicliffe,Midfielder,Man Utd,1,England,2012-13,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83090,Shinji Kagawa,Midfielder,Man Utd,1,Japan,2012-13,0.0,0.0,1.0,73.0,5.0,5.0,10.0,,17.0,16.0,83.0,20.0,3.0,98.0,17.0,86.0,16.0,834.0,6.0,1.0,3.0,13.0,3.0,5.0,1325.0,9.0,49.0,2.0,45.0,719.0,58.0,,16.0,3.0,16.0,64.0,273.0,20.0,2.0,122.0,5.0,141.0,66.0,20.0,2.0,1.0,11.0,469.0,14.0,17.0,44.0,109.0,4.0,831.0,12.0,169.0,15.0,8.0,1.0,186.0,9.0,11.0,29.0,234.0,1025.0,2.0,3.0,4.0,284.0,1.0,3.0,21.0,,,,,,,,,,,,,,13.0,2.0,5.0,6.0,12.0,,4.0,1.0,2.0,,,1.0,,1.0,,,,,
