playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,totalRedCards,blockedShots,shotsOnTargetIncGoals,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,awayGoals,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,totalFoulsWon,winningGoal,duels,homeGoals,recoveries,appearances,tacklesLost,leftFootGoals,lastPlayerTackle,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,foulWonPenalty,offsides,successfulCornersIntoBox,penaltyGoalsConceded,rightFootGoals,attemptsFromSetPieces,hitWoodwork,handballsConceded,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,throwInsToOppositionPlayer,redCards2ndYellow,headedGoals,otherGoals,clearancesOffTheLine,penaltiesTaken,setPiecesGoals,penaltiesConceded,penaltyGoals,penaltiesFaced
27258,Anderson,Midfielder,Man Utd,1,Brazil,2009-10,43.0,3.0,0.0,2.0,2.0,21.0,9.0,12.0,87.0,14.0,2.0,27.0,10.0,118.0,14.0,584.0,1.0,1.0,4.0,4.0,10.0,2.0,3.0,864.0,1.0,5.0,60.0,3.0,55.0,433.0,10.0,11.0,1.0,3.0,12.0,38.0,24.0,2.0,103.0,0.0,45.0,14.0,6.0,1.0,1.0,2.0,304.0,9.0,19.0,13.0,93.0,5.0,0.0,576.0,7.0,4.0,158.0,15.0,10.0,2.0,18.0,14.0,4.0,33.0,726.0,1.0,7.0,9.0,165.0,1.0,31.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14295,Darren Fletcher,Midfielder,Man Utd,1,Scotland,2009-10,162.0,15.0,1.0,13.0,9.0,82.0,22.0,22.0,221.0,30.0,5.0,38.0,29.0,268.0,48.0,1725.0,4.0,0.0,1.0,3.0,55.0,10.0,15.0,2576.0,1.0,29.0,154.0,7.0,128.0,1353.0,47.0,40.0,2.0,30.0,24.0,133.0,34.0,4.0,316.0,4.0,194.0,30.0,16.0,,,7.0,884.0,17.0,51.0,67.0,261.0,26.0,0.0,1700.0,13.0,18.0,412.0,66.0,12.0,2.0,37.0,56.0,3.0,104.0,2211.0,39.0,5.0,8.0,588.0,4.0,47.0,40.0,,,,2.0,2.0,,,1.0,,,,,,,,,,,,,,4.0,1.0,2.0,,,,,,,
27707,Darron Gibson,Midfielder,Man Utd,1,Ireland,2009-10,28.0,1.0,0.0,10.0,11.0,14.0,23.0,7.0,59.0,15.0,2.0,26.0,6.0,75.0,10.0,390.0,2.0,2.0,9.0,15.0,12.0,2.0,5.0,588.0,1.0,6.0,27.0,1.0,21.0,297.0,7.0,10.0,,11.0,2.0,22.0,2.0,0.0,55.0,0.0,36.0,15.0,5.0,,,1.0,209.0,1.0,19.0,6.0,43.0,6.0,0.0,384.0,12.0,7.0,107.0,9.0,5.0,3.0,8.0,10.0,9.0,18.0,517.0,4.0,4.0,2.0,111.0,2.0,16.0,15.0,,,4.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
38429,Gabriel Obertan,Midfielder,Man Utd,1,,2009-10,20.0,,0.0,1.0,2.0,2.0,4.0,,13.0,7.0,,2.0,1.0,13.0,6.0,83.0,,,6.0,2.0,7.0,,1.0,164.0,1.0,5.0,11.0,,9.0,69.0,13.0,2.0,,1.0,2.0,15.0,4.0,0.0,31.0,,13.0,7.0,,,,3.0,60.0,2.0,7.0,7.0,24.0,2.0,0.0,82.0,2.0,5.0,28.0,2.0,3.0,,5.0,,1.0,1.0,121.0,,1.0,,11.0,0.0,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2404,Michael Carrick,Midfielder,Man Utd,1,England,2009-10,70.0,1.0,0.0,9.0,10.0,68.0,24.0,9.0,184.0,30.0,2.0,41.0,22.0,231.0,11.0,1524.0,3.0,0.0,8.0,3.0,22.0,6.0,3.0,2111.0,1.0,12.0,107.0,4.0,97.0,1157.0,32.0,30.0,6.0,43.0,20.0,58.0,23.0,0.0,177.0,3.0,141.0,30.0,19.0,2.0,,5.0,655.0,16.0,13.0,25.0,155.0,10.0,0.0,1495.0,14.0,11.0,300.0,49.0,6.0,11.0,14.0,46.0,1.0,136.0,1835.0,4.0,3.0,10.0,641.0,1.0,47.0,40.0,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
38530,Nani,Midfielder,Man Utd,1,Portugal,2009-10,145.0,29.0,1.0,12.0,22.0,48.0,50.0,18.0,149.0,23.0,6.0,46.0,19.0,161.0,103.0,655.0,4.0,3.0,4.0,73.0,45.0,8.0,39.0,1588.0,4.0,36.0,121.0,3.0,112.0,483.0,98.0,45.0,3.0,11.0,9.0,109.0,35.0,4.0,266.0,1.0,106.0,23.0,11.0,,,21.0,392.0,6.0,163.0,74.0,221.0,9.0,1.0,634.0,28.0,33.0,409.0,37.0,29.0,,23.0,21.0,47.0,11.0,1237.0,17.0,7.0,6.0,141.0,1.0,12.0,24.0,1.0,3.0,10.0,,4.0,11.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,
5043,Owen Hargreaves,Midfielder,Man Utd,1,England,2009-10,,,0.0,,,,,,1.0,1.0,,,,1.0,,1.0,,,1.0,,1.0,,,1.0,,,1.0,,,,,,,,,,,0.0,1.0,,,1.0,,,,,,,,,,1.0,0.0,1.0,,,1.0,,,,,,,,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12882,Park Ji-Sung,Midfielder,Man Utd,1,South Korea,2009-10,61.0,4.0,0.0,5.0,6.0,14.0,16.0,7.0,80.0,17.0,1.0,28.0,10.0,80.0,17.0,434.0,3.0,1.0,7.0,,22.0,2.0,4.0,968.0,1.0,11.0,60.0,4.0,49.0,349.0,47.0,16.0,,8.0,9.0,50.0,26.0,2.0,121.0,2.0,43.0,17.0,3.0,,,5.0,258.0,5.0,17.0,35.0,99.0,11.0,0.0,433.0,10.0,7.0,141.0,11.0,9.0,,8.0,19.0,,5.0,636.0,2.0,7.0,2.0,100.0,0.0,,12.0,,3.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,
363,Paul Scholes,Midfielder,Man Utd,1,England,2009-10,84.0,,1.0,15.0,7.0,80.0,26.0,13.0,105.0,28.0,3.0,57.0,24.0,174.0,9.0,1616.0,3.0,3.0,4.0,,11.0,9.0,,1946.0,,5.0,120.0,2.0,114.0,1254.0,27.0,21.0,3.0,10.0,13.0,79.0,18.0,6.0,204.0,0.0,183.0,28.0,20.0,1.0,,2.0,821.0,11.0,10.0,25.0,193.0,6.0,0.0,1570.0,19.0,7.0,221.0,60.0,16.0,9.0,33.0,39.0,,188.0,1904.0,4.0,11.0,2.0,621.0,8.0,69.0,30.0,,,,1.0,1.0,,,2.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,
3,Ryan Giggs,Midfielder,Man Utd,1,Wales,2009-10,132.0,24.0,0.0,5.0,14.0,40.0,26.0,32.0,201.0,25.0,9.0,28.0,20.0,233.0,72.0,900.0,5.0,2.0,5.0,124.0,31.0,5.0,69.0,1814.0,6.0,24.0,96.0,4.0,89.0,616.0,75.0,59.0,,12.0,18.0,108.0,21.0,0.0,228.0,3.0,97.0,25.0,10.0,5.0,,25.0,566.0,14.0,142.0,86.0,197.0,7.0,0.0,841.0,12.0,32.0,481.0,30.0,28.0,,11.0,18.0,51.0,51.0,1433.0,14.0,7.0,4.0,170.0,0.0,32.0,29.0,1.0,6.0,40.0,2.0,,6.0,1.0,,,,,,,,,,,,,,,1.0,,,,,2.0,2.0,,2.0,
