season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2019-20,8243394,1,8,Chelsea,Away,21555,41328,César Azpilicueta,cesar-azpilicueta,D,False,1.0,,2.0,17.0,23.0,39.0,,1.0,1.0,,,,2.0,,1.0,6.0,5.0,,,3.0,,,,,2.0,1.0,,90.0,,1.0,,,,,22.0,,6.4,,,,4.0,,5.0,,4.0,,28.0,29.0,52.0,0,4.0,89.0,2.0,,,2.0
2019-20,8243394,1,8,Chelsea,Away,35428,49579,Pedro,pedro,F,False,,,1.0,25.0,13.0,38.0,1.0,1.0,7.0,,,1.0,3.0,,,5.0,7.0,,,,,,,,4.0,5.0,,90.0,1.0,,,,,,12.0,,7.3,,,2.0,,4.0,2.0,,1.0,,29.0,18.0,45.0,4,1.0,67.0,2.0,2.0,3.0,
2019-20,8243394,1,8,Chelsea,Away,39070,44346,Olivier Giroud,olivier-giroud,F,True,,,,3.0,4.0,7.0,1.0,,1.0,,,,,,,1.0,1.0,,,1.0,,,,,,,,24.0,,,,,,,4.0,,6.5,,,,,,,,,,6.0,4.0,10.0,0,,13.0,1.0,1.0,,
2019-20,8243394,1,8,Chelsea,Away,52741,20310,Willy Caballero,willy-caballero,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243394,1,8,Chelsea,Away,69408,82263,Marcos Alonso,marcos-alonso,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243394,1,8,Chelsea,Away,98435,88894,Ross Barkley,ross-barkley,M,False,,,,14.0,5.0,19.0,1.0,,6.0,,,,1.0,,2.0,7.0,3.0,,,,,,,,,1.0,,58.0,1.0,,,,,,13.0,,6.2,,,1.0,,4.0,,,2.0,,16.0,8.0,24.0,2,2.0,39.0,3.0,,1.0,
2019-20,8243394,1,8,Chelsea,Away,132874,85955,Jorginho,jorginho,M,False,,,1.0,29.0,22.0,51.0,,,10.0,,,1.0,3.0,,1.0,6.0,2.0,,,1.0,,,,,3.0,,,73.0,,,,,,,14.0,,6.0,,,,,1.0,,,5.0,,37.0,25.0,62.0,1,1.0,74.0,1.0,1.0,,1.0
2019-20,8243394,1,8,Chelsea,Away,136710,91651,Mateo Kovačić,mateo-kovacic,M,False,,,2.0,44.0,23.0,67.0,,,5.0,,,,1.0,,,1.0,10.0,,,,,,,,,2.0,,90.0,,,,,,,7.0,,7.3,,,,,4.0,,,4.0,,50.0,23.0,73.0,0,2.0,87.0,1.0,4.0,4.0,2.0
2019-20,8243394,1,8,Chelsea,Away,139227,103192,Kurt Zouma,kurt-zouma,D,False,,,1.0,13.0,28.0,41.0,,2.0,4.0,,,,,,,2.0,6.0,,1.0,2.0,,,,,2.0,,,90.0,,,,1.0,,,8.0,,5.5,,,2.0,1.0,,,,4.0,,17.0,31.0,48.0,2,1.0,60.0,1.0,3.0,,
2019-20,8243394,1,8,Chelsea,Away,155997,109533,Emerson,emerson,D,False,1.0,,2.0,35.0,18.0,52.0,1.0,,2.0,,1.0,,,,,3.0,5.0,,,1.0,,,,1.0,3.0,1.0,,90.0,3.0,,,,,,7.0,,6.7,,,1.0,1.0,2.0,3.0,,2.0,,39.0,19.0,55.0,4,2.0,86.0,1.0,2.0,1.0,1.0
