season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2022-23,10385718,12,8,Chelsea,Away,770677,212701,Denis Zakaria,denis-zakaria,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385718,12,8,Chelsea,Away,794939,179268,Marc Cucurella,marc-cucurella,D,False,1.0,,,15.0,7.0,21.0,,,5.0,,,,,,,1.0,1.0,7.0,,,0.0500898,0.0,0.0,,,,,,,1.0,,,61.0,,,,,,,6.0,,7.4,,,,4.0,2.0,3.0,,2.0,,19.0,8.0,24.0,0,5.0,49.0,,,2.0,2.0
2022-23,10385718,12,8,Chelsea,Away,817957,176413,Christian Pulišić,christian-pulisic,F,True,,,1.0,16.0,2.0,18.0,1.0,,,,,1.0,,,,,3.0,1.0,,,0.0589415,0.07,0.0495,,,,,,,,3.0,,29.0,1.0,,,,,,8.0,,6.7,,,,1.0,3.0,,,1.0,,21.0,2.0,23.0,2,,31.0,,,1.0,
2022-23,10385718,12,8,Chelsea,Away,826134,180736,Trevoh Chalobah,trevoh-chalobah,D,False,,,2.0,23.0,35.0,58.0,2.0,2.0,6.0,,,,,,,,2.0,3.0,,,0.00904501,0.0,0.0,,,,,,,,,,90.0,,,,,,,4.0,,7.0,,,,5.0,1.0,,,3.0,,23.0,38.0,61.0,0,,71.0,1.0,,1.0,
2022-23,10385718,12,8,Chelsea,Away,836694,184341,Mason Mount,mason-mount,F,False,,,1.0,18.0,6.0,24.0,,,4.0,,,,,,,,,2.0,,,0.0385944,0.0,0.0,,,,,,,,,,62.0,,,,,,,7.0,,6.9,,,,,,1.0,,1.0,,23.0,7.0,29.0,0,1.0,37.0,1.0,1.0,,
2022-23,10385718,12,8,Chelsea,Away,836705,219847,Kai Havertz,kai-havertz,F,False,,,,19.0,8.0,27.0,3.0,1.0,2.0,,,,1.0,,,2.0,12.0,3.0,,,0.0241047,0.14,0.0494,4.0,,,,,,,,,81.0,1.0,,,,,,11.0,,6.3,,,,1.0,3.0,,,,,22.0,8.0,30.0,1,1.0,45.0,2.0,1.0,,1.0
2022-23,10385718,12,8,Chelsea,Away,845074,228286,Edouard Mendy,edouard-mendy,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385718,12,8,Chelsea,Away,904970,232787,Conor Gallagher,conor-gallagher,M,False,,,,2.0,5.0,7.0,,,1.0,,,,,,,1.0,1.0,,,,0.00619953,0.0,0.0,,,,,,,,,,15.0,,,,,,,4.0,,6.4,,,,,,,,,,3.0,7.0,10.0,0,,15.0,,,,
2022-23,10385718,12,8,Chelsea,Away,994556,478912,Carney Chukwuemeka,carney-chukwuemeka,M,True,,,,11.0,,11.0,,,2.0,,,,,,,,1.0,2.0,,,0.00881301,0.0873,0.069,,,,,,,,1.0,,28.0,1.0,,,,,,4.0,,6.7,,,,,2.0,,,,,14.0,,14.0,1,,20.0,,1.0,1.0,
2022-23,10385718,12,8,Chelsea,Away,996985,440323,Armando Broja,armando-broja,F,False,,,,7.0,1.0,8.0,1.0,1.0,3.0,,1.0,,,,,,5.0,4.0,,,0.0199143,0.1309,0.0,1.0,,,,,,,,,62.0,,,,,,,15.0,,6.1,,,1.0,1.0,5.0,,,1.0,,12.0,1.0,13.0,1,1.0,30.0,5.0,,2.0,1.0
2022-23,10385751,13,8,Chelsea,Home,21555,41328,César Azpilicueta,cesar-azpilicueta,D,False,,,,14.0,19.0,33.0,1.0,1.0,4.0,,,,1.0,,,,5.0,2.0,,,0.010714,0.0,0.0,2.0,,,,,,2.0,,,90.0,,,,,,,17.0,,6.4,,,,1.0,1.0,1.0,,2.0,,21.0,24.0,44.0,0,1.0,63.0,2.0,,,
2022-23,10385751,13,8,Chelsea,Home,33541,51090,Thiago Silva,thiago-silva,D,False,,,2.0,7.0,31.0,38.0,,2.0,7.0,,,,,,,,,3.0,,,0.00391158,0.0,0.0,,,,,,,1.0,,,90.0,,,,,,,5.0,,6.8,,,,5.0,,,,5.0,,9.0,34.0,43.0,0,1.0,50.0,,,,
2022-23,10385751,13,8,Chelsea,Home,51498,54694,Pierre-Emerick Aubameyang,pierre-emerick-aubameyang,F,False,,,,3.0,1.0,4.0,1.0,,1.0,,,,,,,,2.0,2.0,,,0.00267758,0.0271,0.0,,,,,,,1.0,,,74.0,,,,,,,10.0,,6.7,,,1.0,,3.0,1.0,,,,8.0,2.0,9.0,1,,19.0,3.0,,2.0,
2022-23,10385751,13,8,Chelsea,Home,132874,85955,Jorginho,jorginho,M,False,,,1.0,18.0,25.0,43.0,,1.0,8.0,,,,1.0,,,1.0,3.0,8.0,,,0.0112361,0.7884,0.969,1.0,,1.0,,,,,,,90.0,1.0,1.0,,,,,16.0,,7.5,,,,,,1.0,,4.0,,30.0,26.0,55.0,1,5.0,70.0,2.0,2.0,,3.0
2022-23,10385751,13,8,Chelsea,Home,136710,91651,Mateo Kovačić,mateo-kovacic,M,True,1.0,,1.0,15.0,4.0,18.0,1.0,,2.0,,,,,,,,1.0,1.0,,,0.116629,0.0,0.0,,,,,,,,1.0,,54.0,,,,,,,7.0,,6.7,,,,2.0,,1.0,,3.0,,20.0,6.0,25.0,0,,31.0,,1.0,,
2022-23,10385751,13,8,Chelsea,Home,138534,103955,Raheem Sterling,raheem-sterling,F,False,1.0,,,17.0,1.0,17.0,1.0,,4.0,,,,1.0,,,,6.0,2.0,,,0.0939014,0.0,0.0,1.0,,,,,,,1.0,,79.0,,,,,,,12.0,,6.5,,,,,3.0,4.0,,,1.0,24.0,1.0,21.0,0,1.0,35.0,1.0,1.0,,1.0
2022-23,10385751,13,8,Chelsea,Home,232422,109745,Kepa Arrizabalaga,kepa-arrizabalaga,G,False,,1.0,7.0,3.0,32.0,35.0,,,9.0,,,,,,,,,,,,0.00095116,0.0,0.0,,,,0.4006,,,,,,90.0,,,,,,,15.0,,7.6,2.0,5.0,,,,,1.0,21.0,,13.0,36.0,49.0,0,,59.0,1.0,,,
2022-23,10385751,13,8,Chelsea,Home,249437,124183,Hakim Ziyech,hakim-ziyech,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385751,13,8,Chelsea,Home,284441,126187,Ruben Loftus-Cheek,ruben-loftus-cheek,M,False,,,2.0,16.0,6.0,22.0,2.0,2.0,4.0,,,1.0,,,,2.0,6.0,6.0,,,0.00660025,0.0414,0.0148,,,,,,,2.0,,,79.0,1.0,,,,,,11.0,,6.6,,,,1.0,3.0,1.0,,2.0,,21.0,7.0,27.0,2,,44.0,1.0,3.0,1.0,
2022-23,10385751,13,8,Chelsea,Home,770677,212701,Denis Zakaria,denis-zakaria,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385751,13,8,Chelsea,Home,794939,179268,Marc Cucurella,marc-cucurella,D,False,,,1.0,4.0,9.0,13.0,,,,,,,,,,,,,,,0.00155646,0.0,0.0,,,,,,,,,,36.0,,,,,,,,,6.6,,,,2.0,,,,1.0,,4.0,9.0,13.0,0,,16.0,,,,
2022-23,10385751,13,8,Chelsea,Home,802695,172850,Ben Chilwell,ben-chilwell,D,False,1.0,,,13.0,10.0,22.0,1.0,4.0,3.0,,,,1.0,,,,4.0,6.0,,,0.104599,0.0,0.0,,,,,,,2.0,,,90.0,,,,,,,22.0,,6.6,,,,2.0,3.0,4.0,,3.0,,22.0,13.0,31.0,0,,60.0,2.0,1.0,1.0,
2022-23,10385751,13,8,Chelsea,Home,817957,176413,Christian Pulišić,christian-pulisic,F,True,,,,1.0,,1.0,1.0,,,,,,,,,1.0,2.0,2.0,,,7.719e-05,0.0,0.0,,,,,,,,,,16.0,,,,,,,4.0,,6.3,,,,1.0,1.0,1.0,,,,3.0,,2.0,0,,8.0,,1.0,1.0,
2022-23,10385751,13,8,Chelsea,Home,826134,180736,Trevoh Chalobah,trevoh-chalobah,D,False,,,2.0,10.0,40.0,50.0,3.0,3.0,4.0,,1.0,,1.0,,,,4.0,4.0,,,0.00343356,0.2072,0.0,,,,,,1.0,2.0,,,90.0,,,,,,,9.0,,6.6,,,2.0,3.0,,,,8.0,,13.0,46.0,59.0,2,1.0,70.0,,,,1.0
2022-23,10385751,13,8,Chelsea,Home,836694,184341,Mason Mount,mason-mount,F,False,1.0,,,20.0,3.0,22.0,1.0,,9.0,1.0,,,1.0,,,1.0,10.0,3.0,,,0.278918,0.0,0.0,4.0,,,,,,1.0,1.0,,90.0,,,,,,,18.0,,7.0,,,,,5.0,6.0,,,,31.0,4.0,29.0,0,1.0,48.0,1.0,,2.0,
2022-23,10385751,13,8,Chelsea,Home,836705,219847,Kai Havertz,kai-havertz,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385751,13,8,Chelsea,Home,845074,228286,Edouard Mendy,edouard-mendy,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385751,13,8,Chelsea,Home,904970,232787,Conor Gallagher,conor-gallagher,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385751,13,8,Chelsea,Home,994556,478912,Carney Chukwuemeka,carney-chukwuemeka,M,True,,,1.0,2.0,3.0,5.0,1.0,,,,,,,,,,1.0,,,,0.00119012,0.0,0.0,,,,,,,,,,11.0,,,,,,,2.0,,6.4,,,,1.0,,,,1.0,,3.0,3.0,6.0,0,,9.0,1.0,,,
2022-23,10385751,13,8,Chelsea,Home,996985,440323,Armando Broja,armando-broja,F,True,,,,,,,3.0,1.0,,,,,,,,,4.0,2.0,,,0.0,0.0,0.0,,,,,,,,,,11.0,,,,,,1.0,2.0,,6.8,,,,,1.0,,,,1.0,1.0,,1.0,0,,3.0,,1.0,,
2022-23,10385363,14,8,Chelsea,Away,21555,41328,César Azpilicueta,cesar-azpilicueta,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385363,14,8,Chelsea,Away,33541,51090,Thiago Silva,thiago-silva,D,False,,,3.0,22.0,34.0,56.0,1.0,2.0,8.0,,,,,2.0,,,1.0,3.0,,1.0,0.00707206,0.0,0.0,,,,,,,1.0,,,90.0,,5.0,,,,,6.0,,7.9,,,,3.0,,,,4.0,,24.0,38.0,62.0,0,1.0,75.0,,,,1.0
2022-23,10385363,14,8,Chelsea,Away,51498,54694,Pierre-Emerick Aubameyang,pierre-emerick-aubameyang,F,True,1.0,,,4.0,3.0,6.0,,,1.0,,,,1.0,,,2.0,3.0,,,,0.0302743,0.035,0.3369,,,,,,,,,,27.0,1.0,,,,,,3.0,,6.5,,,,,,1.0,,,,4.0,3.0,6.0,1,,14.0,1.0,,,
2022-23,10385363,14,8,Chelsea,Away,132874,85955,Jorginho,jorginho,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385363,14,8,Chelsea,Away,136710,91651,Mateo Kovačić,mateo-kovacic,M,False,,,,28.0,23.0,51.0,,1.0,5.0,,,1.0,,,,,2.0,4.0,,,0.0302231,0.0516,0.0,1.0,,,,,,2.0,,,90.0,,,,,,,17.0,,6.2,,,,2.0,1.0,,,3.0,,39.0,25.0,64.0,1,1.0,78.0,3.0,2.0,,
2022-23,10385363,14,8,Chelsea,Away,138534,103955,Raheem Sterling,raheem-sterling,F,False,2.0,,,11.0,4.0,13.0,,,2.0,,,,,,,,2.0,1.0,,,0.235799,0.0,0.0,,,,,,,,2.0,,63.0,,,,,,,17.0,,6.5,,,,,2.0,4.0,,,,24.0,4.0,24.0,0,,36.0,2.0,1.0,,
2022-23,10385363,14,8,Chelsea,Away,232422,109745,Kepa Arrizabalaga,kepa-arrizabalaga,G,False,,2.0,6.0,4.0,10.0,14.0,,,2.0,,,,1.0,,,,1.0,,,,0.00118781,0.0,0.0,,,,-1.9523,,,,,,45.0,,,,,,,2.0,,5.8,1.0,1.0,,3.0,,,2.0,8.0,,6.0,10.0,16.0,0,,20.0,,,,
2022-23,10385363,14,8,Chelsea,Away,249437,124183,Hakim Ziyech,hakim-ziyech,M,True,,,1.0,5.0,2.0,7.0,,,,,,,,,,,1.0,,,,0.00837515,0.0,0.0,,,,,,,1.0,,,11.0,,,,,,,4.0,,6.4,,,,,1.0,1.0,,1.0,,8.0,2.0,9.0,0,,13.0,,,,
2022-23,10385363,14,8,Chelsea,Away,284441,126187,Ruben Loftus-Cheek,ruben-loftus-cheek,M,False,,,1.0,30.0,19.0,49.0,,1.0,10.0,,,1.0,1.0,,,,2.0,8.0,,,0.0991074,0.0319,0.0,,,,,,,,2.0,,90.0,,,1.0,,,,9.0,,6.6,,,,1.0,2.0,1.0,,1.0,,32.0,21.0,52.0,1,1.0,72.0,3.0,5.0,1.0,1.0
2022-23,10385363,14,8,Chelsea,Away,770677,212701,Denis Zakaria,denis-zakaria,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385363,14,8,Chelsea,Away,794939,179268,Marc Cucurella,marc-cucurella,D,False,,,,10.0,14.0,24.0,,1.0,5.0,,,,1.0,,,,1.0,1.0,,,0.00529311,0.0,0.0,,,,,,,,,,64.0,,,,,,,8.0,,6.0,,,,1.0,,,,3.0,,15.0,16.0,31.0,0,,48.0,,,,
2022-23,10385363,14,8,Chelsea,Away,802695,172850,Ben Chilwell,ben-chilwell,D,True,,,1.0,12.0,5.0,17.0,1.0,,,,,,,,,,1.0,1.0,,,0.00719485,0.0377,0.0,,,,,,,,,,26.0,,,,,,,3.0,,6.5,,,1.0,,,2.0,,2.0,,14.0,6.0,18.0,1,,27.0,,1.0,,
2022-23,10385363,14,8,Chelsea,Away,817957,176413,Christian Pulišić,christian-pulisic,F,False,,,,13.0,3.0,16.0,1.0,3.0,,,,1.0,,,,1.0,2.0,7.0,,,0.0852109,0.2056,0.0,,,,,,,1.0,2.0,,79.0,,,,,,,11.0,,6.8,,,1.0,1.0,,1.0,,1.0,,16.0,5.0,20.0,2,2.0,39.0,5.0,2.0,,1.0
2022-23,10385363,14,8,Chelsea,Away,826134,180736,Trevoh Chalobah,trevoh-chalobah,D,False,,,4.0,21.0,38.0,59.0,1.0,1.0,7.0,,,,3.0,,,,5.0,4.0,,,0.0194582,0.0,0.0,1.0,,,,,,1.0,,,90.0,,,1.0,,,,4.0,,5.9,,,,,,,,5.0,,23.0,39.0,62.0,0,2.0,70.0,1.0,1.0,,1.0
2022-23,10385363,14,8,Chelsea,Away,836694,184341,Mason Mount,mason-mount,F,False,2.0,,1.0,32.0,16.0,46.0,1.0,,1.0,,,,,,,2.0,6.0,1.0,,,0.0653455,0.0801,0.1472,3.0,,,,,,,1.0,,90.0,2.0,,,,,,14.0,,7.1,,,1.0,,,5.0,,1.0,,40.0,17.0,52.0,3,,71.0,2.0,1.0,,
2022-23,10385363,14,8,Chelsea,Away,836705,219847,Kai Havertz,kai-havertz,F,False,,,,23.0,12.0,35.0,2.0,1.0,2.0,,,,,,,2.0,8.0,2.0,,,0.0370098,0.7045,0.5646,,,1.0,,,,,2.0,,90.0,2.0,,,,,,12.0,,7.2,,,2.0,2.0,4.0,,,1.0,,28.0,12.0,40.0,4,,60.0,1.0,1.0,,
2022-23,10385363,14,8,Chelsea,Away,845074,228286,Edouard Mendy,edouard-mendy,G,True,,,3.0,1.0,17.0,18.0,,,6.0,,,,,,,,,,,1.0,7.971e-05,0.0,0.0,,,,0.2789,,,,,,45.0,,,,,,,4.0,,6.7,2.0,4.0,,,,,,6.0,,2.0,20.0,22.0,0,,31.0,,,,
2022-23,10385363,14,8,Chelsea,Away,904970,232787,Conor Gallagher,conor-gallagher,M,False,1.0,,,19.0,8.0,26.0,3.0,1.0,4.0,1.0,,,,,,2.0,6.0,3.0,,,0.212972,0.2467,0.4125,1.0,1.0,,,,,1.0,2.0,,79.0,2.0,,,,,,7.0,,7.6,,,,3.0,,3.0,,,,23.0,9.0,29.0,2,,45.0,,2.0,,
2022-23,10385363,14,8,Chelsea,Away,996985,440323,Armando Broja,armando-broja,F,True,,,,2.0,2.0,4.0,1.0,1.0,1.0,,,,,,,,1.0,2.0,,,0.00070344,0.0,0.0,,,,,,,,,,11.0,,,,,,,2.0,,6.6,,,,,,,,,,4.0,2.0,6.0,0,1.0,8.0,,,,
2022-23,10385363,14,8,Chelsea,Away,1090963,503301,Omari Hutchinson,omari-hutchinson,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385376,15,8,Chelsea,Home,21555,41328,César Azpilicueta,cesar-azpilicueta,D,False,,,,7.0,19.0,26.0,1.0,4.0,4.0,,,,1.0,,,,7.0,10.0,,,0.00344592,0.0,0.0,4.0,,,,,,2.0,,,90.0,,1.0,,,,,20.0,,7.0,,,,4.0,2.0,2.0,,5.0,,15.0,26.0,39.0,0,4.0,73.0,,1.0,1.0,4.0
2022-23,10385376,15,8,Chelsea,Home,33541,51090,Thiago Silva,thiago-silva,D,False,,,4.0,10.0,34.0,44.0,,1.0,5.0,,,,1.0,,,1.0,3.0,4.0,,,0.0099147,0.1287,0.0,1.0,,,,,,2.0,,,90.0,,2.0,,,,,17.0,,6.8,,,1.0,2.0,,,,15.0,,22.0,36.0,58.0,1,2.0,72.0,,1.0,,1.0
2022-23,10385376,15,8,Chelsea,Home,51498,54694,Pierre-Emerick Aubameyang,pierre-emerick-aubameyang,F,False,,,,3.0,,3.0,,,,,,1.0,,,,,2.0,,,,0.00625511,0.0491,0.0,2.0,,,,,,,,,64.0,,,,,,,2.0,,6.4,,,,2.0,,,,,,5.0,,5.0,1,,8.0,,,,
2022-23,10385376,15,8,Chelsea,Home,126071,86129,Kalidou Koulibaly,kalidou-koulibaly,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385376,15,8,Chelsea,Home,132874,85955,Jorginho,jorginho,M,False,,,3.0,10.0,12.0,22.0,,1.0,12.0,,,,3.0,,,,3.0,5.0,,,0.0123564,0.0,0.0,,,,,,,2.0,,,90.0,,,,,,,12.0,,6.7,,,,2.0,1.0,,,7.0,,15.0,19.0,34.0,0,2.0,43.0,,1.0,1.0,2.0
2022-23,10385376,15,8,Chelsea,Home,136710,91651,Mateo Kovačić,mateo-kovacic,M,True,,,,,8.0,8.0,1.0,,2.0,,,,1.0,,,,2.0,,,,0.00012037,0.0,0.0,,,,,,,,,,12.0,,,,,,,2.0,,6.3,,,,,,,,1.0,,2.0,8.0,10.0,0,,10.0,,,,
2022-23,10385376,15,8,Chelsea,Home,138534,103955,Raheem Sterling,raheem-sterling,F,False,,,2.0,15.0,4.0,19.0,1.0,,6.0,,,,,,,3.0,11.0,3.0,,,0.0323233,0.0,0.0,2.0,,,,,,,1.0,,90.0,,,,,,,15.0,,5.9,,,,,6.0,1.0,,2.0,1.0,21.0,4.0,24.0,0,1.0,39.0,1.0,1.0,1.0,
2022-23,10385376,15,8,Chelsea,Home,249437,124183,Hakim Ziyech,hakim-ziyech,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385376,15,8,Chelsea,Home,257993,122074,Marcus Bettinelli,marcus-bettinelli,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385376,15,8,Chelsea,Home,284441,126187,Ruben Loftus-Cheek,ruben-loftus-cheek,M,False,,,1.0,13.0,8.0,21.0,3.0,2.0,3.0,,,,1.0,,,,4.0,5.0,,,0.0167508,0.0,0.0,,,,,,,,,,78.0,,,,,,,6.0,,6.7,,,,1.0,,1.0,,1.0,,15.0,11.0,25.0,0,2.0,32.0,1.0,1.0,,
2022-23,10385376,15,8,Chelsea,Home,770677,212701,Denis Zakaria,denis-zakaria,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385376,15,8,Chelsea,Home,794939,179268,Marc Cucurella,marc-cucurella,D,False,,,,6.0,12.0,18.0,,1.0,5.0,,,1.0,,,,1.0,4.0,9.0,,,0.00201808,0.0502,0.0,3.0,,,,,,,,,90.0,,,,,,,13.0,,6.8,,,,1.0,,2.0,,4.0,,14.0,15.0,27.0,1,5.0,46.0,1.0,3.0,,2.0
2022-23,10385376,15,8,Chelsea,Home,817957,176413,Christian Pulišić,christian-pulisic,F,True,,,1.0,,4.0,4.0,,,,,,,,,,,1.0,1.0,,,2.406e-05,0.0,0.0,1.0,,,,,,,,,12.0,,,,,,,,,6.6,,,,,,,,1.0,,,4.0,4.0,0,1.0,5.0,,,,1.0
2022-23,10385376,15,8,Chelsea,Home,826134,180736,Trevoh Chalobah,trevoh-chalobah,D,False,,,1.0,7.0,30.0,37.0,1.0,3.0,6.0,,,,2.0,,,,4.0,6.0,,,0.0081495,0.0,0.0,1.0,,,,,,2.0,,,90.0,,,,,,,6.0,,6.8,,,,3.0,,1.0,,5.0,,11.0,32.0,42.0,0,3.0,52.0,,,,1.0
2022-23,10385376,15,8,Chelsea,Home,836694,184341,Mason Mount,mason-mount,F,False,1.0,,1.0,6.0,8.0,13.0,1.0,2.0,4.0,,,1.0,1.0,,,,4.0,6.0,,,0.0727796,0.0437,0.0,2.0,,,,,,,1.0,,78.0,,,,,,,16.0,,6.7,,,,1.0,,4.0,,1.0,,13.0,12.0,21.0,1,1.0,38.0,5.0,3.0,,
2022-23,10385376,15,8,Chelsea,Home,836705,219847,Kai Havertz,kai-havertz,F,False,,,,10.0,1.0,11.0,,2.0,2.0,,,,,,,1.0,2.0,3.0,,,0.0804956,0.0198,0.0776,2.0,,,,,,,1.0,,64.0,1.0,,,,,,13.0,,6.8,,,,2.0,,2.0,,,,17.0,2.0,17.0,1,1.0,35.0,4.0,,,1.0
2022-23,10385376,15,8,Chelsea,Home,845074,228286,Edouard Mendy,edouard-mendy,G,False,,1.0,6.0,5.0,18.0,23.0,,,7.0,,,,,,,,,,,,0.00061583,0.0,0.0,,,,0.0897,1.0,,,,,90.0,,,,,,,10.0,1.0,6.8,1.0,1.0,,1.0,,,1.0,16.0,,13.0,20.0,33.0,0,,42.0,,,,
2022-23,10385376,15,8,Chelsea,Home,904970,232787,Conor Gallagher,conor-gallagher,M,True,,,,5.0,7.0,12.0,1.0,,3.0,,,,1.0,,,1.0,4.0,3.0,,,0.0029555,0.0,0.0,1.0,,,,,,,,,26.0,,,,,,,9.0,,6.6,,,,,,2.0,,1.0,,9.0,10.0,17.0,0,2.0,25.0,1.0,1.0,,1.0
2022-23,10385376,15,8,Chelsea,Home,996985,440323,Armando Broja,armando-broja,F,True,,,,2.0,,2.0,4.0,1.0,1.0,,,,,,,3.0,8.0,4.0,,,0.00046214,0.0,0.0,,,,,,,1.0,,,26.0,,,,,,,9.0,,6.3,,,,,3.0,,,,2.0,4.0,,4.0,0,,18.0,3.0,1.0,2.0,
2022-23,10385376,15,8,Chelsea,Home,1136730,487838,Lewis Hall,lewis-hall,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385381,16,8,Chelsea,Away,21555,41328,César Azpilicueta,cesar-azpilicueta,D,False,,,,4.0,10.0,14.0,,,,,,,,,,,1.0,1.0,,,0.00137923,0.0,0.0,1.0,,,,,,1.0,,,45.0,,,,,,,5.0,,6.7,,,,3.0,,,,1.0,,7.0,11.0,18.0,0,1.0,32.0,,,,
2022-23,10385381,16,8,Chelsea,Away,33541,51090,Thiago Silva,thiago-silva,D,True,,,2.0,19.0,47.0,66.0,,3.0,8.0,,,,,,,,,4.0,,,0.00691263,0.0341,0.0,,,,,,,2.0,,,83.0,,1.0,,,,,4.0,,7.3,,,1.0,6.0,,,,5.0,,23.0,47.0,70.0,1,1.0,81.0,,,,
2022-23,10385381,16,8,Chelsea,Away,51498,54694,Pierre-Emerick Aubameyang,pierre-emerick-aubameyang,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385381,16,8,Chelsea,Away,126071,86129,Kalidou Koulibaly,kalidou-koulibaly,D,False,,,2.0,15.0,31.0,46.0,2.0,,6.0,,,,,,,,4.0,2.0,,,0.00409384,0.0,0.0,2.0,,,,,,,,,90.0,,,,,,,15.0,,6.4,,,,3.0,,,,10.0,,23.0,37.0,60.0,0,1.0,69.0,1.0,1.0,,1.0
2022-23,10385381,16,8,Chelsea,Away,132874,85955,Jorginho,jorginho,M,False,,,,12.0,31.0,43.0,1.0,,4.0,,,,,,,1.0,3.0,7.0,,,0.00481742,0.0,0.0,1.0,,,,,,1.0,,,90.0,,,,,,,9.0,,6.9,,,,,,,,1.0,,18.0,33.0,51.0,0,4.0,64.0,,3.0,,2.0
2022-23,10385381,16,8,Chelsea,Away,136710,91651,Mateo Kovačić,mateo-kovacic,M,False,,,,20.0,17.0,37.0,,,8.0,,,1.0,,,,,1.0,1.0,,,0.0126624,0.0616,0.0,1.0,,,,,,3.0,,,90.0,,1.0,,,,,11.0,,6.8,,,,1.0,,1.0,,2.0,,27.0,20.0,46.0,1,1.0,57.0,1.0,,,1.0
2022-23,10385381,16,8,Chelsea,Away,249437,124183,Hakim Ziyech,hakim-ziyech,M,True,1.0,,2.0,7.0,3.0,9.0,,,,,,,,,,,,4.0,,,0.033362,0.0,0.0,,,,,,,,1.0,,17.0,,,,,,,5.0,,7.4,,,,1.0,,5.0,,2.0,,12.0,3.0,10.0,0,4.0,20.0,,,,2.0
2022-23,10385381,16,8,Chelsea,Away,257993,122074,Marcus Bettinelli,marcus-bettinelli,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385381,16,8,Chelsea,Away,284441,126187,Ruben Loftus-Cheek,ruben-loftus-cheek,M,False,,,,2.0,,2.0,,,,,,,,,,,1.0,,,,0.00149901,0.0,0.0,1.0,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,2.0,,2.0,0,,2.0,,,,
