season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2018-19,7827864,1,8,Chelsea,Away,21300,41270,David Luiz,david-luiz,D,False,,,10.0,41.0,45.0,86.0,3.0,3.0,8.0,,,,1.0,,,,5.0,6.0,,,1.0,,,,,1.0,,,90.0,,,,,,,7.0,,7.5,,,,,4.0,1.0,,,12.0,,45.0,47.0,92.0,0,1.0,102.0,1.0,1.0,1.0,1.0
2018-19,7827864,1,8,Chelsea,Away,21555,41328,César Azpilicueta,cesar-azpilicueta,D,False,1.0,,2.0,40.0,31.0,70.0,4.0,1.0,8.0,,,,,,,2.0,6.0,3.0,,,,,,,,3.0,,,90.0,,1.0,,,,,11.0,,7.2,,,,,2.0,1.0,1.0,,4.0,,43.0,34.0,76.0,0,1.0,106.0,1.0,,1.0,
2018-19,7827864,1,8,Chelsea,Away,27583,42786,Eden Hazard,eden-hazard,F,True,,,1.0,13.0,7.0,20.0,,,1.0,1.0,,1.0,,,,,1.0,6.0,,,1.0,1.0,,,,,1.0,,14.0,,,,,,,5.0,,7.8,,,,,,5.0,,,1.0,,16.0,7.0,23.0,1,,32.0,,1.0,5.0,
2018-19,7827864,1,8,Chelsea,Away,31417,47431,Willian,willian,M,False,3.0,,1.0,20.0,8.0,25.0,3.0,1.0,1.0,,,1.0,2.0,,,4.0,10.0,4.0,,,,1.0,,,,,3.0,,76.0,,,,,,,13.0,,7.1,,,,,,3.0,6.0,,2.0,,25.0,8.0,27.0,1,,51.0,1.0,2.0,2.0,
2018-19,7827864,1,8,Chelsea,Away,31585,49013,Victor Moses,victor-moses,F,True,,,,4.0,,4.0,,,,,,,,,,1.0,2.0,,,,1.0,,,,,,1.0,,9.0,,,,,,,1.0,,6.2,,,,,,,,,,,4.0,,4.0,0,,5.0,,,,
2018-19,7827864,1,8,Chelsea,Away,35428,49579,Pedro,pedro,F,False,,,2.0,32.0,10.0,42.0,,,4.0,,,,1.0,,,2.0,3.0,4.0,,,,,1.0,,,2.0,1.0,,81.0,1.0,,,,,,13.0,,7.5,,,,,1.0,4.0,1.0,,3.0,,39.0,12.0,50.0,1,,64.0,1.0,,4.0,
2018-19,7827864,1,8,Chelsea,Away,39070,44346,Olivier Giroud,olivier-giroud,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827864,1,8,Chelsea,Away,52741,20310,Willy Caballero,willy-caballero,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827864,1,8,Chelsea,Away,69408,82263,Marcos Alonso,marcos-alonso,D,False,1.0,,3.0,34.0,34.0,67.0,2.0,1.0,6.0,,1.0,1.0,,,,,4.0,5.0,,,1.0,,,,1.0,,1.0,,90.0,,,,,,1.0,12.0,,7.4,,,2.0,,2.0,2.0,2.0,,5.0,,37.0,38.0,73.0,3,2.0,103.0,2.0,1.0,1.0,
2018-19,7827864,1,8,Chelsea,Away,98435,88894,Ross Barkley,ross-barkley,M,False,,,,20.0,19.0,39.0,,1.0,5.0,,,1.0,,,,2.0,4.0,4.0,,,2.0,,,,,,1.0,,68.0,,,,,,,11.0,,6.7,,,,,2.0,1.0,,,,,22.0,22.0,44.0,1,1.0,58.0,3.0,1.0,1.0,1.0
