season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2023-24,11352316,1,8,Chelsea,Home,974505,448047,Enzo Fernández,enzo-fernandez,M,False,1.0,,10.0,45.0,41.0,85.0,,1.0,3.0,1.0,,1.0,2.0,,,1.0,4.0,6.0,,,0.114976,0.0603,0.0,1.0,,,,,,,2.0,,90.0,,1.0,,,,,,,18.0,,8.1,,,,1.0,2.0,7.0,,11.0,,57.0,44.0,94.0,1,1.0,119.0,1.0,2.0,2.0,1.0
2023-24,11352316,1,8,Chelsea,Home,976263,441302,Ian Maatsen,ian-maatsen,D,True,,,1.0,4.0,,4.0,,,2.0,,,,,,,1.0,1.0,1.0,,,0.00684712,0.0,0.0,,,,,,,,,,9.0,,,,,,,,,6.0,,6.8,,,,,,1.0,,1.0,,7.0,2.0,8.0,0,1.0,15.0,,,,1.0
2023-24,11352316,1,8,Chelsea,Home,994556,478912,Carney Chukwuemeka,carney-chukwuemeka,M,False,,,1.0,32.0,6.0,38.0,,,3.0,,,,1.0,,,2.0,7.0,2.0,,,0.163772,0.0,0.0,1.0,,,,,,,,,81.0,,,,,,,,,10.0,,6.5,,,,,3.0,,,1.0,,34.0,8.0,42.0,0,1.0,51.0,,1.0,,1.0
2023-24,11352316,1,8,Chelsea,Home,996903,482158,Lucas Bergström,lucas-bergstrom,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352316,1,8,Chelsea,Home,996911,460028,Levi Colwill,levi-colwill,D,False,,,3.0,26.0,30.0,56.0,,1.0,6.0,1.0,,1.0,,,,1.0,1.0,4.0,,,0.0138897,0.0827,0.0,,,,,,,1.0,2.0,,90.0,,,,,,,,,15.0,,7.3,,,,2.0,1.0,,,8.0,,35.0,33.0,68.0,1,2.0,81.0,2.0,,1.0,2.0
2023-24,11352316,1,8,Chelsea,Home,996958,482609,Malo Gusto,gusto-malo,D,True,,,1.0,7.0,4.0,11.0,,,1.0,,,,,,,,,2.0,,,0.0110425,0.0,0.0,,,,,,,,,,14.0,,,,,,,,,7.0,,6.7,,,,,,,,2.0,,9.0,7.0,16.0,0,1.0,27.0,2.0,1.0,,
2023-24,11352316,1,8,Chelsea,Home,1048916,503714,Lesley Ugochukwu,lesley-ugochukwu,M,True,,,,,3.0,3.0,,,,,,,,,,,,,,,7.372e-05,0.0,0.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,3.0,3.0,0,,5.0,,,,
2023-24,11352316,1,8,Chelsea,Home,1085381,517052,Nicolas Jackson,nicolas-jackson,F,False,,,,12.0,5.0,17.0,2.0,1.0,3.0,,3.0,,,,,2.0,5.0,5.0,,,0.0126594,0.5452,0.4119,1.0,,,,,,,,,90.0,2.0,1.0,,,,,,,9.0,,6.1,,,2.0,1.0,2.0,,,,2.0,15.0,6.0,21.0,4,,38.0,3.0,2.0,2.0,
2023-24,11352316,1,8,Chelsea,Home,1105779,532605,Andrey Santos,santos-andrey,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352316,1,8,Chelsea,Home,1138421,534392,Mason Burstow,mason-burstow,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352418,2,8,Chelsea,Away,33541,51090,Thiago Silva,thiago-silva,D,False,,,,37.0,61.0,98.0,3.0,7.0,5.0,,,1.0,1.0,,,,4.0,7.0,,,0.0380659,0.039,0.0,,,,,,,,,,90.0,,2.0,,,,,,,4.0,,6.9,,,,4.0,,,,,,40.0,62.0,102.0,1,,110.0,,,,
2023-24,11352418,2,8,Chelsea,Away,138534,103955,Raheem Sterling,raheem-sterling,F,False,2.0,,,34.0,3.0,35.0,1.0,,7.0,,,1.0,1.0,,,5.0,9.0,12.0,,,0.227337,0.0558,0.0,1.0,,,,,,,1.0,,90.0,,,,,,,,1.0,26.0,,8.1,,,,,7.0,6.0,,,1.0,49.0,4.0,47.0,1,1.0,78.0,3.0,5.0,6.0,1.0
2023-24,11352418,2,8,Chelsea,Away,794939,179268,Marc Cucurella,marc-cucurella,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352418,2,8,Chelsea,Away,802695,172850,Ben Chilwell,ben-chilwell,D,False,2.0,,,26.0,4.0,28.0,,2.0,4.0,,,1.0,,,,1.0,3.0,4.0,,,0.493939,0.2302,0.0,1.0,,,,,,,2.0,,61.0,,,,,,,,,11.0,,7.1,,,1.0,1.0,2.0,5.0,,,,33.0,5.0,33.0,2,1.0,49.0,1.0,,1.0,1.0
2023-24,11352418,2,8,Chelsea,Away,827243,220362,Axel Disasi,axel-disasi,D,False,,,1.0,42.0,56.0,98.0,,4.0,8.0,,,,,,,,2.0,6.0,,,0.026458,0.0,0.0,2.0,,,,,,,,,90.0,,,,,,,,,14.0,,6.2,,,,1.0,,1.0,,3.0,,53.0,58.0,110.0,0,1.0,117.0,1.0,1.0,,
2023-24,11352418,2,8,Chelsea,Away,904970,232787,Conor Gallagher,conor-gallagher,M,False,,,1.0,37.0,16.0,53.0,,1.0,5.0,,,1.0,1.0,,,,2.0,5.0,,,0.0275504,0.1255,0.0457,1.0,,,,,,2.0,,,75.0,1.0,,,,,,,,6.0,,7.2,,,,2.0,1.0,,,1.0,,41.0,17.0,58.0,2,3.0,71.0,1.0,,1.0,1.0
2023-24,11352418,2,8,Chelsea,Away,920546,215059,Robert Sánchez,robert-sanchez,G,False,,,1.0,,20.0,20.0,,,6.0,,,,,,,,,,,,5.867e-05,0.0,0.0,,,,-0.331,,,,,,90.0,,,,,1.0,,,,1.0,,6.5,2.0,3.0,,,,,,2.0,,1.0,20.0,21.0,0,,29.0,,,,
2023-24,11352418,2,8,Chelsea,Away,958966,465920,Mykhailo Mudryk,mykhailo-mudryk,M,True,3.0,,,13.0,3.0,13.0,,,2.0,,,,,,,,,2.0,,,0.155774,0.0784,0.0,,,,,,,,2.0,,45.0,,,,,,,,,10.0,,7.2,,,1.0,,,7.0,,,,21.0,3.0,17.0,1,1.0,29.0,1.0,1.0,,1.0
2023-24,11352418,2,8,Chelsea,Away,966547,248857,Noni Madueke,noni-madueke,F,True,,,,9.0,,9.0,1.0,,,,,,,,,,1.0,,,,0.0160323,0.0524,0.2852,,,,,,,,,,15.0,1.0,,,,,,,,5.0,,6.8,,,,,,3.0,,,,12.0,,9.0,1,,15.0,2.0,,,
2023-24,11352418,2,8,Chelsea,Away,974505,448047,Enzo Fernández,enzo-fernandez,M,False,2.0,,4.0,77.0,23.0,98.0,1.0,,5.0,,1.0,,1.0,,,,3.0,3.0,,,0.351643,0.817,0.98,,,,,,,,4.0,,90.0,1.0,,,,,1.0,,,17.0,,7.7,,,1.0,,2.0,5.0,,7.0,,91.0,23.0,109.0,2,1.0,127.0,1.0,1.0,1.0,1.0
2023-24,11352418,2,8,Chelsea,Away,976263,441302,Ian Maatsen,ian-maatsen,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352418,2,8,Chelsea,Away,987650,486672,Moisés Caicedo,moises-caicedo,M,True,,,,21.0,10.0,31.0,1.0,2.0,4.0,,,,,,,,4.0,6.0,,1.0,0.0339967,0.0232,0.0,2.0,,,,,,,,,29.0,,,,1.0,,,,,8.0,,6.4,,,1.0,,2.0,,,,,25.0,12.0,37.0,1,2.0,49.0,1.0,2.0,1.0,1.0
2023-24,11352418,2,8,Chelsea,Away,994556,478912,Carney Chukwuemeka,carney-chukwuemeka,M,False,,,,11.0,5.0,16.0,2.0,,1.0,,,,,,,,4.0,1.0,,,0.0303058,0.1079,0.2264,1.0,,1.0,,,,,1.0,,45.0,1.0,,,,,,,,5.0,,7.4,,,,,2.0,1.0,,,,15.0,5.0,19.0,1,,26.0,,,1.0,
2023-24,11352418,2,8,Chelsea,Away,996903,482158,Lucas Bergström,lucas-bergstrom,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352418,2,8,Chelsea,Away,996910,461188,Bashir Humphreys,bashir-humphreys,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352418,2,8,Chelsea,Away,996911,460028,Levi Colwill,levi-colwill,D,False,,,,34.0,21.0,55.0,,2.0,4.0,,,,,,,1.0,2.0,6.0,,,0.0244162,0.1317,0.0,1.0,,,,,,,,,90.0,,,,,,,,,13.0,,6.6,,,2.0,2.0,2.0,2.0,,4.0,,42.0,25.0,65.0,2,1.0,88.0,,1.0,2.0,
2023-24,11352418,2,8,Chelsea,Away,996958,482609,Malo Gusto,gusto-malo,D,False,1.0,,,31.0,22.0,52.0,,,4.0,,,,1.0,,,,1.0,3.0,,,0.0527481,0.0476,0.0,,,,,,,1.0,,,83.0,,1.0,,,,,,,5.0,,7.2,,,1.0,2.0,1.0,4.0,,,,35.0,23.0,54.0,1,2.0,73.0,,,1.0,2.0
2023-24,11352418,2,8,Chelsea,Away,1048916,503714,Lesley Ugochukwu,lesley-ugochukwu,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352418,2,8,Chelsea,Away,1085381,517052,Nicolas Jackson,nicolas-jackson,F,False,,,,15.0,6.0,21.0,2.0,2.0,3.0,,,,,,,1.0,4.0,7.0,,,0.0509746,0.7857,0.0,,,,,,,,1.0,,90.0,,,,,,,,,13.0,,7.2,,,2.0,1.0,2.0,,,,1.0,25.0,6.0,31.0,2,3.0,46.0,1.0,1.0,1.0,3.0
2023-24,11352418,2,8,Chelsea,Away,1138421,534392,Mason Burstow,mason-burstow,F,True,,,,2.0,1.0,3.0,,,,,,,,,,,,,,,0.00187029,0.0,0.0,,,,,,,,,,15.0,,,,,,,,,1.0,,6.5,,,,,,,,,,3.0,1.0,4.0,0,,5.0,,,,
2023-24,11352484,3,8,Chelsea,Home,33541,51090,Thiago Silva,thiago-silva,D,False,,,4.0,23.0,74.0,97.0,,3.0,6.0,,,,,,,,1.0,3.0,,,0.00615224,0.0,0.0,1.0,,,,,,1.0,,,90.0,,2.0,,,,,,,5.0,,7.5,,,,4.0,,,,6.0,,26.0,76.0,102.0,0,,109.0,,,,
2023-24,11352484,3,8,Chelsea,Home,138534,103955,Raheem Sterling,raheem-sterling,F,False,,,,25.0,7.0,32.0,,,5.0,1.0,1.0,1.0,,,,6.0,10.0,3.0,,,0.214916,0.8593,1.2177,1.0,,2.0,,,,,2.0,,89.0,3.0,,,,,,,,17.0,,8.8,,,1.0,,5.0,1.0,,,,30.0,7.0,36.0,5,,59.0,3.0,1.0,2.0,
2023-24,11352484,3,8,Chelsea,Home,794939,179268,Marc Cucurella,marc-cucurella,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352484,3,8,Chelsea,Home,802695,172850,Ben Chilwell,ben-chilwell,D,False,2.0,,,13.0,8.0,19.0,2.0,,3.0,,,1.0,1.0,,,,5.0,2.0,,,0.283901,0.0857,0.0,1.0,,,,,,1.0,4.0,,86.0,,,,,,,,,12.0,,7.0,,,,,1.0,4.0,,,,20.0,10.0,26.0,1,1.0,39.0,2.0,1.0,,
2023-24,11352484,3,8,Chelsea,Home,827243,220362,Axel Disasi,axel-disasi,D,False,,,1.0,19.0,68.0,87.0,1.0,6.0,3.0,,,,1.0,,,,2.0,8.0,,,0.00642724,0.0501,0.1395,,,,,,,1.0,,,90.0,1.0,1.0,,,,,,,10.0,,7.5,,,,2.0,,1.0,,6.0,,26.0,70.0,95.0,1,1.0,108.0,1.0,1.0,,1.0
2023-24,11352484,3,8,Chelsea,Home,904970,232787,Conor Gallagher,conor-gallagher,M,False,,,2.0,37.0,23.0,60.0,,1.0,7.0,1.0,,,1.0,,,,5.0,6.0,,,0.313239,0.0774,0.0459,3.0,,,,,,3.0,1.0,,90.0,1.0,,,,,,,,6.0,,7.9,,,,1.0,2.0,,,2.0,,39.0,24.0,63.0,1,3.0,79.0,2.0,1.0,1.0,1.0
2023-24,11352484,3,8,Chelsea,Home,920546,215059,Robert Sánchez,robert-sanchez,G,False,,,7.0,2.0,34.0,36.0,,,4.0,,,,,,,,,,,,0.00022012,0.0,0.0,,,,0.0675,,,,,,90.0,,,,,,,,,3.0,1.0,7.1,1.0,1.0,,1.0,,,,10.0,,4.0,35.0,39.0,0,,43.0,,,,
2023-24,11352484,3,8,Chelsea,Home,966547,248857,Noni Madueke,noni-madueke,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352484,3,8,Chelsea,Home,974505,448047,Enzo Fernández,enzo-fernandez,M,False,1.0,,8.0,36.0,25.0,60.0,,,7.0,,1.0,,2.0,,,,7.0,1.0,,,0.285494,0.3704,0.0,3.0,,,,,2.0,,2.0,,90.0,,,,,,,,,10.0,,7.6,,,4.0,,2.0,5.0,,9.0,,43.0,26.0,64.0,4,,79.0,,1.0,,
2023-24,11352484,3,8,Chelsea,Home,976263,441302,Ian Maatsen,ian-maatsen,D,True,,,,1.0,,1.0,1.0,,,,,,,,,1.0,3.0,,,,0.00329531,0.0,0.0,1.0,,,,,,,,,9.0,,,,,,,,,2.0,,6.3,,,,,,1.0,,,,2.0,,1.0,0,,3.0,,,,
2023-24,11352484,3,8,Chelsea,Home,987650,486672,Moisés Caicedo,moises-caicedo,M,False,,,3.0,27.0,33.0,60.0,1.0,2.0,3.0,,,,,,,1.0,4.0,6.0,,,0.0250056,0.0,0.0,2.0,,,,,,1.0,,,90.0,,2.0,,,,,,,3.0,,7.4,,,,,,,,3.0,,29.0,33.0,62.0,0,2.0,74.0,,2.0,,2.0
2023-24,11352484,3,8,Chelsea,Home,996903,482158,Lucas Bergström,lucas-bergstrom,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352484,3,8,Chelsea,Home,996910,461188,Bashir Humphreys,bashir-humphreys,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352484,3,8,Chelsea,Home,996911,460028,Levi Colwill,levi-colwill,D,False,,,4.0,18.0,42.0,60.0,,2.0,3.0,,,1.0,1.0,,,,1.0,4.0,,,0.148233,0.1079,0.0,,,,,,,,1.0,,90.0,,,,,,,,,8.0,,7.3,,,,4.0,,,,11.0,,24.0,44.0,68.0,1,1.0,86.0,,1.0,,
2023-24,11352484,3,8,Chelsea,Home,996958,482609,Malo Gusto,gusto-malo,D,False,,,,30.0,35.0,65.0,,,4.0,1.0,,,1.0,,,1.0,4.0,4.0,,,0.155254,0.0117,0.0,2.0,2.0,,,,,1.0,2.0,,90.0,,,,,,,,,9.0,,8.1,,,1.0,,2.0,4.0,,1.0,,36.0,36.0,68.0,1,1.0,88.0,1.0,1.0,2.0,1.0
2023-24,11352484,3,8,Chelsea,Home,1048916,503714,Lesley Ugochukwu,lesley-ugochukwu,M,True,,,,3.0,4.0,7.0,,,,,,,,,,,,,,,0.036839,0.0,0.0,,,,,,,,,,12.0,,,,,,,,,,,6.6,,,,,,,,,,3.0,4.0,7.0,0,,7.0,,,,
2023-24,11352484,3,8,Chelsea,Home,1085381,517052,Nicolas Jackson,nicolas-jackson,F,False,,,,15.0,4.0,19.0,1.0,,5.0,1.0,1.0,2.0,,,,2.0,4.0,5.0,,,0.17665,0.7122,1.2983,1.0,,1.0,,,,1.0,2.0,,83.0,3.0,,,,,,,,14.0,,7.9,,,,,2.0,,,,,17.0,5.0,22.0,5,1.0,46.0,9.0,2.0,2.0,1.0
2023-24,11352484,3,8,Chelsea,Home,1138421,534392,Mason Burstow,mason-burstow,F,True,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,0,,1.0,1.0,,,
2023-24,11352484,3,8,Chelsea,Home,1142233,491011,Diego Moreira,diego-moreira,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352484,3,8,Chelsea,Home,1632524,474803,Eddie Beach,eddie-beach,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352570,4,8,Chelsea,Home,33541,51090,Thiago Silva,thiago-silva,D,False,,,,48.0,47.0,95.0,1.0,4.0,7.0,,,,,,,,2.0,5.0,,,0.0290632,0.0612,0.1504,1.0,,,,,,1.0,1.0,,90.0,1.0,,,,,,,,5.0,,7.4,,,,6.0,,1.0,,2.0,,53.0,47.0,99.0,1,1.0,109.0,,,,1.0
2023-24,11352570,4,8,Chelsea,Home,138534,103955,Raheem Sterling,raheem-sterling,F,False,,,,26.0,3.0,29.0,,,1.0,,1.0,2.0,,,,,2.0,2.0,,,0.299969,0.4288,0.0,,,,,,,,2.0,,90.0,,,,,,,,,13.0,,6.8,,,1.0,,2.0,4.0,,,,36.0,4.0,36.0,3,,51.0,,2.0,,
2023-24,11352570,4,8,Chelsea,Home,794939,179268,Marc Cucurella,marc-cucurella,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352570,4,8,Chelsea,Home,802695,172850,Ben Chilwell,ben-chilwell,D,False,1.0,,,6.0,3.0,8.0,4.0,4.0,1.0,1.0,,1.0,1.0,,,2.0,8.0,7.0,,,0.415053,0.263,0.0,1.0,,,,,,,2.0,,62.0,,,,,,,,,18.0,,6.9,,,1.0,,2.0,4.0,,1.0,,19.0,3.0,18.0,2,1.0,39.0,2.0,,2.0,1.0
2023-24,11352570,4,8,Chelsea,Home,827243,220362,Axel Disasi,axel-disasi,D,False,,,1.0,49.0,50.0,99.0,1.0,6.0,2.0,,,1.0,,,,,1.0,7.0,,,0.0583647,0.1337,0.0,,,,,,,1.0,1.0,,90.0,,,,,,,,,7.0,,7.2,,,1.0,2.0,,1.0,,3.0,,53.0,53.0,105.0,2,,116.0,,1.0,,
2023-24,11352570,4,8,Chelsea,Home,882604,457569,Đorđe Petrović,dorde-petrovic,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352570,4,8,Chelsea,Home,904970,232787,Conor Gallagher,conor-gallagher,M,False,,,2.0,29.0,20.0,49.0,1.0,1.0,9.0,,,,,,,,3.0,6.0,,,0.0465756,0.0512,0.0,2.0,,,,,,,1.0,,62.0,,,,,,,,,9.0,,7.1,,,1.0,,,1.0,,2.0,,35.0,22.0,56.0,1,4.0,68.0,,1.0,,2.0
2023-24,11352570,4,8,Chelsea,Home,920546,215059,Robert Sánchez,robert-sanchez,G,False,,2.0,3.0,2.0,21.0,23.0,,1.0,12.0,,,,,,,,,1.0,,,0.00070314,0.0,0.0,,,,-0.0541,1.0,,,,,90.0,,,,,,,,,3.0,,7.0,1.0,2.0,,1.0,,,2.0,5.0,,3.0,22.0,25.0,0,,37.0,,,,
2023-24,11352570,4,8,Chelsea,Home,958966,465920,Mykhailo Mudryk,mykhailo-mudryk,M,True,,,,3.0,3.0,6.0,,,1.0,,,1.0,1.0,,,,2.0,,,,0.0113794,0.0163,0.0,,,,,,,,,,13.0,,,,,,,,,7.0,,6.3,,,,,1.0,4.0,,,,8.0,3.0,7.0,1,,15.0,1.0,,,
2023-24,11352570,4,8,Chelsea,Home,966547,248857,Noni Madueke,noni-madueke,F,True,1.0,,,23.0,3.0,25.0,,,1.0,,,1.0,,,,1.0,3.0,1.0,,,0.104707,0.0161,0.0,,,,,,,,,,28.0,,,,,,,,,9.0,,6.7,,,,,2.0,3.0,,,,27.0,3.0,27.0,1,,39.0,2.0,1.0,,
2023-24,11352570,4,8,Chelsea,Home,974505,448047,Enzo Fernández,enzo-fernandez,M,False,1.0,,3.0,59.0,22.0,80.0,1.0,2.0,3.0,1.0,,2.0,1.0,,,4.0,6.0,8.0,,,0.497826,0.1969,0.0166,,,,,,,,3.0,,90.0,1.0,,,,,,,,22.0,,7.9,,,1.0,,1.0,7.0,,6.0,,74.0,22.0,89.0,4,3.0,118.0,2.0,2.0,1.0,1.0
2023-24,11352570,4,8,Chelsea,Home,976263,441302,Ian Maatsen,ian-maatsen,D,True,1.0,,,11.0,3.0,13.0,,1.0,,,,1.0,,,,1.0,2.0,1.0,,,0.0291729,0.0707,0.0,,,,,,,,1.0,,13.0,,,,,,,,,5.0,,6.5,,,,,1.0,2.0,,1.0,,14.0,3.0,15.0,1,,21.0,,,,
2023-24,11352570,4,8,Chelsea,Home,982780,244851,Cole Palmer,cole-palmer,M,True,,,1.0,26.0,2.0,28.0,,,2.0,,,,1.0,,,2.0,5.0,3.0,,,0.114072,0.0,0.0,1.0,,,,,,,1.0,,28.0,,,,,,,,,11.0,,6.9,,,,,4.0,2.0,,2.0,,33.0,2.0,33.0,0,,46.0,1.0,,3.0,
2023-24,11352570,4,8,Chelsea,Home,987650,486672,Moisés Caicedo,moises-caicedo,M,False,,,3.0,35.0,18.0,53.0,,1.0,5.0,,,1.0,,,,1.0,1.0,6.0,,,0.0397571,0.0774,0.0,,,,,,,,,,77.0,,,,,,,,,10.0,,7.1,,,,1.0,1.0,,,4.0,,39.0,20.0,59.0,1,3.0,71.0,3.0,1.0,1.0,
