season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2017-18,7437763,5,8,Chelsea,Home,69408,82263,Marcos Alonso,marcos-alonso,D,False,,,4.0,14.0,10.0,24.0,2.0,3.0,6.0,,,1.0,,,,1.0,3.0,4.0,,,,,,,,,,,90.0,,,,,,,17.0,,6.7,,,,2.0,,3.0,,6.0,,23.0,15.0,35.0,1,,58.0,,1.0,,
2017-18,7437763,5,8,Chelsea,Home,70988,60772,Thibaut Courtois,thibaut-courtois,G,False,,,5.0,5.0,22.0,27.0,,,2.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,13.0,,7.2,1.0,2.0,,,,,,18.0,,18.0,22.0,40.0,0,,43.0,,,,
2017-18,7437763,5,8,Chelsea,Home,125407,88482,Álvaro Morata,alvaro-morata,F,False,,,,9.0,2.0,11.0,7.0,4.0,4.0,,,1.0,,,,3.0,14.0,8.0,,,1.0,,,,,,,,89.0,,1.0,,,,,20.0,,6.6,,,1.0,,5.0,,,,1.0,17.0,3.0,20.0,2,,38.0,4.0,2.0,2.0,
2017-18,7437763,5,8,Chelsea,Home,132318,105700,Davide Zappacosta,davide-zappacosta,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437763,5,8,Chelsea,Home,142622,102380,Antonio Rüdiger,antonio-rudiger,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437763,5,8,Chelsea,Home,147745,94245,Michy Batshuayi,michy-batshuayi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437763,5,8,Chelsea,Home,149735,169102,Tiemoué Bakayoko,tiemoue-bakayoko,M,True,,,1.0,12.0,5.0,17.0,,,5.0,,,1.0,,,,,2.0,4.0,,,2.0,,,,,1.0,1.0,,45.0,,,,,,,1.0,,7.1,,,,1.0,3.0,,,1.0,,12.0,5.0,17.0,1,,25.0,1.0,1.0,3.0,
2017-18,7437763,5,8,Chelsea,Home,186795,135363,Andreas Christensen,andreas-christensen,D,True,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,1.0,1.0,0,1.0,4.0,,,,
2017-18,7437763,5,8,Chelsea,Home,234148,116594,N'Golo Kanté,n-golo-kante,M,False,,,2.0,23.0,21.0,44.0,1.0,1.0,12.0,,,,1.0,,,,2.0,5.0,,,,,,,,3.0,2.0,,90.0,,1.0,,,,,9.0,,7.5,,,,,1.0,,,4.0,,27.0,25.0,52.0,0,3.0,65.0,1.0,,1.0,
2017-18,7437738,6,8,Chelsea,Away,518,17878,Cesc Fàbregas,cesc-fabregas,M,True,,,4.0,22.0,9.0,31.0,,,2.0,,,,,,,1.0,2.0,2.0,,,1.0,,,,,,2.0,,22.0,,,,,,,4.0,,7.2,,,,,1.0,,,5.0,,25.0,9.0,34.0,0,,37.0,,1.0,1.0,
2017-18,7437738,6,8,Chelsea,Away,9628,19419,Gary Cahill,gary-cahill,D,True,,,1.0,5.0,14.0,19.0,1.0,1.0,1.0,,,,,,,,1.0,2.0,,,,,,,,,,,31.0,,,,,,,3.0,,6.7,,,,2.0,,,,4.0,,7.0,15.0,22.0,0,1.0,27.0,,,,
2017-18,7437738,6,8,Chelsea,Away,21555,41328,César Azpilicueta,cesar-azpilicueta,D,False,,,5.0,30.0,28.0,58.0,,1.0,5.0,2.0,,,,,,,,6.0,,,,2.0,,,,1.0,2.0,,90.0,,1.0,,,,,10.0,,9.1,,,,4.0,1.0,1.0,,11.0,,37.0,31.0,67.0,0,4.0,82.0,,,1.0,
2017-18,7437738,6,8,Chelsea,Away,27583,42786,Eden Hazard,eden-hazard,F,True,,,,18.0,3.0,21.0,,,,,,,,,,1.0,1.0,3.0,,,,,,,,,,,18.0,,,,,,,1.0,,7.0,,,1.0,,3.0,,,,,18.0,3.0,21.0,1,,26.0,,,3.0,
2017-18,7437738,6,8,Chelsea,Away,31417,47431,Willian,willian,M,False,,,1.0,13.0,4.0,17.0,,,4.0,,,,,,,4.0,5.0,5.0,,,1.0,,,,,,,,72.0,,,,,,,21.0,,6.8,,,,,3.0,2.0,,2.0,,22.0,5.0,25.0,0,2.0,44.0,7.0,,3.0,
2017-18,7437738,6,8,Chelsea,Away,31585,49013,Victor Moses,victor-moses,F,False,,,2.0,10.0,10.0,20.0,1.0,,7.0,,,,,,,,5.0,3.0,,,2.0,,,,,,1.0,,90.0,,,,,,,13.0,,6.8,,,1.0,1.0,3.0,,,7.0,,15.0,14.0,29.0,1,2.0,47.0,,,1.0,
2017-18,7437738,6,8,Chelsea,Away,35428,49579,Pedro,pedro,F,False,,,,8.0,7.0,15.0,,,3.0,,,,1.0,,,,2.0,1.0,,,,,1.0,,,,,,68.0,1.0,,,,,,5.0,,7.2,,,,1.0,2.0,,,,,10.0,7.0,17.0,1,,23.0,2.0,,1.0,
2017-18,7437738,6,8,Chelsea,Away,52741,20310,Willy Caballero,willy-caballero,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437738,6,8,Chelsea,Away,69408,82263,Marcos Alonso,marcos-alonso,D,False,,,,5.0,9.0,14.0,2.0,4.0,4.0,,,,,,,,4.0,6.0,,,2.0,,,,,3.0,,,59.0,,,,,,,10.0,,7.0,,,,7.0,,,,1.0,,8.0,12.0,20.0,0,1.0,47.0,3.0,1.0,,
2017-18,7437738,6,8,Chelsea,Away,70988,60772,Thibaut Courtois,thibaut-courtois,G,False,,,8.0,7.0,13.0,20.0,,,11.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,5.0,,7.2,1.0,2.0,,2.0,,,,11.0,,10.0,13.0,23.0,0,,36.0,,,,
2017-18,7437738,6,8,Chelsea,Away,125407,88482,Álvaro Morata,alvaro-morata,F,False,,,,11.0,4.0,15.0,,1.0,1.0,,1.0,,,,,2.0,8.0,3.0,,,3.0,,3.0,,,,,,90.0,3.0,1.0,,,,,20.0,,9.0,,,1.0,2.0,4.0,2.0,,1.0,1.0,22.0,5.0,25.0,4,,45.0,3.0,1.0,1.0,
2017-18,7437738,6,8,Chelsea,Away,132318,105700,Davide Zappacosta,davide-zappacosta,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437738,6,8,Chelsea,Away,142622,102380,Antonio Rüdiger,antonio-rudiger,D,False,,,2.0,13.0,39.0,52.0,1.0,2.0,4.0,,,,2.0,,,,4.0,6.0,,,1.0,,,,,1.0,,,90.0,,,,,,,5.0,,7.2,,,,5.0,,,,6.0,,17.0,39.0,56.0,0,4.0,70.0,1.0,,,
2017-18,7437738,6,8,Chelsea,Away,147745,94245,Michy Batshuayi,michy-batshuayi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437738,6,8,Chelsea,Away,149735,169102,Tiemoué Bakayoko,tiemoue-bakayoko,M,False,,,,17.0,27.0,44.0,,1.0,10.0,,,,,,,2.0,5.0,10.0,,,2.0,1.0,,,,1.0,1.0,,90.0,,1.0,,,,,13.0,,7.9,,,,1.0,3.0,,,1.0,,22.0,28.0,50.0,0,6.0,73.0,4.0,1.0,2.0,
2017-18,7437738,6,8,Chelsea,Away,186795,135363,Andreas Christensen,andreas-christensen,D,False,,,1.0,20.0,55.0,75.0,1.0,,6.0,,,,,,,,1.0,1.0,,,,,,,,3.0,,,90.0,,1.0,,,,,5.0,,7.4,,,,3.0,,,,3.0,,22.0,58.0,80.0,0,,90.0,,1.0,,
2017-18,7437738,6,8,Chelsea,Away,234148,116594,N'Golo Kanté,n-golo-kante,M,False,,,,32.0,33.0,65.0,1.0,1.0,13.0,,,,,,,1.0,3.0,8.0,,,2.0,,,,,2.0,1.0,,90.0,,,,,,,15.0,,7.3,,,,1.0,1.0,,,3.0,,39.0,39.0,78.0,0,6.0,92.0,1.0,,1.0,
2017-18,7437738,6,8,Chelsea,Away,285937,,Charly Musonda Jr,charly-musonda-jr,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437759,7,8,Chelsea,Home,518,17878,Cesc Fàbregas,cesc-fabregas,M,False,1.0,,3.0,21.0,30.0,50.0,2.0,,3.0,1.0,,,1.0,,,,4.0,3.0,,,1.0,,,,,,2.0,,90.0,,,,,,,13.0,,7.0,,,,,1.0,4.0,,6.0,,30.0,33.0,59.0,0,1.0,71.0,,1.0,1.0,
2017-18,7437759,7,8,Chelsea,Home,9628,19419,Gary Cahill,gary-cahill,D,False,,,2.0,5.0,17.0,22.0,4.0,3.0,5.0,,,,,,,,5.0,4.0,,,1.0,,,,,,,,90.0,,1.0,,,,,7.0,,6.7,,,,3.0,,,,2.0,,9.0,19.0,28.0,0,,38.0,,1.0,,
2017-18,7437759,7,8,Chelsea,Home,21555,41328,César Azpilicueta,cesar-azpilicueta,D,False,,,,11.0,18.0,29.0,1.0,1.0,5.0,,,,1.0,,,2.0,7.0,6.0,,,1.0,,,,,2.0,,,90.0,1.0,,,,,,17.0,,6.4,,,,2.0,2.0,4.0,,4.0,,21.0,19.0,36.0,1,4.0,66.0,,1.0,,
2017-18,7437759,7,8,Chelsea,Home,27583,42786,Eden Hazard,eden-hazard,F,False,,,4.0,18.0,7.0,25.0,1.0,,2.0,,,,,,,1.0,2.0,4.0,,,,,,,,,,,72.0,1.0,,,,,,6.0,,7.0,,,,,1.0,,,4.0,2.0,21.0,7.0,28.0,1,,38.0,1.0,3.0,1.0,
2017-18,7437759,7,8,Chelsea,Home,31417,47431,Willian,willian,M,True,,,2.0,11.0,6.0,17.0,1.0,,3.0,,,,1.0,,,,3.0,6.0,,,,,,,,,,,55.0,,,,,,,8.0,,6.7,,,,1.0,3.0,1.0,,3.0,,16.0,7.0,22.0,0,,34.0,1.0,4.0,2.0,
2017-18,7437759,7,8,Chelsea,Home,31585,49013,Victor Moses,victor-moses,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437759,7,8,Chelsea,Home,35428,49579,Pedro,pedro,F,True,,,1.0,5.0,2.0,7.0,,,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,18.0,,,,,,,6.0,,6.4,,,,,,,,1.0,1.0,7.0,4.0,11.0,0,,13.0,1.0,,,
2017-18,7437759,7,8,Chelsea,Home,52741,20310,Willy Caballero,willy-caballero,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437759,7,8,Chelsea,Home,69408,82263,Marcos Alonso,marcos-alonso,D,False,1.0,,,17.0,8.0,24.0,4.0,1.0,8.0,,,,1.0,,,1.0,7.0,6.0,,,1.0,,,,,,,,90.0,,1.0,,,,,16.0,,7.1,,,,3.0,,2.0,,3.0,,22.0,15.0,35.0,0,4.0,64.0,1.0,1.0,,
2017-18,7437759,7,8,Chelsea,Home,70988,60772,Thibaut Courtois,thibaut-courtois,G,False,,,5.0,5.0,8.0,13.0,,,10.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,15.0,,7.0,3.0,4.0,,,,,,19.0,,16.0,11.0,27.0,0,,40.0,,,,
2017-18,7437759,7,8,Chelsea,Home,125407,88482,Álvaro Morata,alvaro-morata,F,False,,,,2.0,1.0,3.0,1.0,1.0,1.0,,1.0,,,,,3.0,4.0,4.0,,,,,,,,,,,35.0,,,,,,,6.0,,6.4,,,1.0,,2.0,,,,2.0,4.0,1.0,5.0,1,,14.0,1.0,1.0,2.0,
2017-18,7437759,7,8,Chelsea,Home,132318,105700,Davide Zappacosta,davide-zappacosta,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437759,7,8,Chelsea,Home,142622,102380,Antonio Rüdiger,antonio-rudiger,D,False,,,3.0,8.0,37.0,45.0,2.0,,9.0,,,,3.0,1.0,,,7.0,2.0,,,1.0,,,,,2.0,,,90.0,,2.0,,,,,9.0,,6.9,,,,5.0,1.0,1.0,,6.0,1.0,12.0,40.0,51.0,0,1.0,67.0,1.0,1.0,,
2017-18,7437759,7,8,Chelsea,Home,147745,94245,Michy Batshuayi,michy-batshuayi,F,True,,,,2.0,1.0,3.0,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,17.0,,,,,,,5.0,,6.4,,,,,,,,,,4.0,1.0,5.0,0,,9.0,2.0,,,
2017-18,7437759,7,8,Chelsea,Home,149735,169102,Tiemoué Bakayoko,tiemoue-bakayoko,M,False,,,2.0,6.0,11.0,17.0,1.0,,8.0,,,,,,,,5.0,5.0,,,2.0,,,,,,,,73.0,,1.0,,,,,8.0,,6.9,,,,,2.0,1.0,,2.0,1.0,7.0,13.0,19.0,0,5.0,32.0,3.0,,,
2017-18,7437759,7,8,Chelsea,Home,186795,135363,Andreas Christensen,andreas-christensen,D,False,,,2.0,5.0,20.0,25.0,,1.0,4.0,,1.0,,,,,,,3.0,,,,,,,,3.0,,,90.0,,1.0,,,,,6.0,,7.0,,,1.0,6.0,1.0,,,4.0,,9.0,21.0,30.0,1,1.0,45.0,,,1.0,
2017-18,7437759,7,8,Chelsea,Home,234148,116594,N'Golo Kanté,n-golo-kante,M,False,1.0,,2.0,12.0,20.0,31.0,1.0,,8.0,1.0,,,1.0,,,4.0,6.0,6.0,,,1.0,,,,,2.0,2.0,,90.0,,,,,,,16.0,,7.3,,,,,3.0,1.0,,4.0,1.0,19.0,21.0,39.0,0,3.0,58.0,3.0,,3.0,
2017-18,7437759,7,8,Chelsea,Home,801391,167767,Kenedy,kenedy,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437743,8,8,Chelsea,Away,518,17878,Cesc Fàbregas,cesc-fabregas,M,False,2.0,,7.0,45.0,24.0,67.0,1.0,2.0,10.0,,,,3.0,,,1.0,6.0,13.0,,1.0,,1.0,,,1.0,2.0,4.0,,90.0,,,,,,,30.0,,9.1,,,4.0,2.0,1.0,7.0,,8.0,,61.0,32.0,86.0,4,10.0,122.0,1.0,1.0,,
2017-18,7437743,8,8,Chelsea,Away,9628,19419,Gary Cahill,gary-cahill,D,False,,,1.0,25.0,29.0,54.0,,1.0,4.0,,,,1.0,,,1.0,2.0,5.0,,,,,,,,1.0,,,90.0,,2.0,,,,,8.0,,7.1,,,,8.0,,,,1.0,,30.0,30.0,60.0,0,4.0,77.0,,,,
2017-18,7437743,8,8,Chelsea,Away,21300,41270,David Luiz,david-luiz,D,False,,,7.0,13.0,27.0,40.0,1.0,,7.0,,,,2.0,,,,4.0,1.0,,,,,,,,2.0,,,90.0,,,,,,,9.0,,6.3,,,,4.0,1.0,,,8.0,,19.0,27.0,46.0,0,1.0,60.0,2.0,,,
2017-18,7437743,8,8,Chelsea,Away,21555,41328,César Azpilicueta,cesar-azpilicueta,D,False,,,4.0,21.0,44.0,65.0,1.0,9.0,6.0,,,,,,,,1.0,9.0,,,,,,,,1.0,1.0,,90.0,,,1.0,,,,15.0,,7.1,,,,12.0,,1.0,,6.0,,31.0,47.0,77.0,0,,98.0,1.0,,,
2017-18,7437743,8,8,Chelsea,Away,27583,42786,Eden Hazard,eden-hazard,F,False,,,5.0,21.0,4.0,25.0,1.0,,4.0,,,,,,,2.0,4.0,7.0,,,,,,,,,2.0,,90.0,,,,,,,19.0,,7.2,,,,,5.0,1.0,,5.0,,30.0,7.0,36.0,0,,52.0,2.0,3.0,4.0,
2017-18,7437743,8,8,Chelsea,Away,31417,47431,Willian,willian,M,False,1.0,,2.0,18.0,3.0,20.0,,,6.0,,,,,,,4.0,5.0,2.0,,,,,,,,1.0,1.0,,65.0,,,,,,,14.0,,6.6,,,,1.0,2.0,1.0,,2.0,,24.0,4.0,27.0,0,,39.0,1.0,1.0,1.0,
2017-18,7437743,8,8,Chelsea,Away,31585,49013,Victor Moses,victor-moses,F,False,,,,9.0,12.0,21.0,,1.0,3.0,,,,,,,,,1.0,,,,,,,,,,,39.0,,,,,,,4.0,,6.5,,,,1.0,,1.0,,,,12.0,12.0,23.0,0,,32.0,,,,
2017-18,7437743,8,8,Chelsea,Away,35428,49579,Pedro,pedro,F,True,1.0,,1.0,5.0,4.0,8.0,,,2.0,,,,1.0,,,1.0,3.0,1.0,,,1.0,,,,,,,,33.0,2.0,,,,,,2.0,,6.8,,,,,,1.0,,1.0,1.0,5.0,4.0,8.0,2,,16.0,1.0,1.0,,
2017-18,7437743,8,8,Chelsea,Away,52741,20310,Willy Caballero,willy-caballero,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437743,8,8,Chelsea,Away,69408,82263,Marcos Alonso,marcos-alonso,D,False,,,,25.0,12.0,37.0,,1.0,11.0,,,1.0,,,,,1.0,4.0,,,,,,,,4.0,2.0,,90.0,1.0,,,,,,20.0,,7.3,,,1.0,2.0,1.0,4.0,,3.0,2.0,34.0,18.0,48.0,3,3.0,79.0,4.0,,,
2017-18,7437743,8,8,Chelsea,Away,70988,60772,Thibaut Courtois,thibaut-courtois,G,False,,1.0,8.0,2.0,31.0,33.0,,,8.0,,,,,,,,,,,1.0,,,,1.0,,,,,90.0,,,,,,,4.0,,6.3,1.0,4.0,,,,,1.0,12.0,,4.0,33.0,37.0,0,,47.0,,,,
2017-18,7437743,8,8,Chelsea,Away,132318,105700,Davide Zappacosta,davide-zappacosta,M,True,,,,11.0,8.0,19.0,,1.0,5.0,,,1.0,2.0,,,1.0,5.0,3.0,,,,,,,,,,,51.0,1.0,1.0,,,,,16.0,,6.6,,,,2.0,3.0,5.0,,,1.0,18.0,10.0,23.0,2,1.0,50.0,3.0,,1.0,
2017-18,7437743,8,8,Chelsea,Away,142622,102380,Antonio Rüdiger,antonio-rudiger,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437743,8,8,Chelsea,Away,147745,94245,Michy Batshuayi,michy-batshuayi,F,False,,,,5.0,4.0,9.0,,3.0,1.0,,,,1.0,,,1.0,3.0,5.0,,,1.0,,,,,,,,57.0,,,,,,,7.0,,6.6,,,,1.0,1.0,,,,2.0,8.0,5.0,13.0,0,1.0,19.0,2.0,,1.0,
2017-18,7437743,8,8,Chelsea,Away,149735,169102,Tiemoué Bakayoko,tiemoue-bakayoko,M,False,,,8.0,33.0,21.0,54.0,1.0,5.0,7.0,,,1.0,1.0,,,2.0,5.0,15.0,,,1.0,,1.0,,,,1.0,,90.0,1.0,,,,,,14.0,,8.2,,,,4.0,6.0,,,9.0,,42.0,23.0,65.0,2,3.0,88.0,1.0,1.0,6.0,
2017-18,7437743,8,8,Chelsea,Away,186795,135363,Andreas Christensen,andreas-christensen,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437743,8,8,Chelsea,Away,285937,,Charly Musonda Jr,charly-musonda-jr,M,True,,,,6.0,1.0,7.0,,1.0,,,,1.0,,,,3.0,6.0,1.0,,,3.0,,,,,,,,25.0,,,,,,,7.0,,6.0,,,1.0,,,,,,,9.0,1.0,10.0,2,,16.0,1.0,,,
2017-18,7437743,8,8,Chelsea,Away,788257,181911,Kyle Scott,kyle-scott,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437863,9,8,Chelsea,Home,518,17878,Cesc Fàbregas,cesc-fabregas,M,False,2.0,,4.0,34.0,35.0,67.0,1.0,,8.0,,1.0,,,,,2.0,4.0,4.0,,,1.0,,,,,,3.0,,90.0,2.0,1.0,,,,,18.0,,7.1,,,,,,4.0,,10.0,,45.0,38.0,79.0,2,4.0,101.0,,,,
2017-18,7437863,9,8,Chelsea,Home,9628,19419,Gary Cahill,gary-cahill,D,False,,,3.0,13.0,21.0,34.0,3.0,4.0,3.0,,,,,,,,3.0,5.0,,,,,,,,1.0,1.0,,90.0,,1.0,,,,,7.0,,6.8,,,,1.0,,,,4.0,,18.0,21.0,39.0,0,1.0,50.0,2.0,,,
2017-18,7437863,9,8,Chelsea,Home,21300,41270,David Luiz,david-luiz,D,False,,,3.0,10.0,26.0,36.0,1.0,5.0,8.0,,,,1.0,,,,4.0,13.0,,,2.0,,,,,7.0,,,90.0,1.0,2.0,,,,,8.0,,7.7,,,1.0,9.0,1.0,,,6.0,,14.0,30.0,44.0,2,2.0,73.0,,5.0,1.0,
2017-18,7437863,9,8,Chelsea,Home,21555,41328,César Azpilicueta,cesar-azpilicueta,D,False,,,1.0,10.0,13.0,23.0,1.0,1.0,8.0,,,,1.0,,,,3.0,4.0,,,1.0,,1.0,,,1.0,,,90.0,1.0,,,,,,15.0,,7.4,,,,2.0,,4.0,,4.0,,22.0,14.0,32.0,1,3.0,54.0,,1.0,,
2017-18,7437863,9,8,Chelsea,Home,27583,42786,Eden Hazard,eden-hazard,F,False,,,1.0,35.0,3.0,38.0,2.0,1.0,4.0,,,,,,,4.0,9.0,11.0,,,2.0,1.0,,,,,4.0,,90.0,,,,,,,14.0,,7.9,,,,,8.0,1.0,,1.0,2.0,43.0,3.0,45.0,0,1.0,65.0,,2.0,7.0,
2017-18,7437863,9,8,Chelsea,Home,31417,47431,Willian,willian,M,True,,,,7.0,3.0,10.0,1.0,,3.0,,,,,,,,1.0,1.0,,,,,,,,,,,22.0,,,,,,,5.0,,6.7,,,,,1.0,2.0,,,,10.0,4.0,12.0,0,,18.0,,,1.0,
2017-18,7437863,9,8,Chelsea,Home,35428,49579,Pedro,pedro,F,False,2.0,,,17.0,13.0,28.0,1.0,,7.0,,,,,,,2.0,4.0,4.0,,,1.0,1.0,1.0,,,1.0,3.0,,86.0,1.0,,,,,,10.0,,8.4,,,2.0,,1.0,4.0,,2.0,,24.0,14.0,34.0,3,1.0,51.0,,2.0,1.0,
2017-18,7437863,9,8,Chelsea,Home,52741,20310,Willy Caballero,willy-caballero,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437863,9,8,Chelsea,Home,69408,82263,Marcos Alonso,marcos-alonso,D,False,,,,5.0,6.0,11.0,,1.0,3.0,,,,1.0,,,,1.0,3.0,,,,,,,,,,,68.0,,,,,,,6.0,,6.4,,,,1.0,,1.0,,2.0,,8.0,8.0,15.0,0,2.0,25.0,1.0,,,
2017-18,7437863,9,8,Chelsea,Home,70988,60772,Thibaut Courtois,thibaut-courtois,G,False,,,3.0,2.0,21.0,23.0,,,5.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,6.0,1.0,6.6,1.0,3.0,,1.0,,,,8.0,,7.0,21.0,28.0,0,,36.0,,,,
2017-18,7437863,9,8,Chelsea,Home,125407,88482,Álvaro Morata,alvaro-morata,F,False,,,3.0,8.0,6.0,14.0,2.0,,2.0,,,,2.0,,,4.0,9.0,4.0,,,1.0,,,,,,,,61.0,1.0,,,,,,14.0,,6.5,,,,1.0,1.0,1.0,,3.0,2.0,14.0,7.0,20.0,1,1.0,34.0,2.0,2.0,1.0,
2017-18,7437863,9,8,Chelsea,Home,132318,105700,Davide Zappacosta,davide-zappacosta,M,True,,,,2.0,,2.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,4.0,,,,,,,2.0,,6.5,,,,1.0,,1.0,,1.0,,4.0,,3.0,0,,6.0,,,,
2017-18,7437863,9,8,Chelsea,Home,142622,102380,Antonio Rüdiger,antonio-rudiger,D,False,,,1.0,9.0,37.0,46.0,2.0,7.0,6.0,,,,,,,,5.0,11.0,,,3.0,,,,,2.0,,,90.0,,1.0,,,,,10.0,,7.1,,,,8.0,1.0,1.0,,4.0,,14.0,39.0,52.0,0,2.0,74.0,2.0,2.0,1.0,
2017-18,7437863,9,8,Chelsea,Home,147745,94245,Michy Batshuayi,michy-batshuayi,F,True,,,,5.0,,5.0,1.0,2.0,3.0,,,,,,,1.0,3.0,3.0,,,,,2.0,,,,,,29.0,2.0,,,,,,4.0,,8.4,,,2.0,1.0,2.0,,,,2.0,7.0,,7.0,4,,15.0,,,1.0,
2017-18,7437863,9,8,Chelsea,Home,149735,169102,Tiemoué Bakayoko,tiemoue-bakayoko,M,False,,,2.0,18.0,22.0,40.0,1.0,2.0,9.0,1.0,,1.0,,,,2.0,5.0,8.0,,,2.0,1.0,,,,1.0,1.0,,90.0,,,,,,,17.0,,7.4,,,,3.0,,,,5.0,,27.0,25.0,52.0,1,5.0,73.0,3.0,1.0,,
2017-18,7437863,9,8,Chelsea,Home,186795,135363,Andreas Christensen,andreas-christensen,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437863,9,8,Chelsea,Home,285937,,Charly Musonda Jr,charly-musonda-jr,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437863,9,8,Chelsea,Home,847097,199598,Ethan Ampadu,ethan-ampadu,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437792,10,8,Chelsea,Away,518,17878,Cesc Fàbregas,cesc-fabregas,M,False,1.0,,5.0,67.0,30.0,96.0,1.0,1.0,5.0,,,3.0,2.0,,,,3.0,1.0,,,,,,,,1.0,2.0,,90.0,,,,,,,16.0,,7.2,,,1.0,2.0,,2.0,,8.0,,80.0,31.0,109.0,4,,125.0,,,,
2017-18,7437792,10,8,Chelsea,Away,9628,19419,Gary Cahill,gary-cahill,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437792,10,8,Chelsea,Away,21300,41270,David Luiz,david-luiz,D,False,,,7.0,25.0,39.0,64.0,,2.0,8.0,,,1.0,1.0,,,,1.0,5.0,,,,,,,,3.0,,,90.0,,1.0,,,,,5.0,,7.6,,,,3.0,,,,9.0,,27.0,40.0,67.0,1,2.0,80.0,,1.0,,
2017-18,7437792,10,8,Chelsea,Away,21555,41328,César Azpilicueta,cesar-azpilicueta,D,False,1.0,,3.0,33.0,47.0,79.0,6.0,2.0,4.0,,,,1.0,,,,7.0,4.0,,,,,,,,3.0,,,90.0,,1.0,,,,,8.0,,7.4,,,,2.0,,2.0,,4.0,1.0,39.0,49.0,86.0,0,2.0,101.0,,,,
