season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576151,1,94,Brentford,Home,581310,154561,David Raya,david-raya,G,False,,1.0,12.0,9.0,11.0,20.0,,1.0,13.0,,,,,,,,,1.0,,,,,,,2.0,,,,,90.0,,,,,,,26.0,,7.9,2.0,4.0,,,,,,1.0,38.0,,32.0,14.0,46.0,0,,57.0,,,,
2021-22,9576151,1,94,Brentford,Home,879496,,Patrik Sigurdur Gunnarsson,patrik-sigurdur-gunnarsson,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576143,2,94,Brentford,Away,581310,154561,David Raya,david-raya,G,False,,,5.0,2.0,22.0,24.0,,1.0,13.0,,,,,,,,,1.0,,,,,,,2.0,,,,,90.0,,,,,,,18.0,,7.3,1.0,2.0,,,,,,,22.0,,17.0,24.0,41.0,0,,52.0,,,,
2021-22,9576143,2,94,Brentford,Away,852412,240796,Álvaro Fernández,alvaro-fernandez,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576152,3,94,Brentford,Away,581310,154561,David Raya,david-raya,G,False,,3.0,11.0,6.0,39.0,45.0,,,15.0,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,13.0,,7.2,4.0,4.0,,,1.0,,,3.0,20.0,,13.0,43.0,56.0,0,,70.0,,,,
2021-22,9576152,3,94,Brentford,Away,852412,240796,Álvaro Fernández,alvaro-fernandez,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576087,4,94,Brentford,Home,581310,154561,David Raya,david-raya,G,False,,2.0,12.0,9.0,17.0,26.0,,,11.0,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,10.0,,6.6,1.0,1.0,,,,,,2.0,21.0,,17.0,19.0,36.0,0,,40.0,,,,
2021-22,9576087,4,94,Brentford,Home,852412,240796,Álvaro Fernández,alvaro-fernandez,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576397,5,94,Brentford,Away,581310,154561,David Raya,david-raya,G,False,,2.0,13.0,10.0,19.0,29.0,,,10.0,,,,,,1.0,,,,,,,,,,,,,,,90.0,,,,,,,15.0,,6.8,,,,,,,,2.0,27.0,,22.0,21.0,43.0,0,,48.0,,,,
2021-22,9576397,5,94,Brentford,Away,852412,240796,Álvaro Fernández,alvaro-fernandez,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
