playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,fiftyFifty,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulLaunches,headedGoals,unsuccessfulLaunches,penaltiesTaken,penaltyGoals,handballsConceded,foulWonPenalty,cornersTakenInclShortCorners,leftFootGoals,unsuccessfulCornersIntoBox,hitWoodwork,penaltiesConceded,setPiecesGoals,freekickTotal,attemptsFromSetPieces,clearancesOffTheLine,secondGoalAssists,expectedGoalsFreekick,penaltiesSaved,catches,savesMade,savesMadeFromOutsideBox,gkSuccessfulDistribution,gkUnsuccessfulDistribution,penaltiesFaced,savesMadeFromInsideBox,savesFromPenalty,successfulCornersIntoBox,ownGoalScored,redCards2ndYellow,savesMadeCaught,punches,drops,savesMadeParried,goalkeeperSmother,crossesNotClaimed
58845,Ciaran Clark,Defender,Newcastle,4,Ireland,2021-22,28.0,1.0,0.3196,20.0,1.0,1.0,1.0,0.0972,13.0,6.0,,51.0,13.0,1.0,,8.0,12.0,76.0,,364.0,,1.0,0.0,,1.0,41.0,,,1.0,1.0,1015.0,1.0,,15.0,48.0,3.0,5.0,22.0,273.0,24.0,1.0,2.0,18.1855,3.0,41.0,26.0,1.0,13.0,105.0,5.0,0.0,76.0,3.0,0.0,148.0,49.0,13.0,,,3.0,1.0,74.0,23.0,,3.0,1.0,35.0,26.0,1.0,359.0,5.0,2.0,86.0,10.0,4.0,11.0,79.0,6.0,13.0,15.0,32.0,483.0,1.0,1.0,,215.0,3.0,1.0763,2.0,25.0,24.0,4.0,,15.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
78916,Dan Burn,Defender,Newcastle,4,England,2021-22,98.0,,0.2505,74.0,0.0,4.0,5.0,0.038,38.0,14.0,,144.0,29.0,1.0,,37.0,28.0,243.0,1.0,1220.0,1.0,5.0,1.0,,1.0,153.0,9.0,,,1.0,2462.0,1.0,,53.0,144.0,2.0,21.0,44.0,930.0,34.0,4.0,1.0,18.5146,5.0,144.0,30.0,3.0,45.0,417.0,6.0,0.0,242.0,12.0,0.0,482.0,129.0,29.0,,,15.0,3.0,294.0,28.0,1.0,7.0,3.0,89.0,100.0,0.0,1210.0,9.0,2.0,269.0,23.0,,24.0,214.0,26.0,44.0,47.0,107.0,1597.0,5.0,2.0,,683.0,10.0,0.6637,8.0,99.0,86.0,10.0,1.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111773,Emil Krafth,Defender,Newcastle,4,Sweden,2021-22,65.0,3.0,0.8121,35.0,0.0,1.0,2.0,,37.0,5.0,,116.0,20.0,1.0,,19.0,18.0,158.0,18.0,591.0,,,0.0,1.0,2.0,51.0,5.0,1.0,3.0,1.0,1635.0,1.0,,29.0,72.0,,23.0,50.0,421.0,9.0,50.0,2.0,21.0617,5.0,49.0,20.0,,36.0,41.0,11.0,0.0,137.0,6.0,0.0,291.0,94.0,20.0,1.0,,21.0,2.0,206.0,20.0,18.0,6.0,,86.0,22.0,0.0,585.0,3.0,5.0,245.0,16.0,2.0,10.0,200.0,22.0,25.0,12.0,59.0,983.0,115.0,6.0,1.0,230.0,7.0,0.3138,5.0,42.0,66.0,4.0,,20.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119471,Fabian Schär,Defender,Newcastle,4,Switzerland,2021-22,82.0,1.0,0.9055,51.0,0.0,5.0,8.0,1.5003,16.0,16.0,1.0,116.0,25.0,2.0,,32.0,25.0,300.0,6.0,986.0,2.0,3.0,1.0,3.0,,87.0,6.0,3.0,1.0,3.0,2161.0,3.0,,42.0,78.0,1.0,16.0,33.0,559.0,27.0,1.0,3.0,30.7585,7.0,95.0,32.0,2.0,40.0,130.0,11.0,1.0,160.0,9.0,1.0,528.0,131.0,25.0,3.0,1.0,5.0,4.0,240.0,31.0,6.0,9.0,2.0,73.0,45.0,0.0,916.0,8.0,4.0,336.0,11.0,6.0,18.0,284.0,24.0,32.0,127.0,44.0,1271.0,11.0,3.0,3.0,447.0,12.0,1.1682,4.0,184.0,79.0,20.0,1.0,60.0,,,1.0,,,,,,,1.0,4.0,4.0,2.0,1.0,0.0341,,,,,,,,,,,,,,,,,,
57145,Federico Fernández,Defender,Newcastle,4,Argentina,2021-22,9.0,,0.1897,11.0,0.0,2.0,1.0,0.3617,3.0,4.0,1.0,10.0,7.0,,,4.0,5.0,26.0,1.0,207.0,,,0.0,,2.0,15.0,,,,1.0,522.0,1.0,,5.0,15.0,,2.0,5.0,164.0,8.0,1.0,2.0,11.4154,1.0,27.0,12.0,2.0,4.0,56.0,2.0,0.0,24.0,,0.0,88.0,24.0,7.0,,,3.0,,43.0,12.0,1.0,,2.0,9.0,10.0,0.0,201.0,3.0,1.0,30.0,,,10.0,53.0,1.0,4.0,17.0,10.0,267.0,1.0,1.0,,138.0,,0.3922,0.0,16.0,7.0,5.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101148,Jamaal Lascelles,Defender,Newcastle,4,England,2021-22,57.0,,0.4786,28.0,0.0,4.0,4.0,1.0709,15.0,13.0,,111.0,26.0,,,18.0,22.0,175.0,,690.0,1.0,,0.0,,4.0,120.0,2.0,,,3.0,2055.0,3.0,,31.0,109.0,4.0,11.0,20.0,480.0,53.0,,5.0,37.1127,4.0,121.0,44.0,4.0,26.0,179.0,4.0,0.0,166.0,10.0,1.0,265.0,86.0,26.0,,,8.0,1.0,97.0,40.0,,3.0,4.0,46.0,89.0,0.0,679.0,9.0,1.0,192.0,7.0,1.0,28.0,206.0,17.0,22.0,35.0,40.0,958.0,1.0,1.0,,418.0,7.0,0.8681,5.0,64.0,62.0,11.0,1.0,38.0,,,1.0,,,,,1.0,3.0,,,,2.0,,,,,,,7.0,,,,,,2.0,,,,,,,
194799,Jamal Lewis,Defender,Newcastle,4,Northern Ireland,2021-22,17.0,,0.0186,12.0,0.0,,,,8.0,,,9.0,5.0,,,10.0,4.0,17.0,3.0,79.0,,,0.0,,1.0,5.0,1.0,,,,263.0,,,4.0,11.0,,1.0,10.0,58.0,1.0,5.0,1.0,4.1399,1.0,8.0,4.0,,13.0,21.0,2.0,0.0,28.0,1.0,0.0,36.0,13.0,5.0,,,2.0,3.0,29.0,4.0,3.0,10.0,,23.0,1.0,0.0,78.0,,2.0,36.0,6.0,,2.0,9.0,2.0,3.0,4.0,13.0,144.0,17.0,2.0,,33.0,1.0,,1.0,8.0,9.0,1.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109528,Javier Manquillo,Defender,Newcastle,4,Spain,2021-22,48.0,2.0,0.3069,25.0,0.0,1.0,2.0,0.6224,39.0,3.0,,56.0,19.0,2.0,,11.0,15.0,85.0,7.0,315.0,1.0,1.0,1.0,,4.0,29.0,1.0,,2.0,1.0,1261.0,1.0,,13.0,82.0,2.0,24.0,66.0,223.0,8.0,23.0,2.0,22.3709,2.0,26.0,27.0,1.0,35.0,23.0,17.0,0.0,130.0,9.0,0.0,156.0,57.0,19.0,,1.0,10.0,8.0,111.0,25.0,7.0,11.0,1.0,101.0,16.0,0.0,312.0,1.0,2.0,143.0,29.0,10.0,6.0,71.0,9.0,10.0,7.0,65.0,605.0,76.0,6.0,,121.0,3.0,0.2527,5.0,29.0,35.0,1.0,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77794,Kieran Trippier,Defender,Newcastle,4,England,2021-22,17.0,,0.4569,12.0,0.0,,2.0,0.4591,17.0,2.0,,46.0,6.0,,,6.0,5.0,71.0,6.0,203.0,2.0,,0.0,,1.0,15.0,1.0,,12.0,,429.0,,,5.0,31.0,,14.0,21.0,115.0,,8.0,,5.038,7.0,10.0,5.0,,12.0,6.0,3.0,1.0,48.0,7.0,2.0,113.0,31.0,6.0,,2.0,7.0,2.0,82.0,5.0,16.0,3.0,,33.0,10.0,0.0,191.0,,2.0,99.0,10.0,1.0,3.0,52.0,3.0,10.0,17.0,32.0,354.0,45.0,2.0,,62.0,1.0,0.2245,0.0,25.0,20.0,1.0,,4.0,,,,,15.0,,3.0,,,2.0,2.0,2.0,,,0.0748,,,,,,,,,,11.0,,,,,,,,
169359,Matt Targett,Defender,Newcastle,4,England,2021-22,105.0,16.0,1.6275,63.0,0.0,3.0,6.0,0.1321,75.0,10.0,4.0,196.0,33.0,1.0,,37.0,33.0,310.0,63.0,1194.0,1.0,1.0,1.0,,,77.0,8.0,,41.0,1.0,2873.0,1.0,,26.0,160.0,6.0,53.0,109.0,825.0,26.0,44.0,3.0,25.4267,40.0,60.0,47.0,1.0,79.0,396.0,23.0,0.0,265.0,18.0,0.0,571.0,145.0,33.0,,,31.0,12.0,510.0,41.0,94.0,21.0,1.0,188.0,51.0,0.0,1167.0,4.0,19.0,497.0,44.0,11.0,13.0,66.0,24.0,48.0,59.0,161.0,1983.0,233.0,3.0,,415.0,15.0,0.5237,3.0,114.0,92.0,4.0,,44.0,,,,,44.0,1.0,24.0,,1.0,,,,1.0,1.0,,,,,,,,,,,19.0,1.0,,,,,,,
