playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedGoalsOnTargetConceded,expectedAssists,totalRedCards,groundDuelsLost,rightsidePasses,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,totalTackles,gamesPlayed,successfulPassesOppositionHalf,totalPasses,groundDuels,straightRedCards,openPlayPasses,substituteOn,totalLossesOfPossession,tacklesWon,totalFoulsConceded,interceptions,backwardPasses,timePlayed,touches,duelsWon,putthroughBlockedDistribution,groundDuelsWon,successfulPassesOwnHalf,successfulShortPasses,foulAttemptedTackle,yellowCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,throughBalls,goals,offsides,awayGoals,oboxBlocked,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,penaltyGoalsConceded,keyPassesAttemptAssists,shotsBlockedInBox,totalFoulsWon,rightFootGoals,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,shotsOffTargetIncWoodwork,attemptsFromSetPieces,leftsidePasses,successfulLongPasses,throwInsToOwnPlayer,hitWoodwork,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,expectedGoalsFreekick,overruns,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,foulWonPenalty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,unsuccessfulLayoffs,totalTouchesInOppositionBox,totalClearances,goalsConceded,homeGoals,penaltiesTaken,oboxTarget,tacklesLost,goalsConcededInsideBox,headedGoals,iboxBlocked,aerialDuelsWon,cornersWon,successfulDribbles,blocks,penaltyGoals,substituteOff,shotsBlockedOutsideBox,expectedGoals,successfulCornersIntoBox,successfulLaunches,redCards2ndYellow,unsuccessfulCornersIntoBox,successfulCrossesOpenPlay,successfulCrossesAndCorners,throwInsToOppositionPlayer,unsuccessfulLaunches,gkSuccessfulDistribution,goalKicks,lastPlayerTackle,penaltiesConceded,clearancesOffTheLine,gkUnsuccessfulDistribution,catches,savesMade,savesMadeFromOutsideBox,savesMadeParried,savesMadeFromInsideBox,penaltiesSaved,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,goalkeeperSmother,drops,crossesNotClaimed,secondGoalAssists,ownGoalScored
545477,Alex Murphy,Defender,Newcastle,4,Ireland,2023-24,3.0,0.0901,0.0025,0.0,3.0,8.0,0.0,4.0,1.0,8.0,2.0,2.0,1.0,2.0,10.0,17.0,4.0,0.0,17.0,2.0,1.0,1.0,2.0,1.0,1.0,11.0,21.0,1.0,1.0,1.0,7.0,17.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78916,Dan Burn,Defender,Newcastle,4,England,2023-24,126.0,46.2277,1.1444,0.0,77.0,478.0,0.0,303.0,30.0,618.0,124.0,33.0,61.0,33.0,357.0,1500.0,151.0,0.0,1460.0,1.0,345.0,33.0,32.0,37.0,153.0,2732.0,2050.0,177.0,55.0,74.0,863.0,1191.0,16.0,4.0,6.0,6.0,2.2067,1.0,2.0,4.0,1.0,,4.0,4.0,49.0,8.0,2.0,8.0,6.0,11.0,,1.0,2.0,7.0,12.0,,11.0,,251.0,25.0,131.0,,,66.0,112.0,,,17.0,218.0,2.0,,,32.0,284.0,7.0,,152.0,7.0,,,48.0,119.0,45.0,1.0,,,28.0,37.0,1.0,6.0,103.0,2.0,4.0,25.0,,8.0,,3.0924,,6.0,,,4.0,4.0,19.0,44.0,2.0,2.0,,1.0,3.0,,,,,,,,,,,,,,,,
111773,Emil Krafth,Defender,Newcastle,4,Sweden,2023-24,43.0,14.6206,0.764,0.0,28.0,67.0,0.0,87.0,5.0,217.0,44.0,17.0,21.0,17.0,175.0,509.0,59.0,0.0,497.0,9.0,105.0,14.0,10.0,9.0,36.0,910.0,681.0,44.0,19.0,31.0,266.0,427.0,5.0,2.0,2.0,,,,,,,,,,15.0,1.0,1.0,9.0,2.0,7.0,,,2.0,9.0,5.0,,2.0,,189.0,6.0,47.0,1.0,,20.0,34.0,,,2.0,56.0,,,,8.0,76.0,9.0,1.0,28.0,2.0,,,10.0,18.0,15.0,,,,7.0,14.0,,2.0,13.0,4.0,3.0,3.0,,1.0,,0.2059,,2.0,,,8.0,8.0,6.0,11.0,,,,,,,,,,,,,,,,,,,,,
119471,Fabian Schär,Defender,Newcastle,4,Switzerland,2023-24,149.0,58.9791,1.4465,0.0,77.0,530.0,1.0,299.0,12.0,846.0,174.0,36.0,42.0,36.0,516.0,2106.0,157.0,0.0,2036.0,1.0,404.0,24.0,38.0,36.0,73.0,3054.0,2557.0,150.0,27.0,80.0,1240.0,1568.0,28.0,5.0,12.0,9.0,2.2057,6.0,4.0,,3.0,7.0,3.0,3.0,72.0,9.0,4.0,9.0,5.0,26.0,3.0,,8.0,5.0,20.0,3.0,14.0,3.0,657.0,185.0,6.0,,1.0,184.0,135.0,0.2513,1.0,23.0,169.0,1.0,,2.0,35.0,353.0,5.0,,142.0,8.0,2.0,,44.0,131.0,58.0,1.0,,2.0,18.0,49.0,1.0,5.0,70.0,9.0,13.0,38.0,,4.0,7.0,2.5458,,14.0,,,3.0,3.0,,65.0,2.0,3.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,
101148,Jamaal Lascelles,Defender,Newcastle,4,England,2023-24,51.0,17.3623,0.1212,0.0,25.0,221.0,1.0,115.0,5.0,254.0,53.0,16.0,14.0,16.0,203.0,769.0,42.0,0.0,763.0,3.0,112.0,9.0,17.0,5.0,34.0,1080.0,884.0,64.0,10.0,17.0,464.0,653.0,9.0,4.0,1.0,1.0,,,1.0,1.0,0.0,,,,26.0,2.0,2.0,2.0,1.0,2.0,,,1.0,1.0,5.0,,4.0,,260.0,14.0,2.0,,,33.0,43.0,,,5.0,69.0,,,,13.0,102.0,1.0,,73.0,5.0,,,20.0,42.0,15.0,1.0,,,5.0,13.0,1.0,1.0,47.0,1.0,1.0,12.0,,4.0,,0.7481,,2.0,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,
77794,Kieran Trippier,Defender,Newcastle,4,England,2023-24,99.0,42.8573,7.0747,0.0,82.0,92.0,0.0,224.0,33.0,685.0,162.0,28.0,57.0,28.0,711.0,1715.0,176.0,0.0,1620.0,2.0,542.0,27.0,27.0,24.0,275.0,2240.0,2429.0,125.0,75.0,94.0,725.0,1288.0,22.0,5.0,2.0,2.0,1.2207,1.0,1.0,3.0,0.0,2.0,,,17.0,7.0,2.0,55.0,,21.0,,1.0,6.0,143.0,15.0,4.0,4.0,4.0,663.0,79.0,189.0,2.0,,98.0,112.0,0.27,1.0,6.0,250.0,10.0,4.0,,26.0,348.0,58.0,112.0,48.0,4.0,1.0,,36.0,47.0,43.0,1.0,,1.0,30.0,36.0,,,31.0,19.0,16.0,8.0,,5.0,2.0,0.6696,32.0,3.0,,56.0,28.0,69.0,8.0,34.0,,,1.0,,,,,,,,,,,,,,,,,,
487838,Lewis Hall,Defender,Newcastle,4,England,2023-24,47.0,12.0496,0.7259,0.0,36.0,159.0,0.0,99.0,15.0,215.0,56.0,18.0,28.0,18.0,186.0,468.0,78.0,0.0,461.0,10.0,131.0,18.0,5.0,12.0,48.0,774.0,706.0,52.0,27.0,42.0,207.0,362.0,4.0,2.0,6.0,4.0,0.4644,,1.0,,1.0,5.0,2.0,2.0,11.0,1.0,2.0,3.0,1.0,5.0,,1.0,7.0,19.0,20.0,,1.0,,46.0,27.0,59.0,,,20.0,31.0,,2.0,5.0,59.0,,1.0,,8.0,79.0,11.0,6.0,21.0,,1.0,,13.0,17.0,12.0,0.0,,1.0,10.0,11.0,,1.0,10.0,2.0,9.0,2.0,,5.0,5.0,0.3495,2.0,2.0,,4.0,2.0,4.0,,9.0,,,,,,,,,,,,,,,,,,,,,
169359,Matt Targett,Defender,Newcastle,4,England,2023-24,4.0,2.5908,0.0074,0.0,1.0,15.0,0.0,8.0,1.0,14.0,5.0,3.0,2.0,3.0,17.0,38.0,5.0,0.0,38.0,2.0,6.0,,,,6.0,78.0,52.0,4.0,2.0,4.0,16.0,32.0,,1.0,,,,,,,,,,,3.0,2.0,,1.0,,2.0,,,1.0,,1.0,,,,3.0,1.0,3.0,,,3.0,2.0,,,,2.0,,,,1.0,5.0,,,3.0,,,,,2.0,4.0,,,,2.0,2.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
106618,Paul Dummett,Defender,Newcastle,4,Wales,2023-24,1.0,0.9735,0.0039,0.0,1.0,8.0,0.0,3.0,,7.0,,5.0,1.0,5.0,9.0,22.0,2.0,0.0,22.0,5.0,2.0,,1.0,,4.0,18.0,26.0,2.0,,1.0,11.0,20.0,1.0,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,3.0,,1.0,,,1.0,1.0,,,1.0,1.0,,,,,2.0,,,1.0,,,,1.0,1.0,1.0,,,,1.0,1.0,,,1.0,,,,,,,0.0234,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,
220237,Sven Botman,Defender,Newcastle,4,Netherlands,2023-24,35.0,31.4366,0.5515,0.0,18.0,390.0,0.0,91.0,4.0,381.0,70.0,17.0,20.0,17.0,200.0,1015.0,40.0,0.0,981.0,2.0,105.0,13.0,9.0,9.0,33.0,1378.0,1164.0,56.0,7.0,22.0,719.0,875.0,7.0,2.0,2.0,2.0,1.0855,,2.0,1.0,2.0,,,,17.0,4.0,2.0,3.0,2.0,2.0,,,2.0,,4.0,,6.0,,211.0,44.0,2.0,,,41.0,52.0,,,8.0,55.0,2.0,1.0,,15.0,96.0,,,51.0,3.0,,,20.0,58.0,29.0,0.0,,,7.0,25.0,2.0,2.0,34.0,1.0,,16.0,,3.0,,0.6086,,2.0,,,,,,25.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0
