playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,openPlayPasses,substituteOn,totalLossesOfPossession,totalRedCards,forwardPasses,appearances,timePlayed,touches,unsuccessfulShortPasses,gamesPlayed,putthroughBlockedDistribution,successfulShortPasses,successfulPassesOppositionHalf,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,yellowCards,duelsLost,successfulCrossesOpenPlay,expectedAssists,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,goalAssists,successfulLayoffs,starts,goals,offsides,oboxBlocked,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,recoveries,oboxTarget,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,goalsConcededInsideBox,headedGoals,iboxBlocked,groundDuels,aerialDuelsWon,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,cornersTakenInclShortCorners,unsuccessfulCornersIntoBox,throwInsToOwnPlayer,penaltiesConceded,throwInsToOppositionPlayer,ownGoalScored,expectedGoalsFreekick,freekickTotal,attemptsFromSetPieces,clearancesOffTheLine,successfulCornersIntoBox,penaltiesTaken,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltyGoals,setPiecesGoals,foulWonPenalty
159039,Antonio Barreca,Defender,Newcastle,4,Italy,2018-19,0.0,2.0,1.0,2.0,0.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58845,Ciaran Clark,Defender,Newcastle,4,Ireland,2018-19,0.0,298.0,2.0,83.0,0.0,140.0,11.0,858.0,441.0,39.0,11.0,7.0,211.0,67.0,76.0,3.0,3.0,304.0,1.0,34.0,,0.0434,2.0,3.0,1.1523,20.0,5.0,,,,9.0,3.0,,,66.0,2.0,,,,,,23.0,68.0,2.0,25.0,13.0,2.0,14.205,2.0,7.0,57.0,15.0,2.0,11.0,98.0,6.0,102.0,4.0,46.0,,,4.0,,,13.0,3.0,2.0,36.0,43.0,2.0,1.0,16.0,,7.0,41.0,6.0,12.0,17.0,25.0,1.0,,,22.0,161.0,3.0,,0.5184,37.0,21.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
151119,DeAndre Yedlin,Defender,Newcastle,4,United States,2018-19,1.0,725.0,1.0,383.0,1.0,301.0,29.0,2474.0,1442.0,142.0,29.0,59.0,499.0,328.0,207.0,59.0,59.0,732.0,6.0,120.0,18.0,2.0453,2.0,2.0,1.4122,55.0,9.0,1.0,2.0,,28.0,1.0,4.0,2.0,71.0,5.0,,18.0,1.0,1.0,1.0,41.0,106.0,5.0,76.0,22.0,5.0,35.0225,26.0,7.0,71.0,40.0,,79.0,27.0,13.0,226.0,26.0,109.0,,1.0,23.0,,10.0,35.0,,,155.0,30.0,7.0,11.0,32.0,8.0,10.0,262.0,41.0,28.0,26.0,142.0,2.0,,2.0,42.0,215.0,22.0,2.0,1.1773,65.0,62.0,,,,226.0,2.0,55.0,1.0,,,,,,,,,,,,,,,,,,,,,,
119471,Fabian Schär,Defender,Newcastle,4,Switzerland,2018-19,0.0,955.0,2.0,371.0,0.0,497.0,24.0,2003.0,1467.0,122.0,24.0,42.0,543.0,272.0,317.0,15.0,15.0,994.0,12.0,134.0,2.0,0.5354,2.0,7.0,2.6952,60.0,23.0,4.0,1.0,,22.0,4.0,1.0,1.0,129.0,7.0,,2.0,3.0,3.0,,65.0,154.0,2.0,90.0,27.0,3.0,21.6016,10.0,23.0,137.0,23.0,1.0,69.0,55.0,19.0,288.0,24.0,113.0,,2.0,21.0,1.0,8.0,21.0,1.0,1.0,159.0,64.0,16.0,4.0,39.0,14.0,16.0,385.0,28.0,67.0,134.0,57.0,5.0,,1.0,78.0,407.0,20.0,1.0,1.852,195.0,80.0,,,,8.0,1.0,,,0.017,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
57145,Federico Fernández,Defender,Newcastle,4,Argentina,2018-19,0.0,592.0,2.0,147.0,0.0,244.0,19.0,1482.0,834.0,52.0,19.0,12.0,409.0,141.0,129.0,3.0,3.0,611.0,2.0,54.0,2.0,0.4103,1.0,1.0,0.0645,16.0,3.0,,1.0,,17.0,,1.0,,69.0,3.0,,2.0,1.0,1.0,,31.0,60.0,4.0,22.0,18.0,3.0,22.5923,4.0,17.0,102.0,24.0,1.0,23.0,187.0,7.0,114.0,7.0,78.0,,,4.0,,,20.0,,1.0,45.0,38.0,2.0,4.0,12.0,,12.0,148.0,12.0,25.0,73.0,32.0,2.0,,,37.0,343.0,8.0,,0.1747,77.0,29.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
77359,Florian Lejeune,Defender,Newcastle,4,France,2018-19,0.0,547.0,,152.0,0.0,246.0,12.0,1055.0,726.0,62.0,12.0,19.0,348.0,148.0,134.0,6.0,6.0,563.0,0.0,42.0,1.0,0.4869,,2.0,0.0502,25.0,7.0,3.0,,,12.0,,,,48.0,3.0,1.0,1.0,1.0,1.0,,17.0,64.0,2.0,33.0,14.0,2.0,10.182,6.0,8.0,44.0,13.0,,25.0,156.0,5.0,106.0,11.0,74.0,1.0,,10.0,,1.0,11.0,,,58.0,31.0,5.0,1.0,15.0,3.0,5.0,112.0,11.0,21.0,81.0,49.0,1.0,,,35.0,282.0,8.0,,0.4492,72.0,44.0,,,,3.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
101148,Jamaal Lascelles,Defender,Newcastle,4,England,2018-19,0.0,1086.0,,280.0,0.0,453.0,32.0,2745.0,1524.0,157.0,32.0,30.0,773.0,191.0,260.0,2.0,2.0,1105.0,4.0,70.0,,0.4525,1.0,1.0,0.0195,32.0,10.0,2.0,1.0,,32.0,,1.0,,139.0,10.0,,,1.0,1.0,,47.0,134.0,4.0,42.0,33.0,4.0,34.9373,2.0,17.0,213.0,36.0,1.0,23.0,301.0,9.0,204.0,15.0,180.0,,,11.0,,,32.0,,1.0,65.0,92.0,9.0,4.0,21.0,1.0,28.0,276.0,16.0,38.0,72.0,75.0,3.0,,,72.0,654.0,8.0,,0.6472,103.0,102.0,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,
181397,Jamie Sterry,Defender,Newcastle,4,England,2018-19,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109528,Javier Manquillo,Defender,Newcastle,4,Spain,2018-19,0.0,351.0,6.0,205.0,0.0,148.0,18.0,1099.0,702.0,74.0,18.0,18.0,233.0,147.0,106.0,25.0,25.0,352.0,2.0,54.0,3.0,0.4351,,1.0,0.0714,27.0,2.0,1.0,3.0,,12.0,,1.0,,39.0,3.0,,3.0,1.0,1.0,,20.0,59.0,2.0,40.0,6.0,1.0,14.0583,6.0,6.0,48.0,15.0,,34.0,48.0,8.0,113.0,8.0,59.0,,,8.0,,6.0,13.0,,,74.0,19.0,1.0,5.0,19.0,5.0,1.0,99.0,13.0,17.0,13.0,57.0,2.0,,,28.0,102.0,3.0,,0.0583,32.0,38.0,,,,91.0,,34.0,,,,,,,,,,,,,,,,,,,,,,,
232977,Kelland Watts,Defender,Newcastle,4,England,2018-19,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
