playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,expectedAssists,goalsConceded,totalRedCards,rightsidePasses,totalFoulsWon,winningGoal,duels,forwardPasses,recoveries,appearances,totalShots,unsuccessfulShortPasses,gamesPlayed,successfulPassesOppositionHalf,goalsConcededInsideBox,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,substituteOn,totalLossesOfPossession,aerialDuels,leftsidePasses,interceptions,backwardPasses,timePlayed,touches,aerialDuelsLost,duelsWon,groundDuelsWon,successfulPassesOwnHalf,successfulShortPasses,expectedGoals,totalTouchesInOppositionBox,yellowCards,successfulCrossesOpenPlay,expectedGoalsFreekick,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,throughBalls,goalAssists,successfulLayoffs,starts,oboxBlocked,cornersTakenInclShortCorners,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,successfulLaunches,totalClearances,shotsBlockedInBox,groundDuelsLost,putthroughBlockedDistributionWon,oboxTarget,tacklesLost,unsuccessfulDribbles,timesTackled,freekickTotal,iboxBlocked,cornersWon,tacklesWon,successfulDribbles,blocks,attemptsFromSetPieces,totalFoulsConceded,unsuccessfulCornersIntoBox,successfulLongPasses,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,foulAttemptedTackle,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,offsides,successfulCornersIntoBox,throwInsToOppositionPlayer,clearancesOffTheLine,unsuccessfulLayoffs,lastPlayerTackle,goals,awayGoals,leftFootGoals,foulWonPenalty,homeGoals,penaltiesTaken,penaltyGoals,rightFootGoals,headedGoals,ownGoalScored,catches,savesMadeFromOutsideBox,goalKicks,punches,savesMade,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,redCards2ndYellow,savesMadeCaught,penaltiesFaced,goalkeeperSmother,drops
55604,Davide Santon,Defender,Newcastle,4,Italy,2013-14,101.0,4.0,35.3177,23.0,1.3286,35.0,0.0,362.0,16.0,0.0,231.0,388.0,136.0,27.0,16.0,143.0,27.0,386.0,32.0,202.0,61.0,50.0,988.0,165.0,46.0,0.0,969.0,12.0,1.0,343.0,66.0,102.0,60.0,136.0,2223.0,1677.0,20.0,130.0,84.0,414.0,726.0,0.8962,16.0,1.0,11.0,0.3311,13.0,4.0,3.0,0.8196,44.0,5.0,,1.0,26.0,13.0,14.0,7.0,4.0,14.0,,,3.0,,35.0,17.0,97.0,,81.0,19.0,4.0,11.0,9.0,36.0,6.0,,10.0,33.0,26.0,6.0,6.0,20.0,8.0,60.0,207.0,6.0,,13.0,38.0,11.0,,59.0,54.0,,1.0,2.0,23.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7933,Fabricio Coloccini,Defender,Newcastle,4,Argentina,2013-14,68.0,1.0,34.5421,4.0,0.2243,40.0,0.0,344.0,12.0,0.0,171.0,474.0,150.0,27.0,2.0,104.0,27.0,288.0,33.0,157.0,2.0,2.0,1126.0,95.0,41.0,0.0,1104.0,2.0,,178.0,76.0,219.0,63.0,89.0,2405.0,1426.0,35.0,103.0,62.0,681.0,866.0,0.1502,13.0,2.0,,,1.0,,,,43.0,1.0,,,27.0,,,7.0,,,,,7.0,,18.0,11.0,96.0,1.0,33.0,14.0,,15.0,3.0,6.0,,1.0,2.0,28.0,7.0,13.0,,6.0,,103.0,4.0,1.0,,,47.0,2.0,,53.0,41.0,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
77816,James Tavernier,Defender,Newcastle,4,England,2013-14,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156257,Lubomír Satka,Defender,Newcastle,4,Slovakia,2013-14,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44488,Mapou Yanga-Mbiwa,Defender,Newcastle,4,France,2013-14,71.0,2.0,25.5103,3.0,0.7637,22.0,1.0,84.0,11.0,0.0,143.0,299.0,94.0,23.0,3.0,89.0,23.0,205.0,18.0,111.0,14.0,14.0,624.0,107.0,15.0,1.0,619.0,3.0,6.0,163.0,36.0,183.0,37.0,58.0,1497.0,994.0,21.0,72.0,57.0,310.0,490.0,0.1424,4.0,5.0,2.0,,1.0,,3.0,,33.0,2.0,,1.0,17.0,1.0,,5.0,,2.0,,,4.0,2.0,23.0,4.0,118.0,,50.0,11.0,,9.0,11.0,19.0,,,2.0,24.0,13.0,6.0,,19.0,,23.0,74.0,4.0,,1.0,14.0,9.0,,22.0,29.0,,,,10.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
92170,Massadio Haïdara,Defender,Newcastle,4,Mali,2013-14,29.0,1.0,10.6316,1.0,0.0543,14.0,0.0,71.0,6.0,0.0,60.0,62.0,16.0,11.0,1.0,26.0,11.0,74.0,11.0,33.0,22.0,22.0,170.0,47.0,9.0,0.0,167.0,,8.0,85.0,13.0,7.0,14.0,30.0,426.0,345.0,4.0,31.0,22.0,65.0,136.0,0.1206,7.0,2.0,2.0,0.0726,2.0,1.0,4.0,0.0149,10.0,,,,3.0,2.0,,,1.0,2.0,,,3.0,,10.0,,27.0,,25.0,7.0,1.0,3.0,8.0,16.0,1.0,,5.0,7.0,6.0,1.0,1.0,6.0,,1.0,39.0,,,2.0,5.0,2.0,,7.0,11.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27334,Mathieu Debuchy,Defender,Newcastle,4,France,2013-14,139.0,3.0,40.8075,20.0,1.8142,40.0,1.0,83.0,23.0,0.0,384.0,516.0,124.0,29.0,29.0,222.0,29.0,439.0,35.0,279.0,81.0,81.0,1014.0,216.0,116.0,1.0,1002.0,16.0,1.0,469.0,168.0,326.0,69.0,89.0,2494.0,1933.0,52.0,245.0,129.0,311.0,702.0,1.657,36.0,8.0,15.0,,6.0,13.0,4.0,2.3462,95.0,6.0,3.0,4.0,28.0,4.0,,8.0,5.0,15.0,7.0,7.0,5.0,,46.0,7.0,135.0,2.0,87.0,26.0,5.0,24.0,14.0,29.0,,2.0,12.0,71.0,16.0,12.0,,42.0,,33.0,271.0,4.0,2.0,4.0,40.0,9.0,1.0,57.0,54.0,,5.0,,35.0,1.0,,6.0,1.0,1.0,,,0.0,,,1.0,,1.0,,,,,,,,,,,,,,,
11378,Mike Williamson,Defender,Newcastle,4,England,2013-14,101.0,5.0,49.2956,12.0,1.3034,47.0,0.0,163.0,13.0,0.0,308.0,506.0,126.0,33.0,6.0,172.0,33.0,189.0,41.0,228.0,5.0,5.0,1064.0,91.0,146.0,0.0,1053.0,5.0,1.0,244.0,217.0,308.0,40.0,87.0,2912.0,1516.0,71.0,207.0,61.0,647.0,811.0,0.5277,40.0,0.0,,,4.0,1.0,,0.2975,51.0,,,3.0,32.0,1.0,,8.0,,,1.0,1.0,6.0,,22.0,13.0,259.0,3.0,30.0,9.0,,14.0,,5.0,,3.0,7.0,37.0,4.0,18.0,,16.0,,25.0,4.0,1.0,,1.0,59.0,2.0,,56.0,67.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
106618,Paul Dummett,Defender,Newcastle,4,Wales,2013-14,46.0,2.0,24.5389,10.0,0.7326,24.0,1.0,181.0,3.0,0.0,120.0,223.0,45.0,18.0,8.0,84.0,18.0,186.0,19.0,117.0,51.0,30.0,490.0,71.0,26.0,1.0,478.0,6.0,7.0,197.0,49.0,19.0,20.0,67.0,1139.0,882.0,23.0,74.0,48.0,203.0,359.0,0.8253,10.0,1.0,8.0,0.3141,4.0,2.0,5.0,0.7103,36.0,,,3.0,11.0,3.0,25.0,2.0,1.0,16.0,,,5.0,,18.0,7.0,78.0,1.0,23.0,9.0,1.0,7.0,5.0,6.0,5.0,1.0,5.0,29.0,9.0,4.0,5.0,9.0,16.0,14.0,107.0,1.0,,3.0,37.0,1.0,,33.0,28.0,,,7.0,11.0,,,,1.0,0.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
17974,Steven Taylor,Defender,Newcastle,4,England,2013-14,15.0,2.0,17.6725,,0.0194,18.0,1.0,63.0,1.0,0.0,32.0,76.0,25.0,10.0,1.0,12.0,10.0,41.0,15.0,16.0,2.0,2.0,209.0,17.0,7.0,1.0,208.0,,1.0,22.0,15.0,46.0,9.0,24.0,730.0,300.0,8.0,17.0,10.0,152.0,189.0,1.1171,10.0,0.0,,,2.0,1.0,,0.9631,7.0,,,,9.0,,,1.0,,,,,3.0,,4.0,,43.0,2.0,7.0,4.0,,1.0,,1.0,,2.0,,6.0,2.0,6.0,,6.0,,4.0,1.0,2.0,,,3.0,2.0,,4.0,6.0,,,,,,,,1.0,0.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,
