playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,fiftyFifty,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,throughBalls,gamesPlayed,successfulFiftyFifty,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,groundDuelsWon,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,shotsBlockedInBox,totalFoulsWon,winningGoal,recoveries,appearances,rightFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,leftsidePasses,totalFoulsConceded,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,hitWoodwork,successfulPassesOwnHalf,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,expectedAssists,totalRedCards,overruns,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,foulWonPenalty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,duelsWon,penaltiesConceded,putthroughBlockedDistribution,successfulShortPasses,totalTouchesInOppositionBox,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,penaltiesTaken,oboxTarget,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,cornersWon,successfulDribbles,blocks,interceptions,penaltyGoals,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,foulAttemptedTackle,expectedGoals,yellowCards,successfulCornersIntoBox,throwInsToOppositionPlayer,successfulLaunches,leftFootGoals,attemptsFromSetPieces,unsuccessfulCornersIntoBox,handballsConceded,secondGoalAssists,goalKicks,lastPlayerTackle,gkSuccessfulDistribution,ownGoalScored,freekickTotal,clearancesOffTheLine,expectedGoalsFreekick,setPiecesGoals,savesMade,drops,savesMadeFromOutsideBox,savesMadeCaught,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesSaved,catches,penaltiesFaced,savesFromPenalty,punches,goalkeeperSmother,crossesNotClaimed
78916,Dan Burn,Defender,Newcastle,4,England,2022-23,130.0,58.0,6.0,4.0,0.9119,60.0,,38.0,32.0,1438.0,1.0,7.0,0.0,1.0,3.0,3.0,3.0,37.0,3.0,76.0,2.0,31.3976,16.0,5.0,4.0,1.0,166.0,38.0,,12.0,14.0,21.0,1420.0,11.0,410.0,38.0,146.0,35.0,55.0,193.0,2122.0,228.0,1.0,653.0,92.0,114.0,3.0,1.3058,0.0,1.0,15.0,216.0,,1.0,,35.0,308.0,14.0,,122.0,12.0,,3.0,3115.0,,161.0,1.0,55.0,1075.0,63.0,103.0,30.0,93.0,424.0,291.0,26.0,1.0,675.0,,,22.0,480.0,27.0,1.0,5.0,169.0,85.0,0.0,10.0,13.0,16.0,32.0,,8.0,1.0,33.0,14.0,2.0618,6.0,,29.0,7.0,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
111773,Emil Krafth,Defender,Newcastle,4,Sweden,2022-23,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119471,Fabian Schär,Defender,Newcastle,4,Switzerland,2022-23,104.0,48.0,11.0,15.0,2.0974,47.0,7.0,36.0,33.0,1815.0,1.0,6.0,0.0,4.0,,11.0,11.0,56.0,3.0,79.0,2.0,30.731,16.0,7.0,27.0,1.0,209.0,36.0,1.0,7.0,14.0,14.0,1752.0,30.0,459.0,22.0,626.0,20.0,156.0,78.0,2290.0,8.0,2.0,931.0,190.0,133.0,4.0,2.0579,0.0,2.0,45.0,214.0,3.0,1.0,,36.0,404.0,14.0,,168.0,12.0,3.0,4.0,3208.0,,191.0,,34.0,1255.0,74.0,137.0,28.0,48.0,303.0,295.0,15.0,1.0,808.0,,3.0,25.0,484.0,25.0,,7.0,127.0,112.0,0.0,6.0,5.0,19.0,52.0,,4.0,4.0,59.0,11.0,4.9172,7.0,,2.0,18.0,,3.0,,,,1.0,,1.0,1.0,3.0,1.0,0.2747,,,,,,,,,,,,,,,
101148,Jamaal Lascelles,Defender,Newcastle,4,England,2022-23,9.0,5.0,1.0,,,1.0,,7.0,1.0,93.0,,,,,5.0,,,3.0,,2.0,,3.4314,,1.0,2.0,0.0,5.0,7.0,,,,,93.0,1.0,14.0,,30.0,6.0,5.0,5.0,121.0,,,56.0,4.0,8.0,,0.0091,0.0,,1.0,10.0,,,,2.0,14.0,,,9.0,,,,215.0,,8.0,,1.0,74.0,4.0,17.0,5.0,6.0,19.0,17.0,1.0,,39.0,,,1.0,23.0,5.0,,1.0,8.0,6.0,0.0,,,2.0,,,,,1.0,2.0,0.1067,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194799,Jamal Lewis,Defender,Newcastle,4,Northern Ireland,2022-23,1.0,1.0,,,,,,2.0,1.0,14.0,,,,,2.0,,,1.0,,,,1.4408,,,,0.0,2.0,2.0,,,,,14.0,,2.0,,1.0,,,5.0,15.0,,,8.0,,1.0,,0.0009,0.0,,,2.0,,,,,2.0,,,1.0,,,,9.0,,,,1.0,12.0,2.0,,1.0,,3.0,1.0,,,5.0,,,,4.0,1.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109528,Javier Manquillo,Defender,Newcastle,4,Spain,2022-23,,,,,,3.0,,4.0,,25.0,,,,,4.0,,,,,3.0,,1.3778,,,,0.0,6.0,4.0,,,,,24.0,,5.0,2.0,6.0,,1.0,8.0,37.0,2.0,,12.0,,,1.0,0.0058,0.0,,,4.0,,,,,4.0,,,,,,1.0,34.0,,3.0,,1.0,20.0,1.0,1.0,1.0,,2.0,3.0,1.0,,9.0,,,1.0,10.0,1.0,,,3.0,,0.0,,,,1.0,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77794,Kieran Trippier,Defender,Newcastle,4,England,2022-23,150.0,63.0,8.0,4.0,0.9395,70.0,16.0,38.0,37.0,2064.0,1.0,7.0,0.0,8.0,,,,35.0,3.0,120.0,2.0,31.3528,103.0,,29.0,0.0,264.0,38.0,1.0,12.0,258.0,21.0,1928.0,2.0,843.0,49.0,762.0,48.0,148.0,239.0,3195.0,292.0,1.0,679.0,177.0,120.0,29.0,11.7796,0.0,2.0,6.0,319.0,7.0,1.0,,38.0,496.0,104.0,216.0,84.0,14.0,3.0,135.0,3347.0,,169.0,1.0,80.0,1420.0,25.0,75.0,31.0,115.0,101.0,319.0,30.0,1.0,962.0,,3.0,21.0,1024.0,28.0,,,235.0,49.0,0.0,43.0,21.0,15.0,43.0,,7.0,8.0,44.0,25.0,0.7733,5.0,84.0,26.0,10.0,,12.0,109.0,2.0,1.0,,,,1.0,12.0,3.0,0.7011,1.0,,,,,,,,,,,,,,
169359,Matt Targett,Defender,Newcastle,4,England,2022-23,38.0,5.0,1.0,,,13.0,,17.0,4.0,328.0,,,,1.0,11.0,,,7.0,,18.0,,4.5606,10.0,,3.0,0.0,46.0,17.0,,,27.0,6.0,318.0,,104.0,10.0,34.0,10.0,9.0,33.0,486.0,51.0,,142.0,17.0,19.0,,0.678,0.0,,,43.0,,,,6.0,60.0,9.0,18.0,18.0,1.0,,7.0,603.0,,29.0,,16.0,259.0,,13.0,6.0,31.0,104.0,67.0,5.0,,157.0,,,3.0,133.0,6.0,,,49.0,11.0,0.0,7.0,2.0,3.0,9.0,,3.0,1.0,5.0,7.0,0.0148,1.0,4.0,5.0,1.0,,,13.0,,,,,,,,1.0,,,,,,,,,,,,,,,,
106618,Paul Dummett,Defender,Newcastle,4,Wales,2022-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220237,Sven Botman,Defender,Newcastle,4,Netherlands,2022-23,64.0,50.0,6.0,7.0,1.2963,38.0,,36.0,30.0,1754.0,,2.0,,,1.0,7.0,7.0,40.0,3.0,49.0,2.0,32.2366,9.0,6.0,12.0,0.0,182.0,36.0,,,,3.0,1716.0,9.0,250.0,24.0,418.0,15.0,102.0,76.0,2104.0,4.0,1.0,1120.0,86.0,107.0,1.0,1.1188,0.0,,16.0,146.0,,,,35.0,232.0,,,117.0,11.0,,1.0,3129.0,,126.0,1.0,27.0,1420.0,53.0,120.0,30.0,24.0,649.0,190.0,20.0,,611.0,,,14.0,403.0,27.0,,6.0,73.0,77.0,0.0,2.0,1.0,24.0,34.0,,2.0,,31.0,10.0,2.503,2.0,,,5.0,,,,,,6.0,,6.0,,,,,,,,,,,,,,,,,,,
