playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,catches,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,ownGoalScored,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,forwardPasses,recoveries,appearances,drops,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,tacklesWon,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,substituteOn,aerialDuelsLost,penaltiesConceded,crossesNotClaimed,tacklesLost,totalFoulsConceded,interceptions,substituteOff,foulAttemptedTackle,successfulCrossesOpenPlay,blockedShots,overruns,totalShots,throughBalls,goalAssists,unsuccessfulCrossesOpenPlay,oboxBlocked,successfulCrossesAndCorners,putthroughBlockedDistribution,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,shotsBlockedInBox,putthroughBlockedDistributionWon,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,successfulDribbles,blocks,backwardPasses,throwInsToOwnPlayer,shotsBlockedOutsideBox,expectedGoals,shotsOnTargetIncGoals,expectedGoalsOnTarget,successfulLayoffs,goals,offsides,awayGoals,iboxTarget,shotsOnTargetInBox,homeGoals,leftFootGoals,lastPlayerTackle,clearancesOffTheLine,handballsConceded,expectedGoalsFreekick,shotsOnTargetOutsideBox,oboxTarget,rightFootGoals,freekickTotal,attemptsFromSetPieces,secondGoalAssists,unsuccessfulLayoffs,hitWoodwork,headedGoals,successfulCornersIntoBox,unsuccessfulCornersIntoBox,cornersTakenInclShortCorners,penaltiesTaken,penaltyGoals,setPiecesGoals,foulWonPenalty,redCards2ndYellow
55494,Joel Ward,Defender,Crystal Palace,31,England,2023-24,94.0,0.2546,0.0,,45.0,,106.0,26.0,23.0,195.0,803.0,,,95.0,4.0,,1982.0,105.0,2.0,59.0,570.0,,2.0,24.5407,1.0,17.0,84.0,34.0,45.0,65.0,,6.0,0.0,199.0,406.0,94.0,26.0,,277.0,32.0,104.0,46.0,0.0,,782.0,249.0,28.0,,,220.0,38.0,1196.0,43.0,334.0,,4.0,89.0,51.0,3.0,49.0,,,17.0,22.0,14.0,4.0,16.0,3.0,3.0,1.0,7.0,1.0,1.0,19.0,2.0,3.0,28.0,10.0,14.0,2.0,1.0,7.0,4.0,19.0,7.0,1.0,7.0,5.0,8.0,10.0,112.0,104.0,2.0,0.8693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244723,Tyrick Mitchell,Defender,Crystal Palace,31,England,2023-24,108.0,2.3512,0.0,,105.0,,236.0,37.0,37.0,311.0,1206.0,,,47.0,10.0,,3208.0,160.0,3.0,139.0,860.0,,3.0,46.4665,,14.0,86.0,55.0,82.0,420.0,,16.0,0.0,268.0,502.0,208.0,37.0,,489.0,52.0,221.0,21.0,0.0,,1192.0,541.0,60.0,,,41.0,35.0,2130.0,46.0,423.0,,6.0,75.0,139.0,,26.0,,,45.0,22.0,26.0,6.0,18.0,17.0,4.0,1.0,8.0,1.0,3.0,52.0,,17.0,123.0,54.0,82.0,21.0,4.0,53.0,17.0,52.0,45.0,4.0,4.0,19.0,18.0,10.0,243.0,265.0,,1.613,4.0,1.1838,5.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,
156074,Rob Holding,Defender,Crystal Palace,31,England,2023-24,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174874,Joachim Andersen,Defender,Fulham,54,Denmark,2023-24,107.0,2.3165,0.0,,56.0,,168.0,38.0,38.0,442.0,2155.0,3.0,,138.0,8.0,,3417.0,182.0,4.0,91.0,1511.0,,3.0,48.048,,34.0,202.0,58.0,60.0,374.0,,23.0,1.0,289.0,900.0,193.0,38.0,,619.0,54.0,151.0,91.0,0.0,2.0,2042.0,501.0,35.0,1.0,,734.0,202.0,2673.0,131.0,1104.0,,7.0,274.0,119.0,,47.0,,,21.0,43.0,41.0,2.0,29.0,10.0,5.0,,16.0,7.0,3.0,21.0,1.0,10.0,37.0,44.0,,17.0,4.0,15.0,6.0,21.0,12.0,4.0,8.0,12.0,14.0,18.0,147.0,8.0,1.0,1.6807,8.0,0.8168,1.0,2.0,1.0,2.0,4.0,4.0,0.0,,,,4.0,0.0485,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,
49413,James Tomkins,Defender,Crystal Palace,31,England,2023-24,,0.0027,0.0,,,,1.0,4.0,,3.0,21.0,,,2.0,,,7.0,2.0,,,15.0,,,1.8179,,1.0,,2.0,,2.0,,,0.0,2.0,8.0,2.0,4.0,,7.0,2.0,,2.0,0.0,,21.0,3.0,,,,10.0,3.0,24.0,2.0,11.0,,0.0,2.0,,4.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209036,Marc Guéhi,Defender,Manchester City,43,England,2023-24,59.0,0.9854,0.0,,28.0,,74.0,25.0,23.0,166.0,1299.0,,,58.0,4.0,,2022.0,90.0,2.0,61.0,1048.0,,2.0,27.5512,,9.0,88.0,32.0,30.0,561.0,,26.0,0.0,149.0,463.0,120.0,25.0,,374.0,30.0,91.0,29.0,0.0,,1248.0,186.0,19.0,,,170.0,85.0,1540.0,31.0,759.0,,2.0,92.0,56.0,2.0,29.0,,,9.0,14.0,18.0,4.0,11.0,,1.0,,4.0,1.0,1.0,3.0,,,10.0,12.0,,6.0,1.0,5.0,4.0,3.0,6.0,1.0,4.0,1.0,7.0,17.0,105.0,5.0,,0.6562,,,3.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
247348,Daniel Muñoz,Defender,Crystal Palace,31,Colombia,2023-24,95.0,1.2926,0.0,,55.0,,102.0,16.0,16.0,118.0,566.0,,,54.0,4.0,,1439.0,102.0,2.0,76.0,438.0,,,18.9521,,6.0,34.0,22.0,67.0,27.0,,8.0,0.0,197.0,185.0,76.0,16.0,,271.0,20.0,143.0,26.0,0.0,,562.0,200.0,35.0,,,200.0,10.0,986.0,13.0,178.0,,4.0,16.0,37.0,,28.0,,,20.0,30.0,24.0,1.0,25.0,1.0,3.0,,5.0,,4.0,10.0,,1.0,39.0,43.0,29.0,17.0,3.0,22.0,12.0,10.0,19.0,3.0,5.0,5.0,13.0,7.0,154.0,112.0,,1.2399,,,3.0,,8.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
57328,Nathaniel Clyne,Defender,Crystal Palace,31,England,2023-24,27.0,0.208,0.0,,24.0,,50.0,19.0,14.0,84.0,533.0,,,21.0,3.0,,1337.0,48.0,1.0,35.0,423.0,,1.0,17.9568,,18.0,28.0,16.0,19.0,96.0,,3.0,0.0,75.0,220.0,50.0,19.0,,213.0,15.0,54.0,13.0,0.0,,530.0,124.0,15.0,,,127.0,26.0,737.0,27.0,238.0,,0.0,34.0,41.0,5.0,8.0,,,9.0,6.0,10.0,4.0,6.0,2.0,1.0,,3.0,,,7.0,,2.0,28.0,7.0,11.0,3.0,1.0,12.0,6.0,7.0,6.0,1.0,3.0,2.0,8.0,6.0,90.0,44.0,,0.209,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,
427623,Chris Richards,Defender,Crystal Palace U21,18257,United States,2023-24,70.0,0.1882,0.0,,46.0,,97.0,26.0,23.0,154.0,924.0,5.0,,106.0,4.0,,2091.0,115.0,4.0,53.0,736.0,,2.0,32.1736,,4.0,106.0,38.0,26.0,260.0,,7.0,1.0,185.0,345.0,88.0,26.0,,245.0,34.0,79.0,62.0,0.0,5.0,901.0,175.0,28.0,,,195.0,34.0,1216.0,36.0,525.0,,3.0,57.0,61.0,3.0,44.0,1.0,,18.0,12.0,27.0,,9.0,,2.0,,9.0,1.0,1.0,1.0,,,35.0,21.0,6.0,5.0,2.0,20.0,,1.0,4.0,2.0,6.0,1.0,1.0,12.0,124.0,8.0,,0.5989,3.0,0.3645,1.0,1.0,1.0,0.0,2.0,2.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,
501468,Tayo Adaramola,Defender,Crystal Palace,31,Ireland,2023-24,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
