playerId,playerName,position,team_name,team_id,nationality,season,expectedAssists,totalRedCards,catches,savesMadeFromOutsideBox,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,rightsidePasses,savesMade,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,interceptions,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,unsuccessfulShortPasses,putthroughBlockedDistribution,keyPassesAttemptAssists,totalFoulsWon,putthroughBlockedDistributionWon,drops,crossesNotClaimed,duelsLost,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,goalAssists,successfulLayoffs,unsuccessfulCrossesOpenPlay,offsides,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,totalTouchesInOppositionBox,throwInsToOppositionPlayer,ownGoalScored,shotsBlockedInBox,groundDuelsLost,tacklesLost,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,blocks,totalFoulsConceded,clearancesOffTheLine,backwardPasses,throwInsToOwnPlayer,substituteOff,foulAttemptedTackle,expectedGoals,expectedGoalsFreekick,throughBalls,goals,oboxBlocked,substituteOn,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,successfulCornersIntoBox,oboxTarget,rightFootGoals,leftFootGoals,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,shotsBlockedOutsideBox,handballsConceded,penaltiesConceded,headedGoals,hitWoodwork,setPiecesGoals,unsuccessfulLayoffs,penaltiesTaken,penaltyGoals,foulWonPenalty,secondGoalAssists
55494,Joel Ward,Defender,Crystal Palace,31,England,2017-18,0.8021,0.0,,,19.0,19.0,192.0,681.0,,58.0,4.0,,1616.0,105.0,6.0,72.0,449.0,,1.0,24.0291,12.0,61.0,25.0,45.0,,183.0,,372.0,100.0,19.0,285.0,19.0,125.0,33.0,0.0,,672.0,294.0,8.0,,,148.0,28.0,40.0,1200.0,51.0,214.0,,4.0,88.0,49.0,104.0,46.0,7.0,29.0,16.0,,,78.0,10.0,1.0,1.0,0.022,35.0,4.0,1.0,5.0,36.0,1.0,10.0,1.0,1.0,25.0,11.0,27.0,1.0,1.0,53.0,5.0,6.0,36.0,1.0,3.0,6.0,30.0,11.0,25.0,1.0,116.0,172.0,3.0,9.0,0.237,,,,,,,,,,,,,,,,,,,,,,,,,
74230,Patrick van Aanholt,Defender,Galatasaray,208,Netherlands,2017-18,1.8221,0.0,,,28.0,25.0,201.0,882.0,,11.0,5.0,,2185.0,89.0,6.0,83.0,642.0,,1.0,36.8235,8.0,56.0,38.0,322.0,,152.0,,367.0,162.0,28.0,376.0,32.0,141.0,6.0,0.0,,855.0,355.0,26.0,,,37.0,47.0,39.0,1513.0,42.0,318.0,,7.0,69.0,69.0,132.0,50.0,17.0,10.0,19.0,,,63.0,6.0,9.0,11.0,3.4403,47.0,24.0,1.0,6.0,36.0,3.0,13.0,1.0,1.0,5.0,37.0,45.0,,3.0,58.0,15.0,5.0,43.0,3.0,13.0,17.0,32.0,5.0,18.0,,156.0,190.0,4.0,15.0,3.0866,0.2318,3.0,5.0,6.0,3.0,11.0,5.0,6.0,5.0,2.0,3.0,4.0,4.0,4.0,6.0,1.0,,,,,,,,,
49413,James Tomkins,Defender,Crystal Palace,31,England,2017-18,0.6686,0.0,,,28.0,27.0,162.0,887.0,,182.0,8.0,,2388.0,182.0,8.0,66.0,650.0,,1.0,32.1135,24.0,214.0,32.0,194.0,,285.0,,372.0,124.0,28.0,201.0,24.0,103.0,116.0,0.0,,858.0,175.0,6.0,,,265.0,63.0,75.0,1322.0,58.0,524.0,,8.0,83.0,59.0,79.0,14.0,1.0,14.0,12.0,,,103.0,,2.0,10.0,2.7086,47.0,21.0,,,1.0,1.0,,7.0,7.0,66.0,36.0,,,2.0,37.0,21.0,,1.0,2.0,11.0,1.0,26.0,12.0,20.0,1.0,56.0,2.0,2.0,11.0,2.4191,,,3.0,,1.0,,,,,1.0,1.0,,,,,,1.0,1.0,2.0,,,,,,
19188,Scott Dann,Defender,Reading,108,England,2017-18,0.2753,0.0,,,17.0,16.0,114.0,566.0,,82.0,1.0,,1435.0,68.0,6.0,19.0,405.0,,1.0,22.5141,9.0,97.0,26.0,134.0,,125.0,,240.0,72.0,17.0,138.0,20.0,43.0,49.0,0.0,,544.0,126.0,7.0,,,135.0,23.0,47.0,768.0,32.0,314.0,,4.0,61.0,21.0,53.0,7.0,5.0,3.0,3.0,,,57.0,,3.0,5.0,0.6502,10.0,16.0,,2.0,2.0,2.0,,4.0,4.0,33.0,33.0,,,3.0,24.0,5.0,,2.0,3.0,11.0,1.0,5.0,14.0,12.0,,57.0,2.0,1.0,4.0,2.3079,,1.0,1.0,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,
40784,Mamadou Sakho,Defender,Crystal Palace,31,France,2017-18,0.2238,0.0,,,19.0,18.0,108.0,739.0,,76.0,6.0,,1600.0,75.0,5.0,34.0,603.0,,1.0,24.8105,4.0,99.0,23.0,251.0,,126.0,,334.0,140.0,19.0,179.0,18.0,50.0,41.0,0.0,,720.0,130.0,6.0,,,118.0,30.0,28.0,968.0,12.0,452.0,,1.0,34.0,42.0,74.0,12.0,,9.0,8.0,,,51.0,,1.0,1.0,0.7207,21.0,2.0,2.0,,,,,,,35.0,6.0,,,1.0,16.0,7.0,2.0,,1.0,1.0,3.0,14.0,11.0,3.0,,36.0,1.0,1.0,1.0,1.1668,,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,
79228,Pape Souaré,Defender,Ebbsfleet United,585,Senegal,2017-18,0.0021,0.0,,,1.0,,1.0,9.0,,,,,8.0,,,,8.0,,,,,,,5.0,,,,1.0,,1.0,5.0,,,,0.0,,9.0,2.0,,,,1.0,,,11.0,,3.0,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
201084,Timothy Fosu-Mensah,Defender,Bayer 04 Leverkusen,164,Netherlands,2017-18,0.4493,0.0,,,21.0,17.0,156.0,612.0,,41.0,2.0,,1594.0,85.0,6.0,66.0,424.0,,1.0,27.5572,10.0,66.0,29.0,52.0,,151.0,,301.0,97.0,21.0,233.0,23.0,110.0,19.0,0.0,,604.0,243.0,11.0,,,200.0,31.0,32.0,992.0,54.0,227.0,,2.0,85.0,36.0,71.0,21.0,6.0,13.0,8.0,,,66.0,4.0,2.0,,,42.0,6.0,,3.0,13.0,,4.0,,,22.0,6.0,38.0,,1.0,44.0,9.0,7.0,13.0,1.0,6.0,4.0,33.0,9.0,18.0,,59.0,76.0,2.0,13.0,0.232,,,,1.0,4.0,,,,,,,,,,1.0,,,,,,,,,,
7906,Damien Delaney,Defender,Crystal Palace,31,Ireland,2017-18,0.0122,0.0,,,2.0,1.0,8.0,38.0,,4.0,,,95.0,3.0,,3.0,27.0,,,3.6539,1.0,7.0,5.0,4.0,,7.0,,27.0,6.0,2.0,9.0,5.0,3.0,,0.0,,37.0,9.0,1.0,,,6.0,3.0,3.0,60.0,4.0,21.0,,0.0,5.0,3.0,3.0,2.0,,,1.0,,,4.0,,,,,2.0,,,,,,,,,4.0,,,,,,1.0,,,,,,1.0,4.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
214590,Aaron Wan-Bissaka,Defender,West Ham United,21,DR Congo,2017-18,0.3583,0.0,,,7.0,7.0,55.0,203.0,,19.0,2.0,,628.0,55.0,3.0,46.0,143.0,,,8.9186,3.0,33.0,10.0,14.0,,79.0,,114.0,38.0,7.0,93.0,7.0,60.0,9.0,0.0,,202.0,114.0,13.0,,,50.0,15.0,5.0,444.0,17.0,59.0,,1.0,23.0,20.0,32.0,23.0,3.0,3.0,11.0,,,24.0,4.0,,,,30.0,,,1.0,16.0,,4.0,,,10.0,1.0,26.0,,,14.0,11.0,2.0,16.0,,,3.0,19.0,7.0,2.0,1.0,25.0,44.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
185478,Jaroslaw Jach,Defender,Crystal Palace U21,18257,Poland,2017-18,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
