playerId,playerName,position,team_name,team_id,nationality,season,expectedGoalsOnTargetConceded,successfulLaunches,expectedAssists,goalsConceded,totalRedCards,catches,rightsidePasses,savesMade,winningGoal,homeGoals,forwardPasses,recoveries,appearances,savesMadeFromOutsideBox,gamesPlayed,successfulPassesOppositionHalf,starts,goalsConcededInsideBox,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,awayGoals,goalKicks,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,successfulLongPasses,timePlayed,touches,goalsConcededOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,successfulShortPasses,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,duelsLost,penaltiesSaved,fiftyFifty,totalTackles,unsuccessfulShortPasses,successfulFiftyFifty,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,aerialDuelsLost,duelsWon,groundDuelsWon,savesFromPenalty,punches,penaltyGoalsConceded,totalClearances,totalFoulsWon,duels,goalkeeperSmother,drops,crossesNotClaimed,groundDuels,aerialDuelsWon,tacklesWon,leftsidePasses,interceptions,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalShots,goalAssists,unsuccessfulCrossesOpenPlay,offsides,substituteOn,shotsOnTargetOutsideBox,successfulCrossesAndCorners,penaltiesConceded,putthroughBlockedDistribution,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,groundDuelsLost,putthroughBlockedDistributionWon,oboxTarget,tacklesLost,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,shotsOffTargetIncWoodwork,cornersWon,successfulDribbles,blocks,totalFoulsConceded,backwardPasses,throwInsToOwnPlayer,hitWoodwork,foulAttemptedTackle,handballsConceded,expectedGoals,expectedGoalsFreekick,blockedShots,successfulLayoffs,oboxBlocked,cornersTakenInclShortCorners,iboxTarget,shotsOnTargetInBox,unsuccessfulLayoffs,shotsBlockedInBox,freekickTotal,iboxBlocked,attemptsFromSetPieces,unsuccessfulCornersIntoBox,clearancesOffTheLine,substituteOff,shotsBlockedOutsideBox,goals,headedGoals,lastPlayerTackle,otherGoals,throughBalls,successfulCornersIntoBox,rightFootGoals,penaltiesTaken,penaltyGoals,secondGoalAssists,leftFootGoals,setPiecesGoals,foulWonPenalty,redCards2ndYellow
55494,Joel Ward,Defender,Crystal Palace,31,England,2020-21,36.3569,9.0,0.5187,43.0,0.0,,68.0,,0.0,0.0,447.0,135.0,26.0,,26.0,294.0,25.0,37.0,230.0,818.0,0.0,,0.0,,809.0,349.0,,,34.0,2255.0,1419.0,6.0,41.0,297.0,554.0,,5.0,83.0,103.0,,56.0,44.0,147.0,31.0,,90.0,7.0,,42.0,116.0,68.0,,,3.0,80.0,12.0,219.0,,,,129.0,48.0,26.0,210.0,42.0,83.0,3.0,1.0,2.0,0.073,2.0,1.0,24.0,1.0,1.0,1.0,3.0,1.0,56.0,10.0,54.0,6.0,61.0,20.0,1.0,18.0,4.0,24.0,12.0,1.0,6.0,12.0,8.0,32.0,93.0,201.0,1.0,16.0,2.0,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74230,Patrick van Aanholt,Defender,Galatasaray,208,Netherlands,2020-21,29.5001,6.0,1.7208,36.0,0.0,,349.0,,0.0,0.0,416.0,136.0,22.0,,22.0,378.0,20.0,30.0,189.0,952.0,0.0,,0.0,,925.0,300.0,,,30.0,1775.0,1395.0,6.0,18.0,393.0,733.0,,2.0,46.0,65.0,,40.0,35.0,143.0,22.0,,24.0,4.0,,13.0,59.0,48.0,,,,32.0,3.0,124.0,,,,100.0,11.0,22.0,40.0,30.0,51.0,6.0,5.0,,1.3417,14.0,1.0,28.0,3.0,2.0,2.0,8.0,,38.0,39.0,24.0,11.0,52.0,12.0,2.0,13.0,12.0,32.0,18.0,9.0,15.0,10.0,6.0,11.0,147.0,135.0,,8.0,1.0,1.3874,0.2314,4.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,
49413,James Tomkins,Defender,Crystal Palace,31,England,2020-21,7.6188,,0.3184,12.0,0.0,,36.0,,0.0,0.0,83.0,22.0,8.0,,8.0,28.0,6.0,8.0,42.0,182.0,0.0,,0.0,,174.0,45.0,,,12.0,552.0,247.0,4.0,5.0,112.0,128.0,,1.0,24.0,14.0,,16.0,4.0,18.0,8.0,,22.0,2.0,,10.0,16.0,4.0,,,,43.0,1.0,30.0,,,,8.0,12.0,2.0,43.0,4.0,13.0,,1.0,,0.3012,2.0,,,,2.0,,,1.0,2.0,6.0,,1.0,4.0,1.0,,2.0,,,,1.0,,,3.0,3.0,20.0,,1.0,3.0,,0.1785,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
19188,Scott Dann,Defender,Reading,108,England,2020-21,18.8224,3.0,0.2001,24.0,0.0,,124.0,,0.0,1.0,327.0,73.0,15.0,,15.0,161.0,15.0,21.0,122.0,640.0,0.0,,0.0,,608.0,128.0,,,36.0,1350.0,781.0,3.0,16.0,357.0,482.0,,1.0,51.0,42.0,,20.0,6.0,71.0,8.0,,80.0,2.0,,29.0,66.0,15.0,,,,57.0,5.0,108.0,,,,28.0,51.0,4.0,163.0,18.0,32.0,,1.0,,0.3389,2.0,,,,,,,,4.0,17.0,,1.0,13.0,2.0,,2.0,,,,1.0,1.0,4.0,14.0,6.0,26.0,3.0,,2.0,,0.2681,,2.0,,,,,,,2.0,,2.0,,,,,,1.0,1.0,,,,,,,,,,,,
40784,Mamadou Sakho,Defender,Crystal Palace,31,France,2020-21,5.9889,,0.0124,8.0,0.0,,32.0,,0.0,0.0,40.0,14.0,4.0,,4.0,32.0,3.0,7.0,11.0,92.0,0.0,,0.0,,78.0,15.0,,,4.0,275.0,124.0,1.0,1.0,49.0,77.0,,0.0,5.0,9.0,,3.0,3.0,6.0,1.0,,13.0,,,7.0,10.0,4.0,,,3.0,11.0,1.0,19.0,,,,6.0,6.0,2.0,19.0,3.0,3.0,,,,,1.0,,,,1.0,,,1.0,1.0,2.0,,,2.0,1.0,,1.0,,,1.0,1.0,,,2.0,2.0,1.0,2.0,,1.0,,0.0586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57328,Nathaniel Clyne,Defender,Crystal Palace,31,England,2020-21,15.8106,8.0,0.3412,22.0,0.0,,16.0,,0.0,0.0,218.0,56.0,13.0,,13.0,168.0,13.0,17.0,105.0,443.0,0.0,,0.0,,443.0,157.0,,,15.0,1147.0,709.0,5.0,27.0,175.0,323.0,,2.0,41.0,24.0,,41.0,17.0,64.0,25.0,,14.0,,,10.0,27.0,23.0,,,,21.0,2.0,51.0,,,,37.0,4.0,10.0,121.0,18.0,50.0,5.0,1.0,,0.0407,3.0,1.0,18.0,,,1.0,5.0,,26.0,6.0,20.0,3.0,14.0,5.0,1.0,7.0,2.0,18.0,4.0,2.0,2.0,4.0,2.0,4.0,88.0,105.0,,1.0,1.0,0.1744,,1.0,,,,,,1.0,1.0,,1.0,,,,2.0,,,,,,,,,,,,,,,
19419,Gary Cahill,Defender,Bournemouth,91,England,2020-21,30.3647,2.0,1.0202,39.0,0.0,,213.0,,1.0,0.0,315.0,64.0,20.0,,20.0,164.0,20.0,30.0,131.0,746.0,1.0,,0.0,,720.0,141.0,,,48.0,1800.0,945.0,9.0,12.0,451.0,567.0,,3.0,49.0,53.0,,30.0,13.0,82.0,15.0,,107.0,4.0,,38.0,86.0,17.0,,,,86.0,3.0,139.0,,,,32.0,69.0,9.0,175.0,13.0,54.0,,3.0,,0.2531,8.0,1.0,,3.0,,,,,8.0,27.0,1.0,7.0,15.0,5.0,,4.0,,,1.0,5.0,1.0,1.0,22.0,12.0,43.0,,,5.0,,0.7272,,3.0,,,,2.0,2.0,,3.0,,3.0,,,,,,1.0,1.0,,,,,,,,,,,,
244723,Tyrick Mitchell,Defender,Crystal Palace,31,England,2020-21,23.6647,16.0,0.544,32.0,0.0,,120.0,,1.0,1.0,382.0,95.0,19.0,,19.0,243.0,19.0,25.0,181.0,599.0,0.0,,0.0,,593.0,288.0,,,29.0,1710.0,1076.0,7.0,32.0,180.0,389.0,,1.0,61.0,58.0,,52.0,65.0,120.0,26.0,,26.0,4.0,,15.0,98.0,87.0,,,3.0,46.0,11.0,156.0,,,,130.0,11.0,35.0,37.0,21.0,72.0,5.0,2.0,1.0,1.023,2.0,1.0,22.0,,,,5.0,1.0,55.0,7.0,47.0,2.0,43.0,18.0,,30.0,7.0,22.0,19.0,,4.0,11.0,10.0,8.0,60.0,134.0,,5.0,1.0,0.8446,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,
58786,Martin Kelly,Defender,Salford City,3448,England,2020-21,,,,,0.0,,,,0.0,0.0,2.0,1.0,1.0,,1.0,,,,1.0,3.0,0.0,,0.0,,3.0,1.0,,,,1.0,4.0,,,2.0,2.0,,0.0,,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,1.0,,,,1.0,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221272,Sam Woods,Defender,Bromley,2050,England,2020-21,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
