playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,punches,expectedGoalsOnTargetConceded,successfulLaunches,expectedAssists,totalClearances,goalsConceded,totalRedCards,rightsidePasses,savesMade,winningGoal,duels,forwardPasses,recoveries,appearances,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,successfulPassesOppositionHalf,starts,goalsConcededInsideBox,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,straightRedCards,gkSuccessfulDistribution,openPlayPasses,savesMadeCaught,totalLossesOfPossession,aerialDuels,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,interceptions,successfulLongPasses,timePlayed,touches,aerialDuelsLost,goalsConcededOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,successfulShortPasses,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,catches,totalTackles,cleanSheets,penaltiesFaced,duelsWon,groundDuelsWon,ownGoalScored,groundDuelsLost,totalFoulsWon,goalkeeperSmother,drops,crossesNotClaimed,groundDuels,aerialDuelsWon,tacklesWon,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalShots,unsuccessfulCrossesOpenPlay,substituteOn,shotsOnTargetOutsideBox,successfulCrossesAndCorners,putthroughBlockedDistribution,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,shotsBlockedInBox,putthroughBlockedDistributionWon,oboxTarget,tacklesLost,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,successfulDribbles,blocks,totalFoulsConceded,clearancesOffTheLine,backwardPasses,throwInsToOwnPlayer,substituteOff,hitWoodwork,foulAttemptedTackle,handballsConceded,expectedGoals,throughBalls,setPiecesGoals,goals,offsides,awayGoals,oboxBlocked,iboxTarget,shotsOnTargetInBox,successfulCornersIntoBox,leftFootGoals,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,expectedGoalsFreekick,goalAssists,cornersTakenInclShortCorners,homeGoals,penaltiesTaken,penaltyGoals,shotsBlockedOutsideBox,headedGoals,secondGoalAssists,successfulLayoffs,penaltiesConceded,rightFootGoals,unsuccessfulLayoffs,foulWonPenalty
55494,Joel Ward,Defender,Crystal Palace,31,England,2019-20,87.0,,37.1811,9.0,0.6257,82.0,36.0,0.0,53.0,,0.0,245.0,497.0,116.0,29.0,,182.0,29.0,375.0,27.0,34.0,278.0,962.0,,0.0,,957.0,,400.0,81.0,,,299.0,48.0,44.0,2383.0,1632.0,29.0,2.0,52.0,314.0,640.0,,4.0,96.0,92.0,,69.0,7.0,,158.0,106.0,,58.0,29.0,,,,164.0,52.0,42.0,5.0,1.0,1.0,1.0,0.0315,4.0,31.0,2.0,1.0,5.0,53.0,10.0,46.0,5.0,1.0,7.0,1.0,27.0,7.0,31.0,19.0,1.0,3.0,6.0,8.0,6.0,24.0,1.0,113.0,224.0,3.0,1.0,11.0,1.0,0.2665,,,,,,,,,,,,,,,,,,,,,,,,,,,
74230,Patrick van Aanholt,Defender,Galatasaray,208,Netherlands,2019-20,89.0,,40.2139,10.0,3.2263,44.0,38.0,0.0,408.0,,2.0,172.0,527.0,176.0,29.0,,184.0,29.0,541.0,29.0,36.0,230.0,1218.0,,0.0,,1175.0,,425.0,33.0,,,62.0,46.0,30.0,2511.0,1940.0,16.0,2.0,15.0,478.0,958.0,,0.0,46.0,70.0,,43.0,8.0,,83.0,66.0,1.0,73.0,8.0,,,,139.0,17.0,23.0,5.0,9.0,6.0,1.0,1.7575,18.0,24.0,,1.0,31.0,42.0,45.0,57.0,30.0,4.0,22.0,1.0,20.0,22.0,61.0,38.0,4.0,12.0,17.0,16.0,9.0,9.0,1.0,221.0,222.0,4.0,1.0,7.0,1.0,2.1145,2.0,1.0,3.0,2.0,2.0,5.0,2.0,2.0,18.0,3.0,3.0,3.0,23.0,0.2187,2.0,45.0,1.0,1.0,1.0,5.0,,,,,,,
49413,James Tomkins,Defender,Crystal Palace,31,England,2019-20,53.0,,28.3317,3.0,0.1068,99.0,23.0,0.0,132.0,,0.0,153.0,257.0,82.0,18.0,,65.0,18.0,103.0,18.0,21.0,138.0,671.0,,0.0,,646.0,,148.0,92.0,,,224.0,21.0,46.0,1584.0,901.0,32.0,2.0,29.0,430.0,487.0,,5.0,73.0,45.0,,29.0,3.0,,100.0,40.0,,21.0,10.0,,,,61.0,60.0,17.0,,,3.0,,0.9794,9.0,1.0,,,,4.0,21.0,,1.0,,2.0,,12.0,1.0,1.0,2.0,,6.0,3.0,1.0,15.0,14.0,,58.0,2.0,2.0,,9.0,2.0,1.0657,1.0,,1.0,1.0,1.0,,2.0,2.0,,,,,,,1.0,,0.0,,,,1.0,,,,,,
19188,Scott Dann,Defender,Reading,108,England,2019-20,44.0,,20.6949,7.0,0.6917,64.0,14.0,0.0,127.0,,0.0,97.0,276.0,72.0,16.0,,63.0,16.0,121.0,14.0,14.0,108.0,584.0,,0.0,,556.0,,117.0,71.0,,,145.0,14.0,37.0,1265.0,719.0,32.0,,17.0,356.0,439.0,,0.0,45.0,46.0,,9.0,5.0,,53.0,14.0,,12.0,,,,,26.0,39.0,5.0,1.0,2.0,2.0,,0.5805,6.0,1.0,2.0,,1.0,10.0,22.0,,4.0,2.0,2.0,,4.0,1.0,1.0,2.0,2.0,4.0,4.0,5.0,7.0,5.0,,36.0,1.0,1.0,1.0,1.0,,0.7795,,,,,,,2.0,2.0,,,,,,,1.0,,,,,,,1.0,,,,,
40784,Mamadou Sakho,Defender,Crystal Palace,31,France,2019-20,28.0,,21.8339,2.0,0.1302,44.0,21.0,1.0,184.0,,0.0,58.0,228.0,67.0,14.0,,47.0,14.0,126.0,11.0,19.0,66.0,538.0,,1.0,,523.0,,79.0,34.0,,,99.0,20.0,28.0,931.0,656.0,17.0,2.0,9.0,346.0,444.0,,1.0,19.0,32.0,,7.0,,,30.0,13.0,,11.0,2.0,,,,24.0,17.0,5.0,,,,,,,,3.0,,,12.0,3.0,,1.0,,7.0,,2.0,1.0,,6.0,,,,4.0,5.0,3.0,,27.0,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19419,Gary Cahill,Defender,Bournemouth,91,England,2019-20,77.0,,36.8599,8.0,0.3341,111.0,35.0,0.0,329.0,,0.0,193.0,388.0,98.0,25.0,,85.0,25.0,211.0,25.0,31.0,153.0,1008.0,,0.0,,971.0,,171.0,140.0,,,223.0,18.0,73.0,2168.0,1287.0,52.0,4.0,28.0,644.0,782.0,,1.0,68.0,65.0,,15.0,7.0,,116.0,28.0,,25.0,12.0,,,,53.0,88.0,8.0,,8.0,5.0,,0.7667,13.0,,,,,15.0,47.0,,2.0,7.0,9.0,,7.0,1.0,,5.0,7.0,8.0,3.0,4.0,25.0,14.0,,68.0,5.0,1.0,,7.0,,1.551,,,,,,1.0,5.0,5.0,,,,,,,1.0,,,,,1.0,,,,,,,
244723,Tyrick Mitchell,Defender,Crystal Palace,31,England,2019-20,18.0,,3.2677,3.0,0.1967,1.0,4.0,0.0,31.0,,0.0,25.0,48.0,7.0,4.0,,10.0,4.0,46.0,2.0,4.0,19.0,94.0,,0.0,,94.0,,30.0,6.0,,,2.0,2.0,3.0,193.0,157.0,6.0,,4.0,32.0,72.0,,1.0,9.0,5.0,,5.0,,,7.0,7.0,,12.0,1.0,,,,19.0,,2.0,3.0,,,,,,1.0,2.0,,3.0,6.0,1.0,4.0,4.0,,2.0,,3.0,2.0,1.0,5.0,,,3.0,1.0,,1.0,,13.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58786,Martin Kelly,Defender,Salford City,3448,England,2019-20,58.0,,23.7525,6.0,0.5694,74.0,16.0,0.0,79.0,,0.0,119.0,296.0,71.0,19.0,,100.0,19.0,153.0,17.0,14.0,168.0,570.0,,0.0,,556.0,,228.0,58.0,,,144.0,16.0,32.0,1550.0,904.0,25.0,2.0,34.0,255.0,370.0,,0.0,68.0,66.0,,23.0,5.0,,61.0,28.0,,33.0,,,,,61.0,33.0,18.0,6.0,,,,,2.0,14.0,2.0,,6.0,21.0,6.0,26.0,5.0,,8.0,,5.0,5.0,14.0,8.0,,2.0,,5.0,10.0,8.0,,51.0,92.0,3.0,,5.0,,0.069,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
221272,Sam Woods,Defender,Bromley,2050,England,2019-20,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235599,Nikola Tavares,Defender,Barnet,34,Croatia,2019-20,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
