playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,awayGoals,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,throughBalls,oboxBlocked,substituteOn,shotsOnTargetOutsideBox,goalsConcededOutsideBox,oboxTarget,hitWoodwork,shotsBlockedOutsideBox,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,offsides,iboxTarget,shotsOnTargetInBox,leftFootGoals,otherGoals,foulWonPenalty,unsuccessfulLayoffs,penaltiesTaken,headedGoals,penaltyGoals,successfulCornersIntoBox,unsuccessfulCornersIntoBox,clearancesOffTheLine,expectedGoalsFreekick,freekickTotal,attemptsFromSetPieces,ownGoalScored
54469,Adam Smith,Defender,Bournemouth,91,England,2018-19,107.0,4.0,0.8113,1.0,2.0,1.0,0.5633,46.0,5.0,115.0,25.0,1.0,4.0,25.0,157.0,18.0,872.0,1.0,0.0,6.0,59.0,7.0,4.0,2072.0,31.0,137.0,1.0,46.0,109.0,693.0,29.0,34.0,4.0,28.475,10.0,4.0,57.0,32.0,2.0,76.0,164.0,43.0,0.0,244.0,19.0,1.0,367.0,106.0,25.0,1.0,14.0,28.0,399.0,32.0,18.0,38.0,2.0,185.0,28.0,1.0,845.0,4.0,4.0,279.0,32.0,20.0,7.0,166.0,18.0,30.0,22.0,175.0,1438.0,144.0,6.0,26.0,320.0,8.0,1.0,0.5214,5.0,42.0,54.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15237,Andrew Surman,Midfielder,Bournemouth,91,England,2018-19,36.0,1.0,0.7914,0.0,1.0,1.0,0.1781,11.0,8.0,78.0,18.0,,10.0,16.0,110.0,,839.0,,0.0,1.0,33.0,4.0,1.0,1439.0,14.0,39.0,,25.0,20.0,680.0,8.0,,2.0,30.1253,10.0,3.0,32.0,36.0,,22.0,246.0,6.0,0.0,75.0,13.0,0.0,240.0,90.0,18.0,,5.0,2.0,353.0,33.0,,6.0,,42.0,19.0,0.0,811.0,7.0,3.0,132.0,6.0,3.0,7.0,248.0,7.0,10.0,49.0,105.0,991.0,1.0,1.0,15.0,377.0,6.0,,0.3105,2.0,32.0,31.0,,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18726,Artur Boruc,Goalkeeper,Bournemouth,91,Poland,2018-19,2.0,,0.0131,0.0,,,,1.0,,1.0,12.0,,,12.0,123.0,,286.0,,0.0,,2.0,4.0,,1080.0,,3.0,,,1.0,94.0,,,3.0,16.2511,,25.0,5.0,18.0,,2.0,31.0,,0.0,5.0,,0.0,211.0,96.0,12.0,,1.0,,45.0,15.0,,,,3.0,2.0,0.0,118.0,,,125.0,,,,44.0,,,69.0,,408.0,,,66.0,118.0,,,,2.0,122.0,24.0,,,,,,3.0,,,,3.0,15.0,2.0,3.0,4.0,41.0,5.0,1.0,2.0,128.0,46.0,11.0,23.0,,,,,,,,,,,,,,,,,
40349,Asmir Begovic,Goalkeeper,Bournemouth,91,Bosnia & Herzegovina,2018-19,4.0,,0.0209,0.0,,,,,,2.0,24.0,,,24.0,208.0,,530.0,,0.0,,13.0,5.0,,2160.0,1.0,14.0,,1.0,2.0,185.0,,,2.0,35.2596,,61.0,19.0,47.0,,3.0,66.0,3.0,0.0,18.0,1.0,0.0,379.0,190.0,24.0,,,,96.0,44.0,,,,5.0,12.0,0.0,240.0,,,211.0,,,,85.0,,1.0,137.0,,773.0,,,105.0,226.0,,,,0.0,206.0,35.0,,,,,,3.0,,,,20.0,23.0,5.0,2.0,4.0,60.0,,5.0,5.0,241.0,79.0,18.0,36.0,,,,,,,,,,,,,,,,,
75115,Callum Wilson,Forward,Bournemouth,91,England,2018-19,203.0,6.0,2.8636,0.0,11.0,30.0,14.6941,9.0,54.0,140.0,30.0,9.0,19.0,29.0,144.0,14.0,441.0,14.0,9.0,1.0,135.0,6.0,6.0,2534.0,90.0,103.0,,41.0,58.0,293.0,161.0,,3.0,38.4242,22.0,,15.0,47.0,10.0,113.0,128.0,32.0,3.0,306.0,10.0,5.0,104.0,59.0,30.0,7.0,2.0,25.0,217.0,42.0,14.0,68.0,10.0,171.0,45.0,0.0,421.0,24.0,23.0,332.0,7.0,17.0,4.0,102.0,41.0,4.0,4.0,107.0,838.0,1.0,8.0,2.0,86.0,8.0,3.0,13.4296,3.0,4.0,25.0,,2.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,,,,,,,,,,,,,,19.0,15.0,15.0,3.0,1.0,3.0,12.0,2.0,3.0,1.0,,,,,,,
41320,Charlie Daniels,Defender,Bournemouth,91,England,2018-19,58.0,9.0,1.0811,0.0,4.0,3.0,0.464,25.0,8.0,123.0,21.0,,2.0,17.0,179.0,18.0,840.0,1.0,0.0,2.0,54.0,4.0,9.0,1585.0,25.0,72.0,,31.0,43.0,622.0,31.0,23.0,1.0,25.3459,11.0,11.0,43.0,34.0,2.0,33.0,259.0,7.0,0.0,130.0,10.0,1.0,371.0,108.0,21.0,,10.0,9.0,336.0,29.0,18.0,17.0,2.0,76.0,29.0,0.0,801.0,5.0,6.0,257.0,15.0,11.0,4.0,59.0,7.0,20.0,39.0,151.0,1235.0,129.0,2.0,31.0,334.0,6.0,,0.4444,4.0,56.0,54.0,,1.0,2.0,4.0,1.0,5.0,1.0,,2.0,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,,,,,
223911,Chris Mepham,Defender,Bournemouth,91,Wales,2018-19,30.0,,0.0398,0.0,,,,9.0,2.0,50.0,13.0,1.0,,10.0,82.0,1.0,405.0,,0.0,,50.0,2.0,,850.0,19.0,47.0,,11.0,16.0,306.0,9.0,2.0,2.0,11.9249,1.0,3.0,57.0,17.0,,11.0,73.0,4.0,0.0,77.0,7.0,0.0,167.0,47.0,13.0,,6.0,,67.0,15.0,1.0,2.0,,27.0,31.0,0.0,390.0,2.0,,94.0,3.0,3.0,5.0,134.0,7.0,14.0,17.0,31.0,532.0,3.0,2.0,21.0,256.0,4.0,,0.1178,1.0,32.0,37.0,,,,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40387,Dan Gosling,Midfielder,Bournemouth,91,England,2018-19,117.0,1.0,1.1897,0.0,5.0,7.0,2.0528,58.0,16.0,139.0,25.0,1.0,2.0,19.0,198.0,5.0,970.0,2.0,2.0,,71.0,4.0,1.0,1738.0,36.0,128.0,,46.0,93.0,724.0,22.0,,5.0,26.4473,10.0,6.0,45.0,33.0,3.0,81.0,272.0,24.0,1.0,245.0,21.0,0.0,352.0,131.0,25.0,2.0,34.0,8.0,376.0,31.0,5.0,28.0,3.0,174.0,35.0,0.0,944.0,9.0,3.0,251.0,24.0,12.0,11.0,231.0,29.0,21.0,48.0,115.0,1275.0,3.0,4.0,21.0,397.0,21.0,1.0,1.9326,8.0,59.0,51.0,,3.0,2.0,6.0,2.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,2.0,3.0,3.0,,,,,,,,,,1.0,,,,
111317,David Brooks,Midfielder,Bournemouth,91,Wales,2018-19,153.0,5.0,3.9393,0.0,8.0,20.0,6.4429,37.0,33.0,200.0,30.0,5.0,18.0,29.0,230.0,15.0,856.0,7.0,3.0,19.0,39.0,1.0,8.0,2276.0,31.0,114.0,,71.0,106.0,605.0,93.0,,2.0,34.5841,25.0,1.0,23.0,41.0,3.0,122.0,115.0,46.0,2.0,267.0,29.0,4.0,306.0,115.0,30.0,,11.0,40.0,396.0,36.0,25.0,83.0,3.0,228.0,8.0,0.0,814.0,13.0,14.0,415.0,26.0,24.0,7.0,237.0,15.0,24.0,21.0,198.0,1343.0,7.0,19.0,17.0,238.0,10.0,1.0,5.9454,3.0,30.0,55.0,1.0,16.0,5.0,1.0,3.0,5.0,3.0,2.0,5.0,,,,,,,,,,,,,,2.0,10.0,10.0,6.0,,,2.0,,1.0,,3.0,10.0,1.0,,,,
171129,Diego Rico,Defender,Bournemouth,91,Spain,2018-19,31.0,5.0,0.7335,0.0,3.0,,,14.0,6.0,63.0,12.0,,1.0,5.0,78.0,21.0,285.0,,0.0,12.0,16.0,,11.0,607.0,9.0,36.0,1.0,27.0,29.0,199.0,3.0,7.0,1.0,14.5028,11.0,2.0,17.0,19.0,,22.0,99.0,11.0,0.0,67.0,11.0,0.0,141.0,47.0,12.0,,5.0,,112.0,18.0,28.0,5.0,,51.0,7.0,0.0,271.0,6.0,5.0,126.0,9.0,4.0,2.0,9.0,10.0,14.0,8.0,36.0,498.0,54.0,2.0,10.0,106.0,7.0,,0.2482,1.0,15.0,26.0,,,3.0,7.0,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.0,,0.0667,1.0,1.0,
