playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,penaltiesSaved,successfulCrossesOpenPlay,expectedAssists,totalRedCards,catches,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,goalAssists,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,rightsidePasses,savesMade,totalFoulsWon,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,crossesNotClaimed,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,tacklesWon,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalShots,successfulLayoffs,unsuccessfulCrossesOpenPlay,offsides,cornersTakenInclShortCorners,iboxTarget,shotsOnTargetInBox,penaltiesConceded,totalTouchesInOppositionBox,throwInsToOppositionPlayer,shotsBlockedInBox,groundDuelsLost,putthroughBlockedDistributionWon,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,successfulDribbles,blocks,totalFoulsConceded,interceptions,backwardPasses,throwInsToOwnPlayer,substituteOff,foulAttemptedTackle,handballsConceded,expectedGoals,oboxBlocked,substituteOn,successfulCornersIntoBox,unsuccessfulCornersIntoBox,shotsBlockedOutsideBox,expectedGoalsFreekick,shotsOnTargetOutsideBox,unsuccessfulLayoffs,oboxTarget,freekickTotal,attemptsFromSetPieces,hitWoodwork,throughBalls,foulWonPenalty,goals,rightFootGoals,leftFootGoals,headedGoals,secondGoalAssists,setPiecesGoals,redCards2ndYellow,penaltiesTaken,penaltyGoals,clearancesOffTheLine
225321,Aaron Ramsdale,Goalkeeper,Bournemouth,91,England,2019-20,4.0,1.0,1.0,0.0952,0.0,20.0,4.0,51.0,7.0,37.0,1.0,37.0,454.0,945.0,6.0,15.0,5.0,6.0,1.0,3330.0,4.0,17.0,10.0,2.0,6.0,288.0,1.0,17.0,5.0,61.319,1.0,90.0,42.0,62.0,111.0,129.0,3.0,21.0,3.0,700.0,318.0,37.0,1.0,1.0,161.0,52.0,6.0,11.0,0.0,327.0,449.0,461.0,3.0,146.0,42.0,134.0,203.0,1345.0,219.0,331.0,75.0,0.0,447.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54469,Adam Smith,Defender,Bournemouth,91,England,2019-20,119.0,,6.0,0.6067,0.0,,47.0,,109.0,24.0,1.0,24.0,172.0,841.0,,64.0,3.0,,6.0,2060.0,29.0,145.0,7.0,53.0,110.0,643.0,,,3.0,37.1852,9.0,13.0,48.0,40.0,109.0,,40.0,264.0,,343.0,92.0,24.0,,15.0,370.0,33.0,200.0,35.0,0.0,,819.0,295.0,32.0,,,211.0,26.0,1411.0,34.0,305.0,,7.0,63.0,54.0,1.0,1.0,0.8856,3.0,2.0,22.0,2.0,1.0,1.0,1.0,2.0,24.0,21.0,1.0,90.0,21.0,27.0,22.0,1.0,2.0,10.0,24.0,6.0,25.0,25.0,178.0,152.0,5.0,15.0,2.0,0.7736,,,,,,,,,,,,,,,,,,,,,,,,
15237,Andrew Surman,Midfielder,Bournemouth,91,England,2019-20,11.0,,,0.1112,0.0,,4.0,,20.0,5.0,,2.0,24.0,127.0,,10.0,,,2.0,235.0,6.0,9.0,2.0,1.0,5.0,97.0,,,1.0,6.475,1.0,,4.0,6.0,36.0,,1.0,20.0,,32.0,18.0,5.0,,2.0,36.0,4.0,10.0,4.0,0.0,,120.0,31.0,2.0,,,41.0,6.0,156.0,1.0,69.0,,1.0,4.0,9.0,1.0,,,,2.0,,,2.0,,,,,,,5.0,1.0,,1.0,,,,,,1.0,1.0,18.0,,1.0,1.0,,0.0151,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
220307,Arnaut Danjuma,Forward,Bournemouth,91,Netherlands,2019-20,46.0,,1.0,0.2607,0.0,,4.0,,38.0,14.0,,6.0,42.0,221.0,,13.0,,,2.0,628.0,11.0,32.0,1.0,11.0,30.0,173.0,,,,12.4047,5.0,,3.0,12.0,65.0,,5.0,78.0,,44.0,29.0,14.0,,2.0,96.0,11.0,65.0,2.0,0.0,,218.0,99.0,2.0,,,35.0,6.0,348.0,3.0,85.0,,0.0,4.0,12.0,2.0,4.0,0.5587,11.0,5.0,6.0,6.0,2.0,2.0,2.0,,24.0,,1.0,35.0,2.0,17.0,7.0,1.0,7.0,8.0,21.0,,,8.0,77.0,2.0,4.0,,,1.1903,1.0,8.0,1.0,1.0,1.0,0.1281,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,
18726,Artur Boruc,Goalkeeper,Bournemouth,91,Poland,2019-20,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75115,Callum Wilson,Forward,Bournemouth,91,England,2019-20,282.0,,5.0,2.0252,0.0,,12.0,,177.0,35.0,1.0,32.0,181.0,510.0,,214.0,3.0,,5.0,2909.0,149.0,141.0,7.0,46.0,76.0,320.0,,,4.0,51.5556,27.0,,16.0,53.0,129.0,,40.0,423.0,,152.0,70.0,35.0,,3.0,262.0,46.0,209.0,65.0,0.0,,487.0,396.0,9.0,,,110.0,9.0,965.0,,72.0,,10.0,4.0,20.0,10.0,21.0,10.2188,45.0,27.0,22.0,32.0,,10.0,10.0,,155.0,2.0,10.0,133.0,14.0,21.0,22.0,10.0,24.0,17.0,24.0,2.0,55.0,4.0,119.0,,5.0,17.0,3.0,9.974,,3.0,,,,,3.0,7.0,3.0,,,,3.0,2.0,8.0,5.0,2.0,1.0,1.0,,,,,
41320,Charlie Daniels,Defender,Bournemouth,91,England,2019-20,2.0,,2.0,0.0316,0.0,,1.0,,,2.0,,2.0,9.0,37.0,,2.0,,,2.0,127.0,,3.0,1.0,2.0,1.0,25.0,,,,2.4595,2.0,1.0,4.0,2.0,14.0,,,5.0,,18.0,11.0,2.0,,,14.0,1.0,3.0,2.0,0.0,,34.0,16.0,1.0,,,1.0,3.0,62.0,5.0,16.0,,0.0,9.0,3.0,,,,,,2.0,,,,,,,,,2.0,2.0,,3.0,,,,,,,1.0,4.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
223911,Chris Mepham,Defender,Bournemouth,91,Wales,2019-20,43.0,,1.0,0.1171,0.0,,20.0,,38.0,12.0,,10.0,67.0,500.0,,56.0,1.0,,1.0,911.0,23.0,61.0,2.0,8.0,28.0,414.0,,,1.0,17.5009,1.0,4.0,62.0,19.0,150.0,,5.0,104.0,,198.0,54.0,12.0,,11.0,114.0,17.0,48.0,33.0,0.0,,492.0,82.0,9.0,,,129.0,19.0,660.0,17.0,320.0,,1.0,29.0,27.0,1.0,2.0,0.7406,6.0,,2.0,1.0,,1.0,1.0,,15.0,,1.0,20.0,6.0,2.0,2.0,1.0,4.0,,3.0,11.0,11.0,17.0,23.0,,,5.0,,0.9262,,2.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,
461017,Christian Saydee,Forward,Bournemouth,91,England,2019-20,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40387,Dan Gosling,Midfielder,Bournemouth,91,England,2019-20,100.0,,2.0,0.8926,0.0,,26.0,,100.0,24.0,1.0,14.0,118.0,520.0,,49.0,2.0,,2.0,1260.0,28.0,69.0,2.0,40.0,48.0,385.0,,,3.0,23.3023,9.0,3.0,22.0,23.0,131.0,,18.0,169.0,,172.0,82.0,24.0,,16.0,217.0,21.0,120.0,21.0,0.0,,511.0,182.0,10.0,,,134.0,17.0,770.0,7.0,187.0,,3.0,18.0,34.0,4.0,6.0,2.7463,9.0,9.0,1.0,2.0,,3.0,3.0,,34.0,,4.0,72.0,20.0,10.0,1.0,4.0,3.0,1.0,4.0,11.0,21.0,20.0,83.0,3.0,7.0,15.0,1.0,2.9077,,10.0,,,,,,1.0,,,,,1.0,,3.0,3.0,,,,,,,,
111317,David Brooks,Midfielder,Bournemouth,91,Wales,2019-20,42.0,,5.0,0.6562,0.0,,5.0,,38.0,9.0,,8.0,40.0,153.0,,7.0,,,6.0,511.0,7.0,23.0,3.0,12.0,23.0,109.0,,,1.0,9.3312,6.0,,1.0,12.0,18.0,,6.0,65.0,,52.0,13.0,9.0,,,87.0,9.0,58.0,,0.0,,144.0,88.0,5.0,,,54.0,4.0,253.0,1.0,32.0,,1.0,2.0,8.0,3.0,2.0,1.0345,3.0,2.0,11.0,,7.0,,,,8.0,,1.0,35.0,4.0,12.0,18.0,1.0,1.0,7.0,12.0,1.0,4.0,2.0,29.0,2.0,8.0,4.0,,0.4752,2.0,1.0,1.0,5.0,2.0,0.0511,1.0,,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,
171129,Diego Rico,Defender,Bournemouth,91,Spain,2019-20,108.0,,18.0,3.3298,0.0,,60.0,,256.0,27.0,4.0,27.0,355.0,1088.0,,61.0,5.0,,44.0,2334.0,28.0,128.0,6.0,68.0,95.0,676.0,,,4.0,39.2317,29.0,17.0,61.0,38.0,265.0,,22.0,236.0,,650.0,168.0,27.0,,22.0,431.0,32.0,175.0,33.0,0.0,,1054.0,587.0,38.0,,,49.0,57.0,1953.0,51.0,346.0,,6.0,99.0,120.0,4.0,3.0,0.4022,7.0,,58.0,2.0,77.0,1.0,1.0,,11.0,31.0,1.0,80.0,24.0,11.0,129.0,1.0,4.0,13.0,13.0,7.0,18.0,80.0,124.0,219.0,4.0,12.0,,0.3946,3.0,,22.0,48.0,3.0,0.0691,2.0,,2.0,1.0,1.0,1.0,2.0,,,,,,2.0,,,,,
154566,Dominic Solanke,Forward,Bournemouth,91,England,2019-20,222.0,,1.0,0.8668,0.0,,8.0,,124.0,32.0,1.0,17.0,131.0,431.0,,156.0,,,1.0,1644.0,92.0,120.0,5.0,26.0,56.0,291.0,,,3.0,33.0013,14.0,,16.0,39.0,106.0,,23.0,342.0,,132.0,83.0,32.0,,4.0,204.0,34.0,186.0,64.0,0.0,,415.0,282.0,4.0,,,101.0,9.0,763.0,3.0,97.0,,1.0,7.0,21.0,14.0,8.0,3.1866,18.0,10.0,5.0,4.0,,3.0,3.0,,81.0,,8.0,130.0,8.0,36.0,5.0,8.0,10.0,19.0,26.0,1.0,15.0,8.0,92.0,,7.0,2.0,2.0,4.575,6.0,15.0,,,6.0,,2.0,4.0,2.0,,,2.0,,,3.0,2.0,,1.0,,,,,,
444183,Gavin Kilkenny,Midfielder,Bournemouth,91,Ireland,2019-20,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153682,Harry Wilson,Forward,Bournemouth,91,Wales,2019-20,92.0,,2.0,2.6206,0.0,,23.0,,114.0,31.0,,20.0,139.0,576.0,,28.0,,,4.0,1651.0,22.0,87.0,5.0,50.0,81.0,395.0,,,4.0,31.9404,14.0,,11.0,32.0,69.0,,41.0,179.0,,151.0,85.0,31.0,,10.0,278.0,27.0,151.0,6.0,0.0,,544.0,248.0,13.0,,,191.0,42.0,920.0,11.0,163.0,,2.0,25.0,35.0,25.0,20.0,5.6227,31.0,12.0,16.0,1.0,20.0,9.0,9.0,2.0,52.0,,11.0,70.0,24.0,15.0,31.0,11.0,11.0,16.0,17.0,2.0,12.0,11.0,165.0,11.0,18.0,8.0,2.0,3.9987,14.0,11.0,,13.0,14.0,0.8436,4.0,3.0,4.0,12.0,12.0,1.0,6.0,,7.0,,7.0,,,2.0,,,,
222434,Jack Simpson,Defender,Bournemouth,91,England,2019-20,12.0,,,0.0113,0.0,,5.0,,15.0,4.0,,1.0,28.0,93.0,,6.0,,,,238.0,2.0,14.0,,4.0,10.0,64.0,,,,5.861,1.0,,12.0,6.0,35.0,,1.0,26.0,,40.0,18.0,4.0,,3.0,30.0,6.0,20.0,4.0,0.0,,93.0,36.0,2.0,,,9.0,1.0,142.0,10.0,35.0,,0.0,13.0,15.0,1.0,,,,,,,,,,,1.0,3.0,1.0,10.0,1.0,1.0,,1.0,,,4.0,,1.0,2.0,9.0,10.0,,,,0.0382,,3.0,,,,,,,,,,,,,,,,,,,,,,
154131,Jack Stacey,Defender,Bournemouth,91,England,2019-20,62.0,,4.0,1.7438,0.0,,22.0,,97.0,19.0,2.0,17.0,156.0,601.0,,47.0,1.0,,4.0,1541.0,20.0,75.0,4.0,53.0,48.0,417.0,,,2.0,27.9335,8.0,9.0,54.0,27.0,50.0,,10.0,137.0,,278.0,88.0,19.0,,10.0,215.0,23.0,90.0,27.0,0.0,,596.0,261.0,12.0,,,159.0,28.0,1009.0,27.0,234.0,,2.0,59.0,60.0,,2.0,0.3667,5.0,,32.0,1.0,,2.0,2.0,,24.0,33.0,,42.0,16.0,7.0,32.0,,3.0,16.0,16.0,11.0,10.0,18.0,114.0,113.0,3.0,6.0,,0.5081,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,
152551,Jefferson Lerma,Midfielder,Bournemouth,91,Colombia,2019-20,143.0,,,1.3863,1.0,,54.0,,209.0,33.0,2.0,31.0,299.0,1399.0,,108.0,4.0,,,2709.0,50.0,174.0,8.0,41.0,116.0,1004.0,,,4.0,46.3959,10.0,5.0,51.0,48.0,351.0,,37.0,317.0,,501.0,270.0,33.0,,22.0,526.0,40.0,209.0,58.0,0.0,,1371.0,370.0,32.0,,,385.0,96.0,1835.0,19.0,574.0,,11.0,90.0,86.0,9.0,2.0,0.528,21.0,8.0,6.0,1.0,,,,,15.0,1.0,2.0,93.0,16.0,11.0,6.0,2.0,19.0,9.0,26.0,12.0,42.0,57.0,162.0,4.0,6.0,18.0,2.0,1.1977,7.0,2.0,,,7.0,,1.0,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,
78007,Joshua King,Forward,Bournemouth,91,Norway,2019-20,224.0,,6.0,2.1531,0.0,,16.0,,131.0,26.0,4.0,24.0,138.0,499.0,,126.0,3.0,,6.0,2019.0,67.0,153.0,7.0,44.0,94.0,356.0,,,3.0,38.6643,26.0,1.0,8.0,37.0,142.0,,27.0,377.0,,122.0,105.0,26.0,,11.0,254.0,30.0,251.0,59.0,0.0,,481.0,357.0,5.0,,,100.0,5.0,941.0,2.0,113.0,,0.0,7.0,25.0,4.0,13.0,6.2518,22.0,22.0,16.0,7.0,1.0,6.0,6.0,,91.0,,3.0,157.0,17.0,55.0,16.0,3.0,9.0,18.0,51.0,3.0,37.0,8.0,135.0,2.0,11.0,11.0,2.0,6.5211,1.0,2.0,,,1.0,,1.0,1.0,1.0,,,,4.0,,6.0,6.0,,,,,,3.0,3.0,
56872,Junior Stanislas,Midfielder,Bournemouth,91,England,2019-20,32.0,,2.0,1.0587,0.0,,10.0,,52.0,15.0,,7.0,61.0,261.0,,16.0,1.0,,7.0,712.0,8.0,33.0,5.0,14.0,25.0,196.0,,,1.0,13.463,12.0,,5.0,17.0,73.0,,4.0,65.0,,81.0,43.0,15.0,,3.0,142.0,12.0,49.0,8.0,0.0,,252.0,120.0,7.0,,,52.0,4.0,408.0,3.0,65.0,,1.0,9.0,14.0,7.0,7.0,2.7892,11.0,6.0,14.0,1.0,17.0,1.0,1.0,,20.0,,3.0,24.0,6.0,7.0,30.0,3.0,4.0,9.0,11.0,,5.0,4.0,55.0,7.0,6.0,1.0,1.0,2.1643,4.0,8.0,4.0,11.0,4.0,0.2449,3.0,2.0,3.0,3.0,3.0,1.0,2.0,,3.0,3.0,,,,,,1.0,1.0,
