playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,oboxBlocked,substituteOn,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,expectedGoalsFreekick,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,successfulLayoffs,goals,awayGoals,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,successfulCornersIntoBox,shotsBlockedInBox,homeGoals,oboxTarget,leftFootGoals,freekickTotal,iboxBlocked,attemptsFromSetPieces,unsuccessfulCornersIntoBox,foulWonPenalty,iboxTarget,shotsOnTargetInBox,unsuccessfulLayoffs,rightFootGoals,hitWoodwork,headedGoals,penaltiesTaken,penaltyGoals,goalKicks,lastPlayerTackle,gkSuccessfulDistribution,punches,catches,savesMade,savesMadeFromOutsideBox,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,secondGoalAssists,penaltiesFaced,ownGoalScored,penaltiesSaved,savesMadeCaught,savesFromPenalty,goalkeeperSmother,drops,crossesNotClaimed,otherGoals
54469,Adam Smith,Defender,Bournemouth,91,England,2023-24,85.0,18.0,1.7224,0.0,1.0,37.0,1.0,3.0,77.0,28.0,2.0,25.0,176.0,21.0,768.0,1.0,1.0,3.0,42.0,6.0,18.0,2156.0,23.0,81.0,3.0,2.0,43.0,62.0,569.0,12.0,43.0,4.0,36.2745,15.0,5.0,49.0,33.0,62.0,46.0,22.0,0.0,166.0,17.0,375.0,92.0,28.0,14.0,8.0,311.0,30.0,21.0,15.0,124.0,19.0,0.0,754.0,1.0,7.0,272.0,23.0,4.0,11.0,212.0,30.0,21.0,1.0,23.0,135.0,1268.0,172.0,10.0,1.0,63.0,299.0,21.0,2.0,0.0528,6.0,99.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503139,Alex Scott,Midfielder,Bournemouth,91,England,2023-24,89.0,2.0,1.0603,0.0,5.0,24.0,10.0,2.0,68.0,23.0,1.0,11.0,82.0,11.0,432.0,1.0,3.0,12.0,39.0,1.0,7.0,1011.0,22.0,76.0,1.0,,20.0,59.0,335.0,31.0,,2.0,23.0124,21.0,,17.0,25.0,67.0,112.0,25.0,0.0,165.0,10.0,124.0,63.0,23.0,9.0,20.0,213.0,24.0,29.0,31.0,126.0,17.0,0.0,416.0,6.0,5.0,163.0,15.0,13.0,4.0,109.0,20.0,12.0,,15.0,87.0,670.0,4.0,10.0,3.0,6.0,144.0,13.0,,0.7206,3.0,14.0,24.0,0.136,4.0,2.0,1.1163,5.0,1.0,1.0,26.0,3.0,5.0,2.0,0.0,3.0,1.0,2.0,2.0,2.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437730,Antoine Semenyo,Forward,Bournemouth,91,Ghana,2023-24,249.0,8.0,2.3328,0.0,20.0,24.0,50.0,5.0,133.0,33.0,2.0,25.0,151.0,37.0,587.0,3.0,8.0,8.0,133.0,2.0,8.0,2110.0,81.0,150.0,4.0,,63.0,98.0,421.0,131.0,3.0,3.0,37.2411,27.0,4.0,20.0,33.0,168.0,76.0,24.0,2.0,399.0,37.0,165.0,111.0,33.0,7.0,55.0,316.0,29.0,37.0,108.0,266.0,52.0,0.0,587.0,19.0,35.0,373.0,17.0,50.0,2.0,155.0,43.0,6.0,,15.0,191.0,1132.0,8.0,15.0,8.0,12.0,128.0,28.0,1.0,4.6443,6.0,18.0,29.0,,31.0,12.0,4.6974,10.0,8.0,4.0,,9.0,,12.0,4.0,9.0,4.0,,12.0,,,1.0,14.0,14.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
474772,Ben Greenwood,Defender,Bournemouth,91,Ireland,2023-24,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568791,Callan McKenna,Goalkeeper,Bournemouth,91,Scotland,2023-24,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223911,Chris Mepham,Defender,Bournemouth,91,Wales,2023-24,42.0,,0.4771,0.0,,12.0,1.0,,41.0,10.0,1.0,6.0,61.0,1.0,354.0,,,4.0,50.0,,,613.0,20.0,43.0,1.0,,8.0,13.0,268.0,6.0,,,12.576,2.0,5.0,29.0,16.0,22.0,86.0,2.0,0.0,85.0,7.0,128.0,31.0,10.0,1.0,,126.0,15.0,1.0,2.0,35.0,30.0,0.0,349.0,,1.0,67.0,11.0,,6.0,117.0,15.0,7.0,,25.0,23.0,441.0,3.0,1.0,,14.0,167.0,11.0,,0.0888,2.0,20.0,32.0,,1.0,,0.2265,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
533463,Dango Ouattara,Forward,Bournemouth,91,Burkina Faso,2023-24,90.0,8.0,1.4064,0.0,10.0,45.0,20.0,2.0,116.0,30.0,2.0,12.0,145.0,27.0,448.0,4.0,3.0,18.0,67.0,2.0,8.0,1220.0,32.0,118.0,2.0,,38.0,83.0,286.0,70.0,13.0,2.0,23.543,15.0,6.0,33.0,24.0,58.0,131.0,17.0,0.0,208.0,15.0,149.0,69.0,30.0,18.0,20.0,186.0,22.0,28.0,32.0,141.0,35.0,0.0,438.0,13.0,11.0,248.0,27.0,21.0,3.0,73.0,15.0,22.0,1.0,17.0,95.0,849.0,60.0,8.0,3.0,15.0,125.0,12.0,4.0,2.6043,3.0,29.0,42.0,,7.0,6.0,1.0301,5.0,1.0,0.0,3.0,2.0,1.0,7.0,1.0,2.0,,,7.0,,,,4.0,4.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
32259,Darren Randolph,Goalkeeper,Bournemouth,91,Ireland,2023-24,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111317,David Brooks,Midfielder,Bournemouth,91,Wales,2023-24,21.0,3.0,0.5262,0.0,1.0,5.0,12.0,1.0,21.0,13.0,1.0,2.0,26.0,7.0,112.0,1.0,,11.0,8.0,,4.0,272.0,7.0,11.0,1.0,,9.0,10.0,80.0,12.0,,,4.7906,7.0,1.0,2.0,7.0,14.0,13.0,1.0,0.0,32.0,3.0,38.0,17.0,13.0,1.0,6.0,67.0,6.0,11.0,7.0,24.0,1.0,0.0,110.0,7.0,3.0,52.0,4.0,4.0,,41.0,6.0,2.0,,6.0,20.0,184.0,5.0,2.0,,,23.0,4.0,,2.1956,1.0,5.0,5.0,,5.0,1.0,1.1785,2.0,1.0,1.0,6.0,2.0,1.0,1.0,0.0,2.0,1.0,,1.0,,4.0,,2.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
550596,Dominic Sadi,Forward,Bournemouth,91,England,2023-24,1.0,,,0.0,,,,,1.0,1.0,,,1.0,,1.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,0.0,1.0,,,,1.0,,,,,,,,,0.0,1.0,,,1.0,,,,,,,,,,2.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
