playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,overruns,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,substituteOn,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,expectedGoalsFreekick,shotsOnTargetIncGoals,expectedGoalsOnTarget,successfulLayoffs,oboxBlocked,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,iboxTarget,shotsOnTargetInBox,unsuccessfulLayoffs,successfulCornersIntoBox,penaltyGoalsConceded,oboxTarget,lastPlayerTackle,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,shotsBlockedOutsideBox,goals,offsides,awayGoals,goalsConcededOutsideBox,rightFootGoals,leftFootGoals,hitWoodwork,goalAssists,foulWonPenalty,homeGoals,handballsConceded,headedGoals,goalKicks,gkSuccessfulDistribution,clearancesOffTheLine,setPiecesGoals,penaltiesTaken,otherGoals,penaltyGoals,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,penaltiesConceded,punches,savesMade,goalkeeperSmother,drops,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox
554605,Dean Huijsen,Defender,Bournemouth,91,Spain,2024-25,90.0,2.0,1.5706,0.0,6.0,,36.0,12.0,2.0,121.0,32.0,26.0,253.0,10.0,1601.0,6.0,112.0,7.0,2.0,2422.0,44.0,116.0,23.0,48.0,1220.0,30.0,1.0,38.5243,13.0,17.0,194.0,31.0,3.0,46.0,511.0,10.0,2.0,206.0,11.0,692.0,105.0,32.0,10.0,3.0,612.0,28.0,10.0,4.0,3.0,94.0,68.0,0.0,1554.0,8.0,3.0,294.0,26.0,2.0,29.0,308.0,31.0,51.0,128.0,90.0,2044.0,5.0,,73.0,738.0,4.0,1.8656,10.0,132.0,63.0,,,4.0,2.3353,1.0,3.0,,,1.0,1.0,,,4.0,,,,,,3.0,3.0,2.0,2.0,3.0,,,1.0,2.0,,1.0,,3.0,15.0,15.0,1.0,,,,,,,,,,,,,,,,
550596,Dominic Sadi,Forward,Bournemouth,91,England,2024-25,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168636,Enes Ünal,Forward,Bournemouth,91,Turkey,2024-25,54.0,,0.263,0.0,4.0,,1.0,16.0,1.0,30.0,17.0,2.0,31.0,4.0,94.0,15.0,47.0,,,331.0,23.0,35.0,7.0,11.0,63.0,28.0,,6.7893,3.0,,6.0,3.0,1.0,31.0,16.0,9.0,0.0,89.0,1.0,36.0,16.0,17.0,1.0,10.0,48.0,3.0,4.0,23.0,1.0,42.0,24.0,0.0,92.0,9.0,2.0,76.0,,1.0,,14.0,6.0,,,28.0,193.0,,2.0,,15.0,2.0,2.7352,2.0,1.0,6.0,,0.1606,7.0,1.8202,3.0,3.0,,1.0,4.0,4.0,2.0,,1.0,1.0,,3.0,3.0,,3.0,2.0,1.0,1.0,,1.0,,,1.0,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,
444102,Evanilson,Forward,Bournemouth,91,Brazil,2024-25,133.0,,1.7825,1.0,16.0,4.0,16.0,57.0,4.0,91.0,31.0,28.0,97.0,,341.0,3.0,105.0,2.0,,2335.0,63.0,118.0,20.0,76.0,236.0,134.0,,30.9127,25.0,,21.0,29.0,13.0,70.0,63.0,53.0,2.0,251.0,9.0,58.0,67.0,31.0,6.0,8.0,184.0,27.0,,32.0,13.0,146.0,42.0,1.0,337.0,25.0,20.0,172.0,10.0,7.0,2.0,95.0,37.0,1.0,8.0,125.0,630.0,,20.0,2.0,60.0,13.0,12.4895,1.0,6.0,17.0,,,32.0,11.4253,23.0,3.0,,3.0,19.0,19.0,8.0,,,3.0,,,,,3.0,10.0,20.0,7.0,2.0,6.0,2.0,2.0,1.0,5.0,3.0,2.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,
477580,Illia Zabarnyi,Defender,Bournemouth,91,Ukraine,2024-25,84.0,,0.7576,1.0,3.0,,52.0,9.0,6.0,117.0,36.0,35.0,298.0,6.0,1701.0,1.0,121.0,8.0,,3113.0,44.0,142.0,23.0,65.0,1286.0,16.0,,51.1283,11.0,25.0,179.0,41.0,2.0,40.0,300.0,7.0,0.0,226.0,13.0,693.0,157.0,36.0,16.0,2.0,594.0,39.0,6.0,5.0,2.0,105.0,77.0,1.0,1671.0,8.0,4.0,325.0,36.0,6.0,20.0,594.0,20.0,41.0,117.0,114.0,2096.0,1.0,4.0,97.0,809.0,9.0,1.2731,4.0,181.0,85.0,,,1.0,0.009,1.0,1.0,,,1.0,1.0,,,2.0,,4.0,,,,1.0,,,,2.0,,,2.0,1.0,,,1.0,,3.0,3.0,,,,,,,,,,,,,,,,,
444180,Jaidon Anthony,Forward,Bournemouth,91,England,2024-25,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463981,James Hill,Defender,Bournemouth,91,England,2024-25,28.0,,0.2566,0.0,2.0,,15.0,4.0,,29.0,10.0,6.0,58.0,10.0,205.0,4.0,27.0,,,448.0,12.0,35.0,10.0,20.0,140.0,8.0,18.0,8.0871,2.0,1.0,31.0,9.0,2.0,16.0,21.0,5.0,0.0,63.0,5.0,95.0,13.0,10.0,7.0,1.0,67.0,8.0,10.0,1.0,2.0,36.0,15.0,0.0,202.0,4.0,1.0,89.0,8.0,1.0,,64.0,7.0,9.0,7.0,25.0,330.0,12.0,5.0,14.0,80.0,4.0,0.2907,1.0,29.0,19.0,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
575901,Julio Soler,Defender,Bournemouth,91,Argentina,2024-25,,,0.0044,0.0,,,1.0,,,1.0,3.0,,2.0,1.0,13.0,3.0,,,,9.0,,2.0,2.0,2.0,11.0,,,0.366,,,,1.0,,,6.0,1.0,0.0,2.0,1.0,2.0,,3.0,,,10.0,1.0,1.0,,,2.0,,0.0,13.0,,1.0,4.0,1.0,,,,,,,5.0,18.0,,,1.0,1.0,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436893,Julián Araujo,Defender,Bournemouth,91,Mexico,2024-25,26.0,2.0,0.1022,0.0,,,10.0,,,22.0,12.0,7.0,35.0,7.0,191.0,5.0,12.0,,2.0,497.0,9.0,15.0,5.0,12.0,150.0,2.0,5.0,12.2065,1.0,3.0,16.0,10.0,,17.0,8.0,2.0,0.0,41.0,3.0,78.0,29.0,12.0,5.0,1.0,83.0,9.0,7.0,3.0,,29.0,3.0,0.0,189.0,,1.0,55.0,5.0,,,63.0,7.0,6.0,6.0,42.0,283.0,20.0,7.0,7.0,75.0,2.0,,2.0,13.0,11.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
222683,Justin Kluivert,Forward,Bournemouth,91,Netherlands,2024-25,158.0,12.0,3.7304,0.0,11.0,6.0,23.0,52.0,5.0,114.0,34.0,29.0,129.0,41.0,680.0,5.0,36.0,1.0,21.0,2356.0,28.0,100.0,42.0,92.0,528.0,154.0,,33.2879,39.0,1.0,23.0,29.0,7.0,130.0,183.0,33.0,3.0,258.0,24.0,185.0,78.0,34.0,12.0,40.0,452.0,26.0,64.0,67.0,7.0,222.0,8.0,0.0,630.0,23.0,24.0,328.0,11.0,36.0,,133.0,47.0,14.0,23.0,179.0,1177.0,10.0,24.0,3.0,120.0,21.0,10.107,8.0,15.0,21.0,1.0,,29.0,12.3499,26.0,4.0,35.0,4.0,13.0,13.0,2.0,9.0,3.0,4.0,,,,21.0,4.0,12.0,5.0,10.0,3.0,11.0,1.0,2.0,6.0,1.0,2.0,2.0,,,,,,6.0,,6.0,,,,,,,,,,,,
109745,Kepa Arrizabalaga,Goalkeeper,Bournemouth,91,Spain,2024-25,5.0,,0.0463,0.0,,,1.0,1.0,,6.0,31.0,31.0,267.0,,901.0,,9.0,8.0,,2790.0,1.0,15.0,4.0,7.0,459.0,1.0,,41.1435,1.0,79.0,36.0,39.0,,4.0,157.0,6.0,0.0,20.0,2.0,481.0,250.0,31.0,1.0,,106.0,37.0,,,,11.0,8.0,0.0,584.0,1.0,1.0,275.0,,1.0,,263.0,2.0,,175.0,,1197.0,,,158.0,528.0,2.0,0.061,3.0,261.0,51.0,,,,,,,,,,,,,4.0,,1.0,,,,,,,,2.0,,,,,,,,,192.0,253.0,,,,,,18.0,33.0,7.0,4.0,2.0,21.0,97.0,2.0,4.0,61.0,22.0,62.0
155408,Lewis Cook,Midfielder,Bournemouth,91,England,2024-25,136.0,14.0,3.7543,1.0,3.0,,81.0,11.0,3.0,177.0,36.0,32.0,249.0,34.0,1378.0,4.0,75.0,5.0,36.0,2978.0,34.0,145.0,45.0,104.0,1066.0,20.0,14.0,51.3124,45.0,12.0,66.0,43.0,1.0,102.0,272.0,10.0,0.0,281.0,19.0,507.0,187.0,36.0,39.0,7.0,667.0,40.0,96.0,25.0,1.0,206.0,41.0,1.0,1310.0,7.0,9.0,417.0,42.0,13.0,11.0,338.0,49.0,41.0,63.0,261.0,1966.0,59.0,1.0,41.0,498.0,37.0,0.9359,8.0,72.0,71.0,1.0,0.0308,4.0,1.1644,9.0,2.0,77.0,2.0,1.0,1.0,,16.0,4.0,2.0,1.0,1.0,1.0,52.0,2.0,1.0,3.0,1.0,3.0,,,,3.0,,0.0,2.0,1.0,,,,,,,,,,,,1.0,,,,,,,
224995,Luis Sinisterra,Forward,Bournemouth,91,Colombia,2024-25,28.0,2.0,1.3098,0.0,4.0,2.0,7.0,9.0,,14.0,12.0,1.0,14.0,5.0,85.0,11.0,10.0,,2.0,230.0,7.0,20.0,7.0,17.0,68.0,26.0,,6.8087,8.0,,7.0,4.0,2.0,21.0,35.0,2.0,1.0,48.0,3.0,17.0,17.0,12.0,5.0,10.0,61.0,4.0,5.0,13.0,2.0,38.0,3.0,0.0,85.0,3.0,7.0,41.0,2.0,8.0,,12.0,4.0,1.0,3.0,21.0,167.0,,2.0,,12.0,2.0,1.2088,0.0,,2.0,,,6.0,0.7438,5.0,2.0,,,5.0,5.0,,,,,,,,,2.0,1.0,1.0,1.0,,,,1.0,1.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,
221466,Marcos Senesi,Defender,Bournemouth,91,Argentina,2024-25,77.0,3.0,0.4942,0.0,,,39.0,3.0,,72.0,17.0,13.0,161.0,8.0,713.0,4.0,62.0,1.0,3.0,1108.0,29.0,85.0,10.0,52.0,480.0,16.0,,19.3201,3.0,14.0,58.0,17.0,,48.0,196.0,8.0,0.0,162.0,9.0,382.0,71.0,17.0,18.0,4.0,258.0,17.0,8.0,10.0,,100.0,33.0,0.0,688.0,3.0,2.0,191.0,21.0,6.0,7.0,99.0,22.0,14.0,72.0,36.0,918.0,6.0,6.0,48.0,297.0,15.0,0.8397,5.0,89.0,30.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,2.0,,,,,,,,,,,,,,,,,
201658,Marcus Tavernier,Midfielder,Bournemouth,91,England,2024-25,161.0,16.0,3.6458,0.0,17.0,4.0,43.0,40.0,5.0,138.0,29.0,20.0,156.0,36.0,792.0,9.0,59.0,,27.0,1938.0,33.0,125.0,39.0,99.0,606.0,63.0,3.0,31.3204,38.0,3.0,9.0,29.0,6.0,128.0,138.0,28.0,0.0,286.0,13.0,265.0,119.0,29.0,19.0,31.0,509.0,27.0,81.0,78.0,6.0,227.0,26.0,0.0,752.0,23.0,23.0,373.0,24.0,28.0,3.0,188.0,34.0,5.0,30.0,201.0,1302.0,26.0,9.0,5.0,154.0,14.0,5.4824,6.0,18.0,33.0,,0.4116,17.0,4.2081,19.0,11.0,49.0,8.0,6.0,6.0,3.0,8.0,,8.0,1.0,4.0,4.0,33.0,11.0,3.0,4.0,2.0,2.0,2.0,1.0,4.0,5.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
541462,Matai Akinmboni,Defender,Bournemouth,91,United States,2024-25,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496683,Max Kinsey,Defender,Bournemouth,91,England,2024-25,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544877,Milos Kerkez,Defender,Bournemouth,91,Hungary,2024-25,132.0,35.0,2.5763,0.0,8.0,7.0,52.0,11.0,2.0,159.0,38.0,38.0,264.0,97.0,1350.0,,77.0,9.0,39.0,3342.0,49.0,152.0,82.0,124.0,1042.0,71.0,58.0,54.7365,31.0,18.0,99.0,45.0,4.0,83.0,349.0,50.0,0.0,284.0,27.0,550.0,169.0,38.0,26.0,17.0,677.0,42.0,103.0,39.0,4.0,207.0,28.0,0.0,1334.0,6.0,24.0,527.0,26.0,22.0,11.0,98.0,30.0,45.0,44.0,353.0,2264.0,221.0,6.0,58.0,448.0,12.0,0.5867,4.0,105.0,64.0,1.0,,5.0,1.1828,5.0,4.0,7.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,,,,4.0,4.0,2.0,3.0,2.0,3.0,,2.0,1.0,5.0,,0.0,,,,,1.0,,,,,,,,,,,,,,,,
606774,Remy Rees-Dottin,Forward,Bournemouth,91,England,2024-25,,,,0.0,,,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,0.0,,,,,1.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158499,Ryan Christie,Midfielder,Bournemouth,91,Scotland,2024-25,154.0,6.0,2.9898,0.0,13.0,2.0,54.0,20.0,8.0,112.0,29.0,27.0,179.0,17.0,999.0,2.0,51.0,4.0,14.0,2131.0,29.0,128.0,52.0,106.0,766.0,49.0,,34.1938,38.0,6.0,49.0,28.0,7.0,125.0,210.0,31.0,2.0,282.0,33.0,304.0,182.0,29.0,21.0,22.0,502.0,26.0,34.0,47.0,7.0,231.0,22.0,0.0,967.0,8.0,13.0,312.0,33.0,23.0,11.0,300.0,43.0,30.0,54.0,185.0,1471.0,3.0,17.0,25.0,332.0,19.0,2.1248,9.0,67.0,42.0,,,12.0,3.7699,8.0,6.0,26.0,6.0,4.0,4.0,,7.0,3.0,6.0,,,,15.0,6.0,2.0,1.0,1.0,2.0,,2.0,2.0,3.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
200785,Tyler Adams,Midfielder,Bournemouth,91,United States,2024-25,115.0,1.0,0.7623,0.0,7.0,,83.0,2.0,2.0,114.0,28.0,21.0,159.0,2.0,1056.0,7.0,49.0,4.0,1.0,1965.0,18.0,139.0,37.0,108.0,878.0,18.0,,31.3218,15.0,3.0,37.0,30.0,3.0,97.0,268.0,21.0,0.0,254.0,23.0,322.0,114.0,28.0,33.0,10.0,457.0,27.0,2.0,22.0,3.0,205.0,31.0,0.0,1022.0,,3.0,217.0,50.0,4.0,10.0,304.0,45.0,32.0,19.0,162.0,1393.0,4.0,6.0,36.0,441.0,28.0,1.5928,7.0,45.0,57.0,,,2.0,1.0782,8.0,4.0,,,2.0,2.0,,,4.0,,1.0,,,,4.0,,,,3.0,,,,3.0,,,3.0,,,,,,,,,,,,,1.0,,,,,,,
444172,Will Dennis,Goalkeeper,Bournemouth,91,England,2024-25,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530121,Zain Silcott-Duberry,Forward,Bournemouth,91,England,2024-25,1.0,,,0.0,,,1.0,,,1.0,1.0,,1.0,,2.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,0.0,2.0,,1.0,,1.0,,,,,,,,1.0,,0.0,2.0,,,1.0,1.0,,,1.0,,,,,3.0,,,,1.0,,,0.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
