playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,punches,expectedGoalsOnTargetConceded,successfulLaunches,expectedAssists,totalClearances,goalsConceded,totalRedCards,groundDuelsLost,catches,rightsidePasses,savesMade,duels,forwardPasses,recoveries,appearances,savesMadeFromOutsideBox,crossesNotClaimed,gamesPlayed,successfulPassesOppositionHalf,starts,goalsConcededInsideBox,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,groundDuels,straightRedCards,gkSuccessfulDistribution,openPlayPasses,savesMadeCaught,totalLossesOfPossession,gkUnsuccessfulDistribution,penaltiesFaced,savesMadeParried,leftsidePasses,successfulLongPasses,timePlayed,touches,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,successfulShortPasses,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,successfulLayoffs,foulWonPenalty,unsuccessfulCrossesOpenPlay,goals,offsides,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,throwInsToOppositionPlayer,keyPassesAttemptAssists,totalFoulsWon,putthroughBlockedDistributionWon,oboxTarget,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,aerialDuelsWon,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,successfulDribbles,blocks,totalFoulsConceded,interceptions,backwardPasses,throwInsToOwnPlayer,shotsBlockedOutsideBox,foulAttemptedTackle,expectedGoals,expectedGoalsFreekick,goalAssists,unsuccessfulLayoffs,shotsBlockedInBox,freekickTotal,iboxBlocked,attemptsFromSetPieces,unsuccessfulCornersIntoBox,hitWoodwork,handballsConceded,penaltiesSaved,penaltiesConceded,savesFromPenalty,goalkeeperSmother,drops,headedGoals,penaltiesTaken,penaltyGoals,successfulCornersIntoBox,clearancesOffTheLine
15885,Adam Federici,Goalkeeper,Bournemouth,91,Australia,2015-16,2.0,4.0,11.5537,11.0,0.002,5.0,15.0,0.0,2.0,3.0,17.0,13.0,2.0,76.0,36.0,6.0,4.0,1.0,6.0,20.0,6.0,15.0,31.0,108.0,2.0,0.0,42.0,66.0,2.0,32.0,11.0,1.0,4.0,15.0,36.0,495.0,152.0,1.0,15.0,57.0,41.0,9.0,0.0,31.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54469,Adam Smith,Defender,Bournemouth,91,England,2015-16,139.0,,33.5531,7.0,1.2053,49.0,35.0,0.0,107.0,,75.0,,328.0,294.0,125.0,31.0,,,31.0,437.0,22.0,30.0,144.0,911.0,275.0,0.0,,889.0,,323.0,,,,328.0,36.0,2096.0,1664.0,2.0,21.0,341.0,731.0,,5.0,37.0,34.0,11.0,6.0,4.0,1.6709,71.0,9.0,1.0,107.0,4.0,1.0,45.0,2.0,2.0,6.0,9.0,4.0,53.0,6.0,1.0,11.0,1.0,1.0,32.0,189.0,5.0,47.0,168.0,29.0,14.0,51.0,25.0,1.0,1.0,12.0,1.0,29.0,45.0,21.0,5.0,10.0,59.0,46.0,5.0,33.0,44.0,214.0,240.0,6.0,12.0,0.5246,,,,,,,,,,,,,,,,,,,,
15237,Andrew Surman,Midfielder,Bournemouth,91,England,2015-16,149.0,,57.1807,3.0,1.8154,63.0,67.0,0.0,92.0,,704.0,,283.0,669.0,240.0,38.0,,,38.0,1031.0,38.0,60.0,336.0,2287.0,178.0,0.0,,2222.0,,419.0,,,,677.0,218.0,3420.0,2707.0,,25.0,922.0,1733.0,,4.0,99.0,83.0,2.0,10.0,,,51.0,7.0,5.0,237.0,38.0,,4.0,,,9.0,,4.0,105.0,7.0,,2.0,,,57.0,134.0,7.0,53.0,86.0,,40.0,20.0,32.0,,,17.0,,5.0,7.0,48.0,7.0,3.0,34.0,16.0,11.0,26.0,109.0,237.0,3.0,9.0,19.0,0.6876,0.0925,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,
18726,Artur Boruc,Goalkeeper,Bournemouth,91,Poland,2015-16,2.0,8.0,45.5832,72.0,0.0199,17.0,51.0,0.0,2.0,47.0,69.0,77.0,8.0,553.0,261.0,32.0,20.0,,32.0,103.0,32.0,44.0,342.0,743.0,5.0,0.0,304.0,328.0,8.0,354.0,132.0,5.0,19.0,121.0,166.0,2880.0,1072.0,,179.0,298.0,235.0,54.0,2.0,338.0,83.0,,,,,1.0,,,4.0,,,,,,,,,3.0,7.0,,,,,,6.0,7.0,1.0,3.0,,1.0,1.0,,,,1.0,,,,3.0,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,2.0,1.0,2.0,2.0,7.0,,,,,
88498,Benik Afobe,Forward,Bournemouth,91,DR Congo,2015-16,76.0,,14.617,,0.5342,9.0,17.0,0.0,45.0,,58.0,,104.0,28.0,24.0,15.0,,,15.0,134.0,12.0,14.0,29.0,224.0,63.0,0.0,,209.0,,94.0,,,,46.0,2.0,936.0,353.0,10.0,,62.0,193.0,,0.0,2.0,7.0,1.0,2.0,5.0,2.3662,5.0,12.0,,27.0,28.0,,3.0,4.0,9.0,,3.0,,41.0,1.0,,1.0,1.0,1.0,31.0,28.0,3.0,9.0,18.0,1.0,12.0,9.0,6.0,,1.0,,,12.0,3.0,10.0,7.0,7.0,5.0,4.0,,15.0,2.0,92.0,2.0,,1.0,2.4758,,,3.0,2.0,,2.0,,,,2.0,,,,,,3.0,,,,
75115,Callum Wilson,Forward,Bournemouth,91,England,2015-16,68.0,,10.5556,,0.5807,1.0,15.0,0.0,55.0,,33.0,,103.0,24.0,16.0,13.0,,,13.0,76.0,9.0,14.0,35.0,131.0,86.0,0.0,,120.0,,119.0,,,,30.0,1.0,772.0,286.0,4.0,,21.0,95.0,,0.0,,2.0,1.0,6.0,8.0,3.8987,5.0,11.0,,35.0,15.0,,4.0,5.0,4.0,2.0,4.0,,17.0,,,1.0,3.0,3.0,13.0,35.0,1.0,13.0,31.0,,7.0,19.0,7.0,,5.0,1.0,,19.0,4.0,4.0,3.0,9.0,4.0,7.0,2.0,12.0,1.0,44.0,6.0,2.0,1.0,2.6896,,,2.0,4.0,,4.0,,,1.0,1.0,,,,,,,1.0,1.0,,
41320,Charlie Daniels,Defender,Bournemouth,91,England,2015-16,110.0,,54.5206,18.0,2.012,76.0,63.0,0.0,89.0,,604.0,,286.0,705.0,203.0,37.0,,,37.0,794.0,37.0,57.0,331.0,1692.0,239.0,0.0,,1642.0,,595.0,,,,101.0,65.0,3285.0,2698.0,1.0,73.0,599.0,1296.0,,2.0,123.0,99.0,27.0,5.0,7.0,3.4539,75.0,15.0,1.0,208.0,6.0,,87.0,3.0,2.0,2.0,,14.0,47.0,7.0,2.0,32.0,2.0,2.0,21.0,176.0,6.0,78.0,150.0,55.0,31.0,19.0,23.0,2.0,,13.0,3.0,23.0,95.0,26.0,8.0,25.0,62.0,57.0,4.0,10.0,53.0,282.0,353.0,2.0,4.0,2.6333,,5.0,,3.0,,3.0,,4.0,,1.0,,,,,,,2.0,2.0,5.0,
227290,Corey Jordan,Defender,Bournemouth,91,England,2015-16,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40387,Dan Gosling,Midfielder,Bournemouth,91,England,2015-16,203.0,,40.9007,2.0,1.7106,21.0,46.0,0.0,160.0,,370.0,,387.0,352.0,156.0,34.0,,,34.0,588.0,28.0,41.0,197.0,1194.0,309.0,0.0,,1165.0,,342.0,,,,307.0,40.0,2441.0,1683.0,7.0,15.0,410.0,957.0,,6.0,34.0,50.0,1.0,11.0,11.0,3.7197,73.0,29.0,3.0,163.0,41.0,1.0,5.0,3.0,1.0,8.0,6.0,2.0,78.0,3.0,4.0,1.0,4.0,4.0,43.0,184.0,5.0,53.0,149.0,,26.0,40.0,29.0,4.0,2.0,21.0,,26.0,5.0,35.0,18.0,3.0,52.0,37.0,12.0,31.0,52.0,165.0,5.0,8.0,19.0,2.9345,,1.0,3.0,3.0,,3.0,,,1.0,,,,,,,1.0,,,,
80498,Eunan O'Kane,Midfielder,Bournemouth,91,Ireland,2015-16,37.0,,16.4364,1.0,0.2529,13.0,20.0,0.0,31.0,,104.0,,65.0,144.0,29.0,16.0,,,16.0,194.0,6.0,19.0,87.0,379.0,56.0,0.0,,370.0,,117.0,,,,90.0,31.0,752.0,472.0,3.0,6.0,98.0,261.0,,2.0,17.0,19.0,,1.0,2.0,0.0999,9.0,5.0,4.0,70.0,8.0,,1.0,,1.0,1.0,10.0,1.0,9.0,,1.0,,1.0,1.0,6.0,28.0,1.0,23.0,25.0,,6.0,7.0,9.0,1.0,,3.0,,8.0,1.0,3.0,3.0,1.0,6.0,10.0,2.0,6.0,8.0,41.0,1.0,1.0,2.0,0.554,,1.0,1.0,,,,,,,1.0,,,,,,,,,,
20529,Glenn Murray,Forward,Bournemouth,91,England,2015-16,88.0,,14.2494,,0.2438,9.0,18.0,0.0,57.0,,59.0,,149.0,41.0,19.0,21.0,,,21.0,100.0,8.0,16.0,71.0,203.0,91.0,0.0,,189.0,,134.0,,,,47.0,3.0,795.0,361.0,7.0,,34.0,129.0,,2.0,,14.0,2.0,2.0,14.0,3.3051,7.0,23.0,,71.0,32.0,,4.0,3.0,13.0,,13.0,,58.0,,3.0,2.0,7.0,7.0,31.0,61.0,2.0,11.0,34.0,1.0,9.0,19.0,8.0,3.0,1.0,4.0,,8.0,4.0,27.0,9.0,6.0,3.0,9.0,3.0,26.0,3.0,56.0,2.0,,12.0,3.2395,,,11.0,2.0,,2.0,,,,1.0,,,,,,2.0,1.0,,,
48615,Harry Arter,Midfielder,Bournemouth,91,Ireland,2015-16,109.0,,25.8965,4.0,1.7421,9.0,25.0,0.0,104.0,,301.0,,212.0,338.0,118.0,21.0,,,21.0,569.0,21.0,22.0,145.0,1034.0,199.0,0.0,,1014.0,,230.0,,,,251.0,80.0,1670.0,1330.0,13.0,14.0,324.0,809.0,,7.0,42.0,22.0,3.0,11.0,7.0,1.5283,57.0,25.0,5.0,103.0,27.0,,3.0,1.0,,9.0,,2.0,13.0,2.0,6.0,4.0,,,5.0,103.0,3.0,41.0,95.0,,26.0,16.0,26.0,6.0,1.0,10.0,,17.0,3.0,8.0,18.0,7.0,47.0,22.0,1.0,23.0,25.0,144.0,3.0,9.0,17.0,1.1556,0.1112,,1.0,2.0,1.0,2.0,1.0,,,2.0,,,,,,,,,1.0,
200369,Jordan Holmes,Goalkeeper,Bournemouth,91,Australia,2015-16,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78007,Joshua King,Forward,Bournemouth,91,Norway,2015-16,202.0,,31.4766,,2.3079,12.0,39.0,0.0,151.0,,121.0,,329.0,106.0,91.0,31.0,,,31.0,258.0,24.0,35.0,102.0,444.0,248.0,0.0,,406.0,,325.0,,,,88.0,3.0,1924.0,893.0,18.0,1.0,89.0,339.0,,1.0,5.0,13.0,5.0,15.0,20.0,5.0435,29.0,39.0,2.0,97.0,37.0,,19.0,6.0,16.0,7.0,7.0,1.0,81.0,1.0,4.0,5.0,10.0,10.0,51.0,127.0,4.0,36.0,97.0,,23.0,28.0,21.0,4.0,6.0,4.0,,54.0,19.0,30.0,19.0,19.0,25.0,45.0,1.0,37.0,9.0,129.0,2.0,7.0,12.0,5.1101,,2.0,8.0,8.0,,8.0,,,1.0,,,1.0,,,,,,,,
93538,Juan Iturbe,Forward,Bournemouth,91,Paraguay,2015-16,4.0,,1.7023,,0.0165,,3.0,0.0,4.0,,10.0,,9.0,7.0,6.0,2.0,,,2.0,13.0,,1.0,5.0,23.0,8.0,0.0,,23.0,,12.0,,,,2.0,2.0,55.0,41.0,,,5.0,16.0,,0.0,,1.0,,,1.0,0.363,,1.0,,5.0,1.0,,2.0,,,,2.0,,1.0,,1.0,,,,,5.0,2.0,1.0,4.0,,1.0,1.0,1.0,1.0,,,,2.0,2.0,1.0,,2.0,,3.0,,,2.0,4.0,1.0,,,0.0306,,,,,,,,,,,,,,,,,,,,
56872,Junior Stanislas,Midfielder,Bournemouth,91,England,2015-16,102.0,,21.8062,1.0,3.0585,11.0,23.0,0.0,73.0,,224.0,,190.0,160.0,75.0,21.0,,,21.0,368.0,17.0,17.0,143.0,662.0,147.0,0.0,,653.0,,315.0,,,,108.0,15.0,1440.0,1057.0,9.0,4.0,166.0,504.0,,1.0,10.0,28.0,8.0,15.0,10.0,2.7158,29.0,29.0,4.0,133.0,42.0,,40.0,3.0,3.0,10.0,4.0,45.0,43.0,4.0,3.0,15.0,4.0,4.0,29.0,88.0,6.0,39.0,74.0,2.0,32.0,13.0,15.0,3.0,2.0,13.0,,39.0,81.0,14.0,19.0,23.0,16.0,32.0,1.0,11.0,18.0,170.0,16.0,10.0,6.0,2.8193,0.3713,2.0,3.0,5.0,6.0,5.0,6.0,31.0,2.0,,,,,,,1.0,,,7.0,
20963,Lee Tomlin,Forward,Bournemouth,91,England,2015-16,28.0,,3.1297,,0.6889,1.0,2.0,0.0,18.0,,33.0,,52.0,40.0,13.0,6.0,,,6.0,56.0,3.0,2.0,31.0,116.0,38.0,0.0,,110.0,,53.0,,,,20.0,4.0,289.0,181.0,2.0,,29.0,81.0,,1.0,1.0,5.0,,1.0,3.0,0.3822,6.0,4.0,1.0,30.0,4.0,,,,,,3.0,2.0,14.0,,1.0,,2.0,2.0,10.0,24.0,,12.0,20.0,,7.0,8.0,7.0,1.0,,4.0,,6.0,2.0,4.0,1.0,3.0,2.0,6.0,,2.0,2.0,23.0,1.0,,2.0,0.3375,,,,1.0,,1.0,,2.0,,,,,,,,,,,,
21246,Lewis Grabban,Forward,Bournemouth,91,England,2015-16,62.0,,9.8959,,0.2203,1.0,19.0,0.0,54.0,,76.0,,92.0,65.0,32.0,21.0,,,21.0,183.0,7.0,16.0,54.0,309.0,80.0,0.0,,298.0,,119.0,,,,61.0,9.0,820.0,456.0,5.0,2.0,75.0,246.0,,2.0,5.0,10.0,3.0,3.0,9.0,0.9611,11.0,16.0,1.0,49.0,17.0,,10.0,1.0,6.0,2.0,14.0,3.0,12.0,,4.0,3.0,3.0,3.0,8.0,30.0,3.0,13.0,26.0,,8.0,4.0,6.0,4.0,1.0,1.0,,19.0,10.0,4.0,7.0,15.0,10.0,11.0,1.0,9.0,2.0,107.0,14.0,2.0,4.0,1.1959,,,1.0,,,,,,,,,,,,,,,,,
